beta,eta,gamma,gamma_over_eta,n,repeat_id,delta,beta_hat,eta_hat,gamma_hat,r_squared,converged,time_ms,status,cohort
1.5,1.0,0.1,0.1,7,48,0.64,1.4598812947863977,1.081289056449752,0.08405977521718934,0.9211342922974395,True,34.84109999953944,success,0.5
1.5,1.0,0.1,0.1,7,48,0.66,1.4518463526587264,1.0759937504388655,0.08803571100818064,0.9185901972748184,True,37.168900000324356,success,0.5
1.5,1.0,0.1,0.1,7,48,0.68,1.4442144574984832,1.0707991514568849,0.09188695543264733,0.915932633128119,True,35.42340000058175,success,0.5
1.5,1.0,0.1,0.1,7,48,0.7,1.4369626137276497,1.06569397502687,0.09562364864418504,0.9131525698199943,True,40.568700000221725,success,0.5
1.5,1.0,0.1,0.1,7,48,0.72,1.430076121005293,1.060666120720829,0.09925519343689733,0.9102385125330461,True,44.24239999934798,success,0.5
1.5,1.0,0.1,0.1,7,48,0.74,1.4235382490617545,1.0557049960192033,0.10279035663090764,0.9071786074136267,True,40.20629999831726,success,0.5
1.5,1.0,0.1,0.1,7,48,0.76,1.417335255644452,1.0508001358934682,0.10623737326111592,0.903959268091205,True,35.804999999527354,success,0.5
1.5,1.0,0.1,0.1,7,48,0.78,1.4114552053288854,1.0459413743257941,0.10960401804438404,0.9005651895901878,True,37.68180000042776,success,0.5
1.5,1.0,0.1,0.1,7,48,0.8,1.405887852865069,1.0411187011568104,0.11289770732792268,0.8969790301410709,True,35.29940000044007,success,0.5
1.5,1.0,0.1,0.1,7,48,0.82,1.4006246085624035,1.0363221629844526,0.11612556600653373,0.8931810564997182,True,36.29279999950086,success,0.5
1.5,1.0,0.1,0.1,7,48,0.84,1.3956585015123502,1.0315417301369068,0.11929451258480772,0.8891486842526226,True,37.13490000154707,success,0.5
1.5,1.0,0.1,0.1,7,48,0.86,1.3909842120547082,1.0267671819534323,0.12241132560411198,0.8848559304142452,True,35.79119999994873,success,0.5
1.5,1.0,0.1,0.1,7,48,0.88,1.3865979383812186,1.021987978619356,0.1254827384029825,0.8802727509118681,True,37.723600000390434,success,0.5
1.5,1.0,0.1,0.1,7,48,0.9,1.3825013143477405,1.0171922017012942,0.12851552242265274,0.8753627290378758,True,36.49469999982102,success,0.5
1.5,1.0,0.1,0.1,7,48,0.92,1.3786876749972639,1.0123696200577375,0.13151658930550544,0.8700870725850233,True,36.068600000362494,success,0.5
1.5,1.0,0.1,0.1,7,48,0.94,1.3751625407720482,1.0075066648623305,0.13449310710421522,0.8643956767267629,True,35.695700000360375,success,0.5
1.5,1.0,0.1,0.1,7,48,0.96,1.3719304890968222,1.0025892810827446,0.13745264921293168,0.8582300144572474,True,37.88379999969038,success,0.5
1.5,1.0,0.1,0.1,7,48,0.98,1.3689974379669976,0.9976021065892121,0.14040335830558143,0.8515200072345532,True,36.02070000124513,success,0.5
1.5,1.0,0.1,0.1,7,48,1.0,1.3663773785781805,0.9925265237219704,0.14335418909500586,0.8441775816342469,True,35.8754000008048,success,0.5
1.5,1.0,0.1,0.1,7,51,0.52,1.4454650082693747,1.357425738387727,0.12034103983799564,0.95600663125986,True,38.17619999972521,success,0.5
1.5,1.0,0.1,0.1,7,51,0.54,1.4371459705660172,1.3509627181410502,0.12527527399915342,0.9548098758749405,True,37.099299999681534,success,0.5
1.5,1.0,0.1,0.1,7,51,0.56,1.4291590039871143,1.344657513445587,0.13004865133355378,0.9535626138820311,True,36.777399998754845,success,0.5
1.5,1.0,0.1,0.1,7,51,0.58,1.42148473200367,1.338497981967646,0.1346721572929948,0.9522628672711168,True,38.03879999941273,success,0.5
