budget_policy,domain_id,domain_label,train_beta_min,train_beta_max,n_train_per_n,n,beta,n_total,n_valid,failure_rate,J1,beta_bias,beta_sd,beta_rmse,eta_bias,eta_sd,eta_rmse,gamma_bias,gamma_sd,gamma_rmse,x095_bias,x095_sd,x095_rmse
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,20,1.75,1500,1500,0.0,0.2927304551304747,0.07658753196530482,0.1773907059840785,0.19316349115111447,0.037188577293209645,0.1729370840436838,0.17683406674601332,-0.0556868526978854,0.11839348377287758,0.13080022127379867,-0.01195710087294475,0.17169072721236728,0.17204948784615282
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,20,2.0,1500,1500,0.0,0.2870350358184789,0.03040944221337091,0.18803781229924002,0.19041896146158793,0.018732389895932244,0.1701662849101707,0.17113784670550186,-0.0370080475662884,0.12442786775098497,0.12977506820730206,-0.0129495276299296,0.15495820175016128,0.15544686077870973
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,20,2.25,1500,1500,0.0,0.27445091180502706,-0.010203330938679277,0.17845817420145735,0.17869022456456787,-0.004443622476278345,0.16235401689937817,0.16236070963405222,-0.020022937454088913,0.1290049744549971,0.13050711322683545,-0.01797694223561882,0.15247396491202952,0.15347958025359676
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,20,2.5,1500,1500,0.0,0.27091504596762994,-0.0538637162172788,0.1655573322212414,0.17404671027279398,-0.02358024316213631,0.1603302014125656,0.16200204989522818,0.0031339689828544267,0.12984397745759213,0.12983851741530777,-0.01917484045909371,0.14420117646917482,0.14542280133755642
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,20,2.75,1500,1500,0.0,0.26982018458721746,-0.09050250141261029,0.14723055031561694,0.17278045747387474,-0.04497908355532991,0.1498104918391829,0.1563692402624799,0.027133659765455554,0.13331961651121393,0.13600921375235397,-0.014893871397917457,0.13541646199476534,0.1361881804915952
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,20,3.0,1500,1500,0.0,0.2793984693356686,-0.1279984437733905,0.1334742566624448,0.18489754428297386,-0.05982175149826021,0.14732340332152066,0.15896023924798788,0.044469856952193895,0.12900221442672524,0.13641130863481488,-0.02062627909115047,0.12254027075889194,0.1242237924131423
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,20,3.25,1500,1500,0.0,0.3000285373518137,-0.16628710850915412,0.11718870125603136,0.2034095344306059,-0.08503426322642461,0.1423664568613973,0.1657875804245786,0.06593023868689762,0.12969417894369809,0.14545158199606043,-0.024087499323221573,0.1167026356456142,0.11912444383991093
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,20,3.5,1500,1500,0.0,0.32356314954482784,-0.19751950688927886,0.10483428930705159,0.2235997696722624,-0.10386440913708213,0.13888408073393474,0.17338899669467037,0.08814668296267625,0.1298996617978521,0.15694747710968612,-0.02092789420088587,0.11014242140388861,0.11207694758394093
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,20,3.75,1500,1500,0.0,0.3504765644305085,-0.23342096769942786,0.09200162634541856,0.2508864375484903,-0.11522491355426685,0.1376895193868662,0.17950639408316857,0.10095395169339404,0.13223929046724883,0.16633481942304812,-0.028833812295774378,0.10451121308204966,0.10838219716486168
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,20,4.0,1500,1500,0.0,0.37208966137124516,-0.26179522062924565,0.07860051461957501,0.2733325076694046,-0.12743489236586192,0.13391640599409738,0.1848277572520205,0.11208426889362993,0.13048840810352097,0.1719847565911322,-0.03658445291706448,0.09860288268474511,0.10514023484534052
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,20,4.25,1500,1500,0.0,0.4076957243375357,-0.29225463675197927,0.07225707817892124,0.30104879559038505,-0.14399067720292918,0.13861899993718194,0.1998392656949918,0.13099046348400292,0.13602767499665527,0.18881126609175872,-0.035049590902010215,0.09157400123962801,0.09802387971117878
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,20,4.5,1500,1500,0.0,0.43181070324660303,-0.3175530074899395,0.060902642019379914,0.3233366227576296,-0.1538865868544674,0.1373458412182009,0.20623381340989205,0.14230953229179133,0.1383556452421388,0.1984477916945161,-0.03825917820950217,0.08888263798514705,0.09673996745696692
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,20,4.75,1500,1500,0.0,0.4591762775405895,-0.3462009424603311,0.055888653132963685,0.35068012739304966,-0.16624646048883135,0.13661001719472804,0.21514585957394072,0.15130206542436506,0.13674323391726934,0.20390821762699293,-0.04868717863602247,0.08170065593730996,0.09508411300528745
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,20,5.0,1500,1500,0.0,0.4873649541795716,-0.3692230381071319,0.05134402523429988,0.37277352819601184,-0.17870801244516943,0.1399343214828158,0.22694738075467252,0.1650706775943497,0.14079868318044017,0.21693174412092575,-0.049705561672301175,0.07897104681966942,0.093289396393496
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,20,5.25,1500,1500,0.0,0.5091665640845104,-0.39200837315336995,0.046208640803579684,0.39472063489883924,-0.18616760418166284,0.1395592961516556,0.23264176206704068,0.17286805876500852,0.1394762497727727,0.2220901188910158,-0.05608441907544857,0.0722812892776709,0.09146892251553596
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,20,5.5,1500,1500,0.0,0.5311529889107525,-0.4135340080123727,0.04079928518699766,0.4155404285186131,-0.19277172082943594,0.14042253086970985,0.23846651309833708,0.17906422839902245,0.1432936245704542,0.2293106452524912,-0.061875806040928315,0.0714509974618882,0.0945010947810719
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,20,5.75,1500,1500,0.0,0.5545036345722211,-0.4344677885961458,0.039076408373683535,0.4362203652305615,-0.20269168901783843,0.14208423017564387,0.2475043244925896,0.1872620628415304,0.14448016900556895,0.23649034455847406,-0.06764610563309242,0.06883331201879793,0.09649280681777116
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,7,0.75,1500,1500,0.0,2.0909165626921586,1.5693959163342142,0.3267795689989566,1.603033761028499,0.8756054553100556,0.9366194992590359,1.2819345390346766,-0.33131894720492305,0.22162845510207105,0.3985707851475929,0.3608105538470159,0.872531669984925,0.9439217286851638
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,7,1.0,1500,1500,0.0,1.3199750237886747,1.0701529279283135,0.19587731618732526,1.0879198654013817,0.4361699468812922,0.5310209314869014,0.6870512815065998,-0.23268231685343774,0.18057032699237885,0.29449102952567413,0.27828878793082357,0.5989849594190207,0.660294209003688
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,7,1.25,1500,1500,0.0,0.8918246105640534,0.7213448199726178,0.13445363369685628,0.7337602313171113,0.26266100483671817,0.36847803863409806,0.4524117052429449,-0.15403853533346132,0.16900259994805944,0.22862788085523533,0.24887962712517292,0.5012344797047216,0.5594725925134595
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,7,1.5,1500,1500,0.0,0.6217050941338516,0.4798948963032555,0.1044065872054548,0.4911136118993594,0.15033370717855823,0.29199172494464914,0.3283329887556879,-0.09863695985159741,0.16676745440194077,0.19370620220814794,0.200208837628328,0.4059275385993975,0.4524940815231244
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,7,1.75,1500,1500,0.0,0.43230302181235486,0.29585294249835936,0.08463128571135778,0.3077119483159766,0.07565139950419579,0.24115613795589153,0.2526670660483776,-0.05634206777243503,0.1587481821067306,0.16840015815367843,0.14382509717356806,0.3159528652185336,0.3470523315122576
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,7,2.0,1500,1500,0.0,0.3230864395207815,0.1595518277225482,0.07106966714614643,0.17465484835185913,0.013418350275878396,0.2132562016879251,0.21360697759541528,-0.013729469956879067,0.16757927676971685,0.1680850691523683,0.12177000321643798,0.29744105564636536,0.32131002860108937
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,7,2.25,1500,1500,0.0,0.2692304216477124,0.044723893437365256,0.06068542653496397,0.07536904199071498,-0.020043704565625955,0.200493034510175,0.2014259384369871,0.011548859857316103,0.16160492993625475,0.16196332540049285,0.07706529531921341,0.24811086381857014,0.25972489513638225
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,7,2.5,1500,1500,0.0,0.2629967933543148,-0.04556023692276057,0.053684016763417074,0.07039735455642031,-0.05707739993261947,0.18451750390796745,0.193085061631731,0.03657697056607608,0.16002775563436214,0.16410266530675385,0.0458634982181302,0.21651724342217787,0.22125081700069937
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,7,2.75,1500,1500,0.0,0.29282907578667905,-0.12185565469825903,0.045507756448272395,0.13007065711232482,-0.07493187700816985,0.18408467233424494,0.19869414016518339,0.061057554097365595,0.1601255726051145,0.1713217162197108,0.027097834467572336,0.1944911888969371,0.19630562220596312
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,7,3.0,1500,1500,0.0,0.32963094720423075,-0.18691040770645187,0.03893476327626669,0.19091989338422385,-0.09237993139508067,0.17593933150784924,0.19866570832365876,0.08174532700926329,0.16147190353250146,0.18093670716903718,0.01078690969145658,0.18233177015966598,0.1825898917811239
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,7,3.25,1500,1500,0.0,0.3692230167751825,-0.24187453390799554,0.035289374271660734,0.24443363079386424,-0.10847284693699186,0.17333637258870216,0.204430492473075,0.0957151647778041,0.1601302960302657,0.18651008015845033,-0.01171192308769696,0.16396574597576313,0.16432897437325233
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,7,3.5,1500,1500,0.0,0.4089547736694408,-0.2922945219602425,0.03056814932707808,0.29388752334878115,-0.1179006630355448,0.1723318463495135,0.20875591672319757,0.10684748377966033,0.16092226991498765,0.19311938732297315,-0.03194403527994714,0.1495718134783646,0.15289615525659364
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,7,3.75,1500,1500,0.0,0.44446653490965116,-0.3344437557468346,0.027248641605209664,0.3355512170072769,-0.1274617005746571,0.16743384619253457,0.21038509588127907,0.11834353227657686,0.16342155801057512,0.2017275213017613,-0.04522296027867424,0.13892497897504974,0.1460561506854895
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,7,4.0,1500,1500,0.0,0.47816862564644735,-0.37242117425230953,0.02434065500701586,0.3732152241526537,-0.1340996527441957,0.16968148967301858,0.21622980891899127,0.12921989775981646,0.1609962690153216,0.20639840296899906,-0.05978169571197416,0.1280919172555529,0.1413168498406743
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,7,4.25,1500,1500,0.0,0.5102351278362894,-0.4057876929379953,0.02073986461922302,0.4063170030444721,-0.1444658563442591,0.16712989007243237,0.22087137026966555,0.13874901231357653,0.16501236563610094,0.2155509603557205,-0.06984032551757709,0.12255213308957216,0.14102015355847358
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,7,4.5,1500,1500,0.0,0.5368214842283376,-0.43715791158805206,0.019336190466477134,0.4375850530661918,-0.14993122548144588,0.16759921117774199,0.22483358652874336,0.1432368818023878,0.16014611820180905,0.2148173308436626,-0.08703749794593459,0.10830321563140871,0.13891469627238118
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,7,4.75,1500,1500,0.0,0.5628913659468664,-0.4639253678747109,0.016720577658357452,0.46422638689519813,-0.1553725557163579,0.1689082631680531,0.2294593916913624,0.15108234197901943,0.1608736107019119,0.22065570269627935,-0.09608515769389434,0.10240442074589326,0.14039954347184896
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,7,5.0,1500,1500,0.0,0.586981835108895,-0.4887626161147687,0.014994382247179302,0.48899240947346134,-0.16142892041643372,0.16879638980306863,0.2335219962727803,0.15637348497841155,0.16268544202332408,0.22561377502697014,-0.10678957380320392,0.09731412304872564,0.14445670029037289
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,7,5.25,1500,1500,0.0,0.6076592479059889,-0.5119530357202741,0.01301901188663242,0.5121184359669758,-0.16288986161246882,0.1691689484820642,0.23480238795897324,0.1610703515807998,0.16101532074460548,0.2277110179968776,-0.11617607677227297,0.08946482932946724,0.14661343912032687
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,7,5.5,1500,1500,0.0,0.6275974218994526,-0.5326950521863235,0.011661857069573029,0.5328226035634757,-0.16858496046701948,0.16821158839353667,0.23811166275488593,0.16532056654856464,0.16114544779921042,0.2308277131688961,-0.12585953216758286,0.0821766187911306,0.15029676149405768
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,7,5.75,1500,1500,0.0,0.6462881348399819,-0.551579471046276,0.010674362609707527,0.5516826795681267,-0.17471037233365957,0.1682451987915862,0.2425103918449174,0.16946006970666264,0.16069780576669607,0.23350221443639227,-0.13461612990318256,0.07767249063377726,0.15540429923535118
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,10,0.75,1500,1500,0.0,2.0818490451042533,1.4435011155983435,0.35294276957348564,1.4859949608243865,1.033346048752629,0.9274081681586225,1.3882782776637725,-0.376136596275528,0.23907574641426826,0.44564318324521696,0.2920119013113424,0.8838568410759442,0.9305659912550717
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,10,1.0,1500,1500,0.0,1.2738386600435174,1.0063346806449989,0.19787571493382752,1.0255916267357124,0.49211741919044494,0.4766093841320889,0.6849705261129159,-0.26674666855462603,0.17466733891081238,0.3188136216469658,0.20164503275042042,0.5070361655144769,0.5455043555497816
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,10,1.25,1500,1500,0.0,0.8517781441497712,0.6819727332509372,0.13984153153543716,0.696153306202953,0.2863222664809507,0.3157133218978981,0.4261324817145232,-0.18893114095496963,0.15371553411899214,0.2435317004862967,0.1631750079385656,0.4069917127601193,0.4383581974842751
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,10,1.5,1500,1500,0.0,0.5928943411896505,0.45891946977721954,0.10390197757890578,0.4705268362216781,0.16528725757766244,0.25609825473429937,0.30473343988604196,-0.1195834680404224,0.1515943322080724,0.19304332888019654,0.14683184974984387,0.32244742557971834,0.3542070291074229
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,10,1.75,1500,1500,0.0,0.4119171365512163,0.28546556272994505,0.08944496145031948,0.2991415301037634,0.08491145450924617,0.2153935281917953,0.23145927830281698,-0.07305160796329423,0.14592578125770883,0.16314617629375117,0.11171743031859604,0.28123222831737915,0.30252210294542
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,10,2.0,1500,1500,0.0,0.3007695476176217,0.15338969130936436,0.07894558256728874,0.17250115208368735,0.03560300610572086,0.19200736098506646,0.19521737328364325,-0.02823376888963871,0.14769308355861238,0.15031916202581788,0.0908760330953549,0.24166102021045013,0.2581076688409526
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,10,2.25,1500,1500,0.0,0.24285388977378622,0.04424110591562092,0.06723672953211308,0.08046762950992321,-0.011880441797569452,0.17826028354743262,0.17859644201921523,0.0011704055933272647,0.1435919886377262,0.14354888810920532,0.0566246775720095,0.2099521035101678,0.21738641468124456
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,10,2.5,1500,1500,0.0,0.23874315808702554,-0.04132330236799786,0.06003928661411558,0.07286925354201736,-0.045396875583714545,0.16588872741181965,0.17193487182211772,0.035208002469610686,0.144572120066334,0.1487506883113743,0.041076127158397736,0.19228592999579736,0.19656163879073316
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,10,2.75,1500,1500,0.0,0.2709892103005628,-0.11570083710820638,0.05470015494436159,0.12797185597040303,-0.06984804188987136,0.162438153358308,0.1767690919057838,0.06502659173094728,0.14695912589309718,0.160658159847602,0.029776765531467513,0.1819319609014098,0.18429277794861215
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,10,3.0,1500,1500,0.0,0.3081935216797552,-0.17758106466112486,0.0478374749806885,0.18390740312096807,-0.08928108898434904,0.15955008223371947,0.18278503979225807,0.08344570586692793,0.14422768469751723,0.16658614321369636,0.008701090345632484,0.16183823171737685,0.16201808893797412
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,10,3.25,1500,1500,0.0,0.35019264801777283,-0.2325877458620618,0.04352320730763739,0.23662220152207972,-0.111725638877385,0.15702230158383262,0.19267118165875458,0.09700642331385821,0.141865468927896,0.171821535992329,-0.015699589221044585,0.14229860301217362,0.14311488482793436
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,10,3.5,1500,1500,0.0,0.39455398993590834,-0.278723522830934,0.038144191888389696,0.2813197674672979,-0.12423932627326313,0.15824176933552248,0.20114465967779527,0.12102145224215424,0.14642734500440002,0.1899285794439432,-0.01634535841357902,0.13672827764973916,0.13765656384444516
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,10,3.75,1500,1500,0.0,0.431779107085865,-0.3207856826592112,0.03364688837799212,0.32254427999050334,-0.13467762951355802,0.1584974542297843,0.20794893426043057,0.12929624677651286,0.1498435009843861,0.1978778044683784,-0.03469796519204953,0.12612843493818837,0.13077356499063125
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,10,4.0,1500,1500,0.0,0.46667754895298397,-0.3583578061028861,0.0308740501169703,0.35968442931851413,-0.14704164109708986,0.15868439426440867,0.21629885353741238,0.13881247039864608,0.1495856519444653,0.20403394806007308,-0.05031358163188431,0.11781551380047905,0.1280730187243633
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,10,4.25,1500,1500,0.0,0.49933785573198264,-0.39220196914653827,0.027441655707231654,0.3931601798767661,-0.15529883436159714,0.15778318277228698,0.22135190014540163,0.14998430361931786,0.15260057903105093,0.21393153911544538,-0.058631558505969766,0.11206632809245218,0.1264442524212522
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,10,4.5,1500,1500,0.0,0.527366946254049,-0.42112811296788466,0.02427390593269394,0.4218266435706907,-0.16146973383435465,0.15952894865767753,0.2269471173659656,0.1609842816123173,0.15090535903840152,0.2206200006674034,-0.06702582451512075,0.10435612806675269,0.1239975906326659
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,10,4.75,1500,1500,0.0,0.5545052280983624,-0.4491805398100915,0.022647507602473704,0.44975073652519526,-0.17070330518250493,0.15814413016270196,0.232663944910277,0.1663000421414906,0.15306118446593198,0.22598188361514485,-0.07989862026907935,0.09863862951516288,0.12691289283353765
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,10,5.0,1500,1500,0.0,0.5795657267449738,-0.4736313015933024,0.019819126945678816,0.4740455102378457,-0.17749995155623882,0.15838398022468117,0.23785498594203314,0.1746851016386867,0.15525294120435226,0.2336713322238851,-0.0862214832261695,0.09219055111259732,0.12620449999513522
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,10,5.25,1500,1500,0.0,0.6015669306208042,-0.49656971526786825,0.017728839845908107,0.49688588664030164,-0.1827684338606516,0.158258569213132,0.2417299691021164,0.17924613645710172,0.15633594029565775,0.23781044912304977,-0.09635915198876786,0.08738138749609592,0.13005961215849
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,10,5.5,1500,1500,0.0,0.6219534884578163,-0.5178920917343373,0.016287691006048072,0.5181479814686374,-0.18775825930732193,0.1585291200581099,0.24569878209556356,0.18362649026451494,0.1558153306521127,0.24079227475477777,-0.10554694792010942,0.07964867890843348,0.13221134971101303
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,10,5.75,1500,1500,0.0,0.6395778926494273,-0.5373694987681611,0.01548378523955739,0.5375923790195993,-0.19037494243421896,0.15860126729831647,0.24775029994089842,0.18698341026116835,0.1540361192586096,0.24222738008970998,-0.11531022457993015,0.07477686195392814,0.13742015593413376
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,15,0.75,1500,1500,0.0,1.6637986747973135,1.0185161082482577,0.5007761977126415,1.1348941265260135,0.920083556267803,0.6474824716177855,1.1249479154754893,-0.39904286589180266,0.23565940263785154,0.46339350373241583,-0.19474181633326945,0.49508055030149983,0.5318512227569776
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,15,1.0,1500,1500,0.0,1.1046601552957103,0.806666694368436,0.28763689657384145,0.8563824983135456,0.4736722822651754,0.3860160675208347,0.61096194352373,-0.2961692610900268,0.1609646567161916,0.3370587172079953,-0.06508522318186455,0.31688975190817387,0.32340107461862394
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,15,1.25,1500,1500,0.0,0.7820052346808694,0.5866349494515823,0.1864679917941133,0.6155385411765978,0.29839516297597196,0.2822692550963395,0.4106853885541228,-0.2167710737060463,0.1303980076044206,0.2529466406628413,0.0029408184023745937,0.27402855291962275,0.27395297977856486
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,15,1.5,1500,1500,0.0,0.549132835057915,0.40773045028033267,0.13222068789967864,0.4286196163510578,0.17676160607077004,0.22240605558335796,0.2840354601779369,-0.14740127888693808,0.12425420757685338,0.19275879326070436,0.04168654370622198,0.24808373192873,0.25148016942724977
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,15,1.75,1500,1500,0.0,0.38210363364657746,0.25965451352680174,0.1063317702546376,0.28056973131483987,0.10177937970591455,0.18100910774964776,0.2076089987378167,-0.0983380006300713,0.12050574708723155,0.1555066440989506,0.03543229133614632,0.21054318509318637,0.21343459834335002
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,15,2.0,1500,1500,0.0,0.2700520200708907,0.13930056301258212,0.08908763261576391,0.16533590677722415,0.0511602335634289,0.16071102442363733,0.16860659589899013,-0.05020940894305489,0.12104846564422904,0.13101124873031503,0.03483752487419252,0.18967922723804778,0.19278972200859812
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,15,2.25,1500,1500,0.0,0.21168009221088502,0.04102644451622142,0.07631772055909435,0.08662378825317586,0.010513130266022751,0.15013359656350236,0.15045130771738563,-0.015006808350639838,0.12022319327179393,0.12111640992535368,0.021281661468006766,0.16970075981597005,0.1709738520896348
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,15,2.5,1500,1500,0.0,0.21073534353560264,-0.03836378720514847,0.0713844059531239,0.08101923491612008,-0.032972011575994935,0.14478051410074153,0.1484404814927531,0.02090121187900964,0.12403260637090088,0.12574057436990918,0.011652491849675322,0.15502850540477783,0.15541427056747595
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,15,2.75,1500,1500,0.0,0.24113855429365164,-0.10652547267315017,0.06278008223834294,0.12363813123361497,-0.06213747747273632,0.14004418150557396,0.15316776411849387,0.05129598319844135,0.12954134599200132,0.1392876552564269,0.0074096672649285105,0.1544074226578852,0.15453368857969618
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,15,3.0,1500,1500,0.0,0.2831624189604908,-0.1666394511798505,0.056854230136728315,0.1760652016677502,-0.0845183525903823,0.14290682152378603,0.16598824252397537,0.07545528978665263,0.12628156720760753,0.1470710835516382,-0.007553887017451298,0.1381638739564916,0.13832422457771673
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,15,3.25,1500,1500,0.0,0.3281719410410816,-0.21682437311533304,0.05152527867450402,0.22285846005132373,-0.1053359458454776,0.14161695230285457,0.17645864225343005,0.0962782166822635,0.13279886770209337,0.16399169870545177,-0.014298488638447033,0.13863537308421595,0.13932480134478362
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,15,3.5,1500,1500,0.0,0.3726508167133928,-0.26265143389295964,0.04473527000264362,0.26643139069057853,-0.12488116287283689,0.14121895159626638,0.18848024282550327,0.12182799160599586,0.13239248074130283,0.1798836938587883,-0.01635070413679029,0.1271363849967878,0.1281414458410195
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,15,3.75,1500,1500,0.0,0.4111084915635549,-0.3035065045590628,0.04040591147457552,0.3061825396175135,-0.1397903929165254,0.14104018011631902,0.198545775084896,0.13476972178444457,0.13300727616232352,0.18931988660721596,-0.0293826412291839,0.11705337155020686,0.12064699361779747
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,15,4.0,1500,1500,0.0,0.4507828257753402,-0.33941436261959734,0.03527640820596407,0.3412414173451557,-0.1544068841104005,0.1446213463948532,0.21152511940158328,0.15158823025846252,0.13802276479113973,0.20497945010272584,-0.03377358316501455,0.1136916356656527,0.11856570224193046
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,15,4.25,1500,1500,0.0,0.48333505369202534,-0.37286969156961186,0.03148463347604631,0.37419570839545313,-0.1660789855943997,0.14385528451443794,0.21968790615372125,0.1633097030630744,0.13663805238432608,0.21290272388039513,-0.04435383878869554,0.10343409562598482,0.11251107832194565
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,15,4.5,1500,1500,0.0,0.5134979361205878,-0.40332377048626494,0.027379488414052,0.4042514075021657,-0.176178848597402,0.14210108647152062,0.22631447955660125,0.17270314376932258,0.1386691379785848,0.2214558336907067,-0.05420444819429012,0.09879659448053475,0.11266047269093427
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,15,4.75,1500,1500,0.0,0.5422384565597187,-0.43031437117903404,0.024802931378945035,0.43102811198875746,-0.18677815357466424,0.1423144462156156,0.2347892203374843,0.18424357374942243,0.13848618562430562,0.2304589604701655,-0.060383502547295034,0.09075190309031585,0.10897974439829138
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,15,5.0,1500,1500,0.0,0.5676773609376657,-0.45483781476763235,0.02125619024050352,0.4553339018226659,-0.19541004634186163,0.14238778018107423,0.24175576512172878,0.1912851042129781,0.1410888146209494,0.23766104855972314,-0.06933515576707937,0.08555135381945635,0.1100977684128675
fixed_density,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,4500,15,5.25,1500,1500,0.0,0.5929685322598754,-0.47792169574358423,0.019179294206077842,0.4783061230618409,-0.20229974776237888,0.1445863198571004,0.2486291516132986,0.20134073571763875,0.14315742628256015,0.24701918520639946,-0.07403322032193661,0.0825356985124447,0.11085358727838993
