budget_policy,domain_id,domain_label,train_beta_min,train_beta_max,n_train_per_n,n,beta,n_total,n_valid,failure_rate,J1,beta_bias,beta_sd,beta_rmse,eta_bias,eta_sd,eta_rmse,gamma_bias,gamma_sd,gamma_rmse,x095_bias,x095_sd,x095_rmse
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,7,3.5,1500,1500,0.0,0.4076527378503941,-0.28091189036644204,0.08543851096783818,0.2936092008314427,-0.11052622668435899,0.17918156375212002,0.21047725661429134,0.08731448813247851,0.16753688811795694,0.18887486945638213,-0.04922745840930344,0.15269441976631112,0.16038511391436844
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,7,3.75,1500,1500,0.0,0.4345967933982603,-0.31574463422280596,0.07794056905950263,0.32521586142787645,-0.1180819562018183,0.1749997199370867,0.21106357752390206,0.09691942836121435,0.17084280825799278,0.1963700143875999,-0.05902253673936144,0.14130504766902427,0.15309299438216192
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,7,4.0,1500,1500,0.0,0.4593326772846491,-0.3475035393202015,0.0704534368092716,0.3545688755006555,-0.12348555443538471,0.17511473397214336,0.21422746967101614,0.10646922150115866,0.167502303686055,0.19842885925700954,-0.07022539966417463,0.13157542041757295,0.14910451576623057
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,7,4.25,1500,1500,0.0,0.48451854802167044,-0.3760875669107108,0.062393750963726895,0.3812246618780529,-0.13170388460553561,0.1721652263840223,0.21671875280940958,0.11433288818762324,0.17148340381581723,0.20605572725291096,-0.07758240984303048,0.1255561925768463,0.147556356148365
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,7,4.5,1500,1500,0.0,0.5079074548648707,-0.40546217116964756,0.05777818167310085,0.4095554479939635,-0.13674461765345108,0.17273582138115762,0.22026543684704497,0.11803587852184744,0.1667438818048312,0.20424851298444,-0.0933205674707391,0.11105016786349085,0.14502636542728564
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,7,4.75,1500,1500,0.0,0.5290971855757798,-0.42833421121145737,0.05135093397231939,0.4313993010754163,-0.14117682271408186,0.17387658597755912,0.22392812919495844,0.12458455113721724,0.16790518799948478,0.20903269545958467,-0.09991456898823255,0.10613197637596979,0.1457374631816886
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,7,5.0,1500,1500,0.0,0.5497939862591946,-0.4505758517636411,0.045712022098612276,0.452887175903188,-0.14704491548914048,0.17338196477142487,0.2272960008639309,0.12915245485769866,0.16982942220495434,0.2133146999633973,-0.10860689820587013,0.10050805645724649,0.1479546997263174
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,7,5.25,1500,1500,0.0,0.5691294437135929,-0.4736361717044581,0.0410743822670784,0.4754126663109548,-0.14744613923987596,0.1735155303646306,0.22765748723673784,0.1332788185476943,0.1682819796082704,0.21462336526554368,-0.1169997637845571,0.09258751503880956,0.1491833693861682
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,7,5.5,1500,1500,0.0,0.5872774262463067,-0.49286848914064824,0.03728678440278658,0.494275960379784,-0.15361390605963024,0.17240073643797107,0.23086669613285954,0.1370173989659882,0.1689138023218694,0.21745486654896107,-0.12544586259646084,0.08511252630388573,0.15157828719282507
fixed_density,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,7500,7,5.75,1500,1500,0.0,0.60388047930249,-0.5104185862303537,0.03421257114210131,0.5115631465031438,-0.15932228447308558,0.1720792951668259,0.23446776601262487,0.1403344309309928,0.16829966667802448,0.21908821767374234,-0.13308592271450528,0.08033555473126566,0.15543925387274435
