track,model,beta,gamma_over_eta,n,repeat_id,selected_delta,true_loss,oracle_min,regret,rel_regret
E4b,L5,1.2,0.0,5,4,0.12,0.39876935489346776,0.36863722880024685,0.030132126093220912,0.08173923776306538
E4b,L6-hindsight,1.2,0.0,5,4,0.0,0.36863722880024685,0.36863722880024685,0.0,0.0
E4b,Default,1.2,0.0,5,5,0.1,0.1505667656707438,0.14569036135832014,0.004876404312423671,0.033471015288584066
E4b,L1,1.2,0.0,5,5,0.04,0.2363521279128469,0.14569036135832014,0.09066176655452676,0.6222907659041866
E4b,L2,1.2,0.0,5,5,0.06,0.16069109862242398,0.14569036135832014,0.015000737264103836,0.10296314131042662
E4b,L3,1.2,0.0,5,5,0.12,0.16301316677419564,0.14569036135832014,0.017322805415875497,0.11890152000701466
E4b,L4,1.2,0.0,5,5,0.12,0.16301316677419564,0.14569036135832014,0.017322805415875497,0.11890152000701466
E4b,L5,1.2,0.0,5,5,0.12,0.16301316677419564,0.14569036135832014,0.017322805415875497,0.11890152000701466
E4b,L6-hindsight,1.2,0.0,5,5,0.08,0.14569036135832014,0.14569036135832014,0.0,0.0
E4b,Default,1.2,0.0,5,6,0.1,0.2888389930387642,0.2888389930387642,0.0,0.0
E4b,L1,1.2,0.0,5,6,0.04,0.2888389930387642,0.2888389930387642,0.0,0.0
E4b,L2,1.2,0.0,5,6,0.06,0.2888389930387642,0.2888389930387642,0.0,0.0
E4b,L3,1.2,0.0,5,6,0.12,0.2888389930387642,0.2888389930387642,0.0,0.0
E4b,L4,1.2,0.0,5,6,0.12,0.2888389930387642,0.2888389930387642,0.0,0.0
E4b,L5,1.2,0.0,5,6,0.12,0.2888389930387642,0.2888389930387642,0.0,0.0
E4b,L6-hindsight,1.2,0.0,5,6,0.0,0.2888389930387642,0.2888389930387642,0.0,0.0
E4b,Default,1.2,0.0,5,7,0.1,0.15264846463980783,0.141747006600981,0.010901458038826833,0.07690785364882187
E4b,L1,1.2,0.0,5,7,0.04,0.14628221382541112,0.141747006600981,0.004535207224430127,0.03199508288169198
E4b,L2,1.2,0.0,5,7,0.06,0.14845810727977804,0.141747006600981,0.006711100678797044,0.047345625419017476
E4b,L3,1.2,0.0,5,7,0.12,0.15467057084267952,0.141747006600981,0.01292356424169852,0.09117345439313905
E4b,L4,1.2,0.0,5,7,0.12,0.15467057084267952,0.141747006600981,0.01292356424169852,0.09117345439313905
E4b,L5,1.2,0.0,5,7,0.12,0.15467057084267952,0.141747006600981,0.01292356424169852,0.09117345439313905
E4b,L6-hindsight,1.2,0.0,5,7,0.0,0.141747006600981,0.141747006600981,0.0,0.0
E4b,Default,1.2,0.0,5,8,0.1,0.0952657366431541,0.0952657366431541,0.0,0.0
E4b,L1,1.2,0.0,5,8,0.04,0.0952657366431541,0.0952657366431541,0.0,0.0
E4b,L2,1.2,0.0,5,8,0.06,0.0952657366431541,0.0952657366431541,0.0,0.0
E4b,L3,1.2,0.0,5,8,0.12,0.0952657366431541,0.0952657366431541,0.0,0.0
E4b,L4,1.2,0.0,5,8,0.12,0.0952657366431541,0.0952657366431541,0.0,0.0
E4b,L5,1.2,0.0,5,8,0.12,0.0952657366431541,0.0952657366431541,0.0,0.0
E4b,L6-hindsight,1.2,0.0,5,8,0.0,0.0952657366431541,0.0952657366431541,0.0,0.0
E4b,Default,1.2,0.0,5,9,0.1,0.15523689403778204,0.15274292595452554,0.002493968083256498,0.01632787945936691
E4b,L1,1.2,0.0,5,9,0.04,0.1537589955719679,0.15274292595452554,0.0010160696174423556,0.006652154992401145
E4b,L2,1.2,0.0,5,9,0.06,0.15425761171260008,0.15274292595452554,0.0015146857580745354,0.009916568957998657
E4b,L3,1.2,0.0,5,9,0.12,0.15571789089313634,0.15274292595452554,0.002974964938610797,0.0194769408797138
E4b,L4,1.2,0.0,5,9,0.12,0.15571789089313634,0.15274292595452554,0.002974964938610797,0.0194769408797138
E4b,L5,1.2,0.0,5,9,0.12,0.15571789089313634,0.15274292595452554,0.002974964938610797,0.0194769408797138
E4b,L6-hindsight,1.2,0.0,5,9,0.0,0.15274292595452554,0.15274292595452554,0.0,0.0
E4b,Default,1.2,0.0,5,10,0.1,0.3876000762429319,0.06987743871468649,0.3177226375282454,4.546855800275176
E4b,L1,1.2,0.0,5,10,0.04,0.3876000762429319,0.06987743871468649,0.3177226375282454,4.546855800275176
E4b,L2,1.2,0.0,5,10,0.06,0.3876000762429319,0.06987743871468649,0.3177226375282454,4.546855800275176
E4b,L3,1.2,0.0,5,10,0.12,0.3876000762429319,0.06987743871468649,0.3177226375282454,4.546855800275176
E4b,L4,1.2,0.0,5,10,0.12,0.3876000762429319,0.06987743871468649,0.3177226375282454,4.546855800275176
E4b,L5,1.2,0.0,5,10,0.12,0.3876000762429319,0.06987743871468649,0.3177226375282454,4.546855800275176
E4b,L6-hindsight,1.2,0.0,5,10,0.5,0.06987743871468649,0.06987743871468649,0.0,0.0
E4b,Default,1.2,0.0,5,11,0.1,0.8982342514800059,0.8978712390085153,0.0003630124714906202,0.0004043034855326037
E4b,L1,1.2,0.0,5,11,0.04,0.8980167857442046,0.8978712390085153,0.00014554673568933918,0.00016210201348030798
E4b,L2,1.2,0.0,5,11,0.06,0.8980892438465394,0.8978712390085153,0.00021800483802414394,0.00024280189469581218
E4b,L3,1.2,0.0,5,11,0.12,0.8983065142533876,0.8978712390085153,0.00043527524487230185,0.0004847858200168652
E4b,L4,1.2,0.0,5,11,0.12,0.8983065142533876,0.8978712390085153,0.00043527524487230185,0.0004847858200168652
E4b,L5,1.2,0.0,5,11,0.12,0.8983065142533876,0.8978712390085153,0.00043527524487230185,0.0004847858200168652
E4b,L6-hindsight,1.2,0.0,5,11,0.0,0.8978712390085153,0.8978712390085153,0.0,0.0
E4b,Default,1.2,0.0,5,12,0.1,0.20717380486522463,0.2019136519986885,0.0052601528665361386,0.026051496837719054
E4b,L1,1.2,0.0,5,12,0.04,0.20406312186384531,0.2019136519986885,0.0021494698651568223,0.010645490504875737
E4b,L2,1.2,0.0,5,12,0.06,0.2051149497037633,0.2019136519986885,0.003201297705074796,0.015854785812578882
E4b,L3,1.2,0.0,5,12,0.12,0.20818291580116452,0.2019136519986885,0.006269263802476027,0.03104923188906884
E4b,L4,1.2,0.0,5,12,0.12,0.20818291580116452,0.2019136519986885,0.006269263802476027,0.03104923188906884
E4b,L5,1.2,0.0,5,12,0.12,0.20818291580116452,0.2019136519986885,0.006269263802476027,0.03104923188906884
E4b,L6-hindsight,1.2,0.0,5,12,0.0,0.2019136519986885,0.2019136519986885,0.0,0.0
E4b,Default,1.2,0.0,5,13,0.1,0.5087721230755915,0.49131420751696153,0.017457915558629966,0.03553309733675322
E4b,L1,1.2,0.0,5,13,0.04,0.5126740257393938,0.49131420751696153,0.02135981822243227,0.043474863734110254
E4b,L2,1.2,0.0,5,13,0.06,0.5113140871564771,0.49131420751696153,0.01999987963951555,0.04070690269795444
E4b,L3,1.2,0.0,5,13,0.12,0.5075806003414192,0.49131420751696153,0.01626639282445763,0.03310792274187607
E4b,L4,1.2,0.0,5,13,0.12,0.5075806003414192,0.49131420751696153,0.01626639282445763,0.03310792274187607
E4b,L5,1.2,0.0,5,13,0.12,0.5075806003414192,0.49131420751696153,0.01626639282445763,0.03310792274187607
E4b,L6-hindsight,1.2,0.0,5,13,0.5,0.49131420751696153,0.49131420751696153,0.0,0.0
E4b,Default,1.2,0.0,5,14,0.1,0.5756916715466187,0.5747832550736895,0.0009084164729291633,0.0015804504827001277
E4b,L1,1.2,0.0,5,14,0.04,0.5751493338089353,0.5747832550736895,0.0003660787352457451,0.0006368987475092891
E4b,L2,1.2,0.0,5,14,0.06,0.575331007582689,0.5747832550736895,0.0005477525089994106,0.0009529722798364864
E4b,L3,1.2,0.0,5,14,0.12,0.5758706802919725,0.5747832550736895,0.001087425218282978,0.0018918874352795224
E4b,L4,1.2,0.0,5,14,0.12,0.5758706802919725,0.5747832550736895,0.001087425218282978,0.0018918874352795224
E4b,L5,1.2,0.0,5,14,0.12,0.5758706802919725,0.5747832550736895,0.001087425218282978,0.0018918874352795224
E4b,L6-hindsight,1.2,0.0,5,14,0.0,0.5747832550736895,0.5747832550736895,0.0,0.0
E4b,Default,1.2,0.0,5,15,0.1,0.07913594391308948,0.07008635740164709,0.009049586511442387,0.12912051427614518
E4b,L1,1.2,0.0,5,15,0.04,0.33642007359152326,0.07008635740164709,0.26633371618987617,3.8000793030744253
E4b,L2,1.2,0.0,5,15,0.06,0.21919852039846666,0.07008635740164709,0.14911216299681956,2.127549048416023
E4b,L3,1.2,0.0,5,15,0.12,0.07008635740164709,0.07008635740164709,0.0,0.0
E4b,L4,1.2,0.0,5,15,0.12,0.07008635740164709,0.07008635740164709,0.0,0.0
E4b,L5,1.2,0.0,5,15,0.12,0.07008635740164709,0.07008635740164709,0.0,0.0
E4b,L6-hindsight,1.2,0.0,5,15,0.12,0.07008635740164709,0.07008635740164709,0.0,0.0
E4b,Default,1.2,0.0,5,16,0.1,0.023087006565062233,0.007755602945460549,0.015331403619601685,1.976816467709367
E4b,L1,1.2,0.0,5,16,0.04,0.023087006565062233,0.007755602945460549,0.015331403619601685,1.976816467709367
E4b,L2,1.2,0.0,5,16,0.06,0.023087006565062233,0.007755602945460549,0.015331403619601685,1.976816467709367
E4b,L3,1.2,0.0,5,16,0.12,0.023087006565062233,0.007755602945460549,0.015331403619601685,1.976816467709367
E4b,L4,1.2,0.0,5,16,0.12,0.023087006565062233,0.007755602945460549,0.015331403619601685,1.976816467709367
E4b,L5,1.2,0.0,5,16,0.12,0.023087006565062233,0.007755602945460549,0.015331403619601685,1.976816467709367
E4b,L6-hindsight,1.2,0.0,5,16,0.5,0.007755602945460549,0.007755602945460549,0.0,0.0
E4b,Default,1.2,0.0,5,17,0.1,0.114835808522463,0.114835808522463,0.0,0.0
E4b,L1,1.2,0.0,5,17,0.04,0.114835808522463,0.114835808522463,0.0,0.0
E4b,L2,1.2,0.0,5,17,0.06,0.114835808522463,0.114835808522463,0.0,0.0
E4b,L3,1.2,0.0,5,17,0.12,0.114835808522463,0.114835808522463,0.0,0.0
E4b,L4,1.2,0.0,5,17,0.12,0.114835808522463,0.114835808522463,0.0,0.0
E4b,L5,1.2,0.0,5,17,0.12,0.114835808522463,0.114835808522463,0.0,0.0
E4b,L6-hindsight,1.2,0.0,5,17,0.0,0.114835808522463,0.114835808522463,0.0,0.0
E4b,Default,1.2,0.0,5,18,0.1,0.22066791355557616,0.21501850176178244,0.005649411793793718,0.026274072917002574
E4b,L1,1.2,0.0,5,18,0.04,0.2173353534494891,0.21501850176178244,0.0023168516877066503,0.010775127111031006
E4b,L2,1.2,0.0,5,18,0.06,0.2184642772709155,0.21501850176178244,0.0034457755091330533,0.01602548376488366
E4b,L3,1.2,0.0,5,18,0.12,0.22174444821437084,0.21501850176178244,0.006725946452588394,0.03128078001417769
E4b,L4,1.2,0.0,5,18,0.12,0.22174444821437084,0.21501850176178244,0.006725946452588394,0.03128078001417769
E4b,L5,1.2,0.0,5,18,0.12,0.22174444821437084,0.21501850176178244,0.006725946452588394,0.03128078001417769
E4b,L6-hindsight,1.2,0.0,5,18,0.0,0.21501850176178244,0.21501850176178244,0.0,0.0
E4b,Default,1.2,0.0,5,19,0.1,0.5194171456525528,0.4775570140416822,0.0418601316108706,0.08765473101650845
E4b,L1,1.2,0.0,5,19,0.04,0.49698634438267764,0.4775570140416822,0.01942933034099542,0.04068483923324721
E4b,L2,1.2,0.0,5,19,0.06,0.5051716106178894,0.4775570140416822,0.027614596576207184,0.057824711530248665
E4b,L3,1.2,0.0,5,19,0.12,0.5257081193713409,0.4775570140416822,0.04815110532965866,0.10082797218732908
E4b,L4,1.2,0.0,5,19,0.12,0.5257081193713409,0.4775570140416822,0.04815110532965866,0.10082797218732908
E4b,L5,1.2,0.0,5,19,0.12,0.5257081193713409,0.4775570140416822,0.04815110532965866,0.10082797218732908
E4b,L6-hindsight,1.2,0.0,5,19,0.0,0.4775570140416822,0.4775570140416822,0.0,0.0
E4b,Default,1.2,0.0,5,20,0.1,0.24815971091485517,0.17283527634037768,0.07532443457447749,0.4358163227403608
E4b,L1,1.2,0.0,5,20,0.04,0.5747885824558471,0.17283527634037768,0.4019533061154694,2.3256438999401494
E4b,L2,1.2,0.0,5,20,0.06,0.3929804260658027,0.17283527634037768,0.220145149725425,1.273728109138301
E4b,L3,1.2,0.0,5,20,0.12,0.21647002467298046,0.17283527634037768,0.04363474833260278,0.2524643652414426
E4b,L4,1.2,0.0,5,20,0.12,0.21647002467298046,0.17283527634037768,0.04363474833260278,0.2524643652414426
E4b,L5,1.2,0.0,5,20,0.12,0.21647002467298046,0.17283527634037768,0.04363474833260278,0.2524643652414426
E4b,L6-hindsight,1.2,0.0,5,20,0.22,0.17283527634037768,0.17283527634037768,0.0,0.0
E4b,Default,1.2,0.0,5,21,0.1,0.3022291341271884,0.2994998368342626,0.0027292972929257586,0.009112850683909048
E4b,L1,1.2,0.0,5,21,0.04,0.30061546389651117,0.2994998368342626,0.0011156270622485476,0.0037249671787497962
E4b,L2,1.2,0.0,5,21,0.06,0.3011610213545998,0.2994998368342626,0.0016611845203372,0.005546528966079094
E4b,L3,1.2,0.0,5,21,0.12,0.3027522409396369,0.2994998368342626,0.0032524041053742514,0.010859452010900656
E4b,L4,1.2,0.0,5,21,0.12,0.3027522409396369,0.2994998368342626,0.0032524041053742514,0.010859452010900656
E4b,L5,1.2,0.0,5,21,0.12,0.3027522409396369,0.2994998368342626,0.0032524041053742514,0.010859452010900656
E4b,L6-hindsight,1.2,0.0,5,21,0.0,0.2994998368342626,0.2994998368342626,0.0,0.0
E4b,Default,1.2,0.0,5,22,0.1,0.5756126039776256,0.10363299155549081,0.47197961242213476,4.55433742998156
E4b,L1,1.2,0.0,5,22,0.04,0.5756126039776256,0.10363299155549081,0.47197961242213476,4.55433742998156
E4b,L2,1.2,0.0,5,22,0.06,0.5756126039776256,0.10363299155549081,0.47197961242213476,4.55433742998156
E4b,L3,1.2,0.0,5,22,0.12,0.5756126039776256,0.10363299155549081,0.47197961242213476,4.55433742998156
E4b,L4,1.2,0.0,5,22,0.12,0.5756126039776256,0.10363299155549081,0.47197961242213476,4.55433742998156
E4b,L5,1.2,0.0,5,22,0.12,0.5756126039776256,0.10363299155549081,0.47197961242213476,4.55433742998156
E4b,L6-hindsight,1.2,0.0,5,22,0.46,0.10363299155549081,0.10363299155549081,0.0,0.0
E4b,Default,1.2,0.0,5,23,0.1,0.01885138450788682,0.01885138450788682,0.0,0.0
E4b,L1,1.2,0.0,5,23,0.04,0.01885138450788682,0.01885138450788682,0.0,0.0
E4b,L2,1.2,0.0,5,23,0.06,0.01885138450788682,0.01885138450788682,0.0,0.0
E4b,L3,1.2,0.0,5,23,0.12,0.01885138450788682,0.01885138450788682,0.0,0.0
E4b,L4,1.2,0.0,5,23,0.12,0.01885138450788682,0.01885138450788682,0.0,0.0
E4b,L5,1.2,0.0,5,23,0.12,0.01885138450788682,0.01885138450788682,0.0,0.0
E4b,L6-hindsight,1.2,0.0,5,23,0.0,0.01885138450788682,0.01885138450788682,0.0,0.0
E4b,Default,1.2,0.0,5,24,0.1,0.08012220939551988,0.08012220939551988,0.0,0.0
E4b,L1,1.2,0.0,5,24,0.04,0.08012220939551988,0.08012220939551988,0.0,0.0
E4b,L2,1.2,0.0,5,24,0.06,0.08012220939551988,0.08012220939551988,0.0,0.0
E4b,L3,1.2,0.0,5,24,0.12,0.08012220939551988,0.08012220939551988,0.0,0.0
E4b,L4,1.2,0.0,5,24,0.12,0.08012220939551988,0.08012220939551988,0.0,0.0
E4b,L5,1.2,0.0,5,24,0.12,0.08012220939551988,0.08012220939551988,0.0,0.0
E4b,L6-hindsight,1.2,0.0,5,24,0.0,0.08012220939551988,0.08012220939551988,0.0,0.0
E4b,Default,1.2,0.0,5,25,0.1,2.489706210464176,2.489706210464176,0.0,0.0
E4b,L1,1.2,0.0,5,25,0.04,2.489706210464176,2.489706210464176,0.0,0.0
E4b,L2,1.2,0.0,5,25,0.06,2.489706210464176,2.489706210464176,0.0,0.0
E4b,L3,1.2,0.0,5,25,0.12,2.489706210464176,2.489706210464176,0.0,0.0
E4b,L4,1.2,0.0,5,25,0.12,2.489706210464176,2.489706210464176,0.0,0.0
E4b,L5,1.2,0.0,5,25,0.12,2.489706210464176,2.489706210464176,0.0,0.0
E4b,L6-hindsight,1.2,0.0,5,25,0.0,2.489706210464176,2.489706210464176,0.0,0.0
E4b,Default,1.2,0.0,5,26,0.1,0.15786238856530627,0.15786238856530627,0.0,0.0
E4b,L1,1.2,0.0,5,26,0.04,0.15786238856530627,0.15786238856530627,0.0,0.0
E4b,L2,1.2,0.0,5,26,0.06,0.15786238856530627,0.15786238856530627,0.0,0.0
E4b,L3,1.2,0.0,5,26,0.12,0.15786238856530627,0.15786238856530627,0.0,0.0
E4b,L4,1.2,0.0,5,26,0.12,0.15786238856530627,0.15786238856530627,0.0,0.0
E4b,L5,1.2,0.0,5,26,0.12,0.15786238856530627,0.15786238856530627,0.0,0.0
E4b,L6-hindsight,1.2,0.0,5,26,0.0,0.15786238856530627,0.15786238856530627,0.0,0.0
E4b,Default,1.2,0.0,5,27,0.1,0.4175144076263584,0.4089144187596233,0.008599988866735075,0.021031268334390778
E4b,L1,1.2,0.0,5,27,0.04,0.41951406351516,0.4089144187596233,0.010599644755536708,0.025921425778257075
E4b,L2,1.2,0.0,5,27,0.06,0.41881414343578455,0.4089144187596233,0.009899724676161237,0.02420977158543461
E4b,L3,1.2,0.0,5,27,0.12,0.41690581664862086,0.4089144187596233,0.007991397888997553,0.01954295941248094
E4b,L4,1.2,0.0,5,27,0.12,0.41690581664862086,0.4089144187596233,0.007991397888997553,0.01954295941248094
E4b,L5,1.2,0.0,5,27,0.12,0.41690581664862086,0.4089144187596233,0.007991397888997553,0.01954295941248094
E4b,L6-hindsight,1.2,0.0,5,27,0.5,0.4089144187596233,0.4089144187596233,0.0,0.0
E4b,Default,1.2,0.0,5,28,0.1,0.10785406483050033,0.018938137595355904,0.08891592723514444,4.695072405480294
E4b,L1,1.2,0.0,5,28,0.04,0.10785406483050033,0.018938137595355904,0.08891592723514444,4.695072405480294
E4b,L2,1.2,0.0,5,28,0.06,0.10785406483050033,0.018938137595355904,0.08891592723514444,4.695072405480294
E4b,L3,1.2,0.0,5,28,0.12,0.06972400441141424,0.018938137595355904,0.05078586681605834,2.681671656483913
E4b,L4,1.2,0.0,5,28,0.12,0.06972400441141424,0.018938137595355904,0.05078586681605834,2.681671656483913
E4b,L5,1.2,0.0,5,28,0.12,0.06972400441141424,0.018938137595355904,0.05078586681605834,2.681671656483913
E4b,L6-hindsight,1.2,0.0,5,28,0.2,0.018938137595355904,0.018938137595355904,0.0,0.0
E4b,Default,1.2,0.0,5,29,0.1,0.24268517478073495,0.24268517478073495,0.0,0.0
E4b,L1,1.2,0.0,5,29,0.04,0.24268517478073495,0.24268517478073495,0.0,0.0
E4b,L2,1.2,0.0,5,29,0.06,0.24268517478073495,0.24268517478073495,0.0,0.0
E4b,L3,1.2,0.0,5,29,0.12,0.24268517478073495,0.24268517478073495,0.0,0.0
E4b,L4,1.2,0.0,5,29,0.12,0.24268517478073495,0.24268517478073495,0.0,0.0
E4b,L5,1.2,0.0,5,29,0.12,0.24268517478073495,0.24268517478073495,0.0,0.0
E4b,L6-hindsight,1.2,0.0,5,29,0.0,0.24268517478073495,0.24268517478073495,0.0,0.0
E4b,Default,1.2,0.0,5,30,0.1,0.5908785656286827,0.5908785656286827,0.0,0.0
E4b,L1,1.2,0.0,5,30,0.04,0.5908785656286827,0.5908785656286827,0.0,0.0
E4b,L2,1.2,0.0,5,30,0.06,0.5908785656286827,0.5908785656286827,0.0,0.0
E4b,L3,1.2,0.0,5,30,0.12,0.5908785656286827,0.5908785656286827,0.0,0.0
E4b,L4,1.2,0.0,5,30,0.12,0.5908785656286827,0.5908785656286827,0.0,0.0
E4b,L5,1.2,0.0,5,30,0.12,0.5908785656286827,0.5908785656286827,0.0,0.0
E4b,L6-hindsight,1.2,0.0,5,30,0.0,0.5908785656286827,0.5908785656286827,0.0,0.0
E4b,Default,1.2,0.0,5,31,0.1,0.04404989858071336,0.04404989858071336,0.0,0.0
E4b,L1,1.2,0.0,5,31,0.04,0.04404989858071336,0.04404989858071336,0.0,0.0
E4b,L2,1.2,0.0,5,31,0.06,0.04404989858071336,0.04404989858071336,0.0,0.0
E4b,L3,1.2,0.0,5,31,0.12,0.04404989858071336,0.04404989858071336,0.0,0.0
E4b,L4,1.2,0.0,5,31,0.12,0.04404989858071336,0.04404989858071336,0.0,0.0
E4b,L5,1.2,0.0,5,31,0.12,0.04404989858071336,0.04404989858071336,0.0,0.0
E4b,L6-hindsight,1.2,0.0,5,31,0.0,0.04404989858071336,0.04404989858071336,0.0,0.0
E4b,Default,1.2,0.0,5,32,0.1,0.7927805607846833,0.7921333006966514,0.0006472600880318424,0.0008171100589542209
E4b,L1,1.2,0.0,5,32,0.04,0.7923934079281152,0.7921333006966514,0.0002601072314637465,0.00032836295511751867
E4b,L2,1.2,0.0,5,32,0.06,0.792522813723927,0.7921333006966514,0.00038951302727552317,0.0004917266158776069
E4b,L3,1.2,0.0,5,32,0.12,0.7929089087293029,0.7921333006966514,0.0007756080326514203,0.0009791382737846044
E4b,L4,1.2,0.0,5,32,0.12,0.7929089087293029,0.7921333006966514,0.0007756080326514203,0.0009791382737846044
E4b,L5,1.2,0.0,5,32,0.12,0.7929089087293029,0.7921333006966514,0.0007756080326514203,0.0009791382737846044
E4b,L6-hindsight,1.2,0.0,5,32,0.0,0.7921333006966514,0.7921333006966514,0.0,0.0
E4b,Default,1.2,0.0,5,33,0.1,0.20428212603712936,0.10174080824740017,0.10254131778972919,1.0078681264294898
E4b,L1,1.2,0.0,5,33,0.04,0.20428212603712936,0.10174080824740017,0.10254131778972919,1.0078681264294898
E4b,L2,1.2,0.0,5,33,0.06,0.20428212603712936,0.10174080824740017,0.10254131778972919,1.0078681264294898
E4b,L3,1.2,0.0,5,33,0.12,0.20428212603712936,0.10174080824740017,0.10254131778972919,1.0078681264294898
E4b,L4,1.2,0.0,5,33,0.12,0.20428212603712936,0.10174080824740017,0.10254131778972919,1.0078681264294898
E4b,L5,1.2,0.0,5,33,0.12,0.20428212603712936,0.10174080824740017,0.10254131778972919,1.0078681264294898
E4b,L6-hindsight,1.2,0.0,5,33,0.5,0.10174080824740017,0.10174080824740017,0.0,0.0
E4b,Default,1.2,0.0,5,34,0.1,0.5064532084325195,0.5049020655117213,0.0015511429207981653,0.003072165924348264
E4b,L1,1.2,0.0,5,34,0.04,0.5055280228615889,0.5049020655117213,0.0006259573498675897,0.0012397599309346816
E4b,L2,1.2,0.0,5,34,0.06,0.5058383133392507,0.5049020655117213,0.000936247827529324,0.0018543157009675354
E4b,L3,1.2,0.0,5,34,0.12,0.5067583772933231,0.5049020655117213,0.0018563117816017272,0.003676577911639842
E4b,L4,1.2,0.0,5,34,0.12,0.5067583772933231,0.5049020655117213,0.0018563117816017272,0.003676577911639842
E4b,L5,1.2,0.0,5,34,0.12,0.5067583772933231,0.5049020655117213,0.0018563117816017272,0.003676577911639842
E4b,L6-hindsight,1.2,0.0,5,34,0.0,0.5049020655117213,0.5049020655117213,0.0,0.0
E4b,Default,1.2,0.0,5,35,0.1,0.3078232996268052,0.3078232996268052,0.0,0.0
E4b,L1,1.2,0.0,5,35,0.04,0.3078232996268052,0.3078232996268052,0.0,0.0
E4b,L2,1.2,0.0,5,35,0.06,0.3078232996268052,0.3078232996268052,0.0,0.0
E4b,L3,1.2,0.0,5,35,0.12,0.3078232996268052,0.3078232996268052,0.0,0.0
E4b,L4,1.2,0.0,5,35,0.12,0.3078232996268052,0.3078232996268052,0.0,0.0
E4b,L5,1.2,0.0,5,35,0.12,0.3078232996268052,0.3078232996268052,0.0,0.0
