fit_id,n,fold,seed,route,converged,nan_flag,best_epoch,stopped_epoch,best_val_loss,last_train_loss,rrmse_x95,n_test,n_nonfinite,n_illegal,n_support_viol,support_legality_ok,sample_bytes_sha,evidence_sha256,runtime_s,init_param_sha,batch_order_sha,network_sha,scaler_sha,train_rows_sha,val_rows_sha,test_rows_sha,target_R,hidden_layers,split_strategy
n10_f2_s42_rP,10,2,42,P,True,False,58,78,0.06245076033328286,0.06510252389410758,0.17566534580436333,2400,0,0,0,True,df1071f4299351bc78c4a4e4faff4f5a1e67be7c36edf1fe1bec7cac0fd1b74a,10d7e194e4c2db92b8f85ce53703c009fc56561dadda33f71484aafd29b5f403,6.673181056976318,d0b73213da5017459159d55d5d4e8f3b522400c4546c1e10f226cbdeed0c4be5,611fd708aef8d763dc916872b7bf4e8e37227514dbe28455d67660a2d18aac51,d8d3ea0e9027d08d135850c94cedef7baaf9c47c48004e3b18a92b29d4942681,bedee17ca4c3344bdeb825efa17e30ef42ff1074f5421ebe2703c42aa79b0859,87c8d0fa34af49790ebedbdcb4d3c1cb8c6b73ed34eddfd545c575c076cbb5f6,b631823454124dd6b655203943cba7bafcd1983f58df27eb0232999bfcaff902,c22a061ec428a267de3dde066a5607197f67766f76753359dce7cfeda6758cff,,"[256, 128, 64]",repeat_stratified
n10_f2_s42_rQ,10,2,42,Q,True,False,54,74,0.029361570791414947,0.02548025120135446,0.16957505044188326,2400,0,0,0,True,df1071f4299351bc78c4a4e4faff4f5a1e67be7c36edf1fe1bec7cac0fd1b74a,4017fa14ef1f1556fb309843f35915a5fe688e7bb1c474b7e86524b7ee4ff1e7,6.449969053268433,d0b73213da5017459159d55d5d4e8f3b522400c4546c1e10f226cbdeed0c4be5,611fd708aef8d763dc916872b7bf4e8e37227514dbe28455d67660a2d18aac51,d8d3ea0e9027d08d135850c94cedef7baaf9c47c48004e3b18a92b29d4942681,bedee17ca4c3344bdeb825efa17e30ef42ff1074f5421ebe2703c42aa79b0859,87c8d0fa34af49790ebedbdcb4d3c1cb8c6b73ed34eddfd545c575c076cbb5f6,b631823454124dd6b655203943cba7bafcd1983f58df27eb0232999bfcaff902,c22a061ec428a267de3dde066a5607197f67766f76753359dce7cfeda6758cff,,"[256, 128, 64]",repeat_stratified
n10_f3_s2026_rP,10,3,2026,P,True,False,75,95,0.057183731514170756,0.06092399186841727,0.17192868084763482,2400,0,0,0,True,b46810e959cebce9ef086dc721185bfd3244274a6158a790b151ac8ea8adc16e,f8ff9ea402c95e393291f3e0d1e6e315fc8ce19943d8f5f8e573ffcf9b9a227b,8.25199031829834,9a0568b66c4fd7e091cedaa10dfce3c252fd4ddc8cc643966e4375aba0fdff1a,e67f5fadb9252bba3db382e8bf559560896617811461200c7853b439c9e7148b,d8d3ea0e9027d08d135850c94cedef7baaf9c47c48004e3b18a92b29d4942681,a40d5ef9c6ddc04d8c9d964ac451b9589c6fa3c1547d481e3b77b73da66f8ea0,5ce2d3d418b9344beb3f7dfa12cbd3ce41aef42d10c6efc0fea1faf87170cbcd,4e6aca011d344fb76e114037ef79809d06e1553a678720b005b0e5d9281f47f9,b631823454124dd6b655203943cba7bafcd1983f58df27eb0232999bfcaff902,,"[256, 128, 64]",repeat_stratified
n10_f3_s2026_rQ,10,3,2026,Q,True,False,47,67,0.02721575475380301,0.027092071763570102,0.17224543573481949,2400,0,0,0,True,b46810e959cebce9ef086dc721185bfd3244274a6158a790b151ac8ea8adc16e,971a916a359ab325a49ab1d42090221e515c957f01d1fbac088a9b0e1ba1f679,5.815235614776611,9a0568b66c4fd7e091cedaa10dfce3c252fd4ddc8cc643966e4375aba0fdff1a,e67f5fadb9252bba3db382e8bf559560896617811461200c7853b439c9e7148b,d8d3ea0e9027d08d135850c94cedef7baaf9c47c48004e3b18a92b29d4942681,a40d5ef9c6ddc04d8c9d964ac451b9589c6fa3c1547d481e3b77b73da66f8ea0,5ce2d3d418b9344beb3f7dfa12cbd3ce41aef42d10c6efc0fea1faf87170cbcd,4e6aca011d344fb76e114037ef79809d06e1553a678720b005b0e5d9281f47f9,b631823454124dd6b655203943cba7bafcd1983f58df27eb0232999bfcaff902,,"[256, 128, 64]",repeat_stratified
n10_f3_s3407_rP,10,3,3407,P,True,False,61,81,0.057986650071936645,0.0632931595138261,0.17387156281431035,2400,0,0,0,True,b46810e959cebce9ef086dc721185bfd3244274a6158a790b151ac8ea8adc16e,723453f6245f468f43bd8174135c02a378986cd68e86c5caba2b287ceb85375d,6.91025185585022,a1e4caac54b630f1b323a13421dde5e2b20ab13afb3662c955cab8a49fa60b29,20bdb025c13dcf7b362001d5142ba2ca925c19973dc4d323058641f4233a94cb,d8d3ea0e9027d08d135850c94cedef7baaf9c47c48004e3b18a92b29d4942681,a40d5ef9c6ddc04d8c9d964ac451b9589c6fa3c1547d481e3b77b73da66f8ea0,5ce2d3d418b9344beb3f7dfa12cbd3ce41aef42d10c6efc0fea1faf87170cbcd,4e6aca011d344fb76e114037ef79809d06e1553a678720b005b0e5d9281f47f9,b631823454124dd6b655203943cba7bafcd1983f58df27eb0232999bfcaff902,,"[256, 128, 64]",repeat_stratified
n10_f3_s3407_rQ,10,3,3407,Q,True,False,37,57,0.026936711162302927,0.02661987210122547,0.1722695375691671,2400,0,0,0,True,b46810e959cebce9ef086dc721185bfd3244274a6158a790b151ac8ea8adc16e,2c61ab817c0e03742f3830c248581ba57cbe65099f6f4fbeace8a374fa572693,5.037961483001709,a1e4caac54b630f1b323a13421dde5e2b20ab13afb3662c955cab8a49fa60b29,20bdb025c13dcf7b362001d5142ba2ca925c19973dc4d323058641f4233a94cb,d8d3ea0e9027d08d135850c94cedef7baaf9c47c48004e3b18a92b29d4942681,a40d5ef9c6ddc04d8c9d964ac451b9589c6fa3c1547d481e3b77b73da66f8ea0,5ce2d3d418b9344beb3f7dfa12cbd3ce41aef42d10c6efc0fea1faf87170cbcd,4e6aca011d344fb76e114037ef79809d06e1553a678720b005b0e5d9281f47f9,b631823454124dd6b655203943cba7bafcd1983f58df27eb0232999bfcaff902,,"[256, 128, 64]",repeat_stratified
n10_f3_s42_rP,10,3,42,P,True,False,58,78,0.05807242406105229,0.06025127138689408,0.17321917482093563,2400,0,0,0,True,b46810e959cebce9ef086dc721185bfd3244274a6158a790b151ac8ea8adc16e,3a59d01fd4e901e1b558c3e88283498e7344c3ee55d7bce165393dc1886c9e97,6.653801679611206,d0b73213da5017459159d55d5d4e8f3b522400c4546c1e10f226cbdeed0c4be5,611fd708aef8d763dc916872b7bf4e8e37227514dbe28455d67660a2d18aac51,d8d3ea0e9027d08d135850c94cedef7baaf9c47c48004e3b18a92b29d4942681,a40d5ef9c6ddc04d8c9d964ac451b9589c6fa3c1547d481e3b77b73da66f8ea0,5ce2d3d418b9344beb3f7dfa12cbd3ce41aef42d10c6efc0fea1faf87170cbcd,4e6aca011d344fb76e114037ef79809d06e1553a678720b005b0e5d9281f47f9,b631823454124dd6b655203943cba7bafcd1983f58df27eb0232999bfcaff902,,"[256, 128, 64]",repeat_stratified
n10_f3_s42_rQ,10,3,42,Q,True,False,29,49,0.0272295385930206,0.02686970152919132,0.1718332866579107,2400,0,0,0,True,b46810e959cebce9ef086dc721185bfd3244274a6158a790b151ac8ea8adc16e,ba4658e7ba565f1a291650056fd3b465269fa83f8195dadde32f807899c9c041,4.359052419662476,d0b73213da5017459159d55d5d4e8f3b522400c4546c1e10f226cbdeed0c4be5,611fd708aef8d763dc916872b7bf4e8e37227514dbe28455d67660a2d18aac51,d8d3ea0e9027d08d135850c94cedef7baaf9c47c48004e3b18a92b29d4942681,a40d5ef9c6ddc04d8c9d964ac451b9589c6fa3c1547d481e3b77b73da66f8ea0,5ce2d3d418b9344beb3f7dfa12cbd3ce41aef42d10c6efc0fea1faf87170cbcd,4e6aca011d344fb76e114037ef79809d06e1553a678720b005b0e5d9281f47f9,b631823454124dd6b655203943cba7bafcd1983f58df27eb0232999bfcaff902,,"[256, 128, 64]",repeat_stratified
n10_f4_s2026_rP,10,4,2026,P,True,False,84,104,0.06387571373862987,0.06273110583637904,0.17204879376974122,2400,0,0,0,True,482bb24155915486234cf1b5a8743003835381103f6d2611ba1aae20388fec71,bc423ec982e37e87d9241be26b4d3b0fe8a90bf499888cf70eeb0f9e89d55e9e,8.835484981536865,9a0568b66c4fd7e091cedaa10dfce3c252fd4ddc8cc643966e4375aba0fdff1a,e67f5fadb9252bba3db382e8bf559560896617811461200c7853b439c9e7148b,d8d3ea0e9027d08d135850c94cedef7baaf9c47c48004e3b18a92b29d4942681,9b8cafc44fa11c4fa980c04630e8d1fb8d31343b0291affa227fd323eaee031b,d433df91bc53da0e00164b5204b49dfe2e99cd0f8e7a426240f93fb6380288dd,f181895c9a7a25b1c229f53b041d917c8091e7b5c37b539139c9829427b64e77,4e6aca011d344fb76e114037ef79809d06e1553a678720b005b0e5d9281f47f9,,"[256, 128, 64]",repeat_stratified
n10_f4_s2026_rQ,10,4,2026,Q,True,False,48,68,0.029079942540218406,0.027577035626645922,0.1678429700028402,2400,0,0,0,True,482bb24155915486234cf1b5a8743003835381103f6d2611ba1aae20388fec71,9d55f9d60a5145e2689c284ede9d1ba9e0fdfb2be8667d125373dda6729bb49e,6.0041587352752686,9a0568b66c4fd7e091cedaa10dfce3c252fd4ddc8cc643966e4375aba0fdff1a,e67f5fadb9252bba3db382e8bf559560896617811461200c7853b439c9e7148b,d8d3ea0e9027d08d135850c94cedef7baaf9c47c48004e3b18a92b29d4942681,9b8cafc44fa11c4fa980c04630e8d1fb8d31343b0291affa227fd323eaee031b,d433df91bc53da0e00164b5204b49dfe2e99cd0f8e7a426240f93fb6380288dd,f181895c9a7a25b1c229f53b041d917c8091e7b5c37b539139c9829427b64e77,4e6aca011d344fb76e114037ef79809d06e1553a678720b005b0e5d9281f47f9,,"[256, 128, 64]",repeat_stratified
n10_f4_s3407_rP,10,4,3407,P,True,False,89,109,0.06387282257227789,0.06461161875791491,0.1736424470426305,2400,0,0,0,True,482bb24155915486234cf1b5a8743003835381103f6d2611ba1aae20388fec71,6a417f61c478ccc7bf27e5665c12140ae999a019c0b01c2a19e90c39956dab6e,9.234142541885376,a1e4caac54b630f1b323a13421dde5e2b20ab13afb3662c955cab8a49fa60b29,20bdb025c13dcf7b362001d5142ba2ca925c19973dc4d323058641f4233a94cb,d8d3ea0e9027d08d135850c94cedef7baaf9c47c48004e3b18a92b29d4942681,9b8cafc44fa11c4fa980c04630e8d1fb8d31343b0291affa227fd323eaee031b,d433df91bc53da0e00164b5204b49dfe2e99cd0f8e7a426240f93fb6380288dd,f181895c9a7a25b1c229f53b041d917c8091e7b5c37b539139c9829427b64e77,4e6aca011d344fb76e114037ef79809d06e1553a678720b005b0e5d9281f47f9,,"[256, 128, 64]",repeat_stratified
n10_f4_s3407_rQ,10,4,3407,Q,True,False,55,75,0.02915259116696826,0.026814146161384757,0.1675780320186535,2400,0,0,0,True,482bb24155915486234cf1b5a8743003835381103f6d2611ba1aae20388fec71,475a33e3bff5c16195a9a274147de49f6bafbbf32f31e93dd799bee3cb29391e,6.77028489112854,a1e4caac54b630f1b323a13421dde5e2b20ab13afb3662c955cab8a49fa60b29,20bdb025c13dcf7b362001d5142ba2ca925c19973dc4d323058641f4233a94cb,d8d3ea0e9027d08d135850c94cedef7baaf9c47c48004e3b18a92b29d4942681,9b8cafc44fa11c4fa980c04630e8d1fb8d31343b0291affa227fd323eaee031b,d433df91bc53da0e00164b5204b49dfe2e99cd0f8e7a426240f93fb6380288dd,f181895c9a7a25b1c229f53b041d917c8091e7b5c37b539139c9829427b64e77,4e6aca011d344fb76e114037ef79809d06e1553a678720b005b0e5d9281f47f9,,"[256, 128, 64]",repeat_stratified
n10_f4_s42_rP,10,4,42,P,True,False,75,95,0.0642765473963831,0.06552264476989181,0.17240242474439005,2400,0,0,0,True,482bb24155915486234cf1b5a8743003835381103f6d2611ba1aae20388fec71,d6c017abb2f0b01326a17ba36852038fdc0364484a86d34e1dcebe48eaf13861,8.375950813293457,d0b73213da5017459159d55d5d4e8f3b522400c4546c1e10f226cbdeed0c4be5,611fd708aef8d763dc916872b7bf4e8e37227514dbe28455d67660a2d18aac51,d8d3ea0e9027d08d135850c94cedef7baaf9c47c48004e3b18a92b29d4942681,9b8cafc44fa11c4fa980c04630e8d1fb8d31343b0291affa227fd323eaee031b,d433df91bc53da0e00164b5204b49dfe2e99cd0f8e7a426240f93fb6380288dd,f181895c9a7a25b1c229f53b041d917c8091e7b5c37b539139c9829427b64e77,4e6aca011d344fb76e114037ef79809d06e1553a678720b005b0e5d9281f47f9,,"[256, 128, 64]",repeat_stratified
n10_f4_s42_rQ,10,4,42,Q,True,False,62,82,0.029132083522694203,0.027062371815995936,0.1672454504608567,2400,0,0,0,True,482bb24155915486234cf1b5a8743003835381103f6d2611ba1aae20388fec71,fa1450cbdaa8f3ffa52008cee1e0340bf610d94c641d1dd25d4fe6f96143122b,7.051646947860718,d0b73213da5017459159d55d5d4e8f3b522400c4546c1e10f226cbdeed0c4be5,611fd708aef8d763dc916872b7bf4e8e37227514dbe28455d67660a2d18aac51,d8d3ea0e9027d08d135850c94cedef7baaf9c47c48004e3b18a92b29d4942681,9b8cafc44fa11c4fa980c04630e8d1fb8d31343b0291affa227fd323eaee031b,d433df91bc53da0e00164b5204b49dfe2e99cd0f8e7a426240f93fb6380288dd,f181895c9a7a25b1c229f53b041d917c8091e7b5c37b539139c9829427b64e77,4e6aca011d344fb76e114037ef79809d06e1553a678720b005b0e5d9281f47f9,,"[256, 128, 64]",repeat_stratified
n10_f5_s2026_rP,10,5,2026,P,True,False,43,63,0.0572358042203984,0.06022661962172437,0.185600938846002,2400,0,0,0,True,7c000e77f9556368bb8dfedbc075d0119d753b7e055a0b17383b264c3ddda504,7663c44cdf9b4c60d1e19301dfb7c1ee249e1b8ab3c585d75e02d7ed96ec883d,5.400779724121094,9a0568b66c4fd7e091cedaa10dfce3c252fd4ddc8cc643966e4375aba0fdff1a,e67f5fadb9252bba3db382e8bf559560896617811461200c7853b439c9e7148b,d8d3ea0e9027d08d135850c94cedef7baaf9c47c48004e3b18a92b29d4942681,1dd5487c1e3b81ff9db42acb598e8e24a73ec08369c1b820116238713008bb57,cf4d3d1d7348ab3f551564e3b05cedb7564bcc3423f6e401d998dfb921aa7566,ccb747eb2f661a650b24912cbfd4589ba5b1924ce5889e3f1ec12d26bebdf7e1,f181895c9a7a25b1c229f53b041d917c8091e7b5c37b539139c9829427b64e77,,"[256, 128, 64]",repeat_stratified
n10_f5_s2026_rQ,10,5,2026,Q,True,False,71,91,0.027862347657361414,0.026269199409094647,0.16891558619364572,2400,0,0,0,True,7c000e77f9556368bb8dfedbc075d0119d753b7e055a0b17383b264c3ddda504,f599c26840401ef230111192be5f85afc5326e7875357043f5b7c6813fa37758,7.772529125213623,9a0568b66c4fd7e091cedaa10dfce3c252fd4ddc8cc643966e4375aba0fdff1a,e67f5fadb9252bba3db382e8bf559560896617811461200c7853b439c9e7148b,d8d3ea0e9027d08d135850c94cedef7baaf9c47c48004e3b18a92b29d4942681,1dd5487c1e3b81ff9db42acb598e8e24a73ec08369c1b820116238713008bb57,cf4d3d1d7348ab3f551564e3b05cedb7564bcc3423f6e401d998dfb921aa7566,ccb747eb2f661a650b24912cbfd4589ba5b1924ce5889e3f1ec12d26bebdf7e1,f181895c9a7a25b1c229f53b041d917c8091e7b5c37b539139c9829427b64e77,,"[256, 128, 64]",repeat_stratified
n10_f5_s3407_rP,10,5,3407,P,True,False,82,102,0.05560732290001835,0.0620496069145845,0.17904803780274062,2400,0,0,0,True,7c000e77f9556368bb8dfedbc075d0119d753b7e055a0b17383b264c3ddda504,9e61b3515bb6fca3a2475a2bde00bb92c7c77959d1bed442808cc465cc7534d5,8.737959623336792,a1e4caac54b630f1b323a13421dde5e2b20ab13afb3662c955cab8a49fa60b29,20bdb025c13dcf7b362001d5142ba2ca925c19973dc4d323058641f4233a94cb,d8d3ea0e9027d08d135850c94cedef7baaf9c47c48004e3b18a92b29d4942681,1dd5487c1e3b81ff9db42acb598e8e24a73ec08369c1b820116238713008bb57,cf4d3d1d7348ab3f551564e3b05cedb7564bcc3423f6e401d998dfb921aa7566,ccb747eb2f661a650b24912cbfd4589ba5b1924ce5889e3f1ec12d26bebdf7e1,f181895c9a7a25b1c229f53b041d917c8091e7b5c37b539139c9829427b64e77,,"[256, 128, 64]",repeat_stratified
n10_f5_s3407_rQ,10,5,3407,Q,True,False,47,67,0.02772503491413095,0.026549971066244495,0.16925545074031934,2400,0,0,0,True,7c000e77f9556368bb8dfedbc075d0119d753b7e055a0b17383b264c3ddda504,248a9fe798df0f53045ad7752203012f61d4e790391750a1bace13c6f8e267c2,5.825853109359741,a1e4caac54b630f1b323a13421dde5e2b20ab13afb3662c955cab8a49fa60b29,20bdb025c13dcf7b362001d5142ba2ca925c19973dc4d323058641f4233a94cb,d8d3ea0e9027d08d135850c94cedef7baaf9c47c48004e3b18a92b29d4942681,1dd5487c1e3b81ff9db42acb598e8e24a73ec08369c1b820116238713008bb57,cf4d3d1d7348ab3f551564e3b05cedb7564bcc3423f6e401d998dfb921aa7566,ccb747eb2f661a650b24912cbfd4589ba5b1924ce5889e3f1ec12d26bebdf7e1,f181895c9a7a25b1c229f53b041d917c8091e7b5c37b539139c9829427b64e77,,"[256, 128, 64]",repeat_stratified
