beta_true,sample_size,offset_value,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
2.0,10,0.15,47,2.291249,1113.938476,826.020791,0.291249,113.938476,-173.979209,0.922876
2.0,10,0.15,48,1.784136,761.480471,1309.355932,-0.215864,-238.519529,309.355932,0.950068
2.0,10,0.15,49,2.042217,1010.126748,1125.155760,0.042217,10.126748,125.155760,0.983517
2.0,10,0.15,50,1.364077,936.695724,1026.103585,-0.635923,-63.304276,26.103585,0.982150
2.0,10,0.15,51,1.314146,497.643067,1202.396029,-0.685854,-502.356933,202.396029,0.929483
2.0,10,0.15,52,2.068976,831.773284,987.105252,0.068976,-168.226716,-12.894748,0.950335
2.0,10,0.15,53,1.323285,632.516404,1074.110547,-0.676715,-367.483596,74.110547,0.969259
2.0,10,0.15,54,1.388677,875.019191,1103.846395,-0.611323,-124.980809,103.846395,0.913659
2.0,10,0.15,55,5.159933,1972.354337,0.000000,3.159933,972.354337,-1000.000000,0.445667
2.0,10,0.15,56,2.259471,1086.617697,1099.211508,0.259471,86.617697,99.211508,0.989132
2.0,10,0.15,57,1.951715,869.313847,936.941733,-0.048285,-130.686153,-63.058267,0.936253
2.0,10,0.15,58,2.734423,1095.823539,688.593545,0.734423,95.823539,-311.406455,0.801197
2.0,10,0.15,59,4.020816,2122.666479,0.000000,2.020816,1122.666479,-1000.000000,0.736598
2.0,10,0.15,60,2.556885,901.818130,1209.806591,0.556885,-98.181870,209.806591,0.945861
2.0,10,0.15,61,1.540671,749.286514,1278.571654,-0.459329,-250.713486,278.571654,0.968254
2.0,10,0.15,62,1.156692,526.772814,1364.922423,-0.843308,-473.227186,364.922423,0.939355
2.0,10,0.15,63,2.033217,1080.147470,921.949611,0.033217,80.147470,-78.050389,0.967979
2.0,10,0.15,64,1.667976,1240.148580,992.032588,-0.332024,240.148580,-7.967412,0.940520
2.0,10,0.15,65,2.051398,886.979208,1009.144447,0.051398,-113.020792,9.144447,0.987764
2.0,10,0.15,66,7.183602,1928.870568,0.000000,5.183602,928.870568,-1000.000000,0.639098
2.0,10,0.15,67,2.179411,1039.954035,796.692763,0.179411,39.954035,-203.307237,0.957201
2.0,10,0.15,68,1.773988,729.853264,1201.809274,-0.226012,-270.146736,201.809274,0.988206
2.0,10,0.15,69,1.277632,979.846139,1135.773940,-0.722368,-20.153861,135.773940,0.976518
2.0,10,0.15,70,1.531319,962.302736,908.999363,-0.468681,-37.697264,-91.000637,0.960701
2.0,10,0.15,71,1.605211,690.086455,977.988343,-0.394789,-309.913545,-22.011657,0.940170
2.0,10,0.15,72,2.739534,1094.965718,1107.343809,0.739534,94.965718,107.343809,0.924596
2.0,10,0.15,73,2.537001,1371.724410,708.388187,0.537001,371.724410,-291.611813,0.969962
2.0,10,0.15,74,1.104767,657.327454,1249.045962,-0.895233,-342.672546,249.045962,0.947154
2.0,10,0.15,75,4.086233,1875.018406,0.000000,2.086233,875.018406,-1000.000000,0.761748
2.0,10,0.15,76,2.314786,1130.454217,872.337449,0.314786,130.454217,-127.662551,0.854264
2.0,10,0.15,77,2.288080,1279.418706,1052.414013,0.288080,279.418706,52.414013,0.942134
2.0,10,0.15,78,2.432416,910.469656,1026.678241,0.432416,-89.530344,26.678241,0.939315
2.0,10,0.15,79,2.695874,1584.221671,548.520149,0.695874,584.221671,-451.479851,0.952652
2.0,10,0.15,80,2.011214,914.528151,942.793230,0.011214,-85.471849,-57.206770,0.975005
2.0,10,0.15,81,1.602477,990.739459,1095.945330,-0.397523,-9.260541,95.945330,0.963581
2.0,10,0.15,82,2.238091,1152.072625,836.177244,0.238091,152.072625,-163.822756,0.941022
2.0,10,0.15,83,1.525642,617.970936,1244.854089,-0.474358,-382.029064,244.854089,0.941014
2.0,10,0.15,84,1.726269,1007.930726,1061.332761,-0.273731,7.930726,61.332761,0.991988
2.0,10,0.15,85,1.658954,776.501850,1075.969830,-0.341046,-223.498150,75.969830,0.961276
2.0,10,0.15,86,1.058657,526.294733,1146.132722,-0.941343,-473.705267,146.132722,0.971571
2.0,10,0.15,87,2.350709,1066.973801,828.095850,0.350709,66.973801,-171.904150,0.970832
2.0,10,0.15,88,2.163867,1069.223705,907.450420,0.163867,69.223705,-92.549580,0.966413
2.0,10,0.15,89,2.159248,898.425318,861.013523,0.159248,-101.574682,-138.986477,0.973389
2.0,10,0.15,90,1.459664,657.619685,1033.915609,-0.540336,-342.380315,33.915609,0.918581
2.0,10,0.15,91,0.972702,685.385038,1244.726432,-1.027298,-314.614962,244.726432,0.951988
2.0,10,0.15,92,2.406339,1438.686640,987.686646,0.406339,438.686640,-12.313354,0.881072
2.0,10,0.15,93,0.931130,544.016243,1412.415324,-1.068870,-455.983757,412.415324,0.962578
2.0,10,0.15,94,2.078849,1258.126169,946.590456,0.078849,258.126169,-53.409544,0.921664
2.0,10,0.15,95,1.170551,766.722504,1222.085248,-0.829449,-233.277496,222.085248,0.987598
2.0,10,0.15,96,2.472338,1317.098563,783.121561,0.472338,317.098563,-216.878439,0.901323
2.0,10,0.15,97,1.129754,647.434406,1400.355402,-0.870246,-352.565594,400.355402,0.980194
2.0,10,0.15,98,1.075426,620.126575,1471.806758,-0.924574,-379.873425,471.806758,0.979044
2.0,10,0.15,99,0.696948,636.519745,1385.532760,-1.303052,-363.480255,385.532760,0.959057
2.0,10,0.15,100,1.688349,847.698421,1038.847050,-0.311651,-152.301579,38.847050,0.920639
2.0,10,0.2,1,1.304084,494.442376,1204.595420,-0.695916,-505.557624,204.595420,0.929279
2.0,10,0.2,2,1.992971,807.582970,1008.372946,-0.007029,-192.417030,8.372946,0.947058
2.0,10,0.2,3,1.304939,627.425407,1078.143199,-0.695061,-372.574593,78.143199,0.969351
2.0,10,0.2,4,1.306986,848.397087,1125.901927,-0.693014,-151.602913,125.901927,0.915391
2.0,10,0.2,5,5.159933,1972.354337,0.000000,3.159933,972.354337,-1000.000000,0.445667
2.0,10,0.2,6,2.141257,1047.706367,1135.771467,0.141257,47.706367,135.771467,0.986831
2.0,10,0.2,7,1.897627,849.037761,954.195697,-0.102373,-150.962239,-45.804303,0.932555
2.0,10,0.2,8,2.495709,1020.374130,758.887354,0.495709,20.374130,-241.112646,0.775319
2.0,10,0.2,9,4.020816,2122.666479,0.000000,2.020816,1122.666479,-1000.000000,0.736598
2.0,10,0.2,10,2.419856,860.485934,1247.462916,0.419856,-139.514066,247.462916,0.936740
2.0,10,0.2,11,1.513590,740.600419,1285.789065,-0.486410,-259.399581,285.789065,0.967714
2.0,10,0.2,12,1.145381,524.153894,1366.863225,-0.854619,-475.846106,366.863225,0.940234
2.0,10,0.2,13,1.923761,1043.015097,956.516995,-0.076239,43.015097,-43.483005,0.965681
2.0,10,0.2,14,1.632784,1220.849302,1008.063437,-0.367216,220.849302,8.063437,0.939165
2.0,10,0.2,15,1.959839,861.350397,1033.027933,-0.040161,-138.649603,33.027933,0.986223
2.0,10,0.2,16,7.183602,1928.870568,0.000000,5.183602,928.870568,-1000.000000,0.639098
2.0,10,0.2,17,2.041885,996.140621,837.611751,0.041885,-3.859379,-162.388249,0.953823
2.0,10,0.2,18,1.721941,717.029143,1213.524284,-0.278059,-282.970857,213.524284,0.987528
2.0,10,0.2,19,1.266025,974.699689,1139.738811,-0.733975,-25.300311,139.738811,0.976620
2.0,10,0.2,20,1.486409,946.429630,922.837147,-0.513591,-53.570370,-77.162853,0.960816
2.0,10,0.2,21,1.530186,670.080894,994.905936,-0.469814,-329.919106,-5.094064,0.937406
2.0,10,0.2,22,2.518156,1029.864487,1169.403101,0.518156,29.864487,169.403101,0.912331
2.0,10,0.2,23,2.381276,1307.315299,768.539566,0.381276,307.315299,-231.460434,0.963799
2.0,10,0.2,24,1.077649,651.831620,1253.933975,-0.922351,-348.168380,253.933975,0.948658
2.0,10,0.2,25,4.086233,1875.018406,0.000000,2.086233,875.018406,-1000.000000,0.761748
2.0,10,0.2,26,2.107644,1060.832793,937.060163,0.107644,60.832793,-62.939837,0.846955
2.0,10,0.2,27,2.168820,1228.290770,1098.975568,0.168820,228.290770,98.975568,0.936631
2.0,10,0.2,28,2.305871,871.119720,1062.344242,0.305871,-128.880280,62.344242,0.931482
2.0,10,0.2,29,2.486586,1492.661333,635.398306,0.486586,492.661333,-364.601694,0.943455
2.0,10,0.2,30,1.933677,890.505307,964.701564,-0.066323,-109.494693,-35.298436,0.973001
2.0,10,0.2,31,1.550672,972.319344,1112.256794,-0.449328,-27.680656,112.256794,0.963322
2.0,10,0.2,32,2.080842,1097.884995,887.003581,0.080842,97.884995,-112.996419,0.936200
2.0,10,0.2,33,1.457218,601.647531,1258.564366,-0.542782,-398.352469,258.564366,0.941350
2.0,10,0.2,34,1.693439,995.863473,1072.068068,-0.306561,-4.136527,72.068068,0.991568
2.0,10,0.2,35,1.624082,765.248411,1085.495619,-0.375918,-234.751589,85.495619,0.960460
2.0,10,0.2,36,1.051191,524.752528,1147.289790,-0.948809,-475.247472,147.289790,0.971790
2.0,10,0.2,37,2.196246,1018.233980,873.965807,0.196246,18.233980,-126.034193,0.966763
2.0,10,0.2,38,2.069982,1035.317575,938.360709,0.069982,35.317575,-61.639291,0.963589
2.0,10,0.2,39,2.069014,871.251691,885.852682,0.069014,-128.748309,-114.147318,0.970659
2.0,10,0.2,40,1.444017,651.096677,1038.593465,-0.555983,-348.903323,38.593465,0.917537
2.0,10,0.2,41,0.961772,682.838232,1246.688790,-1.038228,-317.161768,246.688790,0.952781
2.0,10,0.2,42,2.226991,1356.280572,1063.059341,0.226991,356.280572,63.059341,0.867518
2.0,10,0.2,43,0.916542,539.982732,1414.808259,-1.083458,-460.017268,414.808259,0.963902
2.0,10,0.2,44,1.913749,1197.028573,1004.228786,-0.086251,197.028573,4.228786,0.919355
2.0,10,0.2,45,1.165002,764.670585,1223.571773,-0.834998,-235.329415,223.571773,0.987677
2.0,10,0.2,46,2.354560,1258.576676,835.045418,0.354560,258.576676,-164.954582,0.888169
2.0,10,0.2,47,1.124165,645.990477,1401.489207,-0.875835,-354.009523,401.489207,0.980272
2.0,10,0.2,48,1.067683,618.185056,1473.279624,-0.932317,-381.814944,473.279624,0.979426
2.0,10,0.2,49,0.696948,636.519745,1385.532760,-1.303052,-363.480255,385.532760,0.959057
2.0,10,0.2,50,1.561435,812.231941,1070.834593,-0.438565,-187.768059,70.834593,0.920291
2.0,10,0.2,51,2.313986,1260.287461,976.051081,0.313986,260.287461,-23.948919,0.935433
2.0,10,0.2,52,2.422909,1133.610704,847.474208,0.422909,133.610704,-152.525792,0.922945
2.0,10,0.2,53,2.855385,1260.612344,973.582213,0.855385,260.612344,-26.417787,0.822099
2.0,10,0.2,54,2.308695,797.822130,1120.340446,0.308695,-202.177870,120.340446,0.948147
2.0,10,0.2,55,1.085105,500.984430,1642.868191,-0.914895,-499.015570,642.868191,0.989258
2.0,10,0.2,56,2.049031,895.662659,1158.543288,0.049031,-104.337341,158.543288,0.968635
2.0,10,0.2,57,2.289295,980.857568,1027.055483,0.289295,-19.142432,27.055483,0.912696
2.0,10,0.2,58,1.612603,651.889180,1081.275908,-0.387397,-348.110820,81.275908,0.953067
2.0,10,0.2,59,1.063434,664.990328,1063.137872,-0.936566,-335.009672,63.137872,0.929667
2.0,10,0.2,60,1.187482,423.283532,1556.076137,-0.812518,-576.716468,556.076137,0.944542
2.0,10,0.2,61,2.019124,1044.088927,1168.253787,0.019124,44.088927,168.253787,0.966024
2.0,10,0.2,62,1.779414,698.973339,1128.105744,-0.220586,-301.026661,128.105744,0.962256
2.0,10,0.2,63,1.915195,1103.146541,961.940099,-0.084805,103.146541,-38.059901,0.964346
2.0,10,0.2,64,2.351891,1493.608750,738.458068,0.351891,493.608750,-261.541932,0.948345
2.0,10,0.2,65,1.172363,472.256141,1348.677833,-0.827637,-527.743859,348.677833,0.970062
2.0,10,0.2,66,1.378647,469.695695,1548.022161,-0.621353,-530.304305,548.022161,0.959765
2.0,10,0.2,67,2.158523,1325.870801,997.909841,0.158523,325.870801,-2.090159,0.891198
2.0,10,0.2,68,2.449574,1058.724707,913.248665,0.449574,58.724707,-86.751335,0.809658
2.0,10,0.2,69,1.289455,417.473154,1466.022132,-0.710545,-582.526846,466.022132,0.976674
2.0,10,0.2,70,1.292224,896.021176,1216.646138,-0.707776,-103.978824,216.646138,0.949054
2.0,10,0.2,71,3.395580,469.899200,1522.693836,1.395580,-530.100800,522.693836,0.529397
2.0,10,0.2,72,1.227668,996.149591,1061.000940,-0.772332,-3.850409,61.000940,0.952709
2.0,10,0.2,73,2.711332,1417.310181,744.789910,0.711332,417.310181,-255.210090,0.875044
2.0,10,0.2,74,1.073030,390.402916,1180.802531,-0.926970,-609.597084,180.802531,0.920045
2.0,10,0.2,75,1.596122,914.616865,1089.350783,-0.403878,-85.383135,89.350783,0.919769
2.0,10,0.2,76,1.359253,880.560435,1102.496211,-0.640747,-119.439565,102.496211,0.965378
2.0,10,0.2,77,2.225426,1402.580638,826.047557,0.225426,402.580638,-173.952443,0.941974
2.0,10,0.2,78,1.327654,799.956254,1052.111341,-0.672346,-200.043746,52.111341,0.985143
2.0,10,0.2,79,1.265974,513.016669,1220.253924,-0.734026,-486.983331,220.253924,0.915251
2.0,10,0.2,80,2.120282,922.115058,1005.652752,0.120282,-77.884942,5.652752,0.926119
2.0,10,0.2,81,2.578707,1173.453541,1059.877790,0.578707,173.453541,59.877790,0.923816
2.0,10,0.2,82,1.794826,1230.794716,957.435481,-0.205174,230.794716,-42.564519,0.891243
2.0,10,0.2,83,1.135739,529.591019,1497.549352,-0.864261,-470.408981,497.549352,0.968396
2.0,10,0.2,84,2.367485,682.235101,1115.919418,0.367485,-317.764899,115.919418,0.865087
2.0,10,0.2,85,1.473338,616.091711,1286.346541,-0.526662,-383.908289,286.346541,0.959564
2.0,10,0.2,86,1.465544,822.495298,1116.995848,-0.534456,-177.504702,116.995848,0.957183
2.0,10,0.2,87,1.529276,968.694179,891.903225,-0.470724,-31.305821,-108.096775,0.957805
2.0,10,0.2,88,1.035695,627.048267,1224.657987,-0.964305,-372.951733,224.657987,0.966467
2.0,10,0.2,89,2.364622,1131.143718,1325.864069,0.364622,131.143718,325.864069,0.934608
2.0,10,0.2,90,1.728564,969.720158,950.483210,-0.271436,-30.279842,-49.516790,0.963773
2.0,10,0.2,91,1.834603,1075.166895,1013.218634,-0.165397,75.166895,13.218634,0.967167
2.0,10,0.2,92,1.193114,921.444662,1026.363511,-0.806886,-78.555338,26.363511,0.995269
2.0,10,0.2,93,1.585551,808.575298,1339.664426,-0.414449,-191.424702,339.664426,0.961432
2.0,10,0.2,94,1.725846,1065.009678,926.053349,-0.274154,65.009678,-73.946651,0.938449
2.0,10,0.2,95,1.634356,1423.336827,1032.734594,-0.365644,423.336827,32.734594,0.953906
2.0,10,0.2,96,2.423197,831.030343,945.584895,0.423197,-168.969657,-54.415105,0.858709
2.0,10,0.2,97,1.789823,1401.294069,980.226903,-0.210177,401.294069,-19.773097,0.986331
2.0,10,0.2,98,2.567056,1069.753322,1059.032132,0.567056,69.753322,59.032132,0.947487
2.0,10,0.2,99,1.579694,778.600520,1194.478110,-0.420306,-221.399480,194.478110,0.927723
2.0,10,0.2,100,1.258521,888.433716,1154.967491,-0.741479,-111.566284,154.967491,0.971678
2.0,20,0,1,2.745179,1306.714279,815.730543,0.745179,306.714279,-184.269457,0.960236
2.0,20,0,2,4.464407,1707.467851,341.970418,2.464407,707.467851,-658.029582,0.904198
2.0,20,0,3,1.708140,709.229463,1380.933692,-0.291860,-290.770537,380.933692,0.976559
2.0,20,0,4,4.618241,2128.526191,12.147002,2.618241,1128.526191,-987.852998,0.985571
2.0,20,0,5,1.637333,1081.499710,925.390961,-0.362667,81.499710,-74.609039,0.967690
2.0,20,0,6,2.564612,1328.908953,709.768365,0.564612,328.908953,-290.231635,0.965354
2.0,20,0,7,5.931600,2005.410711,0.000000,3.931600,1005.410711,-1000.000000,0.945694
2.0,20,0,8,3.314017,1259.376595,789.170454,1.314017,259.376595,-210.829546,0.981745
2.0,20,0,9,1.823342,981.677063,1017.448671,-0.176658,-18.322937,17.448671,0.948755
2.0,20,0,10,1.522593,929.925323,1071.879569,-0.477407,-70.074677,71.879569,0.969349
2.0,20,0,11,2.457338,1353.105281,796.515864,0.457338,353.105281,-203.484136,0.989875
2.0,20,0,12,1.526248,968.294350,1055.997267,-0.473752,-31.705650,55.997267,0.990524
2.0,20,0,13,1.508250,684.952193,1247.556632,-0.491750,-315.047807,247.556632,0.982556
2.0,20,0,14,4.669739,2030.563977,0.000000,2.669739,1030.563977,-1000.000000,0.967460
2.0,20,0,15,3.618779,1832.265213,340.138278,1.618779,832.265213,-659.861722,0.957218
2.0,20,0,16,2.136900,1345.526017,792.184002,0.136900,345.526017,-207.815998,0.981421
2.0,20,0,17,1.852780,939.610099,1066.401408,-0.147220,-60.389901,66.401408,0.974696
2.0,20,0,18,1.310026,547.727870,1365.668406,-0.689974,-452.272130,365.668406,0.972737
2.0,20,0,19,1.765051,903.063280,1127.101881,-0.234949,-96.936720,127.101881,0.959645
2.0,20,0,20,4.510137,1441.291286,668.756410,2.510137,441.291286,-331.243590,0.893919
2.0,20,0,21,1.542208,837.587050,1215.804618,-0.457792,-162.412950,215.804618,0.968654
2.0,20,0,22,2.429480,1255.492529,699.372213,0.429480,255.492529,-300.627787,0.972032
2.0,20,0,23,1.859565,730.282462,1219.126467,-0.140435,-269.717538,219.126467,0.974901
2.0,20,0,24,2.182220,917.170224,1094.034154,0.182220,-82.829776,94.034154,0.970004
2.0,20,0,25,4.554709,2352.683229,0.000000,2.554709,1352.683229,-1000.000000,0.984338
2.0,20,0,26,1.289348,712.072846,1411.755061,-0.710652,-287.927154,411.755061,0.962616
2.0,20,0,27,2.459794,1374.123824,690.515231,0.459794,374.123824,-309.484769,0.975917
2.0,20,0,28,4.724110,1991.784915,170.131607,2.724110,991.784915,-829.868393,0.982678
2.0,20,0,29,1.944366,963.020474,1000.488923,-0.055634,-36.979526,0.488923,0.977045
2.0,20,0,30,1.485436,778.884892,1203.183450,-0.514564,-221.115108,203.183450,0.961601
2.0,20,0,31,2.497550,1290.764317,771.419405,0.497550,290.764317,-228.580595,0.985942
2.0,20,0,32,1.184826,741.508224,1090.956732,-0.815174,-258.491776,90.956732,0.977995
2.0,20,0,33,1.422157,947.178822,1064.913669,-0.577843,-52.821178,64.913669,0.993644
2.0,20,0,34,1.687087,546.847938,1373.350050,-0.312913,-453.152062,373.350050,0.978306
2.0,20,0,35,1.578715,684.891690,1292.356250,-0.421285,-315.108310,292.356250,0.983448
2.0,20,0,36,1.786395,932.736236,999.873943,-0.213605,-67.263764,-0.126057,0.943663
2.0,20,0,37,1.289542,813.071094,1137.248081,-0.710458,-186.928906,137.248081,0.971487
2.0,20,0,38,2.595419,1578.723986,598.324289,0.595419,578.723986,-401.675711,0.966650
2.0,20,0,39,1.690190,1021.090127,1144.297992,-0.309810,21.090127,144.297992,0.986030
2.0,20,0,40,4.826278,1618.721998,339.029177,2.826278,618.721998,-660.970823,0.985953
2.0,20,0,41,2.179383,1397.973173,833.279673,0.179383,397.973173,-166.720327,0.979152
2.0,20,0,42,1.661537,1067.107845,1104.962093,-0.338463,67.107845,104.962093,0.958438
2.0,20,0,43,1.976561,791.508323,1064.470566,-0.023439,-208.491677,64.470566,0.956846
2.0,20,0,44,1.979492,885.072159,1198.254843,-0.020508,-114.927841,198.254843,0.985019
2.0,20,0,45,1.632310,1052.191060,951.100002,-0.367690,52.191060,-48.899998,0.976425
2.0,20,0,46,3.252845,1208.911887,789.720533,1.252845,208.911887,-210.279467,0.958220
2.0,20,0,47,1.284588,590.625798,1316.234303,-0.715412,-409.374202,316.234303,0.971673
2.0,20,0,48,2.329503,1106.372151,876.621535,0.329503,106.372151,-123.378465,0.898839
2.0,20,0,49,6.165468,2031.113437,0.000000,4.165468,1031.113437,-1000.000000,0.939168
2.0,20,0,50,1.737919,1038.905572,1138.489793,-0.262081,38.905572,138.489793,0.987398
2.0,20,0,51,1.922489,1198.203308,949.216062,-0.077511,198.203308,-50.783938,0.976324
2.0,20,0,52,1.902874,873.883916,1039.737062,-0.097126,-126.116084,39.737062,0.975078
2.0,20,0,53,1.339984,1148.378904,1051.562116,-0.660016,148.378904,51.562116,0.983812
2.0,20,0,54,1.171291,816.471528,1176.281582,-0.828709,-183.528472,176.281582,0.960248
2.0,20,0,55,1.588882,729.389480,1049.309774,-0.411118,-270.610520,49.309774,0.982548
2.0,20,0,56,2.036618,1192.773421,923.012853,0.036618,192.773421,-76.987147,0.995339
2.0,20,0,57,4.603552,1505.934557,434.756141,2.603552,505.934557,-565.243859,0.967278
2.0,20,0,58,2.325099,1439.075395,889.089939,0.325099,439.075395,-110.910061,0.966413
2.0,20,0,59,1.921444,942.560327,913.914200,-0.078556,-57.439673,-86.085800,0.990754
2.0,20,0,60,2.136867,1137.782044,924.885938,0.136867,137.782044,-75.114062,0.972838
2.0,20,0,61,1.378274,800.362692,1122.849220,-0.621726,-199.637308,122.849220,0.936849
2.0,20,0,62,4.410862,1841.377397,157.964302,2.410862,841.377397,-842.035698,0.938717
2.0,20,0,63,1.422500,617.965833,1074.160992,-0.577500,-382.034167,74.160992,0.957228
2.0,20,0,64,2.073526,1088.391653,980.951836,0.073526,88.391653,-19.048164,0.979871
2.0,20,0,65,1.909794,896.781833,1154.694253,-0.090206,-103.218167,154.694253,0.893939
2.0,20,0,66,1.167846,604.581202,1329.922308,-0.832154,-395.418798,329.922308,0.971590
2.0,20,0,67,2.798714,1342.473331,644.086909,0.798714,342.473331,-355.913091,0.962773
2.0,20,0,68,1.709979,824.968724,1103.056988,-0.290021,-175.031276,103.056988,0.959731
2.0,20,0,69,1.815684,991.287370,991.896738,-0.184316,-8.712630,-8.103262,0.966143
2.0,20,0,70,2.050651,1175.983288,836.074871,0.050651,175.983288,-163.925129,0.941901
2.0,20,0,71,3.309812,1222.869999,734.151742,1.309812,222.869999,-265.848258,0.972506
2.0,20,0,72,3.988942,1198.564642,676.530369,1.988942,198.564642,-323.469631,0.962943
2.0,20,0,73,3.374277,1229.491978,911.648586,1.374277,229.491978,-88.351414,0.964710
2.0,20,0,74,1.094761,533.576773,1270.080230,-0.905239,-466.423227,270.080230,0.982477
2.0,20,0,75,1.715841,994.468215,1009.778955,-0.284159,-5.531785,9.778955,0.970598
2.0,20,0,76,3.040971,1300.519758,687.847681,1.040971,300.519758,-312.152319,0.954464
2.0,20,0,77,1.820829,860.252294,1157.240070,-0.179171,-139.747706,157.240070,0.985219
2.0,20,0,78,1.655331,894.752191,981.282219,-0.344669,-105.247809,-18.717781,0.985482
2.0,20,0,79,1.717385,820.949102,1049.565869,-0.282615,-179.050898,49.565869,0.975425
2.0,20,0,80,3.089908,1088.796865,816.398997,1.089908,88.796865,-183.601003,0.914119
2.0,20,0,81,2.577130,1099.721921,811.485957,0.577130,99.721921,-188.514043,0.984121
2.0,20,0,82,2.398252,1410.945735,695.944096,0.398252,410.945735,-304.055904,0.980820
2.0,20,0,83,1.627643,916.025415,1308.261371,-0.372357,-83.974585,308.261371,0.986430
2.0,20,0,84,2.726994,1160.138717,918.116911,0.726994,160.138717,-81.883089,0.970356
2.0,20,0,85,1.520934,869.191882,1143.004823,-0.479066,-130.808118,143.004823,0.968727
2.0,20,0,86,1.921150,783.129370,1151.363245,-0.078850,-216.870630,151.363245,0.954972
2.0,20,0,87,1.715726,1091.518745,898.276831,-0.284274,91.518745,-101.723169,0.979352
2.0,20,0,88,2.364860,1238.425644,964.088552,0.364860,238.425644,-35.911448,0.978420
2.0,20,0,89,1.697316,903.657316,1074.892403,-0.302684,-96.342684,74.892403,0.988609
2.0,20,0,90,2.303941,1033.658098,907.968381,0.303941,33.658098,-92.031619,0.955297
2.0,20,0,91,5.324228,1884.056070,287.636267,3.324228,884.056070,-712.363733,0.970129
2.0,20,0,92,2.448791,1280.701402,860.228997,0.448791,280.701402,-139.771003,0.948745
2.0,20,0,93,1.491596,776.920112,1193.191413,-0.508404,-223.079888,193.191413,0.988544
2.0,20,0,94,1.841848,1085.345015,938.115217,-0.158152,85.345015,-61.884783,0.971506
2.0,20,0,95,1.176336,594.942065,1461.844201,-0.823664,-405.057935,461.844201,0.980331
2.0,20,0,96,1.216400,677.236270,1340.023535,-0.783600,-322.763730,340.023535,0.917143
2.0,20,0,97,1.436187,840.920216,1191.354887,-0.563813,-159.079784,191.354887,0.983057
2.0,20,0,98,2.917370,1607.560654,561.510242,0.917370,607.560654,-438.489758,0.953406
2.0,20,0,99,1.364061,820.315621,1041.534014,-0.635939,-179.684379,41.534014,0.971337
2.0,20,0,100,2.824703,1489.575012,626.860188,0.824703,489.575012,-373.139812,0.981720
2.0,20,0.05,1,1.783556,1150.871201,992.980345,-0.216444,150.871201,-7.019655,0.977595
2.0,20,0.05,2,1.852341,859.210509,1052.709746,-0.147659,-140.789491,52.709746,0.975673
2.0,20,0.05,3,1.324068,1143.388961,1056.137620,-0.675932,143.388961,56.137620,0.983923
2.0,20,0.05,4,1.163590,815.000266,1177.676308,-0.836410,-184.999734,177.676308,0.960668
2.0,20,0.05,5,1.556260,722.147744,1055.784777,-0.443740,-277.852256,55.784777,0.983080
2.0,20,0.05,6,1.989165,1176.333966,938.292845,-0.010835,176.333966,-61.707155,0.995378
2.0,20,0.05,7,2.694105,1002.621372,924.481852,0.694105,2.621372,-75.518148,0.968747
2.0,20,0.05,8,2.153651,1367.402272,955.157550,0.153651,367.402272,-44.842450,0.966632
2.0,20,0.05,9,1.877823,930.176588,925.289069,-0.122177,-69.823412,-74.710931,0.990774
2.0,20,0.05,10,2.001714,1093.292114,966.003298,0.001714,93.292114,-33.996702,0.973397
2.0,20,0.05,11,1.326563,786.765116,1133.791494,-0.673437,-213.234884,133.791494,0.938956
2.0,20,0.05,12,2.225190,1090.897152,875.088992,0.225190,90.897152,-124.911008,0.944553
2.0,20,0.05,13,1.381072,609.385507,1081.160519,-0.618928,-390.614493,81.160519,0.957786
2.0,20,0.05,14,2.007168,1065.472775,1001.621998,0.007168,65.472775,1.621998,0.980177
2.0,20,0.05,15,1.589526,804.860881,1233.163097,-0.410474,-195.139119,233.163097,0.902106
2.0,20,0.05,16,1.157058,602.380388,1331.606818,-0.842942,-397.619612,331.606818,0.972054
2.0,20,0.05,17,2.406844,1205.764285,772.569010,0.406844,205.764285,-227.430990,0.962477
2.0,20,0.05,18,1.665442,811.951938,1114.136041,-0.334558,-188.048062,114.136041,0.959877
2.0,20,0.05,19,1.714138,962.822858,1018.371329,-0.285862,-37.177142,18.371329,0.967752
2.0,20,0.05,20,1.936029,1130.897491,875.633048,-0.063971,130.897491,-124.366952,0.944050
2.0,20,0.05,21,2.653227,1042.634198,907.453290,0.653227,42.634198,-92.546710,0.972233
2.0,20,0.05,22,3.311752,1032.808952,837.132026,1.311752,32.808952,-162.867974,0.960575
2.0,20,0.05,23,2.921227,1101.362004,1034.620125,0.921227,101.362004,34.620125,0.964876
2.0,20,0.05,24,1.076051,530.554920,1272.428193,-0.923949,-469.445080,272.428193,0.983205
2.0,20,0.05,25,1.674836,980.415405,1021.857244,-0.325164,-19.584595,21.857244,0.971209
2.0,20,0.05,26,2.740301,1202.168998,781.303194,0.740301,202.168998,-218.696806,0.954232
2.0,20,0.05,27,1.763523,845.780299,1170.564214,-0.236477,-154.219701,170.564214,0.985649
2.0,20,0.05,28,1.625898,886.434440,988.669681,-0.374102,-113.565560,-11.330319,0.985784
2.0,20,0.05,29,1.691044,813.182968,1056.170049,-0.308956,-186.817032,56.170049,0.975726
2.0,20,0.05,30,2.727773,981.799285,915.975066,0.727773,-18.200715,-84.024934,0.914329
