beta_true,sample_size,offset_value,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
3,20,0.1,54,2.966424,908.588741,1013.546007,-0.033576,-91.411259,13.546007,0.959309
3,20,0.1,55,2.123256,753.713451,1122.629879,-0.876744,-246.286549,122.629879,0.964284
3,20,0.1,56,2.539686,985.789789,1092.126756,-0.460314,-14.210211,92.126756,0.979515
3,20,0.1,57,1.918430,814.237031,1111.995646,-1.081570,-185.762969,111.995646,0.962527
3,20,0.1,58,8.561801,1987.749223,0.000000,5.561801,987.749223,-1000.000000,0.765398
3,20,0.1,59,3.724678,1306.420515,742.411209,0.724678,306.420515,-257.588791,0.950886
3,20,0.1,60,2.509341,901.151964,1036.891710,-0.490659,-98.848036,36.891710,0.985050
3,20,0.1,61,2.311833,966.207264,959.173388,-0.688167,-33.792736,-40.826612,0.931596
3,20,0.1,62,2.455698,686.763183,1279.929673,-0.544302,-313.236817,279.929673,0.949717
3,20,0.1,63,2.214504,920.670287,1113.775905,-0.785496,-79.329713,113.775905,0.967722
3,20,0.1,64,2.032138,797.887583,1202.642083,-0.967862,-202.112417,202.642083,0.949326
3,20,0.1,65,1.373867,590.932540,1436.792278,-1.626133,-409.067460,436.792278,0.980066
3,20,0.1,66,3.462567,1264.483991,818.035450,0.462567,264.483991,-181.964550,0.965886
3,20,0.1,67,2.825526,1037.716946,1042.419733,-0.174474,37.716946,42.419733,0.972464
3,20,0.1,68,2.959322,1035.062256,1053.617746,-0.040678,35.062256,53.617746,0.966114
3,20,0.1,69,2.746203,1084.519507,1026.436009,-0.253797,84.519507,26.436009,0.992944
3,20,0.1,70,3.241672,956.883719,1004.669242,0.241672,-43.116281,4.669242,0.945309
3,20,0.1,71,2.199943,690.995761,1301.451838,-0.800057,-309.004239,301.451838,0.958336
3,20,0.1,72,3.306303,995.359968,964.758703,0.306303,-4.640032,-35.241297,0.923802
3,20,0.1,73,2.785155,1073.082174,1065.358801,-0.214845,73.082174,65.358801,0.980104
3,20,0.1,74,1.463363,461.094920,1372.956022,-1.536637,-538.905080,372.956022,0.983530
3,20,0.1,75,3.429668,1233.102822,767.376252,0.429668,233.102822,-232.623748,0.944127
3,20,0.1,76,1.745269,736.637102,1244.893410,-1.254731,-263.362898,244.893410,0.984055
3,20,0.1,77,2.049904,758.162959,1170.891306,-0.950096,-241.837041,170.891306,0.936044
3,20,0.1,78,1.955481,841.507915,1026.725163,-1.044519,-158.492085,26.725163,0.966598
3,20,0.1,79,3.434347,1007.431947,861.208565,0.434347,7.431947,-138.791435,0.959329
3,20,0.1,80,2.995823,820.628026,1070.445128,-0.004177,-179.371974,70.445128,0.974926
3,20,0.1,81,2.033108,930.540235,1126.906102,-0.966892,-69.459765,126.906102,0.945708
3,20,0.1,82,1.922557,587.631764,1332.343181,-1.077443,-412.368236,332.343181,0.974562
3,20,0.1,83,2.009944,590.405789,1327.454196,-0.990056,-409.594211,327.454196,0.978154
3,20,0.1,84,2.438933,976.817518,1240.565443,-0.561067,-23.182482,240.565443,0.986664
3,20,0.1,85,2.488925,1052.551328,934.240872,-0.511075,52.551328,-65.759128,0.969021
3,20,0.1,86,3.559835,1396.337240,682.728859,0.559835,396.337240,-317.271141,0.970075
3,20,0.1,87,3.160601,1024.829304,976.008682,0.160601,24.829304,-23.991318,0.980706
3,20,0.1,88,3.809066,1250.047114,826.366349,0.809066,250.047114,-173.633651,0.934212
3,20,0.1,89,2.771836,984.074885,1134.448025,-0.228164,-15.925115,134.448025,0.935481
3,20,0.1,90,2.378423,852.684043,1207.957667,-0.621577,-147.315957,207.957667,0.989621
3,20,0.1,91,2.293583,1167.230330,950.799323,-0.706417,167.230330,-49.200677,0.959085
3,20,0.1,92,2.385692,795.985896,1177.983823,-0.614308,-204.014104,177.983823,0.938869
3,20,0.1,93,2.045270,815.303555,1115.846512,-0.954730,-184.696445,115.846512,0.961000
3,20,0.1,94,2.495100,777.029553,1033.092776,-0.504900,-222.970447,33.092776,0.930875
3,20,0.1,95,1.580868,485.650453,1416.947873,-1.419132,-514.349547,416.947873,0.962129
3,20,0.1,96,2.269462,962.794908,1082.654919,-0.730538,-37.205092,82.654919,0.963542
3,20,0.1,97,1.744808,693.347485,1317.187788,-1.255192,-306.652515,317.187788,0.992835
3,20,0.1,98,2.792992,1044.255632,874.066287,-0.207008,44.255632,-125.933713,0.981182
3,20,0.1,99,4.494534,1379.000032,601.409027,1.494534,379.000032,-398.590973,0.887363
3,20,0.1,100,2.224926,811.741407,1119.169398,-0.775074,-188.258593,119.169398,0.939386
3,20,0.15,1,2.059816,928.417774,1122.106394,-0.940184,-71.582226,122.106394,0.982769
3,20,0.15,2,3.338892,1023.266091,998.610877,0.338892,23.266091,-1.389123,0.957382
3,20,0.15,3,1.708601,467.289388,1457.557200,-1.291399,-532.710612,457.557200,0.983451
3,20,0.15,4,2.728599,853.889824,1065.344820,-0.271401,-146.110176,65.344820,0.951763
3,20,0.15,5,1.978851,725.232552,1149.806916,-1.021149,-274.767448,149.806916,0.963557
3,20,0.15,6,2.347161,939.061294,1137.224754,-0.652839,-60.938706,137.224754,0.977363
3,20,0.15,7,1.834619,793.624195,1130.654402,-1.165381,-206.375805,130.654402,0.961240
3,20,0.15,8,8.561801,1987.749223,0.000000,5.561801,987.749223,-1000.000000,0.765398
3,20,0.15,9,3.288792,1190.160620,855.659622,0.288792,190.160620,-144.340378,0.935369
3,20,0.15,10,2.362616,867.460168,1069.178955,-0.637384,-132.539832,69.178955,0.983374
3,20,0.15,11,2.138690,918.500543,1003.100443,-0.861310,-81.499457,3.100443,0.930152
3,20,0.15,12,2.249117,648.574198,1315.690899,-0.750883,-351.425802,315.690899,0.946102
3,20,0.15,13,2.138019,898.804678,1133.643716,-0.861981,-101.195322,133.643716,0.966433
3,20,0.15,14,1.953217,778.424864,1220.253129,-1.046783,-221.575136,220.253129,0.948647
3,20,0.15,15,1.361360,588.704880,1438.731690,-1.638640,-411.295120,438.731690,0.980438
3,20,0.15,16,3.144281,1172.627806,906.201970,0.144281,172.627806,-93.798030,0.954626
3,20,0.15,17,2.606228,981.885663,1095.918176,-0.393772,-18.114337,95.918176,0.968690
3,20,0.15,18,2.774447,983.874213,1101.618146,-0.225553,-16.125787,101.618146,0.959934
3,20,0.15,19,2.588314,1042.142294,1067.152133,-0.411686,42.142294,67.152133,0.991219
3,20,0.15,20,2.994424,895.857194,1062.044743,-0.005576,-104.142806,62.044743,0.932950
3,20,0.15,21,2.100679,670.797303,1320.024423,-0.899321,-329.202697,320.024423,0.957394
3,20,0.15,22,3.015746,923.785320,1032.437739,0.015746,-76.214680,32.437739,0.910788
3,20,0.15,23,2.604332,1024.335040,1111.913377,-0.395668,24.335040,111.913377,0.977234
3,20,0.15,24,1.444061,458.491949,1375.306193,-1.555939,-541.508051,375.306193,0.983966
3,20,0.15,25,3.150685,1150.401804,846.049885,0.150685,150.401804,-153.950115,0.930961
3,20,0.15,26,1.711351,729.152770,1251.734374,-1.288649,-270.847230,251.734374,0.983936
3,20,0.15,27,1.899240,724.533531,1201.400491,-1.100760,-275.466469,201.400491,0.934903
3,20,0.15,28,1.875048,820.974198,1045.327140,-1.124952,-179.025802,45.327140,0.965876
3,20,0.15,29,3.157866,940.964277,924.541512,0.157866,-59.035723,-75.458488,0.947590
3,20,0.15,30,2.781533,777.443264,1111.703319,-0.218467,-222.556736,111.703319,0.969871
3,20,0.15,31,1.869844,889.033197,1165.661212,-1.130156,-110.966803,165.661212,0.946056
3,20,0.15,32,1.864499,576.695220,1342.099606,-1.135501,-423.304780,342.099606,0.974463
3,20,0.15,33,1.957618,580.966641,1336.074910,-1.042382,-419.033359,336.074910,0.977836
3,20,0.15,34,2.316082,944.771908,1270.907885,-0.683918,-55.228092,270.907885,0.985332
3,20,0.15,35,2.273765,995.574559,988.800502,-0.726235,-4.425441,-11.199498,0.965898
3,20,0.15,36,3.186007,1283.975668,791.558424,0.186007,283.975668,-208.441576,0.959831
3,20,0.15,37,2.900242,962.867776,1035.717627,-0.099758,-37.132224,35.717627,0.975417
3,20,0.15,38,3.458009,1146.828934,924.345074,0.458009,146.828934,-75.654926,0.908567
3,20,0.15,39,2.643934,944.004015,1170.748767,-0.356066,-55.995985,170.748767,0.926077
3,20,0.15,40,2.265760,827.552718,1231.954968,-0.734240,-172.447282,231.954968,0.988550
3,20,0.15,41,2.132616,1116.130119,998.737562,-0.867384,116.130119,-1.262438,0.957002
3,20,0.15,42,2.262239,766.499661,1204.928966,-0.737761,-233.500339,204.928966,0.935778
3,20,0.15,43,1.999635,801.035014,1128.017640,-1.000365,-198.964986,128.017640,0.959153
3,20,0.15,44,2.244620,725.042675,1081.702562,-0.755380,-274.957325,81.702562,0.924924
3,20,0.15,45,1.554514,482.348084,1420.147742,-1.445486,-517.651916,420.147742,0.962454
3,20,0.15,46,2.159088,933.134265,1110.436093,-0.840912,-66.865735,110.436093,0.962049
3,20,0.15,47,1.717035,687.660422,1322.412488,-1.282965,-312.339578,322.412488,0.992797
3,20,0.15,48,2.570813,987.448728,928.562854,-0.429187,-12.551272,-71.437146,0.977935
3,20,0.15,49,3.973967,1228.562540,745.420221,0.973967,228.562540,-254.579779,0.826680
3,20,0.15,50,2.031087,770.273945,1158.380456,-0.968913,-229.726055,158.380456,0.937390
3,20,0.15,51,1.742347,652.693988,1227.477812,-1.257653,-347.306012,227.477812,0.978070
3,20,0.15,52,1.970571,708.250286,1375.776332,-1.029429,-291.749714,375.776332,0.972312
3,20,0.15,53,2.598348,939.115738,1121.053621,-0.401652,-60.884262,121.053621,0.980861
3,20,0.15,54,2.864093,919.062762,964.241768,-0.135907,-80.937238,-35.758232,0.904189
3,20,0.15,55,2.498708,1123.354191,892.412576,-0.501292,123.354191,-107.587424,0.955823
3,20,0.15,56,2.183997,786.879548,1256.640516,-0.816003,-213.120452,256.640516,0.984769
3,20,0.15,57,2.816293,971.969442,971.280126,-0.183707,-28.030558,-28.719874,0.972080
3,20,0.15,58,3.113189,936.137365,1065.879407,0.113189,-63.862635,65.879407,0.906141
3,20,0.15,59,2.711146,740.009455,1424.108786,-0.288854,-259.990545,424.108786,0.945467
3,20,0.15,60,2.020443,695.969939,1127.198371,-0.979557,-304.030061,127.198371,0.979497
3,20,0.15,61,1.423619,491.434874,1371.255088,-1.576381,-508.565126,371.255088,0.961545
3,20,0.15,62,2.803052,1229.963498,949.630935,-0.196948,229.963498,-50.369065,0.930293
3,20,0.15,63,2.314908,821.592576,1320.905104,-0.685092,-178.407424,320.905104,0.972491
3,20,0.15,64,1.577614,513.553239,1413.802472,-1.422386,-486.446761,413.802472,0.964249
3,20,0.15,65,3.344108,1029.036268,982.694792,0.344108,29.036268,-17.305208,0.837917
3,20,0.15,66,2.467443,958.683039,1062.227488,-0.532557,-41.316961,62.227488,0.963106
3,20,0.15,67,1.868048,703.727805,1244.616884,-1.131952,-296.272195,244.616884,0.954244
3,20,0.15,68,3.700435,1210.544582,858.632871,0.700435,210.544582,-141.367129,0.867606
3,20,0.15,69,2.936284,980.355990,1045.047842,-0.063716,-19.644010,45.047842,0.885071
3,20,0.15,70,2.842161,1023.250415,1034.687276,-0.157839,23.250415,34.687276,0.956489
3,20,0.15,71,1.771245,740.292823,1207.251217,-1.228755,-259.707177,207.251217,0.946600
3,20,0.15,72,2.524433,981.165406,1120.469275,-0.475567,-18.834594,120.469275,0.947901
3,20,0.15,73,2.008180,835.087376,1051.411707,-0.991820,-164.912624,51.411707,0.974406
3,20,0.15,74,3.660006,1208.426849,915.378870,0.660006,208.426849,-84.621130,0.909223
3,20,0.15,75,1.993171,637.980930,1222.112902,-1.006829,-362.019070,222.112902,0.982163
3,20,0.15,76,2.491650,918.419941,951.262364,-0.508350,-81.580059,-48.737636,0.967146
3,20,0.15,77,2.017838,654.370471,1325.787999,-0.982162,-345.629529,325.787999,0.981102
3,20,0.15,78,2.480949,1013.912237,957.483140,-0.519051,13.912237,-42.516860,0.940724
3,20,0.15,79,2.114525,433.990073,1590.196809,-0.885475,-566.009927,590.196809,0.987256
3,20,0.15,80,2.143877,833.146239,1162.533597,-0.856123,-166.853761,162.533597,0.967429
3,20,0.15,81,1.890937,668.194231,1366.557245,-1.109063,-331.805769,366.557245,0.966989
3,20,0.15,82,3.112769,949.723852,1020.015519,0.112769,-50.276148,20.015519,0.956864
3,20,0.15,83,3.182846,1375.571077,855.466082,0.182846,375.571077,-144.533918,0.927095
3,20,0.15,84,1.995381,776.565609,1240.468237,-1.004619,-223.434391,240.468237,0.979956
3,20,0.15,85,2.633918,857.186672,1086.973246,-0.366082,-142.813328,86.973246,0.970016
3,20,0.15,86,2.521491,723.570746,1327.294177,-0.478509,-276.429254,327.294177,0.977617
3,20,0.15,87,2.439782,895.680126,1163.347041,-0.560218,-104.319874,163.347041,0.976530
3,20,0.15,88,1.956692,655.655425,1335.325315,-1.043308,-344.344575,335.325315,0.966352
3,20,0.15,89,2.213842,893.643675,1031.088241,-0.786158,-106.356325,31.088241,0.984145
3,20,0.15,90,2.178076,634.557826,1242.667113,-0.821924,-365.442174,242.667113,0.977504
3,20,0.15,91,2.184169,945.196019,1005.126936,-0.815831,-54.803981,5.126936,0.971861
3,20,0.15,92,3.042209,1047.191984,1051.484148,0.042209,47.191984,51.484148,0.961216
3,20,0.15,93,3.156722,915.285753,1162.270218,0.156722,-84.714247,162.270218,0.968412
3,20,0.15,94,2.429909,844.199278,1250.861620,-0.570091,-155.800722,250.861620,0.957461
3,20,0.15,95,2.571520,1037.670034,855.555073,-0.428480,37.670034,-144.444927,0.949076
3,20,0.15,96,1.992978,862.770951,1130.304654,-1.007022,-137.229049,130.304654,0.981184
3,20,0.15,97,2.876193,874.213662,1060.005376,-0.123807,-125.786338,60.005376,0.921401
3,20,0.15,98,2.152043,690.445509,1228.301595,-0.847957,-309.554491,228.301595,0.987898
3,20,0.15,99,1.782331,653.893734,1285.628575,-1.217669,-346.106266,285.628575,0.946631
3,20,0.15,100,2.275028,893.846121,1018.966985,-0.724972,-106.153879,18.966985,0.980940
3,20,0.2,1,1.704078,644.751782,1234.552567,-1.295922,-355.248218,234.552567,0.977757
3,20,0.2,2,1.887527,691.742938,1391.194446,-1.112473,-308.257062,391.194446,0.971476
3,20,0.2,3,2.496502,911.994270,1146.310515,-0.503498,-88.005730,146.310515,0.977475
3,20,0.2,4,2.741224,880.018968,999.036716,-0.258776,-119.981032,-0.963284,0.883369
3,20,0.2,5,2.400190,1089.179949,923.522184,-0.599810,89.179949,-76.477816,0.951516
3,20,0.2,6,2.101535,768.755545,1273.629956,-0.898465,-231.244455,273.629956,0.983504
3,20,0.2,7,2.677933,935.449155,1005.525257,-0.322067,-64.550845,5.525257,0.965823
3,20,0.2,8,2.862731,879.693772,1119.642979,-0.137269,-120.306228,119.642979,0.891599
3,20,0.2,9,2.572152,710.456377,1451.415005,-0.427848,-289.543623,451.415005,0.938553
3,20,0.2,10,1.965531,684.415112,1137.768663,-1.034469,-315.584888,137.768663,0.978804
3,20,0.2,11,1.405906,488.683697,1373.576532,-1.594094,-511.316303,373.576532,0.961612
3,20,0.2,12,2.589639,1165.793904,1010.980322,-0.410361,165.793904,10.980322,0.923159
3,20,0.2,13,2.230980,801.448619,1339.532935,-0.769020,-198.551381,339.532935,0.970578
3,20,0.2,14,1.561438,509.979847,1416.592746,-1.438562,-490.020153,416.592746,0.964257
3,20,0.2,15,3.163656,967.587700,1038.148180,0.163656,-32.412300,38.148180,0.782122
3,20,0.2,16,2.383138,933.561369,1085.111879,-0.616862,-66.438631,85.111879,0.959089
3,20,0.2,17,1.829157,693.823410,1253.087056,-1.170843,-306.176590,253.087056,0.953574
3,20,0.2,18,3.437637,1124.551191,938.581055,0.437637,124.551191,-61.418945,0.813212
3,20,0.2,19,2.804746,935.436565,1085.055106,-0.195254,-64.563435,85.055106,0.858143
3,20,0.2,20,2.675346,977.591064,1077.527455,-0.324654,-22.408936,77.527455,0.947863
3,20,0.2,21,1.719984,727.754575,1218.117373,-1.280016,-272.245425,218.117373,0.945549
3,20,0.2,22,2.413133,948.703795,1150.276411,-0.586867,-51.296205,150.276411,0.942707
3,20,0.2,23,1.943918,819.012543,1066.109073,-1.056082,-180.987457,66.109073,0.973162
3,20,0.2,24,3.381533,1123.508523,995.186982,0.381533,123.508523,-4.813018,0.869804
3,20,0.2,25,1.924971,625.846162,1233.512686,-1.075029,-374.153838,233.512686,0.981297
3,20,0.2,26,2.334507,881.524250,986.483826,-0.665493,-118.475750,-13.516174,0.963466
3,20,0.2,27,1.943454,640.545444,1338.674339,-1.056546,-359.454556,338.674339,0.980347
3,20,0.2,28,2.387522,982.149867,985.777587,-0.612478,-17.850133,-14.222413,0.934096
3,20,0.2,29,2.047985,425.774991,1597.866737,-0.952015,-574.225009,597.866737,0.986508
3,20,0.2,30,2.053355,811.251046,1182.734011,-0.946645,-188.748954,182.734011,0.964765
3,20,0.2,31,1.840694,656.916187,1376.450150,-1.159306,-343.083813,376.450150,0.966246
3,20,0.2,32,2.877713,897.584354,1070.207573,-0.122287,-102.415646,70.207573,0.945695
3,20,0.2,33,2.943170,1292.663886,933.727128,-0.056830,292.663886,-66.272872,0.910449
3,20,0.2,34,1.929243,761.695394,1254.234236,-1.070757,-238.304606,254.234236,0.978964
3,20,0.2,35,2.470374,821.638805,1120.914528,-0.529626,-178.361195,120.914528,0.965319
3,20,0.2,36,2.376282,696.901762,1352.840367,-0.623718,-303.098238,352.840367,0.974539
3,20,0.2,37,2.333480,869.336931,1188.041583,-0.666520,-130.663069,188.041583,0.973731
3,20,0.2,38,1.905275,644.564257,1345.165240,-1.094725,-355.435743,345.165240,0.965231
3,20,0.2,39,2.118826,870.938937,1052.670880,-0.881174,-129.061063,52.670880,0.982796
3,20,0.2,40,2.095391,620.006852,1256.331686,-0.904609,-379.993148,256.331686,0.976388
3,20,0.2,41,2.111881,924.952157,1023.786375,-0.888119,-75.047843,23.786375,0.970405
3,20,0.2,42,2.826702,992.199294,1103.998871,-0.173298,-7.800706,103.998871,0.952152
3,20,0.2,43,2.911739,863.066311,1212.523831,-0.088261,-136.933689,212.523831,0.958480
3,20,0.2,44,2.275559,810.360780,1283.014864,-0.724441,-189.639220,283.014864,0.953616
3,20,0.2,45,2.392356,991.377592,899.934036,-0.607644,-8.622408,-100.065964,0.944577
3,20,0.2,46,1.933717,847.598602,1144.251098,-1.066283,-152.401398,144.251098,0.980489
3,20,0.2,47,2.710324,832.080383,1098.737175,-0.289676,-167.919617,98.737175,0.907411
3,20,0.2,48,2.085238,677.315413,1240.565110,-0.914762,-322.684587,240.565110,0.987019
3,20,0.2,49,1.706050,640.241652,1298.456883,-1.293950,-359.758348,298.456883,0.947379
3,20,0.2,50,2.189132,871.789035,1039.443829,-0.810868,-128.210965,39.443829,0.979058
3,20,0.2,51,4.056766,1000.051736,901.960303,1.056766,0.051736,-98.039697,0.220766
3,20,0.2,52,1.906130,612.199810,1213.638473,-1.093870,-387.800190,213.638473,0.975675
3,20,0.2,53,1.753660,767.969480,1131.069898,-1.246340,-232.030520,131.069898,0.983333
3,20,0.2,54,2.889698,1074.614004,1004.737243,-0.110302,74.614004,4.737243,0.961042
3,20,0.2,55,2.312087,657.774331,1158.831756,-0.687913,-342.225669,158.831756,0.970456
3,20,0.2,56,1.876308,557.515036,1411.725272,-1.123692,-442.484964,411.725272,0.969062
3,20,0.2,57,1.955432,709.060709,1337.544310,-1.044568,-290.939291,337.544310,0.985931
3,20,0.2,58,2.900638,1016.696998,1059.869729,-0.099362,16.696998,59.869729,0.954663
3,20,0.2,59,2.449428,719.244974,1133.504134,-0.550572,-280.755026,133.504134,0.902802
3,20,0.2,60,2.629000,989.031698,901.246029,-0.371000,-10.968302,-98.753971,0.938369
3,20,0.2,61,2.156944,1021.734693,978.306061,-0.843056,21.734693,-21.693939,0.956823
3,20,0.2,62,2.296074,585.219854,1414.934992,-0.703926,-414.780146,414.934992,0.965697
3,20,0.2,63,8.819544,2012.714852,0.000000,5.819544,1012.714852,-1000.000000,0.834971
3,20,0.2,64,2.723623,1018.624726,992.561135,-0.276377,18.624726,-7.438865,0.962237
3,20,0.2,65,3.005609,738.788202,1242.207817,0.005609,-261.211798,242.207817,0.926571
3,20,0.2,66,1.571789,883.853580,1156.168292,-1.428211,-116.146420,156.168292,0.971292
3,20,0.2,67,2.609448,1178.031542,891.712369,-0.390552,178.031542,-108.287631,0.951694
3,20,0.2,68,1.739779,660.259900,1187.941546,-1.260221,-339.740100,187.941546,0.979091
3,20,0.2,69,2.259206,1172.789603,969.967515,-0.740794,172.789603,-30.032485,0.967790
3,20,0.2,70,1.894682,898.352009,1167.529383,-1.105318,-101.647991,167.529383,0.973444
3,20,0.2,71,1.943155,638.245922,1407.342801,-1.056845,-361.754078,407.342801,0.974249
3,20,0.2,72,2.316564,633.908384,1298.511073,-0.683436,-366.091616,298.511073,0.977074
3,20,0.2,73,2.752832,1009.239371,1127.284796,-0.247168,9.239371,127.284796,0.935688
3,20,0.2,74,2.458828,865.887443,1125.513208,-0.541172,-134.112557,125.513208,0.968891
3,20,0.2,75,1.642168,560.871819,1350.582691,-1.357832,-439.128181,350.582691,0.939027
3,20,0.2,76,1.650882,578.437438,1454.878392,-1.349118,-421.562562,454.878392,0.976490
3,20,0.2,77,2.520509,818.047664,1080.163099,-0.479491,-181.952336,80.163099,0.977784
3,20,0.2,78,2.398929,678.718286,1200.103027,-0.601071,-321.281714,200.103027,0.985024
3,20,0.2,79,1.616914,593.058216,1379.312575,-1.383086,-406.941784,379.312575,0.940154
3,20,0.2,80,2.235281,765.003879,1216.130360,-0.764719,-234.996121,216.130360,0.983521
3,20,0.2,81,1.529490,469.062373,1395.993225,-1.470510,-530.937627,395.993225,0.934561
3,20,0.2,82,2.211977,899.278100,1109.679933,-0.788023,-100.721900,109.679933,0.970940
3,20,0.2,83,1.700620,552.730034,1514.072709,-1.299380,-447.269966,514.072709,0.971666
3,20,0.2,84,1.995018,724.818604,1331.239143,-1.004982,-275.181396,331.239143,0.960706
3,20,0.2,85,2.854962,1024.731262,941.327199,-0.145038,24.731262,-58.672801,0.945176
3,20,0.2,86,1.889581,761.718523,1176.954499,-1.110419,-238.281477,176.954499,0.951332
3,20,0.2,87,2.019627,775.492652,1234.619391,-0.980373,-224.507348,234.619391,0.975894
3,20,0.2,88,2.590381,961.081010,1023.456814,-0.409619,-38.918990,23.456814,0.977641
3,20,0.2,89,3.176953,1074.596694,859.571057,0.176953,74.596694,-140.428943,0.909298
3,20,0.2,90,2.272854,992.689443,1049.635385,-0.727146,-7.310557,49.635385,0.968810
3,20,0.2,91,1.947611,675.460779,1264.551045,-1.052389,-324.539221,264.551045,0.984827
3,20,0.2,92,2.106536,852.533605,1183.456089,-0.893464,-147.466395,183.456089,0.971792
3,20,0.2,93,2.496368,963.239898,1012.973805,-0.503632,-36.760102,12.973805,0.956352
3,20,0.2,94,2.516749,755.786268,1207.717322,-0.483251,-244.213732,207.717322,0.983756
3,20,0.2,95,2.397800,742.885182,1210.152430,-0.602200,-257.114818,210.152430,0.955241
3,20,0.2,96,2.771690,1121.246923,918.050105,-0.228310,121.246923,-81.949895,0.930603
3,20,0.2,97,1.932496,554.468623,1359.307059,-1.067504,-445.531377,359.307059,0.970714
3,20,0.2,98,1.954414,879.722084,1088.361724,-1.045586,-120.277916,88.361724,0.975630
3,20,0.2,99,1.926434,920.702074,1053.543316,-1.073566,-79.297926,53.543316,0.973543
3,20,0.2,100,1.931370,777.497470,1263.139329,-1.068630,-222.502530,263.139329,0.988639
3,30,0,1,7.295067,2019.313671,0.000000,4.295067,1019.313671,-1000.000000,0.954169
3,30,0,2,4.254610,1316.919855,725.545024,1.254610,316.919855,-274.454976,0.974524
3,30,0,3,3.947392,1179.917360,765.712041,0.947392,179.917360,-234.287959,0.975629
3,30,0,4,2.414192,922.978698,933.914240,-0.585808,-77.021302,-66.085760,0.971668
3,30,0,5,4.665305,1504.158544,527.133618,1.665305,504.158544,-472.866382,0.937286
3,30,0,6,3.653918,1405.254278,701.207948,0.653918,405.254278,-298.792052,0.987778
3,30,0,7,3.478011,1292.165331,774.681553,0.478011,292.165331,-225.318447,0.985401
3,30,0,8,3.233242,713.490889,1135.908798,0.233242,-286.509111,135.908798,0.968285
3,30,0,9,2.701829,609.075916,1365.968019,-0.298171,-390.924084,365.968019,0.973529
3,30,0,10,2.804406,1018.924861,1001.781192,-0.195594,18.924861,1.781192,0.975760
3,30,0,11,1.808137,719.636137,1206.536043,-1.191863,-280.363863,206.536043,0.968374
3,30,0,12,3.433389,1340.311593,807.019121,0.433389,340.311593,-192.980879,0.992828
3,30,0,13,9.122884,2010.256525,0.000000,6.122884,1010.256525,-1000.000000,0.948158
3,30,0,14,6.008897,1338.289982,609.229010,3.008897,338.289982,-390.770990,0.991190
3,30,0,15,1.891146,666.741342,1379.441344,-1.108854,-333.258658,379.441344,0.983130
3,30,0,16,5.211304,1507.027159,504.151995,2.211304,507.027159,-495.848005,0.946594
3,30,0,17,2.597851,902.110324,1018.291189,-0.402149,-97.889676,18.291189,0.981355
3,30,0,18,3.458427,1075.357119,953.306719,0.458427,75.357119,-46.693281,0.980642
3,30,0,19,3.013835,1070.447611,972.550811,0.013835,70.447611,-27.449189,0.983897
3,30,0,20,2.700168,958.253619,1080.853446,-0.299832,-41.746381,80.853446,0.986874
3,30,0,21,3.337214,1228.727472,718.458009,0.337214,228.727472,-281.541991,0.970076
3,30,0,22,5.912926,1985.033475,0.000000,2.912926,985.033475,-1000.000000,0.969520
3,30,0,23,2.461877,1046.795340,1067.709187,-0.538123,46.795340,67.709187,0.986667
3,30,0,24,8.546797,2012.261122,0.000000,5.546797,1012.261122,-1000.000000,0.942950
3,30,0,25,5.608512,2021.699728,0.000000,2.608512,1021.699728,-1000.000000,0.982506
3,30,0,26,2.185738,633.091193,1228.723437,-0.814262,-366.908807,228.723437,0.947460
3,30,0,27,1.853982,738.764428,1281.246121,-1.146018,-261.235572,281.246121,0.959913
3,30,0,28,3.231224,1041.365525,987.098725,0.231224,41.365525,-12.901275,0.969971
3,30,0,29,1.675542,568.399151,1315.539620,-1.324458,-431.600849,315.539620,0.958382
3,30,0,30,1.911569,607.089209,1356.184099,-1.088431,-392.910791,356.184099,0.977200
3,30,0,31,1.350852,504.654355,1409.635888,-1.649148,-495.345645,409.635888,0.986506
3,30,0,32,3.699679,1482.332623,500.619782,0.699679,482.332623,-499.380218,0.985408
3,30,0,33,1.500574,521.410403,1474.869323,-1.499426,-478.589597,474.869323,0.964769
3,30,0,34,7.175253,2045.230675,0.000000,4.175253,1045.230675,-1000.000000,0.968166
3,30,0,35,2.975530,994.447744,1086.865070,-0.024470,-5.552256,86.865070,0.973287
3,30,0,36,2.636920,895.990245,1099.331796,-0.363080,-104.009755,99.331796,0.905983
3,30,0,37,3.907769,1151.023516,863.678667,0.907769,151.023516,-136.321333,0.931566
3,30,0,38,6.069864,1850.307345,146.682960,3.069864,850.307345,-853.317040,0.964940
3,30,0,39,6.256246,1743.634158,267.112079,3.256246,743.634158,-732.887921,0.982228
3,30,0,40,3.442845,1258.264215,825.695654,0.442845,258.264215,-174.304346,0.959528
3,30,0,41,3.318011,1133.925079,806.002953,0.318011,133.925079,-193.997047,0.988798
3,30,0,42,8.567624,1977.702601,0.000000,5.567624,977.702601,-1000.000000,0.978520
3,30,0,43,6.758804,1981.037268,0.000000,3.758804,981.037268,-1000.000000,0.985804
3,30,0,44,2.937958,949.314631,1043.113539,-0.062042,-50.685369,43.113539,0.974695
3,30,0,45,2.003206,718.494225,1294.485993,-0.996794,-281.505775,294.485993,0.971171
3,30,0,46,3.174143,1183.759067,848.311535,0.174143,183.759067,-151.688465,0.979998
