beta_true,eta_true,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
7,1000,3,1,2.100000,565.322817,1444.895217,-4.900000,-434.677183,444.895217,0.863037
7,1000,3,2,5.000000,132.301172,1980.001703,-2.000000,-867.698828,980.001703,0.840388
7,1000,3,3,5.000000,496.418972,1592.361076,-2.000000,-503.581028,592.361076,0.924095
7,1000,3,4,1.900000,423.075742,1495.883148,-5.100000,-576.924258,495.883148,0.840812
7,1000,3,5,1.900000,811.895559,1104.772710,-5.100000,-188.104441,104.772710,0.771056
7,1000,3,6,1.900000,305.402886,1736.047002,-5.100000,-694.597114,736.047002,0.740253
7,1000,3,7,5.000000,1432.142298,574.075553,-2.000000,432.142298,-425.924447,0.746778
7,1000,3,8,1.900000,470.648152,1508.275785,-5.100000,-529.351848,508.275785,0.720381
7,1000,3,9,5.000000,423.192775,1648.831243,-2.000000,-576.807225,648.831243,0.986167
7,1000,3,10,5.000000,198.040403,1832.719789,-2.000000,-801.959597,832.719789,0.883671
7,1000,3,11,1.900000,524.342049,1575.531721,-5.100000,-475.657951,575.531721,0.833817
7,1000,3,12,5.000000,1358.439098,554.459645,-2.000000,358.439098,-445.540355,0.983002
7,1000,3,13,2.100000,261.294866,1696.466196,-4.900000,-738.705134,696.466196,0.917500
7,1000,3,14,5.000000,1370.859706,621.994973,-2.000000,370.859706,-378.005027,0.977393
7,1000,3,15,1.900000,387.385602,1609.588397,-5.100000,-612.614398,609.588397,0.726903
7,1000,3,16,5.000000,929.724892,975.277739,-2.000000,-70.275108,-24.722261,0.693180
7,1000,3,17,1.900000,435.354172,1506.314710,-5.100000,-564.645828,506.314710,0.785104
7,1000,3,18,5.000000,492.565849,1560.571769,-2.000000,-507.434151,560.571769,0.958264
7,1000,3,19,1.900000,511.879109,1483.721092,-5.100000,-488.120891,483.721092,0.717307
7,1000,3,20,1.900000,514.777447,1589.568120,-5.100000,-485.222553,589.568120,0.870926
7,1000,3,21,5.000000,1365.972682,549.742843,-2.000000,365.972682,-450.257157,0.879866
7,1000,3,22,5.000000,405.605981,1537.408946,-2.000000,-594.394019,537.408946,0.670051
7,1000,3,23,5.000000,368.526299,1528.991818,-2.000000,-631.473701,528.991818,0.983091
7,1000,3,24,5.000000,891.576917,1181.904012,-2.000000,-108.423083,181.904012,0.983982
7,1000,3,25,1.900000,365.145719,1609.524631,-5.100000,-634.854281,609.524631,0.769015
7,1000,3,26,5.000000,358.532715,1536.389403,-2.000000,-641.467285,536.389403,0.680150
7,1000,3,27,5.000000,805.403900,1121.294234,-2.000000,-194.596100,121.294234,0.772419
7,1000,3,28,1.900000,477.675535,1639.855343,-5.100000,-522.324465,639.855343,0.806785
7,1000,3,29,1.900000,482.642730,1358.827676,-5.100000,-517.357270,358.827676,0.720677
7,1000,3,30,5.000000,574.024976,1377.499190,-2.000000,-425.975024,377.499190,0.780324
7,1000,3,31,2.100000,705.174523,1156.535102,-4.900000,-294.825477,156.535102,0.834023
7,1000,3,32,5.000000,693.707036,1182.856245,-2.000000,-306.292964,182.856245,0.981928
7,1000,3,33,1.900000,464.616321,1505.333552,-5.100000,-535.383679,505.333552,0.725389
7,1000,3,34,5.000000,453.472503,1678.248573,-2.000000,-546.527497,678.248573,0.794075
7,1000,3,35,1.900000,486.725002,1539.182899,-5.100000,-513.274998,539.182899,0.830600
7,1000,3,36,5.000000,626.579975,1386.318004,-2.000000,-373.420025,386.318004,0.688717
7,1000,3,37,2.100000,672.446053,1211.283513,-4.900000,-327.553947,211.283513,0.912983
7,1000,3,38,5.000000,876.939275,1076.768499,-2.000000,-123.060725,76.768499,0.799405
7,1000,3,39,5.000000,896.623624,1180.307071,-2.000000,-103.376376,180.307071,0.906194
7,1000,3,40,1.900000,336.532223,1604.117119,-5.100000,-663.467777,604.117119,0.752050
7,1000,3,41,5.000000,583.072832,1240.843196,-2.000000,-416.927168,240.843196,0.985698
7,1000,3,42,2.100000,366.458893,1680.112226,-4.900000,-633.541107,680.112226,0.932218
7,1000,3,43,5.000000,124.451540,1744.813209,-2.000000,-875.548460,744.813209,0.683168
7,1000,3,44,5.000000,931.450826,1153.642719,-2.000000,-68.549174,153.642719,0.729480
7,1000,3,45,5.000000,285.011406,1527.962364,-2.000000,-714.988594,527.962364,0.921352
7,1000,3,46,5.000000,607.377025,1471.993438,-2.000000,-392.622975,471.993438,0.984925
7,1000,3,47,1.900000,608.748801,1243.040731,-5.100000,-391.251199,243.040731,0.869287
7,1000,3,48,5.000000,62.474767,2037.827635,-2.000000,-937.525233,1037.827635,0.841476
7,1000,3,49,1.900000,264.270866,1748.508614,-5.100000,-735.729134,748.508614,0.883419
7,1000,3,50,1.900000,190.535664,1852.597402,-5.100000,-809.464336,852.597402,0.760365
7,1000,3,51,1.900000,253.531076,1737.460138,-5.100000,-746.468924,737.460138,0.811941
7,1000,3,52,5.000000,786.767084,1178.087527,-2.000000,-213.232916,178.087527,0.879783
7,1000,3,53,5.000000,514.256580,1482.142682,-2.000000,-485.743420,482.142682,0.885643
7,1000,3,54,2.300000,34.474041,2103.384389,-4.700000,-965.525959,1103.384389,0.878273
7,1000,3,55,1.900000,187.515678,1728.330362,-5.100000,-812.484322,728.330362,0.852718
7,1000,3,56,5.000000,313.011212,1412.379059,-2.000000,-686.988788,412.379059,0.984218
7,1000,3,57,2.100000,405.779260,1522.655523,-4.900000,-594.220740,522.655523,0.946461
7,1000,3,58,5.000000,821.708050,1269.475728,-2.000000,-178.291950,269.475728,0.978993
7,1000,3,59,5.000000,1002.594859,999.524297,-2.000000,2.594859,-0.475703,0.939592
7,1000,3,60,5.000000,1244.011914,741.806129,-2.000000,244.011914,-258.193871,0.954327
7,1000,3,61,5.000000,1150.728598,926.287843,-2.000000,150.728598,-73.712157,0.985638
7,1000,3,62,5.000000,447.225780,1637.854322,-2.000000,-552.774220,637.854322,0.965994
7,1000,3,63,2.100000,341.802496,1660.845184,-4.900000,-658.197504,660.845184,0.852152
7,1000,3,64,1.900000,758.112056,1318.659884,-5.100000,-241.887944,318.659884,0.816434
7,1000,3,65,5.000000,984.251172,1073.314182,-2.000000,-15.748828,73.314182,0.925069
7,1000,3,66,1.900000,261.510022,1697.605318,-5.100000,-738.489978,697.605318,0.734277
7,1000,3,67,5.000000,593.827936,1432.095379,-2.000000,-406.172064,432.095379,0.759619
7,1000,3,68,5.000000,677.829672,1347.695442,-2.000000,-322.170328,347.695442,0.945025
7,1000,3,69,5.000000,639.447169,1266.810246,-2.000000,-360.552831,266.810246,0.946766
7,1000,3,70,5.000000,632.197590,1485.278217,-2.000000,-367.802410,485.278217,0.810158
7,1000,3,71,5.000000,451.886526,1550.730191,-2.000000,-548.113474,550.730191,0.955254
7,1000,3,72,2.100000,394.783252,1681.698863,-4.900000,-605.216748,681.698863,0.776019
7,1000,3,73,5.000000,1288.501551,715.351645,-2.000000,288.501551,-284.648355,0.985243
7,1000,3,74,1.900000,172.912066,1589.303461,-5.100000,-827.087934,589.303461,0.878791
7,1000,3,75,5.000000,332.800621,1533.895556,-2.000000,-667.199379,533.895556,0.673163
7,1000,3,76,2.100000,115.382513,1893.019669,-4.900000,-884.617487,893.019669,0.843230
7,1000,3,77,2.100000,646.574938,1357.546100,-4.900000,-353.425062,357.546100,0.734468
7,1000,3,78,5.000000,433.084738,1506.779755,-2.000000,-566.915262,506.779755,0.661279
7,1000,3,79,5.000000,332.503574,1757.316163,-2.000000,-667.496426,757.316163,0.959204
7,1000,3,80,5.000000,190.033284,1654.515885,-2.000000,-809.966716,654.515885,0.661128
