beta_true,eta_true,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
3,1000,5,1,4.900000,1316.148726,703.934258,1.900000,316.148726,-296.065742,0.775780
3,1000,5,2,2.100000,750.207107,1130.229209,-0.900000,-249.792893,130.229209,0.971830
3,1000,5,3,1.912882,658.163210,934.811798,-1.087118,-341.836790,-65.188202,0.873223
3,1000,5,4,1.522767,828.422161,984.808176,-1.477233,-171.577839,-15.191824,0.906278
3,1000,5,5,4.900000,1289.354390,390.896841,1.900000,289.354390,-609.103159,0.941950
3,1000,5,6,4.900000,1648.187981,55.566879,1.900000,648.187981,-944.433121,0.776594
3,1000,5,7,2.011837,324.021219,1214.367098,-0.988163,-675.978781,214.367098,0.848429
3,1000,5,8,4.900000,1722.661968,253.730012,1.900000,722.661968,-746.269988,0.888303
3,1000,5,9,2.100000,473.776117,1408.116074,-0.900000,-526.223883,408.116074,0.916212
3,1000,5,10,1.728617,663.565985,1331.085600,-1.271383,-336.434015,331.085600,0.857885
3,1000,5,11,4.600000,1230.793936,784.231037,1.600000,230.793936,-215.768963,0.574967
3,1000,5,12,2.300000,1552.946916,591.247223,-0.700000,552.946916,-408.752777,0.879410
3,1000,5,13,1.700275,796.177002,1121.883879,-1.299725,-203.822998,121.883879,0.923006
3,1000,5,14,4.900000,1464.596200,114.490470,1.900000,464.596200,-885.509530,0.897709
3,1000,5,15,4.900000,1295.693330,579.317431,1.900000,295.693330,-420.682569,0.851788
3,1000,5,16,4.900000,1724.069970,326.880452,1.900000,724.069970,-673.119548,0.733665
3,1000,5,17,1.897755,727.477567,1169.462409,-1.102245,-272.522433,169.462409,0.885883
3,1000,5,18,3.058745,979.576020,1235.069237,0.058745,-20.423980,235.069237,0.759976
3,1000,5,19,3.832437,2046.621767,0.000006,0.832437,1046.621767,-999.999994,0.928637
3,1000,5,20,1.653130,671.569529,1213.876214,-1.346870,-328.430471,213.876214,0.903475
3,1000,5,21,2.100000,393.482717,1613.618959,-0.900000,-606.517283,613.618959,0.936171
3,1000,5,22,1.712904,178.920665,1625.016162,-1.287096,-821.079335,625.016162,0.820177
3,1000,5,23,1.446929,832.953988,1165.495611,-1.553071,-167.046012,165.495611,0.928193
3,1000,5,24,1.798871,791.104174,1335.783014,-1.201129,-208.895826,335.783014,0.883971
3,1000,5,25,1.675527,617.483628,1321.963311,-1.324473,-382.516372,321.963311,0.920585
3,1000,5,26,4.900000,1413.897292,565.414002,1.900000,413.897292,-434.585998,0.877171
3,1000,5,27,2.100000,693.073210,1405.947222,-0.900000,-306.926790,405.947222,0.899077
3,1000,5,28,1.888248,1007.164283,1100.782711,-1.111752,7.164283,100.782711,0.779441
3,1000,5,29,2.232689,1447.503925,857.698480,-0.767311,447.503925,-142.301520,0.784002
3,1000,5,30,3.574402,2156.793494,0.000023,0.574402,1156.793494,-999.999977,0.876560
3,1000,5,31,2.320802,1225.957650,949.586207,-0.679198,225.957650,-50.413793,0.813013
3,1000,5,32,2.405248,591.947402,1473.778173,-0.594752,-408.052598,473.778173,0.802033
3,1000,5,33,1.822910,239.805316,1705.768927,-1.177090,-760.194684,705.768927,0.893182
3,1000,5,34,1.537832,659.067483,1414.925321,-1.462168,-340.932517,414.925321,0.929787
3,1000,5,35,3.875818,1420.556011,604.012303,0.875818,420.556011,-395.987697,0.611589
3,1000,5,36,4.900000,1272.740033,708.422909,1.900000,272.740033,-291.577091,0.892806
3,1000,5,37,3.733710,2033.892957,0.000159,0.733710,1033.892957,-999.999841,0.816150
3,1000,5,38,4.900000,1408.047508,789.034970,1.900000,408.047508,-210.965030,0.848496
3,1000,5,39,2.100000,601.470778,1165.058701,-0.900000,-398.529222,165.058701,0.972611
3,1000,5,40,2.100000,487.697412,1542.172017,-0.900000,-512.302588,542.172017,0.967371
3,1000,5,41,2.977837,1303.346791,876.154618,-0.022163,303.346791,-123.845382,0.764372
3,1000,5,42,3.667843,2163.645184,0.000063,0.667843,1163.645184,-999.999937,0.883167
3,1000,5,43,4.900000,1204.716176,750.343930,1.900000,204.716176,-249.656070,0.780082
3,1000,5,44,4.216232,2035.924327,0.000008,1.216232,1035.924327,-999.999992,0.885274
3,1000,5,45,4.900000,1836.795247,228.171308,1.900000,836.795247,-771.828692,0.810394
3,1000,5,46,4.300000,953.725537,1019.863157,1.300000,-46.274463,19.863157,0.639158
3,1000,5,47,1.621027,1129.753856,1049.441408,-1.378973,129.753856,49.441408,0.906062
3,1000,5,48,5.098658,890.303483,1070.641093,2.098658,-109.696517,70.641093,0.330731
3,1000,5,49,4.900000,1036.206449,840.135913,1.900000,36.206449,-159.864087,0.852554
3,1000,5,50,1.902210,792.612894,1149.764466,-1.097790,-207.387106,149.764466,0.840155
3,1000,5,51,2.300000,822.760327,1141.074137,-0.700000,-177.239673,141.074137,0.928558
3,1000,5,52,4.900000,1521.887672,525.474599,1.900000,521.887672,-474.525401,0.889669
3,1000,5,53,4.900000,670.998545,1471.928764,1.900000,-329.001455,471.928764,0.890559
3,1000,5,54,4.900000,1490.549238,741.648963,1.900000,490.549238,-258.351037,0.723692
3,1000,5,55,2.300000,1093.155823,825.206377,-0.700000,93.155823,-174.793623,0.962375
3,1000,5,56,2.411108,702.456876,1288.063304,-0.588892,-297.543124,288.063304,0.820065
3,1000,5,57,4.900000,1689.978219,441.610458,1.900000,689.978219,-558.389542,0.901858
3,1000,5,58,4.900000,1636.665044,316.366626,1.900000,636.665044,-683.633374,0.901760
3,1000,5,59,2.100000,446.576086,1628.285468,-0.900000,-553.423914,628.285468,0.768900
3,1000,5,60,3.233000,1155.121847,843.972358,0.233000,155.121847,-156.027642,0.707661
3,1000,5,61,4.900000,1960.059157,345.554185,1.900000,960.059157,-654.445815,0.881775
3,1000,5,62,4.900000,886.670222,1333.137529,1.900000,-113.329778,333.137529,0.825858
3,1000,5,63,2.333624,543.258277,1354.809219,-0.666376,-456.741723,354.809219,0.805232
3,1000,5,64,2.345648,857.246652,1072.655079,-0.654352,-142.753348,72.655079,0.763268
3,1000,5,65,4.900000,1212.281012,811.163710,1.900000,212.281012,-188.836290,0.617965
3,1000,5,66,4.900000,531.496002,1363.304595,1.900000,-468.503998,363.304595,0.887133
