beta_true,eta_true,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
5,1000,3,1,5.000000,1035.119119,1016.479201,-0.000000,35.119119,16.479201,0.958562
5,1000,3,2,5.000000,1104.833073,882.260892,-0.000000,104.833073,-117.739108,0.872317
5,1000,3,3,5.000000,1617.081262,87.287618,-0.000000,617.081262,-912.712382,0.984759
5,1000,3,4,5.000000,1092.288878,957.315712,-0.000000,92.288878,-42.684288,0.966258
5,1000,3,5,2.100000,598.542771,1220.255947,-2.900000,-401.457229,220.255947,0.922971
5,1000,3,6,5.000000,1138.415988,758.513357,-0.000000,138.415988,-241.486643,0.745683
5,1000,3,7,1.900000,196.300402,1415.332971,-3.100000,-803.699598,415.332971,0.736594
5,1000,3,8,5.000000,738.245919,1134.401944,0.000000,-261.754081,134.401944,0.976987
5,1000,3,9,5.000000,529.234665,1411.862580,-0.000000,-470.765335,411.862580,0.983576
5,1000,3,10,1.900000,314.556663,1532.195761,-3.100000,-685.443337,532.195761,0.718227
5,1000,3,11,5.000000,372.303220,1679.167608,-0.000000,-627.696780,679.167608,0.876952
5,1000,3,12,4.954089,1810.526274,0.000016,-0.045911,810.526274,-999.999984,0.939701
5,1000,3,13,5.000000,748.526484,1203.616499,-0.000000,-251.473516,203.616499,0.986032
5,1000,3,14,5.000000,589.563225,1235.563508,-0.000000,-410.436775,235.563508,0.986207
5,1000,3,15,5.000000,1276.096537,620.563953,-0.000000,276.096537,-379.436047,0.665705
5,1000,3,16,5.000000,1404.303188,652.846249,-0.000000,404.303188,-347.153751,0.703392
5,1000,3,17,1.900000,703.683962,1278.482897,-3.100000,-296.316038,278.482897,0.730339
5,1000,3,18,5.000000,1209.051068,880.920082,-0.000000,209.051068,-119.079918,0.978720
5,1000,3,19,1.900000,825.106323,1289.653536,-3.100000,-174.893677,289.653536,0.825125
5,1000,3,20,1.900000,260.395014,1783.198328,-3.100000,-739.604986,783.198328,0.712191
5,1000,3,21,5.000000,536.150263,1511.703556,0.000000,-463.849737,511.703556,0.853928
5,1000,3,22,5.000000,306.214898,1549.391463,-0.000000,-693.785102,549.391463,0.901058
5,1000,3,23,1.900000,919.385187,1166.381514,-3.100000,-80.614813,166.381514,0.728858
5,1000,3,24,5.000000,1522.998627,525.990944,-0.000000,522.998627,-474.009056,0.940497
5,1000,3,25,1.900000,365.428819,1679.967500,-3.100000,-634.571181,679.967500,0.913754
5,1000,3,26,1.900000,332.146953,1722.070661,-3.100000,-667.853047,722.070661,0.904694
