level,group,delta,mean_composite,mean_bias_beta,mean_bias_gamma,mean_bias_eta,mean_sd_beta,mean_sd_gamma,mean_sd_eta
L3,beta=4.0_n=7,0.26,3.0244379539999997,-2.099742468666667,0.445689886,-0.4790055993333333,1.033465851929291,0.19891880654574967,0.2033271779212462
L3,beta=4.0_n=7,0.28,3.0541710853333335,-2.1131682713333335,0.45314676533333337,-0.4878560486666666,1.0506034343579693,0.1943607091782423,0.19722262537014398
L3,beta=4.0_n=7,0.3,3.0838991593333334,-2.1296847673333335,0.4591958206666667,-0.4950185713333333,1.0589095652086487,0.19073768375449976,0.19214524708380373
L3,beta=4.0_n=7,0.32,3.105234746666667,-2.1370580833333332,0.4654643666666667,-0.5027122966666666,1.075766342063465,0.18685868657395366,0.18732578404762235
L3,beta=4.0_n=7,0.34,3.1253708853333335,-2.1455455006666666,0.4706930713333333,-0.5091323133333333,1.086649713708198,0.18414798385081374,0.18355926279352466
L3,beta=4.0_n=7,0.36,3.1441910593333335,-2.1529486540000002,0.47577035733333334,-0.515472048,1.09633686360795,0.18119696282514527,0.17911202704070736
L3,beta=4.0_n=7,0.38,3.156935162,-2.154009322,0.48089610133333327,-0.5220297386666667,1.1111314324425283,0.17880540135621223,0.17575511519778572
L3,beta=4.0_n=7,0.4,3.1718102540000004,-2.158961912666667,0.48524629533333324,-0.527602046,1.1199798526771543,0.1763997319565425,0.17229123816721562
L3,beta=4.0_n=7,0.42,3.1831555233333333,-2.161083414666667,0.48924785066666665,-0.532824258,1.129007290434768,0.174665815662813,0.16974430728099776
L3,beta=4.0_n=7,0.44,3.192331105333333,-2.160765833333333,0.4933073606666667,-0.5382579113333333,1.1381709808339864,0.1725764474849311,0.166594250232522
L3,beta=4.0_n=7,0.46,3.2014758899999998,-2.1617875053333333,0.4967529986666667,-0.542935386,1.145184569321532,0.1709654911402888,0.16369581452790108
L3,beta=4.0_n=7,0.48,3.211368126,-2.164733775333333,0.499701068,-0.5469332826666666,1.1501893362567956,0.16938466361695378,0.16113601047626097
L3,beta=4.0_n=7,0.5,3.2184763219999994,-2.1642593813333333,0.5028761993333333,-0.5513407413333333,1.1564618850031871,0.16797662537370936,0.15868401319806
L3,beta=4.0_n=10,0.0,1.2398171893333334,0.6099467199999999,-0.11838188133333334,0.11203948933333334,2.4762718897247997,0.46200395175828923,0.49000538809570227
L3,beta=4.0_n=10,0.02,0.6640610246666666,-0.4860013806666667,0.08431295599999993,-0.09374668799999997,1.6079153295109456,0.3776111649339818,0.4023566857325178
L3,beta=4.0_n=10,0.04,1.2735914739999998,-0.9218619146666667,0.17018885933333328,-0.1815407,1.2766146387669768,0.32436336344002553,0.34675542313109436
L3,beta=4.0_n=10,0.06,1.6413496646666665,-1.1834279533333334,0.22252010266666647,-0.2354016086666666,1.0861505981785984,0.29011697282140875,0.3108115384273429
L3,beta=4.0_n=10,0.08,1.8917340733333334,-1.3609452793333336,0.2582977833333333,-0.27249101066666653,0.9652768404954805,0.26704237022056865,0.2861721295849629
L3,beta=4.0_n=10,0.1,2.0733550906666665,-1.4879405239999999,0.2850032546666666,-0.300411312,0.9064339898065579,0.25022815064905674,0.26802696220157884
L3,beta=4.0_n=10,0.12,2.2168641706666663,-1.5881609973333335,0.3060832,-0.3226199733333333,0.8562997210072933,0.23723377735135254,0.25373700660226634
L3,beta=4.0_n=10,0.14,2.332184427333333,-1.6675772359999996,0.3234867326666666,-0.3411204586666667,0.8268761626258733,0.22661143458934843,0.24192919229079543
L3,beta=4.0_n=10,0.16,2.4305066086666667,-1.7359777879999998,0.3379346286666667,-0.35659419200000003,0.7936252491178853,0.21759054359389296,0.23180130389556797
L3,beta=4.0_n=10,0.18,2.5108073513333333,-1.7893936186666668,0.3508199159999999,-0.37059381666666663,0.7827814380341241,0.20980480315759295,0.22284446955652729
L3,beta=4.0_n=10,0.2,2.579683189333333,-1.8349020293333336,0.36196308,-0.38281807999999984,0.7749265285300445,0.2029916722776153,0.21513947552317206
L3,beta=4.0_n=10,0.22,2.6373552006666667,-1.8707498026666667,0.372279582,-0.394325816,0.7789202003734123,0.19680365578449743,0.20795226063018316
L3,beta=4.0_n=10,0.24,2.689611052666667,-1.9040116233333333,0.381222062,-0.40437736733333335,0.7781784283241931,0.1913497646333275,0.2014033537076907
L3,beta=4.0_n=10,0.26,2.73373995,-1.9296891980000002,0.389816446,-0.414234306,0.78739420039661,0.18576850051723895,0.19440907844436336
L3,beta=4.0_n=10,0.28,2.7731322253333333,-1.9529178719999998,0.39731601866666666,-0.42289833466666665,0.7939098313247256,0.18119698422736183,0.1889458724454737
L3,beta=4.0_n=10,0.3,2.806921862,-1.9715598740000002,0.4042793466666667,-0.43108264133333335,0.8027658459815384,0.17718702285402765,0.1841084949666604
L3,beta=4.0_n=10,0.32,2.8357401126666666,-1.9857464393333333,0.410937246,-0.43905642733333333,0.8151508583684063,0.17363072441542762,0.17936423661229792
L3,beta=4.0_n=10,0.34,2.861396230666667,-1.9977314706666671,0.4171056566666667,-0.4465591033333333,0.8264176193408396,0.16976545158066636,0.17454765570862674
L3,beta=4.0_n=10,0.36,2.884864170666667,-2.0088777733333334,0.4226324326666666,-0.4533539646666667,0.8354020062501831,0.1665985841771981,0.17046198895548226
L3,beta=4.0_n=10,0.38,2.9056252019999995,-2.017643212,0.4279652953333333,-0.46001669466666667,0.8450464379155677,0.16376312514118999,0.1662103080101553
L3,beta=4.0_n=10,0.4,2.9253778806666664,-2.027234315333333,0.43247929999999996,-0.4656642653333334,0.8521844942646921,0.16162829265907605,0.1630064241980352
L3,beta=4.0_n=10,0.42,2.9414215526666667,-2.0325646880000003,0.43716017933333345,-0.47169668533333325,0.8611923136950623,0.15930429509359334,0.1595480587482222
L3,beta=4.0_n=10,0.44,2.9542012399999997,-2.0350634600000004,0.44161442933333334,-0.4775233506666667,0.8719653339195709,0.15724543034971536,0.1566841588476148
L3,beta=4.0_n=10,0.46,2.9679324620000003,-2.0399888466666667,0.4454267533333333,-0.482516862,0.8791995968070244,0.15520462089175865,0.15371221491117493
L3,beta=4.0_n=10,0.48,2.979253185333333,-2.043095190666667,0.44893976666666663,-0.487218228,0.8860476989943091,0.15373651690748916,0.15138363747237646
L3,beta=4.0_n=10,0.5,2.9876424773333334,-2.0422609626666666,0.45280656466666663,-0.4925749499999999,0.8941669013710823,0.1516800088449076,0.14830415584078485
L3,beta=4.0_n=20,0.0,1.0707597846666663,0.6037893146666665,-0.11743543066666666,0.11292105933333324,1.9727380790886355,0.3924097340556652,0.4112164209513098
L3,beta=4.0_n=20,0.02,0.329933528666667,-0.23968412200000025,0.041612543333333266,-0.0486368633333334,1.3958441196265863,0.3135996243241233,0.3325289315551282
L3,beta=4.0_n=20,0.04,0.8521943753333332,-0.6158564306666666,0.11390898266666666,-0.12242896200000003,1.126468621113597,0.2674848159432831,0.28510931987160154
L3,beta=4.0_n=20,0.06,1.1770483246666668,-0.8497690746666668,0.15879091466666664,-0.1684883353333333,0.972650267086696,0.24011872608291687,0.25655079833246425
L3,beta=4.0_n=20,0.08,1.4109648133333328,-1.018043079333333,0.19110090466666654,-0.20182082933333323,0.8680967143944881,0.22082523703475407,0.236251658673133
L3,beta=4.0_n=20,0.1,1.5907987506666668,-1.1471684286666666,0.21598814733333327,-0.2276421746666667,0.7926446138492018,0.20637972842964825,0.2208010638831018
L3,beta=4.0_n=20,0.12,1.7354701839999997,-1.250768763333333,0.23608276666666664,-0.24861865399999994,0.7350867922813366,0.19497283069144875,0.20841295117684555
L3,beta=4.0_n=20,0.14,1.8551848573333336,-1.3362139233333334,0.25279330866666666,-0.2661776253333334,0.6901156743460456,0.18568816644376032,0.19818910717379254
L3,beta=4.0_n=20,0.16,1.9567188426666666,-1.4083598893333333,0.26707092066666677,-0.28128803266666663,0.6539111829440469,0.17783033732934106,0.1894291349178537
L3,beta=4.0_n=20,0.18,2.0439846613333335,-1.4700296720000001,0.27945587866666666,-0.2944991106666666,0.62456106731134,0.1711454714561622,0.18184968408517999
L3,beta=4.0_n=20,0.2,2.1200145513333335,-1.5233843646666665,0.29037877399999995,-0.30625141266666667,0.6008102789087421,0.16535634622682285,0.17518554191156552
L3,beta=4.0_n=20,0.22,2.186933632666667,-1.5699029173333334,0.30015731999999995,-0.31687339533333336,0.5817979919824436,0.16026897282114264,0.16923312661331943
L3,beta=4.0_n=20,0.24,2.2463427326666667,-1.6105831233333336,0.30908337399999997,-0.3266762353333333,0.5674163955074915,0.15566069574835562,0.16376405626763635
L3,beta=4.0_n=20,0.26,2.298964226666667,-1.646000108666667,0.3172351833333333,-0.3357289346666666,0.5582276919362786,0.15156456660821235,0.15877255312238167
L3,beta=4.0_n=20,0.28,2.345978017333333,-1.6770766146666665,0.3247393233333334,-0.3441620793333333,0.5525299149684927,0.14784333005634534,0.1541803323047646
L3,beta=4.0_n=20,0.3,2.38886954,-1.705505446,0.33152028533333333,-0.3518438086666666,0.5465411792181877,0.14466317351910574,0.15019387018772223
L3,beta=4.0_n=20,0.32,2.4277716819999995,-1.7309538013333334,0.33778990999999997,-0.35902797066666664,0.542218485028868,0.14176829504455526,0.1465341828896314
L3,beta=4.0_n=20,0.34,2.462823576666666,-1.7530877019999995,0.3437616913333333,-0.3659741833333332,0.541067377059134,0.13905387730438876,0.1430472382424427
L3,beta=4.0_n=20,0.36,2.494192977333334,-1.772010342,0.3494667453333333,-0.37271589000000005,0.5428892526849342,0.13657813767348112,0.13974507888726437
L3,beta=4.0_n=20,0.38,2.5228569706666666,-1.7892659679999998,0.3546693739999999,-0.3789216286666666,0.5446107075948533,0.1343946493095394,0.1368017263090194
L3,beta=4.0_n=20,0.4,2.548928534,-1.8045278713333335,0.35956327399999993,-0.38483738866666667,0.547372143743799,0.13221752385278465,0.13389632531842566
L3,beta=4.0_n=20,0.42,2.5729045273333333,-1.8185568986666667,0.3640432746666666,-0.39030435399999996,0.5498556906869506,0.13030129475721267,0.1312517289608168
L3,beta=4.0_n=20,0.44,2.594297992,-1.8303927526666666,0.36831053733333335,-0.39559470199999996,0.5538872061884969,0.12848900983205305,0.1287194610457563
L3,beta=4.0_n=20,0.46,2.613411314,-1.8403924079999998,0.372346052,-0.4006728539999999,0.5589899958748723,0.12676592618442653,0.12637928697142248
L3,beta=4.0_n=20,0.48,2.631332155333333,-1.8502051066666665,0.37592810800000004,-0.40519894066666656,0.5628090506789264,0.12549864886449227,0.12454058518044293
L3,beta=4.0_n=20,0.5,2.6475786693333334,-1.8587638913333333,0.3792979553333333,-0.4095168226666666,0.5669761550033569,0.12423869556848037,0.12268728886676794
L4,beta=2.0_n=7_g=0.1,0.0,0.1748753839999997,-0.0132214599999997,0.075569094,-0.08608483,1.0621788922064164,0.2375786813434297,0.3211720746541273
L4,beta=2.0_n=7_g=0.1,0.02,0.3205260699999999,-0.111912432,0.0978896599999999,-0.110723978,0.913562122022814,0.2396791472471784,0.3210308745134637
L4,beta=2.0_n=7_g=0.1,0.04,0.4100356799999999,-0.171537182,0.1122118839999999,-0.126286614,0.8428882983128442,0.2393131766691954,0.3184285641014329
L4,beta=2.0_n=7_g=0.1,0.06,0.48876068599999983,-0.2238335459999998,0.124876914,-0.140050226,0.7855966037628928,0.2383336642680708,0.3161620176619942
L4,beta=2.0_n=7_g=0.1,0.08,0.5539502040000002,-0.2666403140000002,0.135577062,-0.151732828,0.7443461457916453,0.2374291355524349,0.3136377673705205
L4,beta=2.0_n=7_g=0.1,0.1,0.6093175060000001,-0.3027965320000001,0.14473479,-0.161786184,0.7138735569741709,0.2366730416309631,0.3116091761667438
L4,beta=2.0_n=7_g=0.1,0.12,0.6565316220000001,-0.3334151440000001,0.1526188959999999,-0.1704975820000001,0.6908385761502566,0.2360916305963353,0.3097778637694799
L4,beta=2.0_n=7_g=0.1,0.14,0.700109216,-0.361364456,0.160028076,-0.1787166839999999,0.6707643059533074,0.2351183775010274,0.3074451702679721
L4,beta=2.0_n=7_g=0.1,0.16,0.7339747239999997,-0.3793065559999999,0.167543164,-0.1871250039999999,0.7151792282644208,0.2335512141290543,0.304610648187088
L4,beta=2.0_n=7_g=0.1,0.18,0.7664433139999998,-0.3966345739999999,0.1746581299999999,-0.19515061,0.7389525006540179,0.2318596687098331,0.3016745878433429
L4,beta=2.0_n=7_g=0.1,0.2,0.8012123780000002,-0.4182578680000002,0.180831608,-0.202122902,0.7272609607400219,0.2304364203576179,0.298942851983781
L4,beta=2.0_n=7_g=0.1,0.22,0.834647484,-0.4387809760000001,0.1868741939999999,-0.2089923139999999,0.7163851894706375,0.2287293648620674,0.2960394483783059
L4,beta=2.0_n=7_g=0.1,0.24,0.8665908639999997,-0.4580673819999998,0.192772476,-0.2157510059999999,0.7066704978945797,0.2268271642428179,0.2927784061092856
L4,beta=2.0_n=7_g=0.1,0.26,0.8942465779999998,-0.4716340719999998,0.1992590699999999,-0.2233534360000001,0.7123423008667131,0.2251263039646381,0.2891940976167852
L4,beta=2.0_n=7_g=0.1,0.28,0.9167725579999999,-0.4809616080000001,0.205271672,-0.2305392779999999,0.7263153057036849,0.222693262678891,0.2862231341100791
L4,beta=2.0_n=7_g=0.1,0.3,0.9382506959999999,-0.4878995159999999,0.2118338219999999,-0.238517358,0.7421793848910276,0.2208163831793899,0.282327571904149
L4,beta=2.0_n=7_g=0.1,0.32,0.9580291259999997,-0.496753446,0.2167866119999999,-0.2444890679999998,0.7493326779565362,0.2201676018594073,0.2800217049441257
L4,beta=2.0_n=7_g=0.1,0.34,0.9784699679999997,-0.505795352,0.2219043499999999,-0.2507702659999998,0.7534729928466545,0.2179908258677242,0.2763462730719717
L4,beta=2.0_n=7_g=0.1,0.36,0.9938345039999997,-0.5074572419999999,0.2279289799999999,-0.2584482819999999,0.7706408538372134,0.2161379832739146,0.2733670343341562
L4,beta=2.0_n=7_g=0.1,0.38,1.0083305759999999,-0.5116940759999999,0.2324625379999999,-0.264173962,0.7798822735950869,0.2150380410969421,0.2717432840159109
L4,beta=2.0_n=7_g=0.1,0.4,1.0229124139999999,-0.5163092299999998,0.236822574,-0.26978061,0.7863090752621749,0.2131447670608861,0.2692130135118846
L4,beta=2.0_n=7_g=0.1,0.42,1.0362715679999999,-0.519643912,0.2411940879999999,-0.2754335679999999,0.7948544496504365,0.2111818104200948,0.2666795211534749
L4,beta=2.0_n=7_g=0.1,0.44,1.051610212,-0.527316882,0.244564584,-0.279728746,0.7955420858360825,0.2097005303314933,0.2637217748239118
L4,beta=2.0_n=7_g=0.1,0.46,1.065746486,-0.5338712780000001,0.2478705699999999,-0.2840046380000001,0.797067640638823,0.2085842353395612,0.261445848677458
L4,beta=2.0_n=7_g=0.1,0.48,1.074445356,-0.530842244,0.252749038,-0.2908540740000001,0.8093526847286784,0.2076259409078554,0.2577742786219887
L4,beta=2.0_n=7_g=0.1,0.5,1.084805484,-0.5328589300000002,0.256272572,-0.295673982,0.8147597234173048,0.2064709413065792,0.2549875825652901
L4,beta=2.0_n=7_g=0.5,0.0,0.79306554,0.5336689720000001,-0.1319808759999999,0.127415692,1.3898138926880004,0.376931805824705,0.4664736865681473
L4,beta=2.0_n=7_g=0.5,0.02,0.3959214119999998,0.2858708939999999,-0.059364852,0.0506856659999999,1.1981932562704996,0.3543623207289212,0.4386858470854886
L4,beta=2.0_n=7_g=0.5,0.04,0.1383272419999998,0.1241315840000001,-0.0126778299999999,0.0015178279999998,1.0454678086659102,0.3347213888684455,0.4174101460431813
L4,beta=2.0_n=7_g=0.5,0.06,0.0654081019999999,0.0080525019999999,0.022072858,-0.035282742,0.9469449453384574,0.3175640234583444,0.398325812870833
L4,beta=2.0_n=7_g=0.5,0.08,0.203339916,-0.0861657420000001,0.0510644059999999,-0.066109768,0.863803917198278,0.3001551874826865,0.3785727798676386
L4,beta=2.0_n=7_g=0.5,0.1,0.3277140000000001,-0.1617732980000001,0.07462182,-0.091318882,0.7964255593445779,0.285232086927438,0.3616211789882746
L4,beta=2.0_n=7_g=0.5,0.12,0.4295619439999998,-0.2232923839999998,0.0940269780000001,-0.1122425819999999,0.7437097403458497,0.2727348429065785,0.3474281129332339
L4,beta=2.0_n=7_g=0.5,0.14,0.50507919,-0.2613804300000002,0.1118924139999999,-0.1318063459999999,0.7788707314917477,0.2616825000974522,0.3348744269924973
L4,beta=2.0_n=7_g=0.5,0.16,0.57266303,-0.2983867040000001,0.126441668,-0.1478346579999999,0.7793682865020944,0.2521204147710661,0.3239632162261639
L4,beta=2.0_n=7_g=0.5,0.18,0.6347864119999996,-0.3352888459999998,0.1384264599999999,-0.161071106,0.7578333250145917,0.2441867687983211,0.3144114539078174
L4,beta=2.0_n=7_g=0.5,0.2,0.683112386,-0.3584371639999999,0.150241886,-0.1744333360000001,0.7750015887298016,0.2379831179459407,0.3052496499525453
L4,beta=2.0_n=7_g=0.5,0.22,0.7274467440000001,-0.382474714,0.159768282,-0.185203748,0.7746141251194127,0.2323418460108853,0.2983657357036972
L4,beta=2.0_n=7_g=0.5,0.24,0.769580682,-0.4071568240000001,0.167944198,-0.1944796599999999,0.7643579686564917,0.2272167562249615,0.2918685812121991
L4,beta=2.0_n=7_g=0.5,0.26,0.8074950040000002,-0.4291932100000002,0.1753436079999999,-0.202958186,0.7558777989160856,0.2227278230335691,0.28605147466017
L4,beta=2.0_n=7_g=0.5,0.28,0.8406646800000002,-0.4471337260000001,0.1823833180000001,-0.211147636,0.7538287540688196,0.2189452150277506,0.2810181960421372
L4,beta=2.0_n=7_g=0.5,0.3,0.86920743,-0.460455416,0.189338572,-0.219413442,0.759593412509241,0.2152748734373888,0.2758172666842106
L4,beta=2.0_n=7_g=0.5,0.32,0.8960788099999998,-0.4745978319999999,0.1951591,-0.2263218779999999,0.7597674593067082,0.2121906429680167,0.2717920559175763
L4,beta=2.0_n=7_g=0.5,0.34,0.9222274439999998,-0.4892525439999999,0.2003969099999999,-0.23257799,0.7562465900250057,0.2092924674747403,0.2677139588601293
L4,beta=2.0_n=7_g=0.5,0.36,0.9422525319999999,-0.4956220819999999,0.2064684160000001,-0.2401620339999999,0.7668152921421805,0.2067457363516891,0.2640931027268008
L4,beta=2.0_n=7_g=0.5,0.38,0.9616026439999997,-0.5024393479999998,0.211989892,-0.2471734039999999,0.7735402975518832,0.2037704071328673,0.2597825041865592
L4,beta=2.0_n=7_g=0.5,0.4,0.980838216,-0.5114517359999999,0.21651924,-0.25286724,0.7752098247127889,0.2013326761520332,0.2564517788957995
L4,beta=2.0_n=7_g=0.5,0.42,0.99652513,-0.514634772,0.2219570700000001,-0.2599332879999999,0.7851464160972352,0.1983043973707751,0.2532773792600332
L4,beta=2.0_n=7_g=0.5,0.44,1.0130333599999999,-0.5222977800000002,0.2258391059999999,-0.2648964739999999,0.7868557768218746,0.1961959893140749,0.2505520574550831
L4,beta=2.0_n=7_g=0.5,0.46,1.0248143219999999,-0.523014114,0.230551602,-0.2712486059999999,0.7963779267377639,0.1953803457788242,0.2481962861565631
L4,beta=2.0_n=7_g=0.5,0.48,1.037723848,-0.5266742,0.234515496,-0.276534152,0.8015355479337988,0.1943176559486882,0.2458945325784875
L4,beta=2.0_n=7_g=0.5,0.5,1.04892939,-0.527296516,0.238957104,-0.2826757700000001,0.8092432494961648,0.1928192214072585,0.2429132873894753
L4,beta=2.0_n=7_g=1.0,0.0,1.731080424,1.077181876,-0.325352642,0.328545906,2.0742071617527267,0.5879187244979125,0.6858974593646743
L4,beta=2.0_n=7_g=1.0,0.02,0.8741608119999995,0.5368280199999997,-0.1695492759999999,0.1677835159999998,1.516429622049989,0.5121587930848871,0.6108598637396944
L4,beta=2.0_n=7_g=1.0,0.04,0.42154312799999993,0.2616967759999999,-0.0823799379999999,0.0774664140000001,1.2370264318231652,0.4456838624229225,0.5451493070087303
L4,beta=2.0_n=7_g=1.0,0.06,0.1132959060000001,0.0777284360000001,-0.0215163399999999,0.0140511300000001,1.0438697007754485,0.3899040360156419,0.4885502549808123
L4,beta=2.0_n=7_g=1.0,0.08,0.097010906,-0.0469091320000001,0.020253684,-0.0298480899999999,0.9194920326387362,0.3513823304766855,0.4482932202466954
L4,beta=2.0_n=7_g=1.0,0.1,0.2511978699999997,-0.1379645979999999,0.0508937219999998,-0.06233955,0.8330024478107118,0.3237823480577845,0.4186508045808151
L4,beta=2.0_n=7_g=1.0,0.12,0.36506864999999955,-0.2006825999999999,0.0755520859999998,-0.0888339639999999,0.8139351045812038,0.3044831832107035,0.3958063266872549
L4,beta=2.0_n=7_g=1.0,0.14,0.45648350799999976,-0.2510398359999999,0.095246584,-0.1101970879999999,0.7987931758214883,0.2885596386876481,0.3780390522933125
L4,beta=2.0_n=7_g=1.0,0.16,0.5351008239999999,-0.2972538840000001,0.1107560519999999,-0.1270908879999999,0.7668489277161161,0.2762557416139231,0.3640230576226034
L4,beta=2.0_n=7_g=1.0,0.18,0.599166402,-0.3323055619999999,0.1245436660000001,-0.142317174,0.7596196775128667,0.2659913697589057,0.3521937438321025
L4,beta=2.0_n=7_g=1.0,0.2,0.6567639560000001,-0.3659717579999999,0.1358910700000002,-0.154901128,0.7399517477553167,0.2576225996385141,0.3422151978262657
L4,beta=2.0_n=7_g=1.0,0.22,0.7033623699999998,-0.389625098,0.1466255119999997,-0.16711176,0.7413276966784187,0.2504442855696309,0.3331378153367117
L4,beta=2.0_n=7_g=1.0,0.24,0.746673356,-0.412593642,0.1561307360000001,-0.1779489779999999,0.738315098650396,0.2437070199481548,0.3246862602831892
L4,beta=2.0_n=7_g=1.0,0.26,0.7848149060000001,-0.4329326500000001,0.1644176860000001,-0.1874645699999999,0.7362165834008225,0.2385473570648408,0.318100199562831
L4,beta=2.0_n=7_g=1.0,0.28,0.8194391879999998,-0.4507186059999999,0.1721877839999999,-0.196532798,0.7356632542789447,0.2340536825562666,0.3111086916596151
L4,beta=2.0_n=7_g=1.0,0.3,0.8463633839999999,-0.459085666,0.1805665779999998,-0.20671114,0.7524403582178247,0.2293892585184563,0.3044109128220845
L4,beta=2.0_n=7_g=1.0,0.32,0.875582564,-0.4755772059999998,0.1864159440000001,-0.2135894140000001,0.7476658039177821,0.2256787959573659,0.2995180711533938
L4,beta=2.0_n=7_g=1.0,0.34,0.8994681479999996,-0.4855711219999998,0.1926926499999999,-0.2212043759999999,0.7546911613503392,0.222098863388538,0.2952926015984963
L4,beta=2.0_n=7_g=1.0,0.36,0.9208067099999997,-0.4937310379999999,0.1985934079999998,-0.2284822639999999,0.7624645967188745,0.2191483365294585,0.2911344374553088
L4,beta=2.0_n=7_g=1.0,0.38,0.9429216200000001,-0.50508826,0.2034356640000001,-0.234397696,0.7623482806374592,0.2161224595542227,0.2871030191258565
L4,beta=2.0_n=7_g=1.0,0.4,0.9600025719999998,-0.510048448,0.2087348879999999,-0.2412192359999999,0.7698242073942697,0.2136294104140325,0.2833396315887171
L4,beta=2.0_n=7_g=1.0,0.42,0.977441542,-0.517271066,0.21323439,-0.246936086,0.7733793034608314,0.2112304892958927,0.2800690107467728
L4,beta=2.0_n=7_g=1.0,0.44,0.9890869000000001,-0.5140730720000002,0.2195565799999999,-0.255457248,0.7906562064930717,0.2083909088854497,0.2754902426388217
L4,beta=2.0_n=7_g=1.0,0.46,1.0045411340000003,-0.5206940520000001,0.2233784060000001,-0.2604686760000001,0.7924843134341852,0.2058635057160753,0.2717940337961622
L4,beta=2.0_n=7_g=1.0,0.48,1.0170671420000001,-0.522170896,0.2280804840000001,-0.2668157619999999,0.8008970869050175,0.2030225281125031,0.2682335506558347
L4,beta=2.0_n=7_g=1.0,0.5,1.028640694,-0.524994346,0.2318168539999998,-0.2718294940000001,0.8065963964228522,0.201486314224983,0.2659779629011095
L4,beta=2.0_n=10_g=0.1,0.0,0.0811840059999997,-0.0057951979999999,0.0364732119999999,-0.0389155959999999,0.7238373569060997,0.1850793278052758,0.2645141450997517
L4,beta=2.0_n=10_g=0.1,0.02,0.1717792239999997,-0.0641246319999999,0.0518985939999999,-0.0557559979999999,0.6811811759365707,0.1870833268903187,0.2634436499798532
L4,beta=2.0_n=10_g=0.1,0.04,0.2417291159999999,-0.108944592,0.063875198,-0.0689093259999999,0.6603131619727525,0.1883047905696447,0.26296943136613
L4,beta=2.0_n=10_g=0.1,0.06,0.2984911900000003,-0.1453000940000002,0.073571448,-0.0796196480000001,0.64371804651839,0.1887852306391319,0.2620594595205915
L4,beta=2.0_n=10_g=0.1,0.08,0.350356218,-0.178404814,0.08248366,-0.089467744,0.6260495268532048,0.1884245053698593,0.2603608620305229
L4,beta=2.0_n=10_g=0.1,0.1,0.39694744400000004,-0.2081295039999999,0.090492862,-0.0983250780000001,0.6090790153056839,0.1879178068737378,0.2585369928086908
L4,beta=2.0_n=10_g=0.1,0.12,0.43987102599999967,-0.2354760959999999,0.0978824979999999,-0.1065124319999999,0.5934687627553007,0.1872146973179876,0.2567110603987516
L4,beta=2.0_n=10_g=0.1,0.14,0.4806470759999997,-0.2613202039999998,0.104957628,-0.1143692439999999,0.5777584936675187,0.1861621971559033,0.2546775705050706
L4,beta=2.0_n=10_g=0.1,0.16,0.5197893019999998,-0.2859293119999999,0.11183461,-0.12202538,0.5621187873657326,0.184771842489845,0.252211376855578
L4,beta=2.0_n=10_g=0.1,0.18,0.5558462160000001,-0.3084691720000001,0.1182144239999999,-0.12916262,0.5485051132486973,0.1834632965258077,0.249804134348619
L4,beta=2.0_n=10_g=0.1,0.2,0.587987366,-0.326764418,0.12470661,-0.136516338,0.551751477010396,0.1818797610002082,0.246673158062081
L4,beta=2.0_n=10_g=0.1,0.22,0.6192899900000001,-0.346048342,0.130342598,-0.14289905,0.541608943059271,0.180620127706626,0.2444331378187568
L4,beta=2.0_n=10_g=0.1,0.24,0.6480028979999999,-0.3627594399999998,0.1359384,-0.149305058,0.538523174493257,0.1795022082367449,0.242233346550645
L4,beta=2.0_n=10_g=0.1,0.26,0.6752799059999999,-0.379361958,0.140908478,-0.1550094699999999,0.5307759643327936,0.178263771174606,0.2400115361743987
L4,beta=2.0_n=10_g=0.1,0.28,0.700622066,-0.394629672,0.145577612,-0.160414782,0.5243708000402904,0.1771399909951249,0.2379511563298651
L4,beta=2.0_n=10_g=0.1,0.3,0.7233270999999999,-0.4074694860000001,0.150119234,-0.1657383799999999,0.5240427486689869,0.1761859581331208,0.2361876850193617
L4,beta=2.0_n=10_g=0.1,0.32,0.7427305659999999,-0.415985942,0.1550409499999999,-0.171703674,0.5347095107876426,0.1753906493484908,0.2341898584729725
L4,beta=2.0_n=10_g=0.1,0.34,0.7638044520000002,-0.4279912060000002,0.159177282,-0.176635964,0.531998622892777,0.1742467040547808,0.2320817103523991
L4,beta=2.0_n=10_g=0.1,0.36,0.783940372,-0.439641704,0.163034786,-0.181263882,0.5285859858693146,0.1731066339802844,0.2301485593374642
L4,beta=2.0_n=10_g=0.1,0.38,0.8026171600000003,-0.4492855980000001,0.16709587,-0.1862356920000001,0.5296332878995986,0.1717097765428804,0.228024426870659
L4,beta=2.0_n=10_g=0.1,0.4,0.8202418699999998,-0.458418228,0.170898358,-0.1909252839999999,0.5303275736733444,0.1704120193471981,0.226130121556527
L4,beta=2.0_n=10_g=0.1,0.42,0.8368868460000001,-0.4668742160000001,0.174539492,-0.195473138,0.5312327049177995,0.1691413443725994,0.2241534711028716
L4,beta=2.0_n=10_g=0.1,0.44,0.8531454559999999,-0.474480212,0.1783346639999999,-0.20033058,0.5326682442855699,0.1675616309499293,0.2209339979717271
L4,beta=2.0_n=10_g=0.1,0.46,0.8686680719999997,-0.48235713,0.1817006079999999,-0.2046103339999999,0.5327147439491559,0.1665357463708766,0.2189447859445367
L4,beta=2.0_n=10_g=0.1,0.48,0.8830046199999997,-0.4885192539999998,0.185249574,-0.2092357919999999,0.5354798878877693,0.1653380896124844,0.2167759708182924
