level,group,delta,jparam
L4,beta=2.0_n=10_g=0.5,0.18,0.496966418941087
L4,beta=2.0_n=10_g=0.5,0.2,0.4921985304205468
L4,beta=2.0_n=10_g=0.5,0.22,0.4893290582740406
L4,beta=2.0_n=10_g=0.5,0.24,0.4906825333057464
L4,beta=2.0_n=10_g=0.5,0.26,0.4913088539222823
L4,beta=2.0_n=10_g=0.5,0.28,0.4919522434859419
L4,beta=2.0_n=10_g=0.5,0.3,0.4931679067329919
L4,beta=2.0_n=10_g=0.5,0.32,0.4948293406210923
L4,beta=2.0_n=10_g=0.5,0.34,0.4979569815178446
L4,beta=2.0_n=10_g=0.5,0.36,0.5019304341314272
L4,beta=2.0_n=10_g=0.5,0.38,0.5055420451168191
L4,beta=2.0_n=10_g=0.5,0.4,0.5086561079161903
L4,beta=2.0_n=10_g=0.5,0.42,0.5116620200311921
L4,beta=2.0_n=10_g=0.5,0.44,0.5147516589823165
L4,beta=2.0_n=10_g=0.5,0.46,0.5175061408794625
L4,beta=2.0_n=10_g=0.5,0.48,0.5216599833565418
L4,beta=2.0_n=10_g=0.5,0.5,0.5254807644158072
L4,beta=2.0_n=10_g=1.0,0.0,1.264098170287579
L4,beta=2.0_n=10_g=1.0,0.02,0.9555120028151088
L4,beta=2.0_n=10_g=1.0,0.04,0.7871128704852536
L4,beta=2.0_n=10_g=1.0,0.06,0.6775775225724433
L4,beta=2.0_n=10_g=1.0,0.08,0.6124449304589965
L4,beta=2.0_n=10_g=1.0,0.1,0.5722231591973995
L4,beta=2.0_n=10_g=1.0,0.12,0.5462613147309116
L4,beta=2.0_n=10_g=1.0,0.14,0.529082478840015
L4,beta=2.0_n=10_g=1.0,0.16,0.5176465491208664
L4,beta=2.0_n=10_g=1.0,0.18,0.5101266993830607
L4,beta=2.0_n=10_g=1.0,0.2,0.5053630497604831
L4,beta=2.0_n=10_g=1.0,0.22,0.5074346440015807
L4,beta=2.0_n=10_g=1.0,0.24,0.5062507899056119
L4,beta=2.0_n=10_g=1.0,0.26,0.5061494262239561
L4,beta=2.0_n=10_g=1.0,0.28,0.5111743526442901
L4,beta=2.0_n=10_g=1.0,0.3,0.512508112317056
L4,beta=2.0_n=10_g=1.0,0.32,0.5144187795088355
L4,beta=2.0_n=10_g=1.0,0.34,0.5187776994500284
L4,beta=2.0_n=10_g=1.0,0.36,0.5234886195429902
L4,beta=2.0_n=10_g=1.0,0.38,0.52601968602958
L4,beta=2.0_n=10_g=1.0,0.4,0.5306580162471514
L4,beta=2.0_n=10_g=1.0,0.42,0.5343883750725585
L4,beta=2.0_n=10_g=1.0,0.44,0.5377240807860859
L4,beta=2.0_n=10_g=1.0,0.46,0.541356295351343
L4,beta=2.0_n=10_g=1.0,0.48,0.5445883801974626
L4,beta=2.0_n=10_g=1.0,0.5,0.5474406678847042
L4,beta=2.0_n=20_g=0.1,0.0,0.3584522034997344
L4,beta=2.0_n=20_g=0.1,0.02,0.3558289134801899
L4,beta=2.0_n=20_g=0.1,0.04,0.3538843269517661
L4,beta=2.0_n=20_g=0.1,0.06,0.3533894104062302
L4,beta=2.0_n=20_g=0.1,0.08,0.3532804000116968
L4,beta=2.0_n=20_g=0.1,0.1,0.3534214133653124
L4,beta=2.0_n=20_g=0.1,0.12,0.3534178370856584
L4,beta=2.0_n=20_g=0.1,0.14,0.3535755614034545
L4,beta=2.0_n=20_g=0.1,0.16,0.3537287701609214
L4,beta=2.0_n=20_g=0.1,0.18,0.3541433268201118
L4,beta=2.0_n=20_g=0.1,0.2,0.3548271208587902
L4,beta=2.0_n=20_g=0.1,0.22,0.3557617668490924
L4,beta=2.0_n=20_g=0.1,0.24,0.3565570841124117
L4,beta=2.0_n=20_g=0.1,0.26,0.3574495238485491
L4,beta=2.0_n=20_g=0.1,0.28,0.358564702160465
L4,beta=2.0_n=20_g=0.1,0.3,0.3598303752373304
L4,beta=2.0_n=20_g=0.1,0.32,0.3612677217430786
L4,beta=2.0_n=20_g=0.1,0.34,0.3628474216382796
L4,beta=2.0_n=20_g=0.1,0.36,0.3645393542462857
L4,beta=2.0_n=20_g=0.1,0.38,0.3663271797577666
L4,beta=2.0_n=20_g=0.1,0.4,0.3682167678020156
L4,beta=2.0_n=20_g=0.1,0.42,0.3702265259620736
L4,beta=2.0_n=20_g=0.1,0.44,0.372325055325395
L4,beta=2.0_n=20_g=0.1,0.46,0.3744444429880039
L4,beta=2.0_n=20_g=0.1,0.48,0.3766326011899109
L4,beta=2.0_n=20_g=0.1,0.5,0.3796995936249477
L4,beta=2.0_n=20_g=0.5,0.0,0.6538153627657445
L4,beta=2.0_n=20_g=0.5,0.02,0.5782399039810547
L4,beta=2.0_n=20_g=0.5,0.04,0.5143312421904409
L4,beta=2.0_n=20_g=0.5,0.06,0.4697938082846639
L4,beta=2.0_n=20_g=0.5,0.08,0.4379353580888468
L4,beta=2.0_n=20_g=0.5,0.1,0.4132631969904313
L4,beta=2.0_n=20_g=0.5,0.12,0.3950371763336869
L4,beta=2.0_n=20_g=0.5,0.14,0.3817794171814164
L4,beta=2.0_n=20_g=0.5,0.16,0.3720413947440156
L4,beta=2.0_n=20_g=0.5,0.18,0.3648914997404523
L4,beta=2.0_n=20_g=0.5,0.2,0.359696095037018
L4,beta=2.0_n=20_g=0.5,0.22,0.3560067188283614
L4,beta=2.0_n=20_g=0.5,0.24,0.3534958683247945
L4,beta=2.0_n=20_g=0.5,0.26,0.351918953127691
L4,beta=2.0_n=20_g=0.5,0.28,0.3510898529341506
L4,beta=2.0_n=20_g=0.5,0.3,0.3508653292447952
L4,beta=2.0_n=20_g=0.5,0.32,0.3511343772086649
L4,beta=2.0_n=20_g=0.5,0.34,0.3518113078652348
L4,beta=2.0_n=20_g=0.5,0.36,0.3528320075094229
L4,beta=2.0_n=20_g=0.5,0.38,0.3541563796436102
L4,beta=2.0_n=20_g=0.5,0.4,0.3558081112812017
L4,beta=2.0_n=20_g=0.5,0.42,0.3577306941619275
L4,beta=2.0_n=20_g=0.5,0.44,0.3595474999852913
L4,beta=2.0_n=20_g=0.5,0.46,0.3615267382329377
L4,beta=2.0_n=20_g=0.5,0.48,0.3636879786807985
L4,beta=2.0_n=20_g=0.5,0.5,0.3660808085374532
L4,beta=2.0_n=20_g=1.0,0.0,0.9320037824348412
L4,beta=2.0_n=20_g=1.0,0.02,0.6811599908540742
L4,beta=2.0_n=20_g=1.0,0.04,0.5619028862150793
L4,beta=2.0_n=20_g=1.0,0.06,0.4888269315821152
L4,beta=2.0_n=20_g=1.0,0.08,0.4438612965073424
L4,beta=2.0_n=20_g=1.0,0.1,0.4135279762212546
L4,beta=2.0_n=20_g=1.0,0.12,0.3920964621380069
L4,beta=2.0_n=20_g=1.0,0.14,0.3765873945058464
L4,beta=2.0_n=20_g=1.0,0.16,0.3652492290775231
L4,beta=2.0_n=20_g=1.0,0.18,0.3569640588253402
L4,beta=2.0_n=20_g=1.0,0.2,0.3509762061144786
L4,beta=2.0_n=20_g=1.0,0.22,0.346753427214288
L4,beta=2.0_n=20_g=1.0,0.24,0.3439099195289815
L4,beta=2.0_n=20_g=1.0,0.26,0.3421613254455732
L4,beta=2.0_n=20_g=1.0,0.28,0.3412994359222902
L4,beta=2.0_n=20_g=1.0,0.3,0.341186215410143
L4,beta=2.0_n=20_g=1.0,0.32,0.3417570124298563
L4,beta=2.0_n=20_g=1.0,0.34,0.3425400958102255
L4,beta=2.0_n=20_g=1.0,0.36,0.343689325177557
L4,beta=2.0_n=20_g=1.0,0.38,0.3451541327223397
L4,beta=2.0_n=20_g=1.0,0.4,0.3469481577102039
L4,beta=2.0_n=20_g=1.0,0.42,0.3488670563102999
L4,beta=2.0_n=20_g=1.0,0.44,0.3509137192272069
L4,beta=2.0_n=20_g=1.0,0.46,0.3543037096131686
L4,beta=2.0_n=20_g=1.0,0.48,0.3566082592356541
L4,beta=2.0_n=20_g=1.0,0.5,0.3590150093569299
L4,beta=2.5_n=7_g=0.1,0.0,0.6253181108660842
L4,beta=2.5_n=7_g=0.1,0.02,0.5982794920006446
L4,beta=2.5_n=7_g=0.1,0.04,0.5977029806999554
L4,beta=2.5_n=7_g=0.1,0.06,0.6005766365596424
L4,beta=2.5_n=7_g=0.1,0.08,0.605987164686707
L4,beta=2.5_n=7_g=0.1,0.1,0.6126911057843097
L4,beta=2.5_n=7_g=0.1,0.12,0.6197196467155869
L4,beta=2.5_n=7_g=0.1,0.14,0.6864099271080479
L4,beta=2.5_n=7_g=0.1,0.16,0.6929792906151395
L4,beta=2.5_n=7_g=0.1,0.18,0.6996866036550626
L4,beta=2.5_n=7_g=0.1,0.2,0.7063256154859484
L4,beta=2.5_n=7_g=0.1,0.22,0.714893089091115
L4,beta=2.5_n=7_g=0.1,0.24,0.7249395789171093
L4,beta=2.5_n=7_g=0.1,0.26,0.733923915285837
L4,beta=2.5_n=7_g=0.1,0.28,0.741304760780139
L4,beta=2.5_n=7_g=0.1,0.3,0.7485014400624657
L4,beta=2.5_n=7_g=0.1,0.32,0.7544633922116918
L4,beta=2.5_n=7_g=0.1,0.34,0.7610800701230116
L4,beta=2.5_n=7_g=0.1,0.36,0.7668642920197389
L4,beta=2.5_n=7_g=0.1,0.38,0.7732147259922737
L4,beta=2.5_n=7_g=0.1,0.4,0.7785420639072612
L4,beta=2.5_n=7_g=0.1,0.42,0.7845315012685589
L4,beta=2.5_n=7_g=0.1,0.44,0.7891304860270044
L4,beta=2.5_n=7_g=0.1,0.46,0.7936787667072824
L4,beta=2.5_n=7_g=0.1,0.48,0.7989257218639695
L4,beta=2.5_n=7_g=0.1,0.5,0.8034031756165999
L4,beta=2.5_n=7_g=0.5,0.0,1.0259836595829126
L4,beta=2.5_n=7_g=0.5,0.02,0.8248840657404484
L4,beta=2.5_n=7_g=0.5,0.04,0.7371115573993183
L4,beta=2.5_n=7_g=0.5,0.06,0.695834921107312
L4,beta=2.5_n=7_g=0.5,0.08,0.6730773635980531
L4,beta=2.5_n=7_g=0.5,0.1,0.6612695628481403
L4,beta=2.5_n=7_g=0.5,0.12,0.6556383539920324
L4,beta=2.5_n=7_g=0.5,0.14,0.6587211293631563
L4,beta=2.5_n=7_g=0.5,0.16,0.6680580315165662
L4,beta=2.5_n=7_g=0.5,0.18,0.6737941877921622
L4,beta=2.5_n=7_g=0.5,0.2,0.6780824308940985
L4,beta=2.5_n=7_g=0.5,0.22,0.6849986359950333
L4,beta=2.5_n=7_g=0.5,0.24,0.6927274915491799
L4,beta=2.5_n=7_g=0.5,0.26,0.701485462707192
L4,beta=2.5_n=7_g=0.5,0.28,0.7096553114872054
L4,beta=2.5_n=7_g=0.5,0.3,0.7154876927691748
L4,beta=2.5_n=7_g=0.5,0.32,0.7219764984776881
L4,beta=2.5_n=7_g=0.5,0.34,0.729378465639725
L4,beta=2.5_n=7_g=0.5,0.36,0.7364518862075978
L4,beta=2.5_n=7_g=0.5,0.38,0.7416971903938872
L4,beta=2.5_n=7_g=0.5,0.4,0.7481432668133309
L4,beta=2.5_n=7_g=0.5,0.42,0.7538503578413729
L4,beta=2.5_n=7_g=0.5,0.44,0.7590458534103148
L4,beta=2.5_n=7_g=0.5,0.46,0.7629312558356298
L4,beta=2.5_n=7_g=0.5,0.48,0.7667315338881628
L4,beta=2.5_n=7_g=0.5,0.5,0.7713032593604396
L4,beta=2.5_n=7_g=1.0,0.0,1.5141461480193388
L4,beta=2.5_n=7_g=1.0,0.02,0.99561067479634
L4,beta=2.5_n=7_g=1.0,0.04,0.8101444260906531
L4,beta=2.5_n=7_g=1.0,0.06,0.7176802344520647
L4,beta=2.5_n=7_g=1.0,0.08,0.6762308043991228
L4,beta=2.5_n=7_g=1.0,0.1,0.6585225666660947
L4,beta=2.5_n=7_g=1.0,0.12,0.6520884121408677
L4,beta=2.5_n=7_g=1.0,0.14,0.6514631775150006
L4,beta=2.5_n=7_g=1.0,0.16,0.653981169519115
L4,beta=2.5_n=7_g=1.0,0.18,0.6614729654106651
L4,beta=2.5_n=7_g=1.0,0.2,0.670871151953535
L4,beta=2.5_n=7_g=1.0,0.22,0.6821255899639318
L4,beta=2.5_n=7_g=1.0,0.24,0.6903808294898851
L4,beta=2.5_n=7_g=1.0,0.26,0.6961253614474884
L4,beta=2.5_n=7_g=1.0,0.28,0.7031132199406683
L4,beta=2.5_n=7_g=1.0,0.3,0.7104689720620238
L4,beta=2.5_n=7_g=1.0,0.32,0.716806523524591
L4,beta=2.5_n=7_g=1.0,0.34,0.7230622963879315
L4,beta=2.5_n=7_g=1.0,0.36,0.7304721363902096
L4,beta=2.5_n=7_g=1.0,0.38,0.7365526237199224
L4,beta=2.5_n=7_g=1.0,0.4,0.7423050520286849
L4,beta=2.5_n=7_g=1.0,0.42,0.7471390655755712
L4,beta=2.5_n=7_g=1.0,0.44,0.7521951501023187
L4,beta=2.5_n=7_g=1.0,0.46,0.7561565887118458
L4,beta=2.5_n=7_g=1.0,0.48,0.7608515746669666
L4,beta=2.5_n=7_g=1.0,0.5,0.7648584383765433
L4,beta=2.5_n=10_g=0.1,0.0,0.5100900445521922
L4,beta=2.5_n=10_g=0.1,0.02,0.4990946470222837
L4,beta=2.5_n=10_g=0.1,0.04,0.4998493584044284
L4,beta=2.5_n=10_g=0.1,0.06,0.5019938484478089
L4,beta=2.5_n=10_g=0.1,0.08,0.5056386657382509
L4,beta=2.5_n=10_g=0.1,0.1,0.5094666824941335
L4,beta=2.5_n=10_g=0.1,0.12,0.5140091973685479
L4,beta=2.5_n=10_g=0.1,0.14,0.5188755906495057
L4,beta=2.5_n=10_g=0.1,0.16,0.5241908705801405
L4,beta=2.5_n=10_g=0.1,0.18,0.5296594939944029
L4,beta=2.5_n=10_g=0.1,0.2,0.5384772437618445
L4,beta=2.5_n=10_g=0.1,0.22,0.5442572008239167
L4,beta=2.5_n=10_g=0.1,0.24,0.5512812859929156
L4,beta=2.5_n=10_g=0.1,0.26,0.5580258522490094
L4,beta=2.5_n=10_g=0.1,0.28,0.563725210109993
L4,beta=2.5_n=10_g=0.1,0.3,0.5699034256356138
L4,beta=2.5_n=10_g=0.1,0.32,0.5780994183885101
L4,beta=2.5_n=10_g=0.1,0.34,0.5859361526816527
L4,beta=2.5_n=10_g=0.1,0.36,0.5918501597255857
L4,beta=2.5_n=10_g=0.1,0.38,0.5992055070401352
L4,beta=2.5_n=10_g=0.1,0.4,0.6042215788021732
L4,beta=2.5_n=10_g=0.1,0.42,0.6098693857687587
L4,beta=2.5_n=10_g=0.1,0.44,0.6145676697297557
L4,beta=2.5_n=10_g=0.1,0.46,0.619407012162256
L4,beta=2.5_n=10_g=0.1,0.48,0.6249643116034711
L4,beta=2.5_n=10_g=0.1,0.5,0.6290114960802435
L4,beta=2.5_n=10_g=0.5,0.0,0.8925372085320766
L4,beta=2.5_n=10_g=0.5,0.02,0.7318873699757001
L4,beta=2.5_n=10_g=0.5,0.04,0.660325805555816
L4,beta=2.5_n=10_g=0.5,0.06,0.6166436478366819
L4,beta=2.5_n=10_g=0.5,0.08,0.5904065169780026
L4,beta=2.5_n=10_g=0.5,0.1,0.5738855020449353
L4,beta=2.5_n=10_g=0.5,0.12,0.565257695022762
L4,beta=2.5_n=10_g=0.5,0.14,0.5614710236296773
L4,beta=2.5_n=10_g=0.5,0.16,0.5638565013209774
L4,beta=2.5_n=10_g=0.5,0.18,0.5679433297996861
L4,beta=2.5_n=10_g=0.5,0.2,0.5727909586904476
L4,beta=2.5_n=10_g=0.5,0.22,0.5798141448852723
L4,beta=2.5_n=10_g=0.5,0.24,0.5851147027181386
L4,beta=2.5_n=10_g=0.5,0.26,0.5900682182611444
L4,beta=2.5_n=10_g=0.5,0.28,0.5958509547696531
L4,beta=2.5_n=10_g=0.5,0.3,0.6010060992317556
L4,beta=2.5_n=10_g=0.5,0.32,0.6061741063288006
L4,beta=2.5_n=10_g=0.5,0.34,0.612742842220875
L4,beta=2.5_n=10_g=0.5,0.36,0.6185571797368494
L4,beta=2.5_n=10_g=0.5,0.38,0.6241934417461994
L4,beta=2.5_n=10_g=0.5,0.4,0.6299657371236614
L4,beta=2.5_n=10_g=0.5,0.42,0.634720606513323
L4,beta=2.5_n=10_g=0.5,0.44,0.6394289313877795
L4,beta=2.5_n=10_g=0.5,0.46,0.6444823898253781
L4,beta=2.5_n=10_g=0.5,0.48,0.6495929425561614
L4,beta=2.5_n=10_g=0.5,0.5,0.6541623493992379
L4,beta=2.5_n=10_g=1.0,0.0,1.383643915431105
L4,beta=2.5_n=10_g=1.0,0.02,0.94803909780327
L4,beta=2.5_n=10_g=1.0,0.04,0.7466792604230467
L4,beta=2.5_n=10_g=1.0,0.06,0.6483363903993005
L4,beta=2.5_n=10_g=1.0,0.08,0.5998736578603078
L4,beta=2.5_n=10_g=1.0,0.1,0.5757093491077006
L4,beta=2.5_n=10_g=1.0,0.12,0.5640059908679675
L4,beta=2.5_n=10_g=1.0,0.14,0.5592287770656946
L4,beta=2.5_n=10_g=1.0,0.16,0.5584999793288015
L4,beta=2.5_n=10_g=1.0,0.18,0.5602165477646276
L4,beta=2.5_n=10_g=1.0,0.2,0.5634434435130719
L4,beta=2.5_n=10_g=1.0,0.22,0.5676225989167727
L4,beta=2.5_n=10_g=1.0,0.24,0.5735391538207948
L4,beta=2.5_n=10_g=1.0,0.26,0.5787066813708478
L4,beta=2.5_n=10_g=1.0,0.28,0.5851907763059887
L4,beta=2.5_n=10_g=1.0,0.3,0.5911812334576847
L4,beta=2.5_n=10_g=1.0,0.32,0.5985491862233236
L4,beta=2.5_n=10_g=1.0,0.34,0.6041058339779981
L4,beta=2.5_n=10_g=1.0,0.36,0.6097750731168262
L4,beta=2.5_n=10_g=1.0,0.38,0.6156283767953648
L4,beta=2.5_n=10_g=1.0,0.4,0.6204473126571302
L4,beta=2.5_n=10_g=1.0,0.42,0.6260036410793702
L4,beta=2.5_n=10_g=1.0,0.44,0.6311039885727298
L4,beta=2.5_n=10_g=1.0,0.46,0.6361060939663862
L4,beta=2.5_n=10_g=1.0,0.48,0.6414049235521624
L4,beta=2.5_n=10_g=1.0,0.5,0.6456614134229467
L4,beta=2.5_n=20_g=0.1,0.0,0.3947709965857466
L4,beta=2.5_n=20_g=0.1,0.02,0.391600869872554
L4,beta=2.5_n=20_g=0.1,0.04,0.3930664388193358
L4,beta=2.5_n=20_g=0.1,0.06,0.3951016088651801
L4,beta=2.5_n=20_g=0.1,0.08,0.3981715058258452
L4,beta=2.5_n=20_g=0.1,0.1,0.4018085118818471
L4,beta=2.5_n=20_g=0.1,0.12,0.4053416503744805
L4,beta=2.5_n=20_g=0.1,0.14,0.4086434767886344
L4,beta=2.5_n=20_g=0.1,0.16,0.4122270729852563
L4,beta=2.5_n=20_g=0.1,0.18,0.4165782445386814
L4,beta=2.5_n=20_g=0.1,0.2,0.4207788300027741
L4,beta=2.5_n=20_g=0.1,0.22,0.4250803738280528
L4,beta=2.5_n=20_g=0.1,0.24,0.4296070555348582
L4,beta=2.5_n=20_g=0.1,0.26,0.4338625300284442
L4,beta=2.5_n=20_g=0.1,0.28,0.4382095669519411
L4,beta=2.5_n=20_g=0.1,0.3,0.4426482605389129
L4,beta=2.5_n=20_g=0.1,0.32,0.4471122384947628
L4,beta=2.5_n=20_g=0.1,0.34,0.4515898852355403
L4,beta=2.5_n=20_g=0.1,0.36,0.45609480635578
L4,beta=2.5_n=20_g=0.1,0.38,0.4605850863357931
L4,beta=2.5_n=20_g=0.1,0.4,0.4650200451778419
L4,beta=2.5_n=20_g=0.1,0.42,0.469443292158933
L4,beta=2.5_n=20_g=0.1,0.44,0.4738783368235788
L4,beta=2.5_n=20_g=0.1,0.46,0.4783369054725745
L4,beta=2.5_n=20_g=0.1,0.48,0.4827170311106764
L4,beta=2.5_n=20_g=0.1,0.5,0.4870874030642275
L4,beta=2.5_n=20_g=0.5,0.0,0.697803575594273
L4,beta=2.5_n=20_g=0.5,0.02,0.5982738380677773
L4,beta=2.5_n=20_g=0.5,0.04,0.5366517121202252
L4,beta=2.5_n=20_g=0.5,0.06,0.4898820617464607
L4,beta=2.5_n=20_g=0.5,0.08,0.4553257602591254
L4,beta=2.5_n=20_g=0.5,0.1,0.4323193496078374
L4,beta=2.5_n=20_g=0.5,0.12,0.4187663928180933
L4,beta=2.5_n=20_g=0.5,0.14,0.4114609740088356
L4,beta=2.5_n=20_g=0.5,0.16,0.4081670879923187
L4,beta=2.5_n=20_g=0.5,0.18,0.4075194019650261
L4,beta=2.5_n=20_g=0.5,0.2,0.4086530519090383
L4,beta=2.5_n=20_g=0.5,0.22,0.4110031711347102
L4,beta=2.5_n=20_g=0.5,0.24,0.4141942217281225
L4,beta=2.5_n=20_g=0.5,0.26,0.4179765321850529
L4,beta=2.5_n=20_g=0.5,0.28,0.4221957463089476
L4,beta=2.5_n=20_g=0.5,0.3,0.4266925415580749
L4,beta=2.5_n=20_g=0.5,0.32,0.4313158123786862
L4,beta=2.5_n=20_g=0.5,0.34,0.43607144255376
L4,beta=2.5_n=20_g=0.5,0.36,0.4407737722193341
L4,beta=2.5_n=20_g=0.5,0.38,0.4454840835310701
L4,beta=2.5_n=20_g=0.5,0.4,0.4502209145024718
L4,beta=2.5_n=20_g=0.5,0.42,0.4553471078545579
L4,beta=2.5_n=20_g=0.5,0.44,0.4603721251157789
L4,beta=2.5_n=20_g=0.5,0.46,0.4648364064558344
L4,beta=2.5_n=20_g=0.5,0.48,0.4693396881870867
L4,beta=2.5_n=20_g=0.5,0.5,0.473592309841316
L4,beta=2.5_n=20_g=1.0,0.0,0.9916521568037991
L4,beta=2.5_n=20_g=1.0,0.02,0.6605424255211473
L4,beta=2.5_n=20_g=1.0,0.04,0.5297464921357441
L4,beta=2.5_n=20_g=1.0,0.06,0.4641359602969432
L4,beta=2.5_n=20_g=1.0,0.08,0.4286426854171007
L4,beta=2.5_n=20_g=1.0,0.1,0.4087546037600952
L4,beta=2.5_n=20_g=1.0,0.12,0.3978337462648901
L4,beta=2.5_n=20_g=1.0,0.14,0.3924390172624015
L4,beta=2.5_n=20_g=1.0,0.16,0.3905931497395925
L4,beta=2.5_n=20_g=1.0,0.18,0.3910852688136419
L4,beta=2.5_n=20_g=1.0,0.2,0.3931418333208913
L4,beta=2.5_n=20_g=1.0,0.22,0.3962540757350874
L4,beta=2.5_n=20_g=1.0,0.24,0.4000806588247472
L4,beta=2.5_n=20_g=1.0,0.26,0.4043901567004474
L4,beta=2.5_n=20_g=1.0,0.28,0.4090269881550232
L4,beta=2.5_n=20_g=1.0,0.3,0.4138936436993564
L4,beta=2.5_n=20_g=1.0,0.32,0.4189641188354042
L4,beta=2.5_n=20_g=1.0,0.34,0.4245375758238389
L4,beta=2.5_n=20_g=1.0,0.36,0.4296424820321532
L4,beta=2.5_n=20_g=1.0,0.38,0.434722368162211
L4,beta=2.5_n=20_g=1.0,0.4,0.4397305656669478
L4,beta=2.5_n=20_g=1.0,0.42,0.4445303122428992
L4,beta=2.5_n=20_g=1.0,0.44,0.4492701133558617
L4,beta=2.5_n=20_g=1.0,0.46,0.453941354892548
L4,beta=2.5_n=20_g=1.0,0.48,0.4588192419716763
L4,beta=2.5_n=20_g=1.0,0.5,0.4632574501841686
L4,beta=4.0_n=7_g=0.1,0.0,0.7187891189620429
L4,beta=4.0_n=7_g=0.1,0.02,0.7068004908072646
L4,beta=4.0_n=7_g=0.1,0.04,0.7332581211262571
L4,beta=4.0_n=7_g=0.1,0.06,0.7627274147706641
L4,beta=4.0_n=7_g=0.1,0.08,0.7889697970171442
L4,beta=4.0_n=7_g=0.1,0.1,0.816730925979964
L4,beta=4.0_n=7_g=0.1,0.12,0.8410937846301013
L4,beta=4.0_n=7_g=0.1,0.14,0.859347065972121
L4,beta=4.0_n=7_g=0.1,0.16,0.8750224895452811
L4,beta=4.0_n=7_g=0.1,0.18,0.8892469618699113
L4,beta=4.0_n=7_g=0.1,0.2,0.9025738414859744
L4,beta=4.0_n=7_g=0.1,0.22,0.9137099527531376
L4,beta=4.0_n=7_g=0.1,0.24,0.9239564207911296
L4,beta=4.0_n=7_g=0.1,0.26,0.93335265138584
L4,beta=4.0_n=7_g=0.1,0.28,0.9421807507683544
L4,beta=4.0_n=7_g=0.1,0.3,0.95019670704003
L4,beta=4.0_n=7_g=0.1,0.32,0.957615901006565
L4,beta=4.0_n=7_g=0.1,0.34,0.9646382996379188
L4,beta=4.0_n=7_g=0.1,0.36,0.9706616615273784
L4,beta=4.0_n=7_g=0.1,0.38,0.976128309039646
L4,beta=4.0_n=7_g=0.1,0.4,0.981405637059166
L4,beta=4.0_n=7_g=0.1,0.42,0.9861701337537664
L4,beta=4.0_n=7_g=0.1,0.44,0.9910674529749866
L4,beta=4.0_n=7_g=0.1,0.46,0.9954986891859032
L4,beta=4.0_n=7_g=0.1,0.48,0.9991453625430928
L4,beta=4.0_n=7_g=0.1,0.5,1.0029927497238895
L4,beta=4.0_n=7_g=0.5,0.0,1.0210267630443353
L4,beta=4.0_n=7_g=0.5,0.02,0.7740611812233399
L4,beta=4.0_n=7_g=0.5,0.04,0.751470358652908
L4,beta=4.0_n=7_g=0.5,0.06,0.7621267665920191
L4,beta=4.0_n=7_g=0.5,0.08,0.7796344813198616
L4,beta=4.0_n=7_g=0.5,0.1,0.7983974249876358
L4,beta=4.0_n=7_g=0.5,0.12,0.8183735211889434
L4,beta=4.0_n=7_g=0.5,0.14,0.8378923627876412
L4,beta=4.0_n=7_g=0.5,0.16,0.8527373832289206
L4,beta=4.0_n=7_g=0.5,0.18,0.8661397671712955
L4,beta=4.0_n=7_g=0.5,0.2,0.8799629684607311
L4,beta=4.0_n=7_g=0.5,0.22,0.8916835712655178
L4,beta=4.0_n=7_g=0.5,0.24,0.9022325068825332
L4,beta=4.0_n=7_g=0.5,0.26,0.9123689379200344
L4,beta=4.0_n=7_g=0.5,0.28,0.9212887777293196
L4,beta=4.0_n=7_g=0.5,0.3,0.9292669415181402
L4,beta=4.0_n=7_g=0.5,0.32,0.9373518073661136
L4,beta=4.0_n=7_g=0.5,0.34,0.9440070024223683
L4,beta=4.0_n=7_g=0.5,0.36,0.9502101312167924
L4,beta=4.0_n=7_g=0.5,0.38,0.9570271701414396
L4,beta=4.0_n=7_g=0.5,0.4,0.9627144844333638
L4,beta=4.0_n=7_g=0.5,0.42,0.9678696192351016
L4,beta=4.0_n=7_g=0.5,0.44,0.972358935647943
L4,beta=4.0_n=7_g=0.5,0.46,0.976512520507674
L4,beta=4.0_n=7_g=0.5,0.48,0.9804805878026868
L4,beta=4.0_n=7_g=0.5,0.5,0.9844042398777876
L4,beta=4.0_n=7_g=1.0,0.0,1.5638257122438528
L4,beta=4.0_n=7_g=1.0,0.02,0.8814212207949954
L4,beta=4.0_n=7_g=1.0,0.04,0.766309850821934
L4,beta=4.0_n=7_g=1.0,0.06,0.7604353474317269
L4,beta=4.0_n=7_g=1.0,0.08,0.7834592717243909
L4,beta=4.0_n=7_g=1.0,0.1,0.8024535155181233
L4,beta=4.0_n=7_g=1.0,0.12,0.8209082851893464
L4,beta=4.0_n=7_g=1.0,0.14,0.839410444138898
L4,beta=4.0_n=7_g=1.0,0.16,0.8593902221727419
L4,beta=4.0_n=7_g=1.0,0.18,0.8756190010703965
L4,beta=4.0_n=7_g=1.0,0.2,0.8908784392885287
L4,beta=4.0_n=7_g=1.0,0.22,0.9028748071463268
L4,beta=4.0_n=7_g=1.0,0.24,0.9131780961815816
L4,beta=4.0_n=7_g=1.0,0.26,0.9233518380326782
L4,beta=4.0_n=7_g=1.0,0.28,0.9328618036791718
L4,beta=4.0_n=7_g=1.0,0.3,0.9404314787622766
L4,beta=4.0_n=7_g=1.0,0.32,0.9474307525056264
L4,beta=4.0_n=7_g=1.0,0.34,0.953898284716289
