delta,rep,beta_hat,eta_hat,gamma_hat,status
0.0,0,6.135157003232449,1.0173973008877606,0.8460273774971293,True
0.02,0,4.266433997091246,0.7520641780033539,1.1080445260039575,True
0.04,0,3.7310034347644967,0.6774018598896278,1.1812711550160715,True
0.06,0,3.4169921430893746,0.6340553705534766,1.2236045350706009,True
0.08,0,3.1982665410287643,0.6040785250275358,1.2527727724658329,True
0.1,0,3.032716272827337,0.5815064157943735,1.2746587123702628,True
0.12,0,2.9010541359299182,0.5636155860943045,1.2919443260551953,True
0.14,0,2.7928134195643364,0.5489337041692499,1.3060777225135445,True
0.16,0,2.701680692703243,0.5365749784159665,1.3179288854529567,True
0.18,0,2.623550828315979,0.5259659404621282,1.328060477993922,True
0.2,0,2.555609423986801,0.5167146093048973,1.3368566154551653,True
0.22,0,2.4958460407811076,0.5085417040681753,1.3445906142123245,True
0.24,0,2.4427798041142403,0.5012414935639675,1.3514634206581684,True
0.26,0,2.395281841549864,0.4946586943799446,1.3576267806705555,True
0.28,0,2.3524849197372237,0.4886729363806922,1.3631978441706072,True
0.3,0,2.313698840406639,0.483189646674561,1.368268775056765,True
0.32,0,2.278375171069961,0.4781328584027518,1.372913264988725,True
0.34,0,2.246067185218323,0.47344089498766984,1.377191078061143,True
0.36,0,2.2164076651391964,0.4690629872317634,1.381151297939271,True
0.38,0,2.189095079810984,0.4649566766794126,1.384834696528239,True
0.4,0,2.1638701739670148,0.46108654180721376,1.3882754940120707,True
0.42,0,2.140523875484598,0.4574219459277531,1.3915026886296038,True
0.44,0,2.1188717578684777,0.45393690238663015,1.3945410766353725,True
0.46,0,2.0987597796720676,0.4506086718087966,1.3974120456622403,True
0.48,0,2.0800536777123306,0.4474174264774393,1.400134200362128,True
0.5,0,2.0626437624902474,0.444345290632086,1.402723861766296,True
0.0,1,1.442390363037066,0.3470883680735789,1.5716985085859851,True
0.02,1,1.4359579574667274,0.34642710621102835,1.5722908683324894,True
0.04,1,1.429852375958927,0.3458012761218211,1.572851311316393,True
0.06,1,1.4240360752534729,0.3452065673266063,1.5733836357073705,True
0.08,1,1.4184772994655326,0.34463945735886614,1.5738909904221963,True
0.1,1,1.4131493915567812,0.34409698669403815,1.5743760177010482,True
0.12,1,1.4080296580876677,0.34357663692027596,1.5748409641269283,True
0.14,1,1.403095790586057,0.34307656264043157,1.5752877333215591,True
0.16,1,1.3983358258971499,0.3425944504501838,1.5757179831123154,True
0.18,1,1.3937325326495023,0.3421289583387911,1.576133141213805,True
0.2,1,1.3892748400042592,0.34167852051189745,1.5765344615898544,True
0.22,1,1.3849489065117666,0.34124216113827044,1.576923042193941,True
0.24,1,1.3807462404883257,0.3408186581195391,1.577299853728805,True
0.26,1,1.3766580470353922,0.3404070456138305,1.5776657577090125,True
0.28,1,1.3726766730358453,0.3400064396555522,1.5780215237633715,True
0.3,1,1.3687949832174484,0.33961609404055826,1.5783678325447985,True
0.32,1,1.3650065062699046,0.33923530802706103,1.5787053116170937,True
0.34,1,1.3613022497520202,0.3388637921154928,1.5790345132614068,True
0.36,1,1.3576837719729262,0.3385003156477729,1.5793559414725213,True
0.38,1,1.3541430476997802,0.3381446929026309,1.5796700537262478,True
0.4,1,1.3506758289940226,0.3377964533141727,1.5799772662637706,True
0.42,1,1.347278915801101,0.3374550990506272,1.5802779588702671,True
0.44,1,1.3439468970592399,0.33712042416574556,1.5805724789819247,True
0.46,1,1.340678562569105,0.3367918618333743,1.5808611451386225,True
0.48,1,1.337468779946807,0.3364692973692449,1.581144249968283,True
0.5,1,1.3343192551887315,0.33615196947478887,1.581422063486137,True
0.0,2,2.197639482914566,0.4863290294674786,1.479996095928091,True
0.02,2,2.151739573835702,0.4800471862776434,1.4858918394999185,True
0.04,2,2.1131603039249383,0.4747941925284186,1.4908122343629737,True
0.06,2,2.0796784385271314,0.47025412017592655,1.4950567147827751,True
0.08,2,2.049964579104796,0.4662390801092059,1.4988033766303959,True
0.1,2,2.023161322217181,0.46262777097086766,1.5021670182446216,True
0.12,2,1.9986819458357838,0.45933727102636296,1.5052260495063403,True
0.14,2,1.976109701229528,0.4563081804575706,1.5080364340050083,True
0.16,2,1.9551320609592462,0.453496843410115,1.5106395184837427,True
