beta,n,gamma_eta,delta,bias_beta,sd_beta,bias_eta,sd_eta,bias_gamma,sd_gamma,n_valid
1.5,7,0.5,0.4,-0.2258048399999999,0.4867628857771004,-0.159468124,0.30572142812380154,0.135732364,0.20347555211963989,500
1.5,7,0.5,0.42,-0.23459827600000027,0.48272494722125076,-0.16381649399999987,0.3029824706812098,0.13918865200000008,0.20163465750436033,500
1.5,7,0.5,0.44,-0.24162162600000014,0.4826216796013837,-0.16832450399999999,0.30056113583156874,0.14270236000000003,0.19989904983434953,500
1.5,7,0.5,0.46,-0.24501788400000013,0.4902835127805088,-0.17379044,0.2978878757697998,0.14677107,0.19768641975157902,500
1.5,7,0.5,0.48,-0.24889479999999997,0.495829211654513,-0.178749084,0.29514226306679514,0.15046976999999995,0.19604758638669642,500
1.5,7,0.5,0.5,-0.2545855779999999,0.49610473405530825,-0.18258504399999997,0.29311829889384067,0.15337,0.19459266486619545,500
1.5,7,1.0,0.0,0.7857479939999998,1.5604144480980586,0.30171085600000014,0.6724851375074308,-0.26652353400000006,0.529246148183371,500
1.5,7,1.0,0.02,0.5155454880000003,1.2279250266069526,0.1994782380000002,0.6060955267355296,-0.169316908,0.45692269945580016,500
1.5,7,1.0,0.04,0.345372778,1.0254604250421526,0.13115355399999995,0.5510469048784681,-0.10454579799999986,0.40032391614226615,500
1.5,7,1.0,0.06,0.23468090000000008,0.8957532082419429,0.0859529240000001,0.5127419872675812,-0.06205762200000009,0.36140755955269505,500
1.5,7,1.0,0.08,0.15268391799999992,0.8001346252658849,0.051596575999999894,0.48031082923386065,-0.029982606000000023,0.32932962678549305,500
1.5,7,1.0,0.1,0.09132695600000007,0.7322226388205247,0.025614637999999967,0.45608756817824414,-0.0059662799999999905,0.30625326685422866,500
1.5,7,1.0,0.12,0.04287780000000008,0.6812042404017069,0.004885757999999907,0.4369186814345439,0.013012401999999978,0.2886337512379517,500
1.5,7,1.0,0.14,0.002941248000000174,0.6403883850689274,-0.012466533999999863,0.42040665974874736,0.028756846000000058,0.27404018241867084,500
1.5,7,1.0,0.16,-0.03059511199999987,0.6073881978496367,-0.027181406000000075,0.4066774672323735,0.04198210000000002,0.2623124230167375,500
