model,beta,gamma_over_eta,n,selected_loss,oracle_min_loss,regret,rel_regret,near_0.01,near_0.02,near_0.05
Vector-MLP-L6,2.0,1.0,20,0.07092975229010741,0.020679429584668535,0.050250322705438874,2.4299665761909517,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.021337865602595242,0.010238144657156844,0.011099720945438398,1.0841535568340774,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.1829825207515351,0.17675663716430878,0.006225883587226311,0.03522291262782329,0,0,1
Vector-MLP-L6,2.0,1.0,20,0.01812652795240554,0.004364506674683471,0.013762021277722069,3.153167655247116,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.01739084021041733,0.0005653686479255576,0.016825471562491773,29.760177937399867,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.008952648574076101,0.006862421510329345,0.002090227063746756,0.3045903054192369,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.13348283816358855,0.10616296455300744,0.027319873610581108,0.2573390233176865,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.10645717287938514,0.0526187674055403,0.05383840547384484,1.0231787654565265,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.05012846469302331,0.024796977660202803,0.025331487032820506,1.021555424211054,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.05009202278689163,0.02567920475538924,0.024412818031502387,0.950684348057115,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.01224598558928184,0.010763244025812597,0.0014827415634692427,0.13775972744957807,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.029661959694302072,0.021459275646631897,0.008202684047670175,0.38224421843230355,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.2135748418619682,0.2135748418619682,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.03256198770869431,0.005376692269026315,0.027185295439667998,5.056137506004427,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.022493894368970754,0.017486021299004572,0.005007873069966182,0.28639294121477854,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.032902143168804056,0.01500661824711092,0.017895524921693134,1.1925088402337674,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.1165851991901511,0.04310862599548298,0.07347657319466813,1.704451754095971,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.008033276657603268,0.0055642697089941335,0.002469006948609134,0.44372524657067036,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.008126995558325547,0.0032239950805519977,0.004903000477773549,1.5207841064490955,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.16164338108555942,0.15200040841563045,0.009642972669928973,0.06344043920961841,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.017562828059108367,0.011819436226906494,0.005743391832201872,0.4859277314028955,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.17081543079866246,0.044361384640045534,0.12645404615861694,2.850543263802127,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.026895594387008462,0.020365005575341818,0.006530588811666644,0.32067699601192134,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.24198421169777953,0.19457880565814023,0.0474054060396393,0.24363088199301058,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.0957412710630733,0.092475585930764,0.003265685132309293,0.03531402477140609,0,0,1
Vector-MLP-L6,2.0,1.0,20,0.008490227267940832,0.00195666736153772,0.006533559906403112,3.339126534654552,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.03487077706879905,0.006672822182623635,0.028197954886175415,4.225791443926726,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.06623750923169651,0.04427507978917783,0.02196242944251868,0.49604494327499693,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.0016349272668841062,0.001468339793055134,0.0001665874738289721,0.11345294503144816,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.008309665971832244,0.00782966597784823,0.0004799999939840132,0.061305296463735996,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.06024413257061011,0.04483992942806629,0.015404203142543815,0.3435376312814174,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.07479251143683492,0.029298736989181198,0.04549377444765372,1.55275548104523,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.0750273336207949,0.05999087437800241,0.015036459242792496,0.2506457756899456,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.9944103255121876,0.2400129046382859,0.7543974208739017,3.1431535817243854,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.076274908763468,0.03052726662480435,0.04574764213866365,1.498582978323132,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.31850939699686165,0.31850939699686165,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.007162988235899819,0.006964756208520894,0.0001982320273789251,0.02846216313162577,0,0,1
Vector-MLP-L6,2.0,1.0,20,0.04786562090475271,0.014469748614309353,0.03339587229044336,2.3079787479802985,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.03126178239126794,0.029126750029163997,0.002135032362103939,0.07330142772421147,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.8092894890093772,0.7943969523819723,0.014892536627404973,0.018746970998252458,0,1,1
Vector-MLP-L6,2.0,1.0,20,0.020640067827364293,0.02000324034044313,0.0006368274869211626,0.03183621633709047,0,0,1
Vector-MLP-L6,2.0,1.0,20,0.046161832352374435,0.01335185325718128,0.032809979095193155,2.4573352075710044,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.18775080868603866,0.17446387554877574,0.013286933137262924,0.07615864943656046,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.016031408097683705,0.006034867590229839,0.009996540507453865,1.6564639336309193,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.07210869305029355,0.06808682395518623,0.004021869095107322,0.05906971219210429,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.10202183477638023,0.10202183477638023,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.2637744052836781,0.2637744052836781,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.20859178011355467,0.2016058337497979,0.006985946363756768,0.03465150900557098,0,0,1
Vector-MLP-L6,2.0,1.0,20,0.027681672400562338,0.023899526769265614,0.003782145631296724,0.15825190464275213,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.36909006545477524,0.36909006545477524,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.10453136189290986,0.06758631290500906,0.0369450489879008,0.5466350715096143,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.03627585524942913,0.01996213506468996,0.016313720184739172,0.8172332334127781,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.036634172961559006,0.02387305278383197,0.012761120177727035,0.5345407767191596,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.03239921022861414,0.029033817789750914,0.0033653924388632253,0.11591284560762195,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.061885067349980144,0.056274289705237505,0.005610777644742639,0.09970410420338789,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.04408215791158289,0.006421356801158464,0.03766080111042443,5.864928904687265,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.31522244915813785,0.3103467066316319,0.004875742526505966,0.015710630795554927,0,1,1
Vector-MLP-L6,2.0,1.0,20,0.01426375906107017,3.894701380707169e-05,0.0142248120472631,365.23498612056034,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.04771175541270284,0.016495118730025665,0.031216636682677174,1.892477234847318,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.3017033580740354,0.3017033580740354,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.13487897381215036,0.03208106495615586,0.10279790885599449,3.2043172194091754,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.050521983467558956,0.04090386978742907,0.009618113680129887,0.23513945575598838,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.028768952019358966,0.017485565218006184,0.011283386801352782,0.6452972300680015,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.6187961748697465,0.6187961748697465,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.021264639753605177,0.006954631568319819,0.014310008185285357,2.057622757540632,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.3586586660025374,0.2968219256112771,0.06183674039126025,0.2083294226459627,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.010686991258377292,0.0006274366145895143,0.010059554643787777,16.032782292071058,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.11796984555874267,0.11431852104919156,0.003651324509551107,0.03193992081108128,0,0,1
Vector-MLP-L6,2.0,1.0,20,0.011043825334504986,0.010757201121100585,0.000286624213404401,0.026644868881569823,0,0,1
Vector-MLP-L6,2.0,1.0,20,0.01771112895781662,0.01031346552503893,0.007397663432777691,0.7172820246325269,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.11012470265114183,0.10678786764214779,0.003336835008994038,0.03124732315262593,0,0,1
Vector-MLP-L6,2.0,1.0,20,0.08191622211332686,0.07002318717962183,0.011893034933705027,0.16984423892613304,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.008947506347981343,0.008396772799978355,0.0005507335480029879,0.06558871617967413,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.012079127485725549,0.012017282239646902,6.184524607864665e-05,0.005146358789394949,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.017002937175092967,0.009130340786963965,0.007872596388129002,0.86224562388397,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.39377972678219764,0.39377972678219764,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.311529103421201,0.02988082224690704,0.28164828117429397,9.42572057913993,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.40016097368240744,0.40016097368240744,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.025277542931009457,0.020882602058897064,0.004394940872112393,0.21045944656307433,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.06181000021379228,0.057031956762852914,0.004778043450939365,0.08377835378868653,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.028399420335139713,0.024731917663010992,0.0036675026721287203,0.14829026693768393,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.04976735236254241,0.04976735236254241,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.09729538963616129,0.05678140633944734,0.04051398329671395,0.7135079229020075,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.1985658575834999,0.1985658575834999,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.007303103376017506,0.005022147305753006,0.0022809560702645006,0.45417944385096065,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.5911996323129303,0.5911996323129303,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.4648375229391201,0.4648375229391201,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.0033762835466018414,0.0009301628086715511,0.00244612073793029,2.6297769757359086,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.010122606708406399,0.008342400996761676,0.0017802057116447223,0.21339248884532835,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.16815441996426256,0.16815441996426256,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.08299562668469258,0.08005429793989235,0.0029413287448002284,0.03674167184638461,0,0,1
Vector-MLP-L6,2.0,1.0,20,0.00821948427258112,0.0013016205310221291,0.006917863741558991,5.314808407429291,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.016559230659689627,0.01481357145302004,0.0017456592066695878,0.11784188655691809,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.1397852313516921,0.03596015184933279,0.10382507950235931,2.8872258364583545,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.017328813912919263,0.008445008177905156,0.008883805735014107,1.0519593999040742,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.01595505537775717,0.00869630277798737,0.007258752599769798,0.8346940976047442,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.016657558596475074,0.00925292417429173,0.007404634422183344,0.8002480386423502,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.024335059985767633,0.0070902231943985716,0.01724483679136906,2.4321994270917804,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.3969311894879177,0.3969311894879177,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.05728672816271517,0.03896822760756428,0.018318500555150892,0.4700881122854819,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.004292602213455075,0.00330105262747291,0.0009915495859821651,0.3003737588822498,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.017095838941426432,0.007300143489301644,0.009795695452124789,1.341849713841978,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.1246833129048118,0.0903459015002331,0.0343374114045787,0.3800660664666688,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.0031011228009238815,0.0031011228009238815,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.02846222957996198,0.021905976946612078,0.006556252633349902,0.2992905839957928,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.06912784041662207,0.0006779396809563337,0.06844990073566573,100.9675383495875,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.06896432923457926,0.05674074980812745,0.012223579426451817,0.21542858470828546,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.09782815512920828,0.09603266969185834,0.0017954854373499474,0.018696610675420687,0,1,1
Vector-MLP-L6,2.0,1.0,20,0.037435502332870914,0.014125070259555693,0.02331043207331522,1.6502878672440993,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.02911794687771175,0.02911794687771175,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.02526831904663259,0.010891388633442516,0.014376930413190075,1.3200273075413949,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.14640431005839952,0.10945463787629893,0.03694967218210059,0.3375797764171452,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.05518440621284203,0.04784268707396547,0.00734171913887656,0.15345540954934572,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.4660391367317342,0.4524589757209221,0.013580161010812108,0.030014126671206516,0,0,1
Vector-MLP-L6,2.0,1.0,20,0.5414321103718291,0.5414321103718291,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.1544203271532789,0.14935705080245212,0.00506327635082679,0.03390048426654968,0,0,1
Vector-MLP-L6,2.0,1.0,20,0.19085618288535372,0.17606713482763964,0.014789048057714083,0.08399664180479664,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.004315540435202309,0.004315540435202309,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.0010767749119753984,0.0007379391270592533,0.0003388357849161451,0.4591649534378709,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.006856844071490471,0.00587791209034582,0.0009789319811446505,0.16654416842206568,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.030673144415435758,0.026974280115091783,0.003698864300343975,0.13712559833151972,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.3056803986746988,0.3056803986746988,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.12189196869259601,0.004926751046272493,0.11696521764632352,23.740841895150695,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.018816261726781264,0.0029200759967642717,0.01589618573001699,5.4437575418007995,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.005794242907768346,0.004723551054042816,0.0010706918537255307,0.22667096035918607,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.06969597298949219,0.0429225170816728,0.02677345590781939,0.623762484778676,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.010386905045292254,0.004170679601715127,0.006216225443577127,1.490458639167775,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.19452002618218547,0.0721059606941629,0.12241406548802257,1.697696893703993,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.04403401751057928,0.018471088434610185,0.025562929075969097,1.3839427582443156,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.15074109883681214,0.1455601961621536,0.0051809026746585385,0.03559285306875397,0,0,1
Vector-MLP-L6,2.0,1.0,20,0.019675947661972244,0.01028972463853983,0.009386223023432413,0.9121938004323865,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.08054242237999962,0.07334635762601215,0.007196064753987472,0.09811073087882145,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.02965457916191424,0.009241264803626562,0.02041331435828768,2.208930789460427,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.045355907161178814,0.027767515110886806,0.017588392050292008,0.6334161332065371,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.04085909606818437,0.025681345777908968,0.015177750290275405,0.5910029178973661,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.05472313173956345,0.0481812580834552,0.006541873656108255,0.1357763146154676,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.35516227997508554,0.3533594824485728,0.001802797526512745,0.005101879576063508,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.17163205550742772,0.17163205550742772,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.006127446356792307,0.006034517478008742,9.292887878356495e-05,0.015399554168534687,0,1,1
Vector-MLP-L6,2.0,1.0,20,0.05166485157924504,0.048201385527091,0.0034634660521540364,0.07185407668846858,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.1842742907404281,0.18141286067393947,0.0028614300664886183,0.015773027644559224,0,1,1
Vector-MLP-L6,2.0,1.0,20,0.02621944937803284,0.02471018514604501,0.0015092642319878315,0.061078629037686384,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.019626416439408975,0.015218165542913475,0.0044082508964955,0.2896703209111992,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.3174398668137109,0.10504199762852648,0.2123978691851844,2.02202808381762,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.12450819727815388,0.12132642511023717,0.0031817721679167077,0.0262248901261679,0,0,1
Vector-MLP-L6,2.0,1.0,20,0.43204773407515984,0.43204773407515984,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.06497499146307498,0.04121201492868275,0.02376297653439223,0.576603123519051,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.0005869523355186403,0.0005869523355186403,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.5787167756514897,0.5787167756514897,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.30631878870663937,0.1730169481127084,0.13330184059393096,0.7704553920757761,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.018002928408430496,0.01799552050981476,7.407898615734848e-06,0.00041165236713739837,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.004278812019010196,0.004278812019010196,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.06286426031800002,0.036495160701995356,0.026369099616004664,0.7225368818437056,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.06119569407761015,0.05038433417432332,0.010811359903286827,0.21457780638483603,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.01036345306093561,0.0005561448724367406,0.00980730818849887,17.634448638406557,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.10388699956605478,0.006610321891770627,0.09727667767428415,14.715876059740236,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.008622754236253869,0.006429714586087628,0.002193039650166241,0.3410788489603344,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.1756113566091366,0.17219168111163263,0.0034196754975039656,0.019859702137915564,0,1,1
Vector-MLP-L6,2.0,1.0,20,0.01876248611202819,0.012095977026729893,0.006666509085298297,0.5511344036588804,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.04341217650296942,0.04022673126092033,0.003185445242049091,0.07918727528188958,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.09434945805839197,0.01971396475542863,0.07463549330296335,3.7859199927001486,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.04643122488160003,0.035359178761743756,0.011072046119856273,0.31313074872189844,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.10522757049584257,0.028690460045753485,0.07653711045008908,2.6676850189238235,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.06759411194616373,0.02813022315132531,0.03946388879483842,1.402899955060582,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.034395492171604265,0.03299415907795321,0.0014013330936510568,0.042472156672949776,0,0,1
Vector-MLP-L6,2.0,1.0,20,0.07692237087631808,0.04077626900296494,0.03614610187335314,0.8864494657597259,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.024039598118106943,0.022450957485403312,0.0015886406327036313,0.07076048465801514,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.00954761172120723,0.007250277553264754,0.0022973341679424766,0.3168615478600542,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.038196160791695,0.017026906491353886,0.021169254300341115,1.2432824665531979,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.031179002390957302,0.011290811416572928,0.019888190974384372,1.761449221018075,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.08822414320452425,0.0825316844435611,0.005692458760963151,0.06897301078176724,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.012708713044121545,0.002329016944589638,0.010379696099531908,4.456685522895911,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.2806605907864397,0.250179119239815,0.030481471546624672,0.1218385916428379,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.08958670291220995,0.06623245701637107,0.023354245895838885,0.35261029030021157,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.35585731285931094,0.35585731285931094,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.22230683462459044,0.20983279792469303,0.012474036699897412,0.059447506887718396,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.25125109861101536,0.25125109861101536,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.015581046765383688,0.014630634748227036,0.0009504120171566523,0.06496040899878419,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.11502459768767316,0.006286935774717366,0.1087376619129558,17.29581242904365,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.023633647830638146,0.012223015022605203,0.011410632808032943,0.9335366754381106,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.062367808385883156,0.05837808377878234,0.003989724607100814,0.06834284972798113,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.05424361658959948,0.01905351207120612,0.03519010451839336,1.8469090835790345,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.4930818756582297,0.4930818756582297,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.10990912049199991,0.014571797143165532,0.09533732334883438,6.54259199549381,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.6749586085025907,0.10664571959200851,0.5683128889105822,5.3289798323342055,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.07067313953011532,0.008107208665704127,0.0625659308644112,7.717320898508936,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.06714287703060934,0.056483949587520024,0.010658927443089314,0.18870719064313404,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.05722917752821507,0.054205808405035076,0.003023369123179992,0.05577574086874345,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.01938280265790109,0.014599093203714627,0.004783709454186462,0.3276716839487869,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.10311418184820194,0.06462206143444464,0.0384921204137573,0.5956498378313935,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.056715655850820335,0.023755077180415744,0.03296057867040459,1.387517220848185,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.2044480336630039,0.19797334921031062,0.00647468445269328,0.032704828596980026,0,0,1
Vector-MLP-L6,2.0,1.0,20,0.06327806964906166,0.023268821991257613,0.040009247657804045,1.7194358903444282,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.3159213690916545,0.2768289694069554,0.03909239968469913,0.14121498833177004,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.004907481984584575,0.004734273527759647,0.00017320845682492793,0.036586068762041644,0,0,1
Vector-MLP-L6,2.0,1.0,20,0.0018844743394758408,0.0018734381360972507,1.1036203378590086e-05,0.005890882205259642,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.12808165052168344,0.12808165052168344,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.012407377108316584,0.008729159390974605,0.0036782177173419785,0.42137135462837594,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.019439492750610108,0.011788857369159017,0.007650635381451091,0.6489717486502141,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.010125968145305026,0.010048097358536161,7.787078676886432e-05,0.007749804165931049,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.32132762296111245,0.05065570062107148,0.27067192234004095,5.343365485452359,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.045309962981708515,0.023012772186697644,0.02229719079501087,0.9689050330016125,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.06041248619118474,0.04294646212472455,0.017466024066460195,0.4066929661338715,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.268903390868962,0.26703552620716614,0.0018678646617958372,0.006994817087920908,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.08415740733975607,0.06548190836932219,0.018675498970433885,0.28520089648430624,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.01849791343501204,0.014190612741692482,0.00430730069331956,0.30353169181092304,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.12601216654089928,0.12601216654089928,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.17522992948613378,0.1739235860786341,0.0013063434074996882,0.0075110192754941595,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.017456934907676643,0.016988331893647936,0.00046860301402870674,0.027583815583678402,0,0,1
Vector-MLP-L6,2.0,1.0,20,0.037800281130645,0.034772646540720306,0.0030276345899246937,0.08706943218656653,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.026100666096646227,0.011238018127586912,0.014862647969059315,1.3225328345551177,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.06466106030446162,0.05705436654031608,0.007606693764145536,0.1333236038782492,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.23684611310665188,0.04487894798585727,0.1919671651207946,4.277443517198516,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.08542737017036389,0.005731915568717123,0.07969545460164677,13.90380818527717,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.01641739343519325,0.002307571388608452,0.014109822046584796,6.114576613421058,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.06187381288761813,0.04562526040276329,0.016248552484854843,0.35613062460177763,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.002404884910995106,0.002404884910995106,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.0645155874871261,0.024652926019473338,0.039862661467652764,1.6169545731068702,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.013976861532401805,0.00037366392153796285,0.013603197610863843,36.40489976895404,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.02167836743380351,0.003993814350756109,0.0176845530830474,4.427985762457727,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.0956109165659859,0.08838014188486726,0.007230774681118643,0.08181447242456533,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.03475590064828624,0.015328934107156526,0.019426966541129718,1.2673396861990534,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.2638523794483093,0.25499990538261547,0.008852474065693838,0.03471559745252106,0,0,1
Vector-MLP-L6,2.0,1.0,20,0.22485106948877776,0.22485106948877776,0.0,0.0,1,1,1
Vector-MLP-L6,2.0,1.0,20,0.014337518162283543,0.006073567054322422,0.008263951107961121,1.3606421126247141,0,0,0
Vector-MLP-L6,2.0,1.0,20,0.02056413883192726,0.00734917372281765,0.013214965109109609,1.7981565829747501,0,0,0
