model,beta,gamma_over_eta,n,selected_loss,oracle_min_loss,regret,rel_regret,near_0.01,near_0.02,near_0.05
Vector-MLP-L6,1.5,0.1,7,0.2052334321331297,0.20453004232612104,0.0007033898070086531,0.0034390537400227263,1,1,1
Vector-MLP-L6,1.5,0.1,7,0.2516680149970233,0.2465754028151391,0.0050926121818841985,0.02065336657161298,0,0,1
Vector-MLP-L6,1.5,0.1,7,0.006873836835145931,0.006384897882885841,0.0004889389522600898,0.07657741145252263,0,0,0
Vector-MLP-L6,1.5,0.1,7,0.15165694090410006,0.09851441354006588,0.05314252736403419,0.539439107988204,0,0,0
Vector-MLP-L6,1.5,0.1,7,0.3156510588541226,0.3120076463411199,0.0036434125130027084,0.011677318026428567,0,1,1
Vector-MLP-L6,1.5,0.1,7,0.08722569716052511,0.08722569716052511,0.0,0.0,1,1,1
Vector-MLP-L6,1.5,0.1,7,0.18263113122211014,0.1560531525674237,0.026577978654686446,0.17031362851322898,0,0,0
Vector-MLP-L6,1.5,0.1,7,0.6372942676393233,0.6350755940713931,0.0022186735679301517,0.0034935582293542456,1,1,1
Vector-MLP-L6,1.5,0.1,7,0.20844896750060432,0.1571387969782644,0.05131017052233991,0.32652770359084005,0,0,0
Vector-MLP-L6,1.5,0.1,7,0.10762029187806406,0.10229673879475917,0.0053235530833048855,0.05204030104992575,0,0,0
Vector-MLP-L6,1.5,0.1,7,0.010650657539537575,0.009451491522050916,0.0011991660174866595,0.12687584966763507,0,0,0
Vector-MLP-L6,1.5,0.1,7,0.17593028056619012,0.11953541189491566,0.05639486867127445,0.4717837817035469,0,0,0
