method,role,n_samples,J1_primary,J1_natural_zero,mean_loss_primary,failure_count,failure_rate
LRE,diagnostic,48000,0.8539498849556159,0.8539498849556159,0.7292304060157095,0,0.0
MLE,diagnostic,48000,1.2240503290829592,1.1631496570926578,1.4982992081281008,11096,0.23116666666666666
MDM-0.1,primary,48000,0.6304091999323665,0.6304091999323665,0.3974157593593665,0,0.0
WMLE,primary,48000,0.7265801365670151,0.7265801365670151,0.5279186948537424,0,0.0
LSE,primary,48000,0.8785200208223153,0.8785200208223153,0.7717974269856414,0,0.0
