beta,gamma_over_eta,n,method,mean_loss_primary,J1_primary,failure_rate,n_samples
2.5,0.25,10,WMLE,0.26445314987669083,0.5142500849554532,0.0,300
2.5,0.25,15,LRE,0.2731051750199149,0.5225946565168026,0.0,300
2.5,0.25,15,LSE,0.29995168464588917,0.5476784500470046,0.0,300
2.5,0.25,15,MDM-0.1,0.21031701431919284,0.45860333003500187,0.0,300
2.5,0.25,15,MLE,0.6813801231558301,0.8254575235321501,0.12333333333333334,300
2.5,0.25,15,WMLE,0.2206452484368055,0.4697289095178254,0.0,300
2.5,0.25,20,LRE,0.22134302122639,0.47047106311269554,0.0,300
2.5,0.25,20,LSE,0.23948611069026327,0.48937318141706876,0.0,300
2.5,0.25,20,MDM-0.1,0.15608645038950883,0.39507777764575525,0.0,300
2.5,0.25,20,MLE,0.3967453399048087,0.6298772419327505,0.04666666666666667,300
2.5,0.25,20,WMLE,0.1697461119191415,0.4120025630006948,0.0,300
2.5,0.5,7,LRE,0.8913564039155106,0.9441167321446595,0.0,300
2.5,0.5,7,LSE,1.0482259095209507,1.0238290431126433,0.0,300
2.5,0.5,7,MDM-0.1,0.38543297091146916,0.620832482165253,0.0,300
2.5,0.5,7,MLE,2.546595097093163,1.5958054696902009,0.4066666666666667,300
2.5,0.5,7,WMLE,0.4733835018963226,0.688028707174579,0.0,300
2.5,0.5,10,LRE,0.5988963366987509,0.7738839297328449,0.0,300
2.5,0.5,10,LSE,0.6433637652924888,0.8020995981126589,0.0,300
2.5,0.5,10,MDM-0.1,0.329929879891739,0.5743952296909672,0.0,300
2.5,0.5,10,MLE,1.5147980941851387,1.2307713411455186,0.32,300
2.5,0.5,10,WMLE,0.44484357212750003,0.6669659452532041,0.0,300
2.5,0.5,15,LRE,0.4661377878037771,0.6827428416349578,0.0,300
2.5,0.5,15,LSE,0.4798328081115715,0.6926996521664865,0.0,300
2.5,0.5,15,MDM-0.1,0.22393596065079824,0.47321872390132474,0.0,300
2.5,0.5,15,MLE,0.8406442660386144,0.9168665475621927,0.13666666666666666,300
2.5,0.5,15,WMLE,0.3293643231524588,0.5739027122713908,0.0,300
2.5,0.5,20,LRE,0.3478150481329499,0.5897584659273234,0.0,300
2.5,0.5,20,LSE,0.35709067432016955,0.5975706437904806,0.0,300
2.5,0.5,20,MDM-0.1,0.17209775322464774,0.4148466623038538,0.0,300
2.5,0.5,20,MLE,0.516072848920592,0.7183821050949084,0.05,300
2.5,0.5,20,WMLE,0.263539916495955,0.5133613897596457,0.0,300
2.5,0.75,7,LRE,1.056872928086776,1.028043252050601,0.0,300
2.5,0.75,7,LSE,1.1494274227502805,1.0721135307187764,0.0,300
2.5,0.75,7,MDM-0.1,0.5015274815416945,0.7081860500897307,0.0,300
2.5,0.75,7,MLE,2.5965028785164,1.61136677343068,0.4766666666666667,300
2.5,0.75,7,WMLE,0.7519445393237691,0.8671473573296348,0.0,300
2.5,0.75,10,LRE,0.9599063917690993,0.9797481266984384,0.0,300
2.5,0.75,10,LSE,1.0234584797804787,1.0116612475431086,0.0,300
2.5,0.75,10,MDM-0.1,0.34741638724371976,0.5894203824467896,0.0,300
2.5,0.75,10,MLE,2.088885157484969,1.445297601701798,0.34,300
2.5,0.75,10,WMLE,0.6649456220516459,0.8154419795740503,0.0,300
2.5,0.75,15,LRE,0.6220426435555126,0.7886968007767704,0.0,300
2.5,0.75,15,LSE,0.6228879595737963,0.7892325129984169,0.0,300
2.5,0.75,15,MDM-0.1,0.2107220068235687,0.4590446675690381,0.0,300
2.5,0.75,15,MLE,0.9851955179833773,0.9925701577134874,0.11,300
2.5,0.75,15,WMLE,0.4498356684141722,0.6706978965332843,0.0,300
2.5,0.75,20,LRE,0.6323031997004044,0.7951749491152273,0.0,300
2.5,0.75,20,LSE,0.6229661902190473,0.7892820726578346,0.0,300
2.5,0.75,20,MDM-0.1,0.1789512875785351,0.42302634383515064,0.0,300
2.5,0.75,20,MLE,0.7703438597120693,0.8776923491247199,0.05333333333333334,300
2.5,0.75,20,WMLE,0.3833959048380508,0.6191897163535993,0.0,300
2.5,1.0,7,LRE,1.6251118107111293,1.274798733412898,0.0,300
2.5,1.0,7,LSE,1.741128113523448,1.3195181368679432,0.0,300
2.5,1.0,7,MDM-0.1,0.39589253415722236,0.6291999158909848,0.0,300
2.5,1.0,7,MLE,3.5352933976408214,1.8802375907424098,0.42,300
2.5,1.0,7,WMLE,0.8194259899917183,0.9052215143221677,0.0,300
2.5,1.0,10,LRE,1.235661858482522,1.1116032828678233,0.0,300
2.5,1.0,10,LSE,1.2574423849623722,1.1213573850304692,0.0,300
2.5,1.0,10,MDM-0.1,0.3192105210716406,0.5649871866437686,0.0,300
2.5,1.0,10,MLE,2.213004025164574,1.4876168946219233,0.31,300
2.5,1.0,10,WMLE,0.7599148383403952,0.8717309437781793,0.0,300
