beta,n,gamma_eta,rep,method,loss_i
1.5,7,0.5,320,wmle,0.20756721900000003
1.5,7,0.5,321,oracle,0.439631076629
1.5,7,0.5,321,mdm0,0.439631076629
1.5,7,0.5,321,dual,0.439631076629
1.5,7,0.5,321,lmom,0.439631076629
1.5,7,0.5,321,wmle,0.42644994296100003
1.5,7,0.5,322,oracle,0.566966961076
1.5,7,0.5,322,mdm0,0.566966961076
1.5,7,0.5,322,dual,0.566966961076
1.5,7,0.5,322,lmom,0.566966961076
1.5,7,0.5,322,wmle,0.5652982687791112
1.5,7,0.5,323,oracle,0.083317101826
1.5,7,0.5,323,mdm0,0.083317101826
1.5,7,0.5,323,dual,0.083317101826
1.5,7,0.5,323,lmom,0.01736343372011112
1.5,7,0.5,323,wmle,0.045965425166
1.5,7,0.5,324,oracle,0.23052791626177777
1.5,7,0.5,324,mdm0,0.23052791626177777
1.5,7,0.5,324,dual,0.23052791626177777
1.5,7,0.5,324,lmom,0.23052791626177777
1.5,7,0.5,324,wmle,0.21980725406144444
1.5,7,0.5,325,oracle,0.3957942068204444
1.5,7,0.5,325,mdm0,0.3957942068204444
1.5,7,0.5,325,dual,0.3957942068204444
1.5,7,0.5,325,lmom,0.3957942068204444
1.5,7,0.5,325,wmle,0.3940375680934444
1.5,7,0.5,326,oracle,0.137288910685
1.5,7,0.5,326,mdm0,0.09946913503611113
1.5,7,0.5,326,dual,0.11870653846277777
1.5,7,0.5,326,wmle,0.08678700944099997
1.5,7,0.5,327,oracle,0.06081786132811109
1.5,7,0.5,327,mdm0,0.05854076233511109
1.5,7,0.5,327,dual,0.06081786132811109
1.5,7,0.5,327,wmle,0.04050638776177777
1.5,7,0.5,328,oracle,0.15451046196544446
1.5,7,0.5,328,mdm0,2.0903519809169997
1.5,7,0.5,328,dual,0.8340491183894445
1.5,7,0.5,328,wmle,0.465208394517
1.5,7,0.5,329,oracle,0.62388999194
1.5,7,0.5,329,mdm0,0.62388999194
1.5,7,0.5,329,dual,0.62388999194
1.5,7,0.5,329,lmom,0.62388999194
1.5,7,0.5,329,wmle,0.617886063412
1.5,7,0.5,330,oracle,0.06218811270800004
1.5,7,0.5,330,mdm0,0.08056500143444441
1.5,7,0.5,330,dual,0.06208023449611111
1.5,7,0.5,330,lmom,0.08056500143444441
1.5,7,0.5,330,wmle,0.06218811270800004
1.5,7,0.5,331,oracle,0.038571225529777785
1.5,7,0.5,331,mdm0,0.1404631905671111
1.5,7,0.5,331,dual,0.11754482313611113
1.5,7,0.5,331,lmom,0.1404631905671111
1.5,7,0.5,331,wmle,0.169870955221
1.5,7,0.5,332,oracle,0.04267645425344444
1.5,7,0.5,332,mdm0,0.263643185803111
1.5,7,0.5,332,dual,0.21476056862799991
1.5,7,0.5,332,wmle,0.06033695344199998
1.5,7,0.5,333,oracle,0.104201340102
1.5,7,0.5,333,mdm0,0.104201340102
1.5,7,0.5,333,dual,0.104201340102
1.5,7,0.5,333,lmom,0.08945392111877776
1.5,7,0.5,333,wmle,0.08096987284911114
1.5,7,0.5,334,oracle,0.07909556398899999
1.5,7,0.5,334,mdm0,0.07909556398899999
1.5,7,0.5,334,dual,0.07909556398899999
1.5,7,0.5,334,lmom,0.07909556398899999
1.5,7,0.5,334,wmle,0.06660133482011113
1.5,7,0.5,335,oracle,0.6838291899534443
1.5,7,0.5,335,mdm0,0.24707248504544446
1.5,7,0.5,335,dual,0.4781498055291111
1.5,7,0.5,335,wmle,0.24707248504544446
1.5,7,0.5,336,oracle,0.3637880223970001
1.5,7,0.5,336,mdm0,0.3637880223970001
1.5,7,0.5,336,dual,0.3637880223970001
1.5,7,0.5,336,lmom,0.3637880223970001
1.5,7,0.5,336,wmle,0.34609656173744446
1.5,7,0.5,337,oracle,0.027035892617111125
1.5,7,0.5,337,mdm0,0.027035892617111125
1.5,7,0.5,337,dual,0.027035892617111125
1.5,7,0.5,337,lmom,0.027035892617111125
1.5,7,0.5,337,wmle,0.015449230268111104
1.5,7,0.5,338,oracle,0.8955043396561111
1.5,7,0.5,338,mdm0,0.8955043396561111
1.5,7,0.5,338,dual,0.8955043396561111
1.5,7,0.5,338,wmle,0.7365175426040002
1.5,7,0.5,339,oracle,0.11925870336800001
1.5,7,0.5,339,mdm0,0.4000608700854443
1.5,7,0.5,339,dual,0.4000608700854443
1.5,7,0.5,339,wmle,0.1730043788787778
1.5,7,0.5,340,oracle,0.4587174917334444
1.5,7,0.5,340,mdm0,0.5204388701694445
1.5,7,0.5,340,dual,0.4967928056480001
1.5,7,0.5,340,lmom,0.4764237665017779
1.5,7,0.5,340,wmle,0.4587174917334444
1.5,7,0.5,341,oracle,0.28251927106777774
1.5,7,0.5,341,mdm0,0.28251927106777774
1.5,7,0.5,341,dual,0.28251927106777774
1.5,7,0.5,341,lmom,0.28251927106777774
1.5,7,0.5,341,wmle,0.26662224670544454
1.5,7,0.5,342,oracle,0.17162512121299994
1.5,7,0.5,342,mdm0,0.21640235080677783
1.5,7,0.5,342,dual,0.17952929567377773
1.5,7,0.5,342,wmle,0.23741073620511105
1.5,7,0.5,343,oracle,0.08586228748244444
1.5,7,0.5,343,mdm0,0.08586228748244444
1.5,7,0.5,343,dual,0.08586228748244444
1.5,7,0.5,343,lmom,0.07764570125744445
1.5,7,0.5,343,wmle,0.059297707296111106
1.5,7,0.5,344,oracle,0.18816133136144442
1.5,7,0.5,344,mdm0,0.140975909437
1.5,7,0.5,344,dual,0.15896024661977776
1.5,7,0.5,344,wmle,0.140975909437
1.5,7,0.5,345,oracle,0.07234767988499996
1.5,7,0.5,345,mdm0,0.04794565614499999
1.5,7,0.5,345,dual,0.07234767988499996
1.5,7,0.5,345,wmle,0.02705051074677779
1.5,7,0.5,346,oracle,0.06289897859077777
1.5,7,0.5,346,mdm0,0.06289897859077777
1.5,7,0.5,346,dual,0.06289897859077777
1.5,7,0.5,346,lmom,0.06289897859077777
1.5,7,0.5,346,wmle,0.038839346018777775
1.5,7,0.5,347,oracle,0.401671463481
1.5,7,0.5,347,mdm0,0.394565331602
1.5,7,0.5,347,dual,0.401671463481
1.5,7,0.5,347,wmle,0.27065649788011115
1.5,7,0.5,348,oracle,0.050604637850444466
1.5,7,0.5,348,mdm0,0.30347596439799995
1.5,7,0.5,348,dual,0.30347596439799995
1.5,7,0.5,348,wmle,0.14062045697344444
1.5,7,0.5,349,oracle,0.18452318926377778
1.5,7,0.5,349,mdm0,0.18452318926377778
1.5,7,0.5,349,dual,0.18452318926377778
1.5,7,0.5,349,lmom,0.15382320482811115
1.5,7,0.5,349,wmle,0.14908217009077782
1.5,7,0.5,350,oracle,0.046807349605999984
1.5,7,0.5,350,mdm0,0.17875194308900005
1.5,7,0.5,350,dual,0.17875194308900005
1.5,7,0.5,350,wmle,0.048330065608999995
1.5,7,0.5,351,oracle,0.37420700846544463
1.5,7,0.5,351,mdm0,1.6360534625569996
1.5,7,0.5,351,dual,1.6360534625569996
1.5,7,0.5,351,wmle,1.6360534625569996
1.5,7,0.5,352,oracle,0.09387072846599998
1.5,7,0.5,352,mdm0,0.5520723255027776
1.5,7,0.5,352,dual,0.4417913770671111
1.5,7,0.5,352,wmle,0.35982200924811125
1.5,7,0.5,353,oracle,0.11452951427699998
1.5,7,0.5,353,mdm0,0.11582694341300002
1.5,7,0.5,353,dual,0.11452951427699998
1.5,7,0.5,353,lmom,0.1392024191597778
1.5,7,0.5,353,wmle,0.13513897423699994
1.5,7,0.5,354,oracle,0.019844954872111104
1.5,7,0.5,354,mdm0,0.019844954872111104
1.5,7,0.5,354,dual,0.019844954872111104
1.5,7,0.5,354,lmom,0.008084346677444449
1.5,7,0.5,354,wmle,0.008084346677444449
1.5,7,0.5,355,oracle,0.037659535166777745
1.5,7,0.5,355,mdm0,0.037659535166777745
1.5,7,0.5,355,dual,0.037659535166777745
1.5,7,0.5,355,lmom,0.02859912534900002
1.5,7,0.5,355,wmle,0.02882924486899998
1.5,7,0.5,356,oracle,0.4436786682027777
1.5,7,0.5,356,mdm0,1.157391355677444
1.5,7,0.5,356,dual,1.157391355677444
1.5,7,0.5,356,wmle,1.157391355677444
1.5,7,0.5,357,oracle,0.2156426754721111
1.5,7,0.5,357,mdm0,0.2156426754721111
1.5,7,0.5,357,dual,0.2156426754721111
1.5,7,0.5,357,wmle,0.158481032877
1.5,7,0.5,358,oracle,0.011579589932000004
1.5,7,0.5,358,mdm0,0.008279818926444436
1.5,7,0.5,358,dual,0.009249428553111118
1.5,7,0.5,358,lmom,0.011579589932000004
1.5,7,0.5,358,wmle,0.00784197628
1.5,7,0.5,359,oracle,0.061517865989000005
1.5,7,0.5,359,mdm0,0.05553148201344443
1.5,7,0.5,359,dual,0.0596411147817778
1.5,7,0.5,359,lmom,0.06067318898899997
1.5,7,0.5,359,wmle,0.06067318898899997
1.5,7,0.5,360,oracle,0.057805290836111106
1.5,7,0.5,360,mdm0,0.0344479153681111
1.5,7,0.5,360,dual,0.028291661425777763
1.5,7,0.5,360,wmle,0.048737754274777764
1.5,7,0.5,361,oracle,0.34448536221611115
1.5,7,0.5,361,mdm0,0.3143254557827777
1.5,7,0.5,361,dual,0.32274659174100007
1.5,7,0.5,361,wmle,0.310304072286
1.5,7,0.5,362,oracle,0.45739628267377785
1.5,7,0.5,362,mdm0,0.4532115492090001
1.5,7,0.5,362,dual,0.45739628267377785
1.5,7,0.5,362,wmle,0.38684250626999994
1.5,7,0.5,363,oracle,0.029766007258777788
1.5,7,0.5,363,mdm0,0.047429060489999994
1.5,7,0.5,363,dual,0.038761824557000016
1.5,7,0.5,363,lmom,0.06678055697877777
1.5,7,0.5,363,wmle,0.07573713806544448
1.5,7,0.5,364,oracle,0.03721828528444444
1.5,7,0.5,364,mdm0,0.02495211437977779
1.5,7,0.5,364,dual,0.030114906226777784
1.5,7,0.5,364,wmle,0.02884015013377776
1.5,7,0.5,365,oracle,0.46877365933299986
1.5,7,0.5,365,mdm0,3.3413358176111108
1.5,7,0.5,365,dual,3.3413358176111108
1.5,7,0.5,365,wmle,3.3413358176111108
1.5,7,0.5,366,oracle,0.1591239341707779
1.5,7,0.5,366,mdm0,2.2111261313107775
1.5,7,0.5,366,dual,1.6529977944027778
1.5,7,0.5,366,wmle,1.6529977944027778
1.5,7,0.5,367,oracle,0.10649515538544442
1.5,7,0.5,367,mdm0,0.10649515538544442
1.5,7,0.5,367,dual,0.10649515538544442
1.5,7,0.5,367,lmom,0.09410379724011113
1.5,7,0.5,367,wmle,0.09532660636844445
1.5,7,0.5,368,oracle,0.564000360169
1.5,7,0.5,368,mdm0,0.564000360169
1.5,7,0.5,368,dual,0.564000360169
1.5,7,0.5,368,lmom,0.466628704338
1.5,7,0.5,368,wmle,0.49455774195577784
1.5,7,0.5,369,oracle,0.2054725813284444
1.5,7,0.5,369,mdm0,0.2054725813284444
1.5,7,0.5,369,dual,0.2054725813284444
1.5,7,0.5,369,lmom,0.19868036915477777
1.5,7,0.5,369,wmle,0.19089172151299996
1.5,7,0.5,370,oracle,0.5356525090084444
1.5,7,0.5,370,mdm0,0.5356525090084444
1.5,7,0.5,370,dual,0.5356525090084444
1.5,7,0.5,370,lmom,0.5524473009094444
1.5,7,0.5,370,wmle,0.585987383313
1.5,7,0.5,371,oracle,0.046168650838777775
1.5,7,0.5,371,mdm0,0.03707234859244444
1.5,7,0.5,371,dual,0.039997594902
1.5,7,0.5,371,wmle,0.021174493682000008
1.5,7,0.5,372,oracle,0.06434125472111113
1.5,7,0.5,372,mdm0,0.436225716794
1.5,7,0.5,372,dual,0.436225716794
1.5,7,0.5,372,wmle,0.3371011613810001
1.5,7,0.5,373,oracle,0.15687692463744451
1.5,7,0.5,373,mdm0,0.15687692463744451
1.5,7,0.5,373,dual,0.15687692463744451
1.5,7,0.5,373,lmom,0.1319344425171111
1.5,7,0.5,373,wmle,0.12826427284900005
1.5,7,0.5,374,oracle,0.184386356045
1.5,7,0.5,374,mdm0,0.6453948815837779
1.5,7,0.5,374,dual,0.40940371790500013
1.5,7,0.5,374,wmle,0.2716540173704446
1.5,7,0.5,375,oracle,0.2784440805751111
1.5,7,0.5,375,mdm0,0.05659137423400002
1.5,7,0.5,375,dual,0.12512165931199998
1.5,7,0.5,375,wmle,0.07442594288900004
1.5,7,0.5,376,oracle,0.4368558555364444
1.5,7,0.5,376,mdm0,0.976929159685
1.5,7,0.5,376,dual,0.40098937342100005
1.5,7,0.5,376,wmle,0.39532782891999996
1.5,7,0.5,377,oracle,0.087482528738
1.5,7,0.5,377,mdm0,0.087482528738
1.5,7,0.5,377,dual,0.087482528738
1.5,7,0.5,377,lmom,0.08506301141611108
1.5,7,0.5,377,wmle,0.08506301141611108
1.5,7,0.5,378,oracle,0.010797362693777778
1.5,7,0.5,378,mdm0,0.009942557002777769
1.5,7,0.5,378,dual,0.010797362693777778
1.5,7,0.5,378,lmom,0.007937396917444443
1.5,7,0.5,378,wmle,0.007849627093777772
1.5,7,0.5,379,oracle,0.4932495644057778
1.5,7,0.5,379,mdm0,3.855842331268444
1.5,7,0.5,379,dual,3.855842331268444
1.5,7,0.5,379,wmle,3.855842331268444
1.5,7,0.5,380,oracle,0.22315299853611117
1.5,7,0.5,380,mdm0,0.22315299853611117
1.5,7,0.5,380,dual,0.22315299853611117
1.5,7,0.5,380,lmom,0.22315299853611117
1.5,7,0.5,380,wmle,0.22534943676600003
1.5,7,0.5,381,oracle,0.32930931360977783
1.5,7,0.5,381,mdm0,0.32930931360977783
1.5,7,0.5,381,dual,0.32930931360977783
1.5,7,0.5,381,lmom,0.2568703308737777
1.5,7,0.5,381,wmle,0.24251794270499996
1.5,7,0.5,382,oracle,0.07090319686977775
1.5,7,0.5,382,mdm0,0.07090319686977775
1.5,7,0.5,382,dual,0.07090319686977775
1.5,7,0.5,382,lmom,0.053617279842444465
1.5,7,0.5,382,wmle,0.053617279842444465
1.5,7,0.5,383,oracle,0.11763785006099997
1.5,7,0.5,383,mdm0,0.11763785006099997
1.5,7,0.5,383,dual,0.11763785006099997
1.5,7,0.5,383,lmom,0.11712688456599998
1.5,7,0.5,383,wmle,0.11400118004544443
1.5,7,0.5,384,oracle,0.32853837654677776
1.5,7,0.5,384,mdm0,0.32853837654677776
1.5,7,0.5,384,dual,0.32853837654677776
1.5,7,0.5,384,lmom,0.3204124432161112
1.5,7,0.5,384,wmle,0.286556263801
1.5,7,0.5,385,oracle,0.044337885390777786
1.5,7,0.5,385,mdm0,0.044337885390777786
1.5,7,0.5,385,dual,0.044337885390777786
1.5,7,0.5,385,lmom,0.044337885390777786
1.5,7,0.5,385,wmle,0.043881034864444425
1.5,7,0.5,386,oracle,0.4181831457827778
1.5,7,0.5,386,mdm0,0.4181831457827778
1.5,7,0.5,386,dual,0.4181831457827778
1.5,7,0.5,386,lmom,0.4181831457827778
1.5,7,0.5,386,wmle,0.40694642670677783
1.5,7,0.5,387,oracle,0.15145691100944447
1.5,7,0.5,387,mdm0,0.15145691100944447
1.5,7,0.5,387,dual,0.15145691100944447
1.5,7,0.5,387,lmom,0.13606894052544438
1.5,7,0.5,387,wmle,0.13101432484100003
1.5,7,0.5,388,oracle,0.12316535028511108
1.5,7,0.5,388,mdm0,0.11540416091399999
1.5,7,0.5,388,dual,0.07863233043600001
1.5,7,0.5,388,wmle,0.11540416091399999
1.5,7,0.5,389,oracle,0.0032533687210000075
1.5,7,0.5,389,mdm0,0.04399640433511109
1.5,7,0.5,389,dual,0.03194369941344445
1.5,7,0.5,389,wmle,0.0032533687210000075
1.5,7,0.5,390,oracle,0.19953269468900003
1.5,7,0.5,390,mdm0,0.18434404125611112
1.5,7,0.5,390,dual,0.11752387095977782
1.5,7,0.5,390,wmle,0.18434404125611112
1.5,7,0.5,391,oracle,0.012446022302777773
1.5,7,0.5,391,mdm0,0.03179394806144443
1.5,7,0.5,391,dual,0.022943633828444443
1.5,7,0.5,391,lmom,0.04449086722011111
1.5,7,0.5,391,wmle,0.05287785078911113
1.5,7,0.5,392,oracle,0.10314199563600003
1.5,7,0.5,392,mdm0,0.23776944801844435
1.5,7,0.5,392,dual,0.23776944801844435
1.5,7,0.5,392,lmom,0.26940847623211117
1.5,7,0.5,392,wmle,0.10314199563600003
1.5,7,0.5,393,oracle,0.21980818807344443
1.5,7,0.5,393,mdm0,0.21980818807344443
1.5,7,0.5,393,dual,0.21980818807344443
1.5,7,0.5,393,lmom,0.204891276061
1.5,7,0.5,393,wmle,0.1862664517804444
1.5,7,0.5,394,oracle,0.24707800467444452
1.5,7,0.5,394,mdm0,1.5079315524740005
1.5,7,0.5,394,dual,0.836770926271778
1.5,7,0.5,394,wmle,0.48373392027999995
1.5,7,0.5,395,oracle,0.19681120271377775
1.5,7,0.5,395,mdm0,0.19681120271377775
1.5,7,0.5,395,dual,0.19681120271377775
1.5,7,0.5,395,lmom,0.19681120271377775
1.5,7,0.5,395,wmle,0.19169341383077776
1.5,7,0.5,396,oracle,0.21258863958011115
1.5,7,0.5,396,mdm0,0.700748218584
1.5,7,0.5,396,dual,0.5963601135397777
1.5,7,0.5,396,wmle,0.2836482154130001
1.5,7,0.5,397,oracle,0.08993504146411115
1.5,7,0.5,397,mdm0,0.08993504146411115
1.5,7,0.5,397,dual,0.08993504146411115
1.5,7,0.5,397,lmom,0.08993504146411115
1.5,7,0.5,397,wmle,0.07756992815444444
1.5,7,0.5,398,oracle,0.5762349254889999
1.5,7,0.5,398,mdm0,0.5762349254889999
1.5,7,0.5,398,dual,0.5762349254889999
1.5,7,0.5,398,wmle,0.5270704519759999
1.5,7,0.5,399,oracle,0.11175090633611107
1.5,7,0.5,399,mdm0,0.18555199948844442
1.5,7,0.5,399,dual,0.15724650354377787
1.5,7,0.5,399,lmom,0.22430833902844444
1.5,7,0.5,399,wmle,0.22430833902844444
1.5,7,0.5,400,oracle,0.03977315146777776
1.5,7,0.5,400,mdm0,0.018986663077444427
1.5,7,0.5,400,dual,0.028700372021111108
1.5,7,0.5,400,wmle,0.01292951699999999
1.5,7,0.5,401,oracle,0.18479868163699997
1.5,7,0.5,401,mdm0,0.1620158616057778
1.5,7,0.5,401,dual,0.16182800034100003
1.5,7,0.5,401,wmle,0.18089748223044444
1.5,7,0.5,402,oracle,0.8073065572774445
1.5,7,0.5,402,mdm0,0.8073065572774445
1.5,7,0.5,402,dual,0.8073065572774445
1.5,7,0.5,402,lmom,0.8073065572774445
1.5,7,0.5,402,wmle,0.7984529768090001
1.5,7,0.5,403,oracle,0.14857122611599993
1.5,7,0.5,403,mdm0,0.5702259005877777
1.5,7,0.5,403,dual,0.47412414598277797
1.5,7,0.5,403,wmle,0.2601518348079999
1.5,7,0.5,404,oracle,0.27597111513444433
1.5,7,0.5,404,mdm0,3.070731103157445
1.5,7,0.5,404,dual,2.00386677992
1.5,7,0.5,404,wmle,0.8760245600104443
1.5,7,0.5,405,oracle,0.117868814164
1.5,7,0.5,405,mdm0,0.32036269769844444
1.5,7,0.5,405,dual,0.282935814462
1.5,7,0.5,405,wmle,0.14473402429044446
1.5,7,0.5,406,oracle,0.44102528581477785
1.5,7,0.5,406,mdm0,1.317700041615111
1.5,7,0.5,406,dual,1.317700041615111
1.5,7,0.5,406,wmle,1.2267228004894444
1.5,7,0.5,407,oracle,0.21282212904277775
1.5,7,0.5,407,mdm0,0.21282212904277775
1.5,7,0.5,407,dual,0.21282212904277775
1.5,7,0.5,407,lmom,0.21282212904277775
1.5,7,0.5,407,wmle,0.2066019480471111
1.5,7,0.5,408,oracle,0.7956808450854443
1.5,7,0.5,408,mdm0,0.595107894618
1.5,7,0.5,408,dual,0.7956808450854443
1.5,7,0.5,408,wmle,0.595107894618
1.5,7,0.5,409,oracle,0.6688104701001111
1.5,7,0.5,409,mdm0,0.6688104701001111
1.5,7,0.5,409,dual,0.6688104701001111
1.5,7,0.5,409,lmom,0.6688104701001111
1.5,7,0.5,409,wmle,0.6645429799814445
1.5,7,0.5,410,oracle,0.013975487116111128
1.5,7,0.5,410,mdm0,0.08317476684977776
1.5,7,0.5,410,dual,0.05119101452777778
1.5,7,0.5,410,wmle,0.013975487116111128
1.5,7,0.5,411,oracle,0.21225373706900003
1.5,7,0.5,411,mdm0,0.21225373706900003
1.5,7,0.5,411,dual,0.21225373706900003
1.5,7,0.5,411,lmom,0.21225373706900003
1.5,7,0.5,411,wmle,0.1976228529427777
1.5,7,0.5,412,oracle,0.15698925747999995
1.5,7,0.5,412,mdm0,0.606916498281
1.5,7,0.5,412,dual,0.606916498281
1.5,7,0.5,412,wmle,0.31022034102100005
1.5,7,0.5,413,oracle,0.04261009726644442
1.5,7,0.5,413,mdm0,0.040038437435111096
1.5,7,0.5,413,dual,0.04261009726644442
1.5,7,0.5,413,lmom,0.02972584062777778
1.5,7,0.5,413,wmle,0.019710543109444444
1.5,7,0.5,414,oracle,0.28818399240044446
1.5,7,0.5,414,mdm0,0.2598770647051111
1.5,7,0.5,414,dual,0.2815631989824445
1.5,7,0.5,414,wmle,0.22546232811077777
1.5,7,0.5,415,oracle,0.16818668954144442
1.5,7,0.5,415,mdm0,0.16818668954144442
1.5,7,0.5,415,dual,0.16818668954144442
1.5,7,0.5,415,lmom,0.16818668954144442
1.5,7,0.5,415,wmle,0.15341653256411114
1.5,7,0.5,416,oracle,0.05998315426177779
1.5,7,0.5,416,mdm0,0.04836078315344447
1.5,7,0.5,416,dual,0.05998315426177779
1.5,7,0.5,416,wmle,0.025031093630777802
1.5,7,0.5,417,oracle,0.6884342891054442
1.5,7,0.5,417,mdm0,0.6884342891054442
1.5,7,0.5,417,dual,0.6884342891054442
1.5,7,0.5,417,wmle,0.6634763792210001
1.5,7,0.5,418,oracle,1.372812956037
1.5,7,0.5,418,mdm0,1.372812956037
1.5,7,0.5,418,dual,1.372812956037
1.5,7,0.5,418,lmom,1.372812956037
1.5,7,0.5,418,wmle,1.3727323644877778
1.5,7,0.5,419,oracle,0.06639363156544442
1.5,7,0.5,419,mdm0,0.06960992989699995
1.5,7,0.5,419,dual,0.06639363156544442
1.5,7,0.5,419,lmom,0.0913614792227778
1.5,7,0.5,419,wmle,0.06639363156544442
1.5,7,0.5,420,oracle,0.20559725544500002
1.5,7,0.5,420,mdm0,0.3948772948850002
1.5,7,0.5,420,dual,0.16588203424177772
1.5,7,0.5,420,wmle,0.20559725544500002
1.5,7,0.5,421,oracle,0.31435778631511113
1.5,7,0.5,421,mdm0,0.31435778631511113
1.5,7,0.5,421,dual,0.31435778631511113
1.5,7,0.5,421,lmom,0.2998188904854444
1.5,7,0.5,421,wmle,0.29096830621399994
1.5,7,0.5,422,oracle,0.5632973441841114
1.5,7,0.5,422,mdm0,1.7840914821294442
1.5,7,0.5,422,dual,1.7840914821294442
1.5,7,0.5,422,wmle,1.5812075704051107
1.5,7,0.5,423,oracle,0.7677490164210001
1.5,7,0.5,423,mdm0,1.2238790422187782
1.5,7,0.5,423,dual,0.5831653417671111
1.5,7,0.5,423,wmle,1.2238790422187782
1.5,7,0.5,424,oracle,1.290868578101
1.5,7,0.5,424,mdm0,1.477288023131111
1.5,7,0.5,424,dual,1.477288023131111
1.5,7,0.5,424,wmle,1.477288023131111
1.5,7,0.5,425,oracle,0.2782492437571112
1.5,7,0.5,425,mdm0,0.2782492437571112
1.5,7,0.5,425,dual,0.2782492437571112
1.5,7,0.5,425,lmom,0.2782492437571112
1.5,7,0.5,425,wmle,0.2735753855420001
1.5,7,0.5,426,oracle,0.085492579049
1.5,7,0.5,426,mdm0,0.085492579049
1.5,7,0.5,426,dual,0.085492579049
1.5,7,0.5,426,lmom,0.085492579049
1.5,7,0.5,426,wmle,0.07015619420111113
1.5,7,0.5,427,oracle,0.018353200957111106
1.5,7,0.5,427,mdm0,0.11269407443377778
1.5,7,0.5,427,dual,0.07412836570544444
1.5,7,0.5,427,wmle,0.0207279631481111
1.5,7,0.5,428,oracle,0.5603228248004444
1.5,7,0.5,428,mdm0,0.5603228248004444
1.5,7,0.5,428,dual,0.5603228248004444
1.5,7,0.5,428,lmom,0.5603228248004444
1.5,7,0.5,428,wmle,0.5585782361637778
1.5,7,0.5,429,oracle,0.47096300270599994
1.5,7,0.5,429,mdm0,0.47096300270599994
1.5,7,0.5,429,dual,0.47096300270599994
1.5,7,0.5,429,lmom,0.47096300270599994
1.5,7,0.5,429,wmle,0.4477942768524444
1.5,7,0.5,430,oracle,0.059102778703111106
1.5,7,0.5,430,mdm0,0.024342588882444432
1.5,7,0.5,430,dual,0.010532892288999982
1.5,7,0.5,430,wmle,0.024342588882444432
1.5,7,0.5,431,oracle,0.02530338718844443
1.5,7,0.5,431,mdm0,0.37468945964711126
1.5,7,0.5,431,dual,0.225337004073111
1.5,7,0.5,431,wmle,0.04180875987344445
1.5,7,0.5,432,oracle,0.04485566701211115
1.5,7,0.5,432,mdm0,0.04176177228900003
1.5,7,0.5,432,dual,0.043276823490444455
1.5,7,0.5,432,lmom,0.03597566905077778
1.5,7,0.5,432,wmle,0.0342935064601111
1.5,7,0.5,433,oracle,0.281061189386
1.5,7,0.5,433,mdm0,2.697082401534777
1.5,7,0.5,433,dual,1.7552745105450003
1.5,7,0.5,433,wmle,0.7813714762699998
1.5,7,0.5,434,oracle,0.26552964282011116
1.5,7,0.5,434,mdm0,0.7229785537387777
1.5,7,0.5,434,dual,0.13644146703711113
1.5,7,0.5,434,wmle,0.7229785537387777
1.5,7,0.5,435,oracle,0.32939245368900005
1.5,7,0.5,435,mdm0,0.32939245368900005
1.5,7,0.5,435,dual,0.32939245368900005
1.5,7,0.5,435,lmom,0.31721885231344443
1.5,7,0.5,435,wmle,0.31033297347877775
1.5,7,0.5,436,oracle,0.5232523135191112
1.5,7,0.5,436,mdm0,0.6944413478894446
1.5,7,0.5,436,dual,0.6329112701237776
1.5,7,0.5,436,lmom,0.6067566011481113
1.5,7,0.5,436,wmle,0.5232523135191112
1.5,7,0.5,437,oracle,0.22851576887000002
1.5,7,0.5,437,mdm0,0.22851576887000002
1.5,7,0.5,437,dual,0.22851576887000002
1.5,7,0.5,437,wmle,0.18170955649211107
1.5,7,0.5,438,oracle,0.039909939974000025
1.5,7,0.5,438,mdm0,0.34768800108000014
1.5,7,0.5,438,dual,0.34768800108000014
1.5,7,0.5,438,wmle,0.12097320184544447
1.5,7,0.5,439,oracle,0.717685769108
1.5,7,0.5,439,mdm0,0.717685769108
1.5,7,0.5,439,dual,0.717685769108
1.5,7,0.5,439,wmle,0.6804713682324444
1.5,7,0.5,440,oracle,0.20394359900844447
1.5,7,0.5,440,mdm0,1.649308374372
1.5,7,0.5,440,dual,1.649308374372
1.5,7,0.5,440,wmle,0.961589173248111
1.5,7,0.5,441,oracle,0.42319083334100005
1.5,7,0.5,441,mdm0,0.42319083334100005
1.5,7,0.5,441,dual,0.42319083334100005
1.5,7,0.5,441,wmle,0.3311891475991112
1.5,7,0.5,442,oracle,0.2536786029857778
1.5,7,0.5,442,mdm0,0.2536786029857778
1.5,7,0.5,442,dual,0.2536786029857778
1.5,7,0.5,442,lmom,0.2536786029857778
1.5,7,0.5,442,wmle,0.24355842667711108
1.5,7,0.5,443,oracle,0.2611943223297778
1.5,7,0.5,443,mdm0,0.2611943223297778
1.5,7,0.5,443,dual,0.2611943223297778
1.5,7,0.5,443,lmom,0.2611943223297778
1.5,7,0.5,443,wmle,0.25064851543377775
1.5,7,0.5,444,oracle,0.7903937818290001
1.5,7,0.5,444,mdm0,0.7903937818290001
1.5,7,0.5,444,dual,0.7903937818290001
1.5,7,0.5,444,lmom,0.7823189124769999
1.5,7,0.5,444,wmle,0.783635194616
1.5,7,0.5,445,oracle,0.017082698925111113
1.5,7,0.5,445,mdm0,0.011447821713777775
1.5,7,0.5,445,dual,0.013216580832000002
1.5,7,0.5,445,lmom,0.017082698925111113
1.5,7,0.5,445,wmle,0.005035172400111108
