beta,n,gamma_eta,rep,method,loss_i
2.5,20,1.0,322,oracle,0.08854249557524005
2.5,20,1.0,322,mdm0,0.07233524568399996
2.5,20,1.0,322,dual,0.08037984367364003
2.5,20,1.0,322,wmle,0.13685820533056006
2.5,20,1.0,323,oracle,0.69525838732256
2.5,20,1.0,323,mdm0,0.7456233018593601
2.5,20,1.0,323,dual,0.7456233018593601
2.5,20,1.0,323,wmle,0.6649109685874399
2.5,20,1.0,324,oracle,0.28019059625304005
2.5,20,1.0,324,mdm0,0.31476481974304
2.5,20,1.0,324,dual,0.31476481974304
2.5,20,1.0,324,lmom,0.27003551476
2.5,20,1.0,324,wmle,0.26729590166899997
2.5,20,1.0,325,oracle,0.34980342930436004
2.5,20,1.0,325,mdm0,0.395314720514
2.5,20,1.0,325,dual,0.39768018266616
2.5,20,1.0,325,wmle,0.32616710474536004
2.5,20,1.0,326,oracle,0.05286736340456002
2.5,20,1.0,326,mdm0,0.06857755114355998
2.5,20,1.0,326,dual,0.07362389792804
2.5,20,1.0,326,wmle,0.09747922676783999
2.5,20,1.0,327,oracle,0.180279893945
2.5,20,1.0,327,mdm0,0.22813752482004002
2.5,20,1.0,327,dual,0.23756510106116
2.5,20,1.0,327,wmle,0.22813752482004002
2.5,20,1.0,328,oracle,0.03226267148196003
2.5,20,1.0,328,mdm0,0.42095869913044004
2.5,20,1.0,328,dual,0.15991997529263996
2.5,20,1.0,328,wmle,0.047439232195760045
2.5,20,1.0,329,oracle,0.2611592893040401
2.5,20,1.0,329,mdm0,0.3046610986099999
2.5,20,1.0,329,dual,0.31516341434899997
2.5,20,1.0,329,wmle,0.33887133870995995
2.5,20,1.0,330,oracle,0.06356331934016
2.5,20,1.0,330,mdm0,0.06525002162355999
2.5,20,1.0,330,dual,0.06790610164835997
2.5,20,1.0,330,wmle,0.08045574598836003
2.5,20,1.0,331,oracle,0.15066144577823992
2.5,20,1.0,331,mdm0,0.7389646527566398
2.5,20,1.0,331,dual,0.40915178102144
2.5,20,1.0,331,wmle,0.24385527038543997
2.5,20,1.0,332,oracle,0.02927506877783998
2.5,20,1.0,332,mdm0,0.04624239330200003
2.5,20,1.0,332,dual,0.03637983743264004
2.5,20,1.0,332,wmle,0.024302815659759988
2.5,20,1.0,333,oracle,0.004778876452040004
2.5,20,1.0,333,mdm0,0.025654370184000005
2.5,20,1.0,333,dual,0.015756561779559995
2.5,20,1.0,333,wmle,0.0004705885969999987
2.5,20,1.0,334,oracle,0.02346010083236002
2.5,20,1.0,334,mdm0,0.10190219121683995
2.5,20,1.0,334,dual,0.006589179787039991
2.5,20,1.0,334,wmle,0.0023048424890000003
2.5,20,1.0,335,oracle,0.16414974854324002
2.5,20,1.0,335,mdm0,0.18294602024676002
2.5,20,1.0,335,dual,0.22923774221444002
2.5,20,1.0,335,wmle,0.25209404374500005
2.5,20,1.0,336,oracle,0.03295153928000003
2.5,20,1.0,336,mdm0,0.38861773129875987
2.5,20,1.0,336,dual,0.1693401891410001
2.5,20,1.0,336,wmle,0.07698925157335995
2.5,20,1.0,337,oracle,0.04941468920375998
2.5,20,1.0,337,mdm0,0.6145392890379601
2.5,20,1.0,337,dual,0.13013068581064002
2.5,20,1.0,337,wmle,0.13013068581064002
2.5,20,1.0,338,oracle,0.03874319965736002
2.5,20,1.0,338,mdm0,0.0019502894709600032
2.5,20,1.0,338,dual,0.028099065455440015
2.5,20,1.0,338,wmle,0.05977710182535998
2.5,20,1.0,339,oracle,0.08491866923735997
2.5,20,1.0,339,mdm0,0.07202118796064003
2.5,20,1.0,339,dual,0.07832690488399997
2.5,20,1.0,339,wmle,0.13952769552916
2.5,20,1.0,340,oracle,0.010689092336959981
2.5,20,1.0,340,mdm0,0.008290814673439988
2.5,20,1.0,340,dual,0.010689092336959981
2.5,20,1.0,340,wmle,0.01724527915236002
2.5,20,1.0,341,oracle,0.21850047140696
2.5,20,1.0,341,mdm0,0.25770795501263993
2.5,20,1.0,341,dual,0.29334370440863994
2.5,20,1.0,341,wmle,0.30498174646104004
2.5,20,1.0,342,oracle,0.09217262471296003
2.5,20,1.0,342,mdm0,0.09153304723316003
2.5,20,1.0,342,dual,0.07968263999175992
2.5,20,1.0,342,wmle,0.09217262471296003
2.5,20,1.0,343,oracle,0.01768214978116
2.5,20,1.0,343,mdm0,0.08804623025696001
2.5,20,1.0,343,dual,0.037674784049
2.5,20,1.0,343,wmle,0.020350271531240017
2.5,20,1.0,344,oracle,0.044505543683240015
2.5,20,1.0,344,mdm0,0.06324102740400002
2.5,20,1.0,344,dual,0.037867984721
2.5,20,1.0,344,wmle,0.040074767545760004
2.5,20,1.0,345,oracle,0.07101065936755996
2.5,20,1.0,345,mdm0,0.07101065936755996
2.5,20,1.0,345,dual,0.08537292000499999
2.5,20,1.0,345,wmle,0.13371561589524003
2.5,20,1.0,346,oracle,0.34505114098216005
2.5,20,1.0,346,mdm0,0.39065217946464
2.5,20,1.0,346,dual,0.39065217946464
2.5,20,1.0,346,wmle,0.40628121089524005
2.5,20,1.0,347,oracle,0.32158073200096
2.5,20,1.0,347,mdm0,0.33604212650424015
2.5,20,1.0,347,dual,0.38344204952864
2.5,20,1.0,347,wmle,0.40264016766884
2.5,20,1.0,348,oracle,0.005037435380359997
2.5,20,1.0,348,mdm0,0.005776935921000012
2.5,20,1.0,348,dual,0.005037435380359997
2.5,20,1.0,348,wmle,0.010258268036039997
2.5,20,1.0,349,oracle,0.24592973350035996
2.5,20,1.0,349,mdm0,0.29895473773616
2.5,20,1.0,349,dual,0.3061679807096401
2.5,20,1.0,349,wmle,0.30959470474500006
2.5,20,1.0,350,oracle,0.05843970032599994
2.5,20,1.0,350,mdm0,0.5897178712299601
2.5,20,1.0,350,dual,0.25241091377876
2.5,20,1.0,350,wmle,0.17376527657300006
2.5,20,1.0,351,oracle,0.058837095492040026
2.5,20,1.0,351,mdm0,0.058837095492040026
2.5,20,1.0,351,dual,0.08165684495300002
2.5,20,1.0,351,wmle,0.10892776557415998
2.5,20,1.0,352,oracle,0.014377831597039984
2.5,20,1.0,352,mdm0,0.15029708511423995
2.5,20,1.0,352,dual,0.062426580109159954
2.5,20,1.0,352,wmle,0.03925832621864001
2.5,20,1.0,353,oracle,0.19348544900999998
2.5,20,1.0,353,mdm0,0.017875660014160008
2.5,20,1.0,353,dual,0.22729073454899995
2.5,20,1.0,353,wmle,0.24164784781476004
2.5,20,1.0,354,oracle,0.03372334623616001
2.5,20,1.0,354,mdm0,0.04201434593556
2.5,20,1.0,354,dual,0.04617576286344004
2.5,20,1.0,354,wmle,0.07069444665984004
2.5,20,1.0,355,oracle,0.16349776969224
2.5,20,1.0,355,mdm0,0.21212730566755997
2.5,20,1.0,355,dual,0.21958311675343994
2.5,20,1.0,355,wmle,0.21212730566755997
2.5,20,1.0,356,oracle,0.0012015762752399933
2.5,20,1.0,356,mdm0,0.008365794273960007
2.5,20,1.0,356,dual,0.0013268984664400023
2.5,20,1.0,356,wmle,0.0013268984664400023
2.5,20,1.0,357,oracle,0.11486334024836002
2.5,20,1.0,357,mdm0,0.027113170153760014
2.5,20,1.0,357,dual,0.11486334024836002
2.5,20,1.0,357,wmle,0.09910623835215995
2.5,20,1.0,358,oracle,0.11167434749475999
2.5,20,1.0,358,mdm0,0.08842438465295996
2.5,20,1.0,358,dual,0.11167434749475999
2.5,20,1.0,358,wmle,0.11167434749475999
2.5,20,1.0,359,oracle,0.03160300457799999
2.5,20,1.0,359,mdm0,0.01507262195683999
2.5,20,1.0,359,dual,0.03160300457799999
2.5,20,1.0,359,wmle,0.04875774335684003
2.5,20,1.0,360,oracle,0.043616587492359984
2.5,20,1.0,360,mdm0,0.048893651797
2.5,20,1.0,360,dual,0.05462685833624001
2.5,20,1.0,360,wmle,0.07539625011236
2.5,20,1.0,361,oracle,0.13638514134595994
2.5,20,1.0,361,mdm0,0.16369644715056003
2.5,20,1.0,361,dual,0.167907066557
2.5,20,1.0,361,wmle,0.1879004082563599
2.5,20,1.0,362,oracle,0.01127618799604
2.5,20,1.0,362,mdm0,0.007801330012039984
2.5,20,1.0,362,dual,0.008973631358959984
2.5,20,1.0,362,wmle,0.014418706560959978
2.5,20,1.0,363,oracle,0.66616602014416
2.5,20,1.0,363,mdm0,0.6045847048298401
2.5,20,1.0,363,dual,0.7246719500366401
2.5,20,1.0,363,wmle,0.6045847048298401
2.5,20,1.0,364,oracle,0.038829188905639994
2.5,20,1.0,364,mdm0,0.042937666797959975
2.5,20,1.0,364,dual,0.051148848314160035
2.5,20,1.0,364,wmle,0.07136580164900001
2.5,20,1.0,365,oracle,0.13600192298724
2.5,20,1.0,365,mdm0,0.12118442714356
2.5,20,1.0,365,dual,0.16240435509199994
2.5,20,1.0,365,wmle,0.20542304063236
2.5,20,1.0,366,oracle,0.08716775486963996
2.5,20,1.0,366,mdm0,0.10920452891476001
2.5,20,1.0,366,dual,0.11433115739184005
2.5,20,1.0,366,wmle,0.13813037022899996
2.5,20,1.0,367,oracle,0.18671477472936004
2.5,20,1.0,367,mdm0,1.22204972839284
2.5,20,1.0,367,dual,0.7833157202568402
2.5,20,1.0,367,wmle,1.22204972839284
2.5,20,1.0,368,oracle,0.04556166917416002
2.5,20,1.0,368,mdm0,0.5444472913077602
2.5,20,1.0,368,dual,0.30689924190564
2.5,20,1.0,368,wmle,0.30689924190564
2.5,20,1.0,369,oracle,0.014949871617760012
2.5,20,1.0,369,mdm0,0.008557125647239996
2.5,20,1.0,369,dual,0.011434827590639995
2.5,20,1.0,369,wmle,0.041636701117
2.5,20,1.0,370,oracle,0.019699154624160026
2.5,20,1.0,370,mdm0,0.010800767454240003
2.5,20,1.0,370,dual,0.014081271580239973
2.5,20,1.0,370,wmle,0.019699154624160026
2.5,20,1.0,371,oracle,0.088804450224
2.5,20,1.0,371,mdm0,0.10681187147924003
2.5,20,1.0,371,dual,0.11101800304836
2.5,20,1.0,371,wmle,0.13802061812643995
2.5,20,1.0,372,oracle,0.09178171451844
2.5,20,1.0,372,mdm0,0.7130952502613597
2.5,20,1.0,372,dual,0.44418879899364005
2.5,20,1.0,372,wmle,0.21166255676623993
2.5,20,1.0,373,oracle,0.3245667552418399
2.5,20,1.0,373,mdm0,1.6694627649679998
2.5,20,1.0,373,dual,1.1228136696536402
2.5,20,1.0,373,wmle,0.621353190148
2.5,20,1.0,374,oracle,0.08399559872323996
2.5,20,1.0,374,mdm0,0.61818831015344
2.5,20,1.0,374,dual,0.20321812196344
2.5,20,1.0,374,wmle,0.20321812196344
2.5,20,1.0,375,oracle,0.05015067338335996
2.5,20,1.0,375,mdm0,0.07328987422916002
2.5,20,1.0,375,dual,0.06012885259043997
2.5,20,1.0,375,wmle,0.05015067338335996
2.5,20,1.0,376,oracle,0.01130126699599998
2.5,20,1.0,376,mdm0,0.008262895327039999
2.5,20,1.0,376,dual,0.01130126699599998
2.5,20,1.0,376,wmle,0.026306768674439995
2.5,20,1.0,377,oracle,0.05898534047203998
2.5,20,1.0,377,mdm0,0.8752544061136402
2.5,20,1.0,377,dual,0.8752544061136402
2.5,20,1.0,377,wmle,0.8752544061136402
2.5,20,1.0,378,oracle,0.366524729612
2.5,20,1.0,378,mdm0,0.40753983619295997
2.5,20,1.0,378,dual,0.40753983619295997
2.5,20,1.0,378,lmom,0.3601297849679999
2.5,20,1.0,378,wmle,0.34944604435176
2.5,20,1.0,379,oracle,0.40388860344416005
2.5,20,1.0,379,mdm0,0.4459821367340001
2.5,20,1.0,379,dual,0.4459821367340001
2.5,20,1.0,379,wmle,0.3823343024787601
2.5,20,1.0,380,oracle,0.03686443704916001
2.5,20,1.0,380,mdm0,0.863655892985
2.5,20,1.0,380,dual,0.4468788794158399
2.5,20,1.0,380,wmle,0.1530564055822401
2.5,20,1.0,381,oracle,0.07158713384856001
2.5,20,1.0,381,mdm0,0.09017857725535998
2.5,20,1.0,381,dual,0.09848353625184
2.5,20,1.0,381,wmle,0.12049744445236002
2.5,20,1.0,382,oracle,0.019598156708560018
2.5,20,1.0,382,mdm0,0.05205284391344
2.5,20,1.0,382,dual,0.03722420364516003
2.5,20,1.0,382,wmle,0.01141479160996
2.5,20,1.0,383,oracle,0.04991146830544002
2.5,20,1.0,383,mdm0,0.03326208794255997
2.5,20,1.0,383,dual,0.04991146830544002
2.5,20,1.0,383,wmle,0.04991146830544002
2.5,20,1.0,384,oracle,0.014644979498160012
2.5,20,1.0,384,mdm0,0.03546640436515999
2.5,20,1.0,384,dual,0.017941506926760022
2.5,20,1.0,384,wmle,0.014644979498160012
2.5,20,1.0,385,oracle,0.016208778428840005
2.5,20,1.0,385,mdm0,0.015484557130639995
2.5,20,1.0,385,dual,0.013987806304839982
2.5,20,1.0,385,wmle,0.013987806304839982
2.5,20,1.0,386,oracle,0.03141254570756001
2.5,20,1.0,386,mdm0,0.13524178528296
2.5,20,1.0,386,dual,0.06608090504324002
2.5,20,1.0,386,wmle,0.027792868493000007
2.5,20,1.0,387,oracle,0.055553068670440006
2.5,20,1.0,387,mdm0,0.055553068670440006
2.5,20,1.0,387,dual,0.06982911099923994
2.5,20,1.0,387,wmle,0.11157815694163999
2.5,20,1.0,388,oracle,0.08735431909524
2.5,20,1.0,388,mdm0,0.08735431909524
2.5,20,1.0,388,dual,0.11469460384323998
2.5,20,1.0,388,wmle,0.12289049668016001
2.5,20,1.0,389,oracle,0.32050734806003994
2.5,20,1.0,389,mdm0,2.41249159452584
2.5,20,1.0,389,dual,2.41249159452584
2.5,20,1.0,389,wmle,1.4820516861000002
2.5,20,1.0,390,oracle,0.06205487741763999
2.5,20,1.0,390,mdm0,0.059856761598760036
2.5,20,1.0,390,dual,0.07005418174616002
2.5,20,1.0,390,wmle,0.06205487741763999
2.5,20,1.0,391,oracle,0.06524570542483996
2.5,20,1.0,391,mdm0,0.5475109695901601
2.5,20,1.0,391,dual,0.3114436351300002
2.5,20,1.0,391,wmle,0.3114436351300002
2.5,20,1.0,392,oracle,0.20153348676400007
2.5,20,1.0,392,mdm0,0.24409753351136002
2.5,20,1.0,392,dual,0.24736498906383997
2.5,20,1.0,392,wmle,0.25674538814916
2.5,20,1.0,393,oracle,0.32070274502496
2.5,20,1.0,393,mdm0,0.39405989445704004
2.5,20,1.0,393,dual,0.40931191186995997
2.5,20,1.0,393,wmle,0.4057427990715599
2.5,20,1.0,394,oracle,0.20622953355284002
2.5,20,1.0,394,mdm0,0.24436114072484003
2.5,20,1.0,394,dual,0.25726112562756004
2.5,20,1.0,394,wmle,0.2855004382307601
2.5,20,1.0,395,oracle,0.025999367363559983
2.5,20,1.0,395,mdm0,0.18064542550296006
2.5,20,1.0,395,dual,0.055412931058000034
2.5,20,1.0,395,wmle,0.03789985869315999
2.5,20,1.0,396,oracle,0.016622430928999985
2.5,20,1.0,396,mdm0,0.013035646213160014
2.5,20,1.0,396,dual,0.02042721943776002
2.5,20,1.0,396,wmle,0.036773657235999985
2.5,20,1.0,397,oracle,0.013528681341959998
2.5,20,1.0,397,mdm0,0.11196493361364004
2.5,20,1.0,397,dual,0.04273881115735997
2.5,20,1.0,397,wmle,0.02697840363856002
2.5,20,1.0,398,oracle,0.27907386308576004
2.5,20,1.0,398,mdm0,0.33614835009844
2.5,20,1.0,398,dual,0.33988724442336
2.5,20,1.0,398,wmle,0.34704842696595994
2.5,20,1.0,399,oracle,0.019921437228999993
2.5,20,1.0,399,mdm0,0.01830008200096002
2.5,20,1.0,399,dual,0.016468089280359994
2.5,20,1.0,399,wmle,0.023795570437640013
2.5,20,1.0,400,oracle,0.007657751715239999
2.5,20,1.0,400,mdm0,0.00574541010644
2.5,20,1.0,400,dual,0.007657751715239999
2.5,20,1.0,400,wmle,0.022479661036160017
2.5,20,1.0,401,oracle,0.26496869385399996
2.5,20,1.0,401,mdm0,0.2377647345814399
2.5,20,1.0,401,dual,0.25154606120216
2.5,20,1.0,401,wmle,0.3029480722209999
2.5,20,1.0,402,oracle,0.35819112453284
2.5,20,1.0,402,mdm0,2.7817054988566396
2.5,20,1.0,402,dual,2.7817054988566396
2.5,20,1.0,402,wmle,2.7817054988566396
2.5,20,1.0,403,oracle,0.03610255240835997
2.5,20,1.0,403,mdm0,0.3571132690020001
2.5,20,1.0,403,dual,0.13253476141604
2.5,20,1.0,403,wmle,0.08732150168500002
2.5,20,1.0,404,oracle,0.05849011172804
2.5,20,1.0,404,mdm0,0.07296803371235999
2.5,20,1.0,404,dual,0.07768512140836004
2.5,20,1.0,404,wmle,0.09604832297696
2.5,20,1.0,405,oracle,0.5609014419049999
2.5,20,1.0,405,mdm0,0.59280957488864
2.5,20,1.0,405,dual,0.59280957488864
2.5,20,1.0,405,wmle,0.5450785109795601
2.5,20,1.0,406,oracle,0.184299711093
2.5,20,1.0,406,mdm0,0.22694547875736
2.5,20,1.0,406,dual,0.22959919525283998
2.5,20,1.0,406,lmom,0.18832565385616
2.5,20,1.0,406,wmle,0.16089252986515998
2.5,20,1.0,407,oracle,0.07808423419936004
2.5,20,1.0,407,mdm0,0.15110858433056
2.5,20,1.0,407,dual,0.05214179762756001
2.5,20,1.0,407,wmle,0.06653259880399998
2.5,20,1.0,408,oracle,0.20568550137476
2.5,20,1.0,408,mdm0,0.25199396227400006
2.5,20,1.0,408,dual,0.254556866804
2.5,20,1.0,408,wmle,0.254556866804
2.5,20,1.0,409,oracle,0.09263792269200004
2.5,20,1.0,409,mdm0,0.032999921344999975
2.5,20,1.0,409,dual,0.12345005998304
2.5,20,1.0,409,wmle,0.083388623949
2.5,20,1.0,410,oracle,0.18992297410904
2.5,20,1.0,410,mdm0,0.230578121536
2.5,20,1.0,410,dual,0.23402452143056
2.5,20,1.0,410,wmle,0.24067764126963997
2.5,20,1.0,411,oracle,0.036474383396000024
2.5,20,1.0,411,mdm0,0.40814960995544003
2.5,20,1.0,411,dual,0.06722968676295998
2.5,20,1.0,411,wmle,0.04828899352099997
2.5,20,1.0,412,oracle,0.17492019171735995
2.5,20,1.0,412,mdm0,0.7202265766420001
2.5,20,1.0,412,dual,0.31166071052243993
2.5,20,1.0,412,wmle,0.2527338991186401
2.5,20,1.0,413,oracle,0.41304293321936003
2.5,20,1.0,413,mdm0,0.45696344631896
2.5,20,1.0,413,dual,0.45981215027344
2.5,20,1.0,413,wmle,0.3851729919760001
2.5,20,1.0,414,oracle,0.21905393189636
2.5,20,1.0,414,mdm0,0.27324943072064
2.5,20,1.0,414,dual,0.27687136173016
2.5,20,1.0,414,wmle,0.29044437516036
2.5,20,1.0,415,oracle,0.23978022350100003
2.5,20,1.0,415,mdm0,0.279985030213
2.5,20,1.0,415,dual,0.29573273456976
2.5,20,1.0,415,wmle,0.279985030213
2.5,20,1.0,416,oracle,0.20845858166423997
2.5,20,1.0,416,mdm0,0.25181862301203994
2.5,20,1.0,416,dual,0.2822905246801601
2.5,20,1.0,416,wmle,0.28741574941984
2.5,20,1.0,417,oracle,0.06356846189299996
2.5,20,1.0,417,mdm0,0.06329311209743996
2.5,20,1.0,417,dual,0.06389522450835997
2.5,20,1.0,417,wmle,0.068067512616
2.5,20,1.0,418,oracle,0.3305991687202401
2.5,20,1.0,418,mdm0,0.3856941068370399
2.5,20,1.0,418,dual,0.38918181909023997
2.5,20,1.0,418,wmle,0.38918181909023997
2.5,20,1.0,419,oracle,0.04239973175556
2.5,20,1.0,419,mdm0,0.03653420951683997
2.5,20,1.0,419,dual,0.04836245613200002
2.5,20,1.0,419,wmle,0.04239973175556
2.5,20,1.0,420,oracle,0.20303949610436003
2.5,20,1.0,420,mdm0,0.23604368065203998
2.5,20,1.0,420,dual,0.24541166229935998
2.5,20,1.0,420,wmle,0.270255652004
2.5,20,1.0,421,oracle,0.009842941769359997
2.5,20,1.0,421,mdm0,0.25151841417716
2.5,20,1.0,421,dual,0.027766411981959987
2.5,20,1.0,421,wmle,0.006905688867560008
2.5,20,1.0,422,oracle,0.31420346291600004
2.5,20,1.0,422,mdm0,0.29639877054495994
2.5,20,1.0,422,dual,0.3967285630712399
2.5,20,1.0,422,wmle,0.43885248618516
2.5,20,1.0,423,oracle,0.01899725318500002
2.5,20,1.0,423,mdm0,0.15681542910404
2.5,20,1.0,423,dual,0.07021153353284
2.5,20,1.0,423,wmle,0.03026059506500002
2.5,20,1.0,424,oracle,0.059576083587560016
2.5,20,1.0,424,mdm0,0.23830496145103996
2.5,20,1.0,424,dual,0.09577344940183999
2.5,20,1.0,424,wmle,0.07466345029400001
2.5,20,1.0,425,oracle,0.02686774074344
2.5,20,1.0,425,mdm0,0.02686774074344
2.5,20,1.0,425,dual,0.03653763005796002
2.5,20,1.0,425,wmle,0.07385694625784
2.5,20,1.0,426,oracle,0.33872543502456
2.5,20,1.0,426,mdm0,0.37269198831716005
2.5,20,1.0,426,dual,0.37269198831716005
2.5,20,1.0,426,lmom,0.34598032621456
2.5,20,1.0,426,wmle,0.32460288226756
2.5,20,1.0,427,oracle,0.16737135445223994
2.5,20,1.0,427,mdm0,0.20157705169999995
2.5,20,1.0,427,dual,0.21846900790416005
2.5,20,1.0,427,wmle,0.25115028760004
2.5,20,1.0,428,oracle,0.341241780089
2.5,20,1.0,428,mdm0,0.38511472875584
2.5,20,1.0,428,dual,0.38511472875584
2.5,20,1.0,428,wmle,0.40003449748884007
2.5,20,1.0,429,oracle,0.018709211273959976
2.5,20,1.0,429,mdm0,0.16484265000099996
2.5,20,1.0,429,dual,0.04625357325336002
2.5,20,1.0,429,wmle,0.04625357325336002
2.5,20,1.0,430,oracle,0.12928277468100005
2.5,20,1.0,430,mdm0,1.600670372422
2.5,20,1.0,430,dual,1.600670372422
2.5,20,1.0,430,wmle,1.600670372422
2.5,20,1.0,431,oracle,0.02625760688515999
2.5,20,1.0,431,mdm0,0.0036234112450000007
2.5,20,1.0,431,dual,0.01831474663495998
2.5,20,1.0,431,wmle,0.03462563200435999
2.5,20,1.0,432,oracle,0.03185246709199998
2.5,20,1.0,432,mdm0,0.026061467525039985
2.5,20,1.0,432,dual,0.03185246709199998
2.5,20,1.0,432,wmle,0.055765009443440004
2.5,20,1.0,433,oracle,0.12928314338195998
2.5,20,1.0,433,mdm0,0.906470488341
2.5,20,1.0,433,dual,0.38362100254244014
2.5,20,1.0,433,wmle,0.56071715740644
2.5,20,1.0,434,oracle,0.03157906205043999
2.5,20,1.0,434,mdm0,0.04255038610899998
2.5,20,1.0,434,dual,0.022340701525000034
2.5,20,1.0,434,wmle,0.01380501908755999
2.5,20,1.0,435,oracle,0.12915898863456
2.5,20,1.0,435,mdm0,0.15661376301655996
2.5,20,1.0,435,dual,0.16147700499384002
2.5,20,1.0,435,wmle,0.18760983672384002
2.5,20,1.0,436,oracle,0.07848250112424002
2.5,20,1.0,436,mdm0,0.06960701550096005
2.5,20,1.0,436,dual,0.08700247054935997
2.5,20,1.0,436,wmle,0.11794733760200007
2.5,20,1.0,437,oracle,0.05937544253844
2.5,20,1.0,437,mdm0,0.041267432744999985
2.5,20,1.0,437,dual,0.05937544253844
2.5,20,1.0,437,wmle,0.05937544253844
2.5,20,1.0,438,oracle,0.18649914343400004
2.5,20,1.0,438,mdm0,0.23459468212499998
2.5,20,1.0,438,dual,0.24647359161976004
2.5,20,1.0,438,wmle,0.23871519519524
2.5,20,1.0,439,oracle,0.06201747675575999
2.5,20,1.0,439,mdm0,0.074378417805
2.5,20,1.0,439,dual,0.08058481678199998
2.5,20,1.0,439,wmle,0.08673380992096
2.5,20,1.0,440,oracle,0.006929300951439994
2.5,20,1.0,440,mdm0,0.014043015880039979
2.5,20,1.0,440,dual,0.009781367785000002
2.5,20,1.0,440,wmle,0.008797448857040015
2.5,20,1.0,441,oracle,0.26300271451064
2.5,20,1.0,441,mdm0,0.033597857991560016
2.5,20,1.0,441,dual,0.33629170820904003
2.5,20,1.0,441,wmle,0.033597857991560016
2.5,20,1.0,442,oracle,0.11958460468663999
2.5,20,1.0,442,mdm0,0.12889339549199996
2.5,20,1.0,442,dual,0.153901476449
2.5,20,1.0,442,wmle,0.19430773168799997
2.5,20,1.0,443,oracle,0.03319253434295999
2.5,20,1.0,443,mdm0,0.03319253434295999
2.5,20,1.0,443,dual,0.038258809192999975
2.5,20,1.0,443,wmle,0.07255133086675998
2.5,20,1.0,444,oracle,0.01893603840199999
2.5,20,1.0,444,mdm0,0.011758590236839995
2.5,20,1.0,444,dual,0.01494652121776001
2.5,20,1.0,444,wmle,0.038469945741
2.5,20,1.0,445,oracle,0.08652189655976
2.5,20,1.0,445,mdm0,0.04970984522615998
2.5,20,1.0,445,dual,0.07417252064899996
2.5,20,1.0,445,wmle,0.08652189655976
2.5,20,1.0,446,oracle,0.03188573220035999
2.5,20,1.0,446,mdm0,0.03614423775444001
2.5,20,1.0,446,dual,0.044564307286759974
2.5,20,1.0,446,wmle,0.07255936104276
2.5,20,1.0,447,oracle,0.07013449057283996
2.5,20,1.0,447,mdm0,0.5395629877258401
2.5,20,1.0,447,dual,0.16050003407363994
2.5,20,1.0,447,wmle,0.08946054677943996
2.5,20,1.0,448,oracle,0.03231088803024
2.5,20,1.0,448,mdm0,0.030370962784239994
2.5,20,1.0,448,dual,0.03464689885136
2.5,20,1.0,448,wmle,0.04008010212655998
2.5,20,1.0,449,oracle,0.02756380417155997
2.5,20,1.0,449,mdm0,0.031156368662439995
2.5,20,1.0,449,dual,0.03838289379556002
2.5,20,1.0,449,wmle,0.06326890478964
2.5,20,1.0,450,oracle,0.34044105311256
2.5,20,1.0,450,mdm0,0.401497942793
2.5,20,1.0,450,dual,0.401497942793
2.5,20,1.0,450,wmle,0.36279194768735995
2.5,20,1.0,451,oracle,0.12947101290895996
2.5,20,1.0,451,mdm0,0.14990062933544007
2.5,20,1.0,451,dual,0.15617237055444
2.5,20,1.0,451,wmle,0.19973205143344
2.5,20,1.0,452,oracle,0.03909320534696002
2.5,20,1.0,452,mdm0,0.27896136339396005
2.5,20,1.0,452,dual,0.08597207764100001
2.5,20,1.0,452,wmle,0.04811806291524001
2.5,20,1.0,453,oracle,0.68266578016616
2.5,20,1.0,453,mdm0,0.75045696729424
2.5,20,1.0,453,dual,0.75045696729424
2.5,20,1.0,453,wmle,0.63105082316176
2.5,20,1.0,454,oracle,0.30161625065599995
2.5,20,1.0,454,mdm0,0.33703006195943996
2.5,20,1.0,454,dual,0.37398604499604
2.5,20,1.0,454,wmle,0.3966326753083599
2.5,20,1.0,455,oracle,0.4744317377577599
2.5,20,1.0,455,mdm0,3.9065645532515605
2.5,20,1.0,455,dual,3.9065645532515605
2.5,20,1.0,455,wmle,3.9065645532515605
2.5,20,1.0,456,oracle,0.06511988668355997
2.5,20,1.0,456,mdm0,0.24883407024223997
2.5,20,1.0,456,dual,0.11710414421216003
2.5,20,1.0,456,wmle,0.06807757718484
2.5,20,1.0,457,oracle,0.6851271602440001
2.5,20,1.0,457,mdm0,0.7448816766080402
2.5,20,1.0,457,dual,0.7448816766080402
2.5,20,1.0,457,wmle,0.6375009891306399
2.5,20,1.0,458,oracle,0.006219040241160004
2.5,20,1.0,458,mdm0,0.00677646338435998
2.5,20,1.0,458,dual,0.006219040241160004
2.5,20,1.0,458,wmle,0.011466228719839992
2.5,20,1.0,459,oracle,0.006300705108999986
2.5,20,1.0,459,mdm0,0.016381203416839997
2.5,20,1.0,459,dual,0.005016601925839999
2.5,20,1.0,459,wmle,0.006300705108999986
2.5,20,1.0,460,oracle,0.07144265916984002
2.5,20,1.0,460,mdm0,0.07751562796136004
2.5,20,1.0,460,dual,0.08913419118564002
2.5,20,1.0,460,wmle,0.12531123256196
2.5,20,1.0,461,oracle,0.20350957844999998
2.5,20,1.0,461,mdm0,0.24454748178576
2.5,20,1.0,461,dual,0.24833661470435994
2.5,20,1.0,461,wmle,0.26578936088984007
2.5,20,1.0,462,oracle,0.046223099508159976
