n,rep,method,beta_hat,eta_hat,gamma_hat,converged,sample_min,gamma_zero,gamma_near_zero
5,7,lse,1.3219244112811226,935.6665343750728,219.9914348988715,True,428.29283561089795,0,0
5,8,mdm,2.7500215005300763,1079.331214487945,40.425995674052366,True,508.01313465049844,0,0
5,8,mle,4.071644975052244,1099.0179744419088,0.0,True,508.01313465049844,1,1
5,8,lse,2.6112290698181013,1136.5815024777341,0.00020007753421507886,True,508.01313465049844,0,1
5,9,mdm,1.1198109265909757,594.428595083666,514.3127705862915,True,612.8049780139844,0,0
5,9,mle,,,,False,612.8049780139844,0,0
5,9,lse,0.8757504886776374,542.0562996672146,556.050450801357,True,612.8049780139844,0,0
5,10,mdm,2.0557813328364616,697.634546440683,519.7314318821685,True,770.4385830409125,0,0
5,10,mle,5.757232844571702,1214.9270272307776,0.00022587665180063976,True,770.4385830409125,0,1
5,10,lse,3.645919089751321,1097.8861400899016,131.5746204775118,True,770.4385830409125,0,0
5,11,mdm,0.8224610522587302,844.1160813598544,37.58711474000185,True,112.45857520061534,0,0
5,11,mle,,,,False,112.45857520061534,0,0
5,11,lse,0.6657411043026493,791.2703626082475,71.98856137657893,True,112.45857520061534,0,0
5,12,mdm,1.5205916751353354,790.2062700155317,0.0,True,187.57342946594605,1,1
5,12,mle,2.035379263785741,732.3477519514522,22.905804379458157,True,187.57342946594605,0,0
5,12,lse,1.4533526166548951,798.1640623270466,7.387452546405381e-05,True,187.57342946594605,0,1
5,13,mdm,0.9805638657564789,820.2734430210925,493.5191014804404,True,605.148805290303,0,0
5,13,mle,,,,False,605.148805290303,0,0
5,13,lse,0.904986228594338,795.2394519713416,512.5934456544164,True,605.148805290303,0,0
5,14,mdm,1.6534615054972193,973.1507660536047,0.0,True,164.0240963746167,1,1
5,14,mle,2.1549921211944167,954.3090851414081,0.0,True,164.0240963746167,1,1
5,14,lse,1.1513910915777457,1062.6629295841012,6.45997800373158e-05,True,164.0240963746167,0,1
5,15,mdm,2.9294866039138414,1029.166172004628,53.777095692759396,True,503.5367928942433,0,0
5,15,mle,4.858568000607244,1059.96572231238,0.0,True,503.5367928942433,1,1
5,15,lse,2.6873734487305176,1105.9730914923778,0.00019831455731584424,True,503.5367928942433,0,1
5,16,mdm,1.6789486892061116,1034.6236191629491,163.29974799229143,True,483.1837385967759,0,0
5,16,mle,,,,False,483.1837385967759,0,0
5,16,lse,1.3820677919350617,960.2197585233932,240.26964196933244,True,483.1837385967759,0,0
5,17,mdm,2.526093988225628,539.3658314755709,573.6577125946496,True,793.3954311280964,0,0
5,17,mle,7.946430438421752,1114.7553887144566,0.00033529490016583963,True,793.3954311280964,0,1
5,17,lse,5.613402018459464,1128.4341765529198,0.00031247341985917186,True,793.3954311280964,0,1
5,18,mdm,1.9946757823719925,1241.7615296451527,0.0,True,382.02462728802846,1,1
5,18,mle,2.729200674677241,1209.4790273685603,0.0,True,382.02462728802846,1,1
5,18,lse,1.7421115576855084,1273.265686837311,0.00015045781343785218,True,382.02462728802846,0,1
5,19,mdm,1.6530217183739881,718.3562218593572,310.2000761554334,True,538.8475628880201,0,0
5,19,mle,,,,False,538.8475628880201,0,0
5,19,lse,0.5162118454957562,434.41587591447393,529.0551075926721,True,538.8475628880201,0,0
5,20,mdm,2.5010327503708814,1274.95649803023,0.0,True,456.8397189133974,1,1
5,20,mle,3.2197639746379716,1256.4673156939157,0.0,True,456.8397189133974,1,1
5,20,lse,1.9971397168568852,1324.2983934197214,0.00017992323083257383,True,456.8397189133974,0,1
5,21,mdm,2.495357712367307,417.0354617399432,682.4562841714386,True,851.2286636698777,0,0
5,21,mle,10.217176165050155,1102.501300464671,0.00025411495404524943,True,851.2286636698777,0,1
5,21,lse,5.548376823738432,867.9296017170085,243.30677194914017,True,851.2286636698777,0,0
5,22,mdm,1.991027665815622,796.7834459157315,254.55240769785834,True,530.9741748340358,0,0
5,22,mle,,,,False,530.9741748340358,0,0
5,22,lse,2.1939023868620033,902.6233382016264,162.38737456626225,True,530.9741748340358,0,0
5,23,mdm,2.130756420864227,841.4200355066307,0.0,True,321.28117844675245,1,1
5,23,mle,1.8528486454867026,580.2938806985353,212.46327867040236,True,321.28117844675245,0,0
5,23,lse,2.1151004364633184,842.4727986142387,0.00012653441729919724,True,321.28117844675245,0,1
5,24,mdm,3.2048273654472115,782.3072759499353,517.2728656570545,True,868.9572756074766,0,0
5,24,mle,9.447009586924487,1289.8320628055594,0.0,True,868.9572756074766,1,1
5,24,lse,5.113202519921548,1320.2810048549413,0.0003422329408104902,True,868.9572756074766,0,1
5,25,mdm,2.0733831255142987,1147.08596179946,0.0,True,315.22882612684856,1,1
5,25,mle,2.781609899239922,1125.2951699049372,0.0,True,315.22882612684856,1,1
5,25,lse,1.5820889234754556,1209.8702837283765,0.00012415073930787881,True,315.22882612684856,0,1
5,26,mdm,1.7328657270092003,555.6288446207343,384.31063221677374,True,551.8136472288523,0,0
5,26,mle,,,,False,551.8136472288523,0,0
5,26,lse,1.777527367374626,581.2279524640237,363.58289066218055,True,551.8136472288523,0,0
5,27,mdm,2.7093014883509046,936.3713177104177,0.0,True,342.80692449097194,1,1
5,27,mle,3.8628292923373513,920.2027398707163,0.0,True,342.80692449097194,1,1
5,27,lse,2.033516854030883,980.7624297809824,0.00013501218666559528,True,342.80692449097194,0,1
5,28,mdm,2.4771069786940596,964.8531931114607,511.2739344540611,True,908.7615801054492,0,0
5,28,mle,6.354056279625322,1462.2154386602908,0.00019202897293611463,True,908.7615801054492,0,1
5,28,lse,4.143555426376867,1489.4286709905407,0.00035790959669179494,True,908.7615801054492,0,1
5,29,mdm,1.6703189593399188,689.3700666232637,295.8195930235058,True,509.1290966357589,0,0
5,29,mle,,,,False,509.1290966357589,0,0
5,29,lse,0.8136366559938552,500.24490336326187,463.24524926957537,True,509.1290966357589,0,0
5,30,mdm,2.1771674012929765,708.7189854520951,299.1854364380189,True,568.1109736776843,0,0
5,30,mle,5.012884280957945,999.0440143589776,0.0,True,568.1109736776843,1,1
5,30,lse,3.3387907671817385,1020.7028168732296,0.00022374666129874228,True,568.1109736776843,0,1
5,31,mdm,0.5288767195691548,150.99760177478632,995.6289187050065,True,999.350744180281,0,0
5,31,mle,,,,False,999.350744180281,0,0
5,31,lse,0.4679809886333628,146.7991112020801,997.142259086641,True,999.350744180281,0,0
5,32,mdm,1.7002376695459518,1161.5921462090605,0.0,True,378.5465958326594,1,1
5,32,mle,,,,False,378.5465958326594,0,0
5,32,lse,0.5091371507316291,694.7332118009186,363.7393429806671,True,378.5465958326594,0,0
5,33,mdm,0.8259769257962396,355.54024600990766,936.4886488693687,True,968.2477779675768,0,0
5,33,mle,,,,False,968.2477779675768,0,0
5,33,lse,0.7702411305286876,344.72576949154694,942.0842195537443,True,968.2477779675768,0,0
5,34,mdm,1.4143675467583627,742.9743362094962,307.74329670077657,True,504.47198228062473,0,0
5,34,mle,,,,False,504.47198228062473,0,0
5,34,lse,0.5118791548504406,483.55157043365034,493.869140523822,True,504.47198228062473,0,0
5,35,mdm,1.2030098266283806,506.1792953356611,899.1621556419788,True,997.5799127231205,0,0
5,35,mle,,,,False,997.5799127231205,0,0
5,35,lse,1.1404616255870157,496.3117413402123,907.3297943418437,True,997.5799127231205,0,0
5,36,mdm,1.4968484994543505,1240.9758690825715,0.0,True,216.07558252597022,1,1
5,36,mle,1.9963686843733512,1207.1693485832993,0.0,True,216.07558252597022,1,1
5,36,lse,1.1897622453335066,1315.8727509268763,8.509990550859515e-05,True,216.07558252597022,0,1
5,37,mdm,2.8438845758616034,762.065773814394,342.8330498247037,True,683.1269305508139,0,0
5,37,mle,5.835648521148061,1101.2063054872642,0.0002688668890884148,True,683.1269305508139,0,1
5,37,lse,4.197793587733909,1119.2199600442973,0.00026904491734165703,True,683.1269305508139,0,1
5,38,mdm,2.9525759742412623,1133.6567638464064,0.0,True,499.77160233547835,1,1
5,38,mle,4.268565699561956,1111.3269521283519,0.0,True,499.77160233547835,1,1
5,38,lse,2.562819465105961,1156.6998135030099,0.00019683166250178573,True,499.77160233547835,0,1
5,39,mdm,0.9717761935586198,290.7422558783408,441.23376122914976,True,476.1649871358004,0,0
5,39,mle,,,,False,476.1649871358004,0,0
5,39,lse,0.7333811946426452,266.32894782444765,458.4128527342419,True,476.1649871358004,0,0
5,40,mdm,3.6741589375904224,960.3983325333853,57.4769569341595,True,505.6972027784789,0,0
5,40,mle,5.591720406883161,1009.0774203311785,0.0,True,505.6972027784789,1,1
5,40,lse,2.8837475929389846,1058.6030460181846,0.00019916542012440083,True,505.6972027784789,0,1
5,41,mdm,2.6779494191086517,1115.5337617118882,0.0,True,343.3190170167387,1,1
5,41,mle,3.1340446790962426,1117.8169180095547,0.0,True,343.3190170167387,1,1
5,41,lse,1.6757214349350946,1211.6668376726755,0.00013521387084038615,True,343.3190170167387,0,1
5,42,mdm,0.5807937560736054,351.972798506345,313.1815864428927,True,325.045027308828,0,0
5,42,mle,,,,False,325.045027308828,0,0
5,42,lse,0.5765109803186307,342.04961086048525,313.7629402951032,True,325.045027308828,0,0
5,43,mdm,1.9495192129597156,581.3651116924913,396.3994172904287,True,601.113761910532,0,0
5,43,mle,5.326402460630792,978.9237165343488,0.00011243022528677226,True,601.113761910532,0,1
5,43,lse,1.3409999932592833,496.5175518336053,482.66531514050837,True,601.113761910532,0,0
5,44,mdm,1.4835189386581136,1099.2350708110685,0.0,True,274.20061920420545,1,1
5,44,mle,,,,False,274.20061920420545,0,0
5,44,lse,1.4454630831032407,1105.485139046359,0.00010799205774151353,True,274.20061920420545,0,1
5,45,mdm,2.6469013690522223,1110.7320388312962,59.62069354693236,True,508.14325686842284,0,0
5,45,mle,2.182896536223013,828.9404203584432,307.07994217327894,True,508.14325686842284,0,0
5,45,lse,2.31697581801553,1207.5514464878763,0.0002001287819697777,True,508.14325686842284,0,1
5,46,mdm,2.4598019011528693,612.2072392801992,397.8345450385924,True,648.6277751224882,0,0
5,46,mle,5.518224888845722,1011.5906853308845,2.7762744906815162e-05,True,648.6277751224882,0,1
5,46,lse,3.890381862781595,923.7820927373174,98.1189323833082,True,648.6277751224882,0,0
5,47,mdm,2.584600887380087,487.99080684787776,343.29019939394027,True,551.5249051129948,0,0
5,47,mle,7.144447719016332,826.6781450629085,0.00025572217942057107,True,551.5249051129948,0,1
5,47,lse,4.88176842703695,838.6091389284201,0.0002172143504697526,True,551.5249051129948,0,1
5,48,mdm,0.9031146420640173,386.48819289393623,566.2279531408683,True,609.5302080474266,0,0
5,48,mle,,,,False,609.5302080474266,0,0
5,48,lse,0.9044849715860256,386.8441830414709,565.9225026469935,True,609.5302080474266,0,0
5,49,mdm,0.9995526914319155,160.69773309237172,781.2713266013961,True,802.8093537508871,0,0
5,49,mle,,,,False,802.8093537508871,0,0
5,49,lse,0.8488075768797151,152.8412278964718,787.9463117690821,True,802.8093537508871,0,0
5,50,mdm,1.159611877208234,282.5050021478425,589.8596166224024,True,639.8728483767975,0,0
5,50,mle,,,,False,639.8728483767975,0,0
5,50,lse,1.0792573847008515,274.1959708451349,596.1211690912972,True,639.8728483767975,0,0
5,51,mdm,0.830954663821682,534.4911569578179,475.68982318393273,True,525.4256147334272,0,0
5,51,mle,,,,False,525.4256147334272,0,0
5,51,lse,0.8105106818747976,522.2927393087998,479.2594591904935,True,525.4256147334272,0,0
5,52,mdm,0.7850432831613064,424.9295958818043,437.9467613418099,True,471.79205716322923,0,0
5,52,mle,,,,False,471.79205716322923,0,0
5,52,lse,0.6311218808761178,393.9713088789168,454.5468125607945,True,471.79205716322923,0,0
5,53,mdm,1.5973903987199318,413.71665731964185,452.3471015367747,True,565.1374071149808,0,0
5,53,mle,,,,False,565.1374071149808,0,0
5,53,lse,1.5597748719187345,420.13293608400403,448.73964593504644,True,565.1374071149808,0,0
5,54,mdm,1.1204242003330254,1030.1588090808286,0.0,True,152.2263466930555,1,1
5,54,mle,,,,False,152.2263466930555,0,0
5,54,lse,1.0509942705779227,1041.3490268834319,5.995331618712925e-05,True,152.2263466930555,0,1
5,55,mdm,1.7063238505628968,453.9072117423145,390.4181803488082,True,517.1442937600373,0,0
5,55,mle,,,,False,517.1442937600373,0,0
5,55,lse,1.253197157425336,419.2098805050631,431.18325614243986,True,517.1442937600373,0,0
5,56,mdm,1.1184319226417625,974.389738459257,52.02908385447094,True,218.4094276767628,0,0
5,56,mle,,,,False,218.4094276767628,0,0
5,56,lse,1.1545093378588511,992.4636534864851,37.40711209509955,True,218.4094276767628,0,0
5,57,mdm,2.3338480057109336,1063.756732032582,0.0,True,417.5393734602107,1,1
5,57,mle,3.522710535705424,1031.1863064200536,0.0,True,417.5393734602107,1,1
5,57,lse,2.1824022891713,1073.4473099969996,0.00016444505580963194,True,417.5393734602107,0,1
5,58,mdm,2.1209954718127677,873.1833997336931,52.02493140672259,True,397.102223568879,0,0
5,58,mle,2.8359388968470824,919.423330877331,0.0,True,397.102223568879,1,1
5,58,lse,0.37779530198433625,434.5776432264081,394.7563718412264,True,397.102223568879,0,0
5,59,mdm,0.73096273103955,259.5844882725002,552.5181386930318,True,569.6154009270439,0,0
5,59,mle,,,,False,569.6154009270439,0,0
5,59,lse,0.7014818991030676,256.7368805097974,554.4133360286108,True,569.6154009270439,0,0
5,60,mdm,0.5849735148928344,262.2337142113952,610.9208595028601,True,619.8143981752,0,0
5,60,mle,,,,False,619.8143981752,0,0
5,60,lse,0.548180181718039,256.3764928011008,612.8679037116048,True,619.8143981752,0,0
5,61,mdm,0.5419743392191579,346.0814083650776,471.9867979079551,True,481.1277835047775,0,0
5,61,mle,,,,False,481.1277835047775,0,0
5,61,lse,0.5367090030301431,344.93717385939095,472.32716297920297,True,481.1277835047775,0,0
5,62,mdm,0.9167755176170448,394.83183647349745,692.8785428795524,True,737.5094665446641,0,0
5,62,mle,,,,False,737.5094665446641,0,0
5,62,lse,0.7423335297095593,362.25729134471027,712.3451316577402,True,737.5094665446641,0,0
5,63,mdm,0.8065865448694244,324.6010844128316,986.4227017903304,True,1015.0903098203055,0,0
5,63,mle,,,,False,1015.0903098203055,0,0
5,63,lse,0.6995583327767616,303.3185715590751,996.6391384536365,True,1015.0903098203055,0,0
5,64,mdm,1.6811277646863805,1394.928551003129,24.901645076044655,True,456.5871440913761,0,0
5,64,mle,,,,False,456.5871440913761,0,0
5,64,lse,1.0130885414725606,1105.7371991901289,292.27697032034854,True,456.5871440913761,0,0
5,65,mdm,1.744091219385182,403.5867485829592,565.0256269544171,True,686.5233391832747,0,0
5,65,mle,,,,False,686.5233391832747,0,0
5,65,lse,1.7625860063748073,421.1994535102261,551.2450801409669,True,686.5233391832747,0,0
5,66,mdm,0.23254046028465353,137.71241757868899,651.2030580174668,True,651.2315255247861,0,0
5,66,mle,,,,False,651.2315255247861,0,0
5,66,lse,0.265784356371126,97.53703549267877,651.1735086628014,True,651.2315255247861,0,0
5,67,mdm,2.4941827283002365,1191.5880438386398,59.3181850541052,True,554.516213279583,0,0
5,67,mle,3.6562729785093024,1227.9022906060895,0.0,True,554.516213279583,1,1
5,67,lse,2.517194291731402,1263.2181778947124,0.00021839245694226032,True,554.516213279583,0,1
5,68,mdm,1.3930572621376944,551.9443548632172,578.6941554141123,True,721.6287757011356,0,0
5,68,mle,,,,False,721.6287757011356,0,0
5,68,lse,0.5165164616405333,363.7500050796958,713.3778231454187,True,721.6287757011356,0,0
5,69,mdm,2.964929181158501,745.0775327159404,156.39455022822025,True,498.6230836863476,0,0
5,69,mle,5.462068680233859,889.5438630362722,0.0,True,498.6230836863476,1,1
5,69,lse,3.545778428010807,910.9533041178963,0.0001963793262064334,True,498.6230836863476,0,1
5,70,mdm,0.4869669327757132,140.10158151455872,770.0881151567775,True,772.7113060075594,0,0
5,70,mle,,,,False,772.7113060075594,0,0
5,70,lse,0.27023888862926265,111.76475846333149,772.6350802285071,True,772.7113060075594,0,0
5,71,mdm,1.2813123523908605,257.90785793175263,828.5129685681607,True,889.850699478121,0,0
5,71,mle,,,,False,889.850699478121,0,0
5,71,lse,0.1610812305009144,75.38557043123788,889.8498096274216,True,889.850699478121,0,0
5,72,mdm,1.9816173711205962,1324.7880879328816,0.0,True,413.37009214720456,1,1
5,72,mle,1.5900129334580386,950.4626555344325,292.7166500704359,True,413.37009214720456,0,0
5,72,lse,1.7169193720268459,1359.590102122531,0.00016280301258740415,True,413.37009214720456,0,1
5,73,mdm,1.5320422020121487,319.7661679045715,809.678806817432,True,892.6370387974375,0,0
5,73,mle,6.886255827195299,1157.5185351581047,3.702588623217133e-05,True,892.6370387974375,0,1
5,73,lse,1.3963145927026146,314.4741806645259,817.1320815292196,True,892.6370387974375,0,0
5,74,mdm,0.5353315419756478,385.3798607564231,592.1732654578267,True,601.9820975554129,0,0
5,74,mle,,,,False,601.9820975554129,0,0
5,74,lse,0.5182535675796511,379.1088184105337,593.425597617626,True,601.9820975554129,0,0
5,75,mdm,1.1206216782204264,587.4493490604498,660.3660068000968,True,763.3713784463145,0,0
5,75,mle,,,,False,763.3713784463145,0,0
5,75,lse,1.008792711019806,564.6328247419665,680.6521302592987,True,763.3713784463145,0,0
5,76,mdm,2.101959407296297,1147.7747678581397,0.0,True,413.5494594651515,1,1
5,76,mle,2.6345060757421965,1036.6200357496855,74.17761608347433,True,413.5494594651515,0,0
5,76,lse,2.038830029876744,1154.0458009333363,0.00016287365519139721,True,413.5494594651515,0,1
5,77,mdm,3.037284538944878,938.5633537443233,146.68826851755722,True,564.9529379749274,0,0
5,77,mle,5.189289133437693,1072.7924150238246,0.0,True,564.9529379749274,1,1
5,77,lse,3.125923326458153,1108.7468193933655,0.00022250289031473824,True,564.9529379749274,0,1
5,78,mdm,1.6083564769198893,473.50856764197124,428.83014266813325,True,554.6723304986721,0,0
5,78,mle,,,,False,554.6723304986721,0,0
5,78,lse,1.3300322972629024,453.0277874410483,453.6484087063513,True,554.6723304986721,0,0
5,79,mdm,1.6755705349895003,494.42445457759294,591.568686400287,True,742.1480708560206,0,0
5,79,mle,6.2328232671296835,1095.0603919547266,0.0,True,742.1480708560206,1,1
5,79,lse,1.146996634471325,417.7855378796276,664.4608556625079,True,742.1480708560206,0,0
5,80,mdm,0.9296692033058161,386.05328509922595,583.5447474651731,True,630.463217409861,0,0
5,80,mle,,,,False,630.463217409861,0,0
5,80,lse,0.8145939989718276,363.7893975295477,597.4275221651961,True,630.463217409861,0,0
5,81,mdm,1.9452139804066808,445.3400890985889,584.1443001500553,True,727.5374284182825,0,0
5,81,mle,,,,False,727.5374284182825,0,0
5,81,lse,1.550118915388292,429.67891677247604,608.3440203398229,True,727.5374284182825,0,0
5,82,mdm,1.0657697105592858,627.4438937149449,494.9762220779319,True,591.2158809414861,0,0
5,82,mle,,,,False,591.2158809414861,0,0
5,82,lse,0.9995046365364934,609.5487845928916,507.0831566273489,True,591.2158809414861,0,0
5,83,mdm,0.999824543677656,413.50318206227485,388.9502444219337,True,447.05440021765577,0,0
5,83,mle,,,,False,447.05440021765577,0,0
5,83,lse,0.9608679225178183,408.25019164499207,393.6582494614538,True,447.05440021765577,0,0
5,84,mdm,1.4716008538034726,873.1240940918258,561.3820990486196,True,779.1821972016202,0,0
5,84,mle,,,,False,779.1821972016202,0,0
5,84,lse,1.2934429380952177,844.6122021767148,594.8178173021477,True,779.1821972016202,0,0
5,85,mdm,3.789587145239371,1089.099748323069,0.0,True,466.89973854338285,1,1
5,85,mle,5.31960110197792,1083.621552943994,0.0,True,466.89973854338285,1,1
5,85,lse,2.2854627895629918,1166.5267547086187,0.00018388530146507272,True,466.89973854338285,0,1
5,86,mdm,1.8543872784540854,909.5022532400814,109.75029346684772,True,427.6699492571715,0,0
5,86,mle,2.827287597397003,1011.8219005335386,0.00016436463400062908,True,427.6699492571715,0,1
5,86,lse,0.6083091131582142,562.8104339489837,405.17542466042477,True,427.6699492571715,0,0
5,87,mdm,1.0638682906191028,542.5233849289815,659.5947967857022,True,752.4470521337641,0,0
5,87,mle,,,,False,752.4470521337641,0,0
5,87,lse,0.4333717322578826,381.2766484612366,748.3223731271966,True,752.4470521337641,0,0
5,88,mdm,0.909230123487187,203.77759149419768,456.4583204606275,True,481.15603639925024,0,0
5,88,mle,,,,False,481.15603639925024,0,0
5,88,lse,0.5527201105433353,169.26896902408402,476.24501382294414,True,481.15603639925024,0,0
5,89,mdm,3.0752326841976143,279.07738524496506,601.0521893942774,True,728.6242698005594,0,0
5,89,mle,14.373763363835977,881.5469007912686,0.00030813053345096655,True,728.6242698005594,0,1
5,89,lse,10.512514402778505,887.3301426416593,0.0002869637364223878,True,728.6242698005594,0,1
5,90,mdm,1.922806693555208,1083.5574742429965,158.80050957502775,True,521.4002111894351,0,0
5,90,mle,,,,False,521.4002111894351,0,0
5,90,lse,1.9981427526671756,1168.3245809891318,89.3005231222755,True,521.4002111894351,0,0
5,91,mdm,2.5803838828797634,994.2718251733277,0.0,True,414.7915448447711,1,1
5,91,mle,3.4827968931869346,974.7451088655815,0.0009850090414084158,True,414.7915448447711,0,1
5,91,lse,2.3794310384874953,1006.8728262317277,0.000163362842110175,True,414.7915448447711,0,1
5,92,mdm,0.8677375457095354,318.3370543098325,330.60846886825067,True,362.7581975903256,0,0
5,92,mle,,,,False,362.7581975903256,0,0
5,92,lse,0.8228972863110435,305.7648358601242,335.18370620441164,True,362.7581975903256,0,0
5,93,mdm,2.1478857262135254,846.3943348325562,158.63305181674727,True,476.397959246399,0,0
5,93,mle,3.9268750594608317,987.2630265388964,0.0,True,476.397959246399,1,1
5,93,lse,2.6809078844889336,1012.3554867120769,0.0001876261113931441,True,476.397959246399,0,1
5,94,mdm,2.7082342288080725,1070.07235086617,0.0,True,291.35688234709005,1,1
5,94,mle,3.296342126155978,1072.8689767762157,0.0,True,291.35688234709005,1,1
5,94,lse,1.5000673712794212,1191.533730141534,0.00011474893584533588,True,291.35688234709005,0,1
5,95,mdm,2.0673844076110846,897.0608540473177,0.0,True,301.7651518865529,1,1
5,95,mle,3.137453651989026,864.9801516650523,0.0,True,301.7651518865529,1,1
5,95,lse,1.9127654124570477,907.9309262056146,0.00011884816234729424,True,301.7651518865529,0,1
5,96,mdm,2.6569529051940455,828.7910983283231,107.90928427987376,True,462.23153563907624,0,0
5,96,mle,4.570954274280254,919.8539972072194,0.0,True,462.23153563907624,1,1
5,96,lse,2.9380300697763317,946.5520501090501,0.00018204676135143833,True,462.23153563907624,0,1
5,97,mdm,1.6689200370534398,1146.6216263326335,0.0,True,321.98750970230753,1,1
5,97,mle,2.47583221922586,1097.037531252869,0.0,True,321.98750970230753,1,1
5,97,lse,1.5951277491357259,1152.7802164352318,0.000126812601082867,True,321.98750970230753,0,1
5,98,mdm,1.5544346207879423,281.9766623561104,763.2706583967051,True,839.5362786907305,0,0
5,98,mle,9.059078624153145,1060.0645708987136,0.00010145863617481834,True,839.5362786907305,0,1
5,98,lse,1.597493664044622,292.0438268735969,754.8853661367833,True,839.5362786907305,0,0
5,99,mdm,3.1693408714906286,699.584081982654,307.27833753858386,True,626.9623275512615,0,0
5,99,mle,6.535174212050757,1003.0446640559122,0.000337521724586633,True,626.9623275512615,0,1
5,99,lse,4.306493929955576,1024.7345795790754,0.00024692486864242734,True,626.9623275512615,0,1
5,100,mdm,1.7077624252663939,1263.0744042475415,31.295667836998255,True,404.1531631202049,0,0
5,100,mle,,,,False,404.1531631202049,0,0
5,100,lse,1.6852541107207752,1303.3708361334052,4.445525687266224,True,404.1531631202049,0,0
5,101,mdm,2.474139283985505,615.6120350376592,448.45679106672725,True,698.2863491989585,0,0
5,101,mle,2.2553422090429827,462.11385270622293,579.3564956459381,True,698.2863491989585,0,0
5,101,lse,3.542148627328503,877.6208406097969,200.39149176306458,True,698.2863491989585,0,0
5,102,mdm,1.8588355855329521,672.4357115158075,410.65273208799556,True,639.2516396025832,0,0
5,102,mle,4.741114926366908,1085.9156350987787,0.0,True,639.2516396025832,1,1
5,102,lse,1.5204352916158772,630.014191425906,457.87209642448835,True,639.2516396025832,0,0
5,103,mdm,1.7978964346928732,562.9833303187987,651.6682185576714,True,831.6417020788904,0,0
5,103,mle,,,,False,831.6417020788904,0,0
5,103,lse,2.031286832720252,624.7880953339325,595.6739193373398,True,831.6417020788904,0,0
5,104,mdm,0.6718594070114388,568.7068459996136,394.4245020952973,True,424.25540768221,0,0
5,104,mle,,,,False,424.25540768221,0,0
5,104,lse,0.6351463376577845,557.4878616713925,399.50426967711576,True,424.25540768221,0,0
5,105,mdm,1.0317494174999615,565.2383666162971,417.7250689054848,True,507.9046585573479,0,0
5,105,mle,,,,False,507.9046585573479,0,0
5,105,lse,0.5257006638605725,436.67090145270305,497.2526494991034,True,507.9046585573479,0,0
5,106,mdm,3.2993372377068226,801.4286100138786,66.32734422092929,True,431.573056815139,0,0
5,106,mle,4.731659663280613,861.0582603174826,0.0,True,431.573056815139,1,1
5,106,lse,2.8916918096995077,894.7261222986909,0.0001699721270014829,True,431.573056815139,0,1
5,107,mdm,1.584132404107302,928.11934565374,0.0,True,223.29914790680843,1,1
5,107,mle,2.347067712373258,883.7357622294015,0.0,True,223.29914790680843,1,1
5,107,lse,1.3973593126964725,947.188733007148,8.794485783573013e-05,True,223.29914790680843,0,1
5,108,mdm,1.336044067786886,1014.9877783399064,0.0,True,241.9259830962606,1,1
5,108,mle,,,,False,241.9259830962606,0,0
5,108,lse,0.4906227146565352,688.06420088194,229.22492989452206,True,241.9259830962606,0,0
5,109,mdm,1.3599829662782272,917.1423568741181,302.5056194340229,True,512.5826837606229,0,0
5,109,mle,,,,False,512.5826837606229,0,0
5,109,lse,1.451438271146568,959.3452279153222,263.2866831497953,True,512.5826837606229,0,0
5,110,mdm,0.5580335529784534,271.87414906955223,497.26129192970905,True,505.11893212637585,0,0
5,110,mle,,,,False,505.11893212637585,0,0
