beta,n,gamma_eta,c,jparam,raw_delta_equiv
4.0,7,0.1,0.12,0.7331417075528536,0.039911999999999996
4.0,7,0.1,0.14,0.7429299433003514,0.04656400000000001
4.0,7,0.1,0.16,0.7527314303664812,0.053216
4.0,7,0.1,0.18,0.7625329174326109,0.059868
4.0,7,0.1,0.2,0.7712824313830166,0.06652000000000001
4.0,7,0.1,0.22,0.7800106477181958,0.073172
4.0,7,0.1,0.24,0.7887388640533751,0.07982399999999999
4.0,7,0.1,0.26,0.7979588505753052,0.08647600000000001
4.0,7,0.1,0.28,0.8071922020683392,0.09312800000000002
4.0,7,0.1,0.3,0.8164255535613731,0.09978
4.0,7,0.1,0.32,0.8245660213218483,0.106432
4.0,7,0.1,0.34,0.832669108108884,0.113084
4.0,7,0.1,0.36,0.8407721948959196,0.119736
4.0,7,0.1,0.38,0.8469238826907425,0.126388
4.0,7,0.1,0.4,0.8529949240650981,0.13304000000000002
4.0,7,0.1,0.42,0.8590659654394537,0.139692
4.0,7,0.1,0.44,0.8643193103295272,0.146344
4.0,7,0.1,0.46,0.8695329562099603,0.15299600000000002
4.0,7,0.1,0.48,0.8747466020903935,0.15964799999999998
4.0,7,0.1,0.5,0.8795031983275395,0.1663
4.0,7,0.1,0.52,0.8842342578227116,0.17295200000000002
4.0,7,0.1,0.54,0.8889653173178836,0.179604
4.0,7,0.1,0.56,0.8934156098138158,0.18625600000000003
4.0,7,0.1,0.58,0.8978481299741184,0.192908
4.0,7,0.1,0.6,0.902280650134421,0.19956
4.0,7,0.5,0.0,1.0210267630443353,0.0
4.0,7,0.5,0.02,0.9388860105306722,0.006652
4.0,7,0.5,0.04,0.8567452580170092,0.013304
4.0,7,0.5,0.06,0.7746045055033463,0.019955999999999998
4.0,7,0.5,0.08,0.7665971734460693,0.026608
4.0,7,0.5,0.1,0.7590834658591435,0.033260000000000005
4.0,7,0.5,0.12,0.7515697582722178,0.039911999999999996
4.0,7,0.5,0.14,0.7549677917385241,0.04656400000000001
4.0,7,0.5,0.16,0.7585121130190725,0.053216
4.0,7,0.5,0.18,0.7620564342996209,0.059868
4.0,7,0.5,0.2,0.7678342815932957,0.06652000000000001
4.0,7,0.5,0.22,0.7736573475117762,0.073172
4.0,7,0.5,0.24,0.7794804134302565,0.07982399999999999
4.0,7,0.5,0.26,0.7857099224794869,0.08647600000000001
4.0,7,0.5,0.28,0.7919504775433885,0.09312800000000002
4.0,7,0.5,0.3,0.7981910326072903,0.09978
4.0,7,0.5,0.32,0.8048217375259763,0.106432
4.0,7,0.5,0.34,0.8114657871225311,0.113084
4.0,7,0.5,0.36,0.818109836719086,0.119736
4.0,7,0.5,0.38,0.8246078391955673,0.126388
4.0,7,0.5,0.4,0.8310998059112943,0.13304000000000002
4.0,7,0.5,0.42,0.8375917726270212,0.139692
4.0,7,0.5,0.44,0.842601203271615,0.146344
4.0,7,0.5,0.46,0.8475386570703846,0.15299600000000002
4.0,7,0.5,0.48,0.8524761108691541,0.15964799999999998
4.0,7,0.5,0.5,0.8569591341707686,0.1663
4.0,7,0.5,0.52,0.8614167670700026,0.17295200000000002
4.0,7,0.5,0.54,0.8658743999692364,0.179604
4.0,7,0.5,0.56,0.870463664534631,0.18625600000000003
4.0,7,0.5,0.58,0.8750612612834973,0.192908
4.0,7,0.5,0.6,0.8796588580323635,0.19956
4.0,7,1.0,0.0,1.5638257122438528,0.0
4.0,7,1.0,0.02,1.3368579783879628,0.006652
4.0,7,1.0,0.04,1.1098902445320729,0.013304
4.0,7,1.0,0.06,0.8829225106761828,0.019955999999999998
4.0,7,1.0,0.08,0.8433884241558959,0.026608
4.0,7,1.0,0.1,0.8051023825028557,0.033260000000000005
4.0,7,1.0,0.12,0.7668163408498155,0.039911999999999996
4.0,7,1.0,0.14,0.764381838809268,0.04656400000000001
4.0,7,1.0,0.16,0.7624279789816851,0.053216
4.0,7,1.0,0.18,0.7604741191541022,0.059868
4.0,7,1.0,0.2,0.7679411467511353,0.06652000000000001
4.0,7,1.0,0.22,0.7755989039708754,0.073172
4.0,7,1.0,0.24,0.7832566611906154,0.07982399999999999
4.0,7,1.0,0.26,0.7896096078648014,0.08647600000000001
4.0,7,1.0,0.28,0.7959270933505969,0.09312800000000002
4.0,7,1.0,0.3,0.8022445788363922,0.09978
4.0,7,1.0,0.32,0.8083885694443886,0.106432
4.0,7,1.0,0.34,0.8145266258370375,0.113084
4.0,7,1.0,0.36,0.8206646822296864,0.119736
4.0,7,1.0,0.38,0.8268178747578332,0.126388
4.0,7,1.0,0.4,0.8329716928244542,0.13304000000000002
4.0,7,1.0,0.42,0.839125510891075,0.139692
4.0,7,1.0,0.44,0.8457480297312333,0.146344
4.0,7,1.0,0.46,0.8523933039052898,0.15299600000000002
4.0,7,1.0,0.48,0.8590385780793461,0.15964799999999998
4.0,7,1.0,0.5,0.8645022875255031,0.1663
4.0,7,1.0,0.52,0.869899979386863,0.17295200000000002
4.0,7,1.0,0.54,0.8752976712482229,0.179604
4.0,7,1.0,0.56,0.8803921533450283,0.18625600000000003
4.0,7,1.0,0.58,0.885467442496379,0.192908
4.0,7,1.0,0.6,0.8905427316477298,0.19956
4.0,10,0.1,0.0,0.6051443414323256,0.0
4.0,10,0.1,0.02,0.6064077653152312,0.007066
4.0,10,0.1,0.04,0.6076711891981368,0.014132
4.0,10,0.1,0.06,0.6102650968908072,0.021197999999999998
4.0,10,0.1,0.08,0.6193759319588528,0.028264
4.0,10,0.1,0.1,0.6284867670268984,0.03533
4.0,10,0.1,0.12,0.6377787692106366,0.042395999999999996
4.0,10,0.1,0.14,0.6474238809228737,0.049462000000000006
4.0,10,0.1,0.16,0.6570689926351109,0.056528
4.0,10,0.1,0.18,0.666290466644817,0.063594
4.0,10,0.1,0.2,0.6751026835306535,0.07066
4.0,10,0.1,0.22,0.6839149004164901,0.077726
4.0,10,0.1,0.24,0.6920508986442606,0.08479199999999999
4.0,10,0.1,0.26,0.6998660034604197,0.09185800000000001
4.0,10,0.1,0.28,0.7076811082765789,0.09892400000000001
4.0,10,0.1,0.3,0.7147025324246458,0.10599
4.0,10,0.1,0.32,0.7215813855545378,0.113056
4.0,10,0.1,0.34,0.7284472545876459,0.120122
4.0,10,0.1,0.36,0.7345740943743001,0.127188
4.0,10,0.1,0.38,0.7407009341609543,0.134254
4.0,10,0.1,0.4,0.7467139286817488,0.14132
4.0,10,0.1,0.42,0.752231351310399,0.148386
4.0,10,0.1,0.44,0.7577487739390493,0.155452
4.0,10,0.1,0.46,0.7631527052693555,0.162518
4.0,10,0.1,0.48,0.7683516491394282,0.16958399999999998
4.0,10,0.1,0.5,0.7735505930095009,0.17665
4.0,10,0.1,0.52,0.7783885714134433,0.18371600000000002
4.0,10,0.1,0.54,0.7829011369240766,0.190782
4.0,10,0.1,0.56,0.78741370243471,0.19784800000000002
4.0,10,0.1,0.58,0.791852846556555,0.20491399999999999
4.0,10,0.1,0.6,0.7962598370706117,0.21198
4.0,10,0.5,0.0,0.9164809836133583,0.0
4.0,10,0.5,0.02,0.851187229006225,0.007066
4.0,10,0.5,0.04,0.7858934743990916,0.014132
4.0,10,0.5,0.06,0.7289731523190929,0.021197999999999998
4.0,10,0.5,0.08,0.7130672727008848,0.028264
4.0,10,0.5,0.1,0.6971613930826768,0.03533
4.0,10,0.5,0.12,0.6851107348085381,0.042395999999999996
4.0,10,0.5,0.14,0.6805742183026818,0.049462000000000006
4.0,10,0.5,0.16,0.6760377017968255,0.056528
4.0,10,0.5,0.18,0.675115762898436,0.063594
4.0,10,0.5,0.2,0.6776857030910661,0.07066
4.0,10,0.5,0.22,0.6802556432836963,0.077726
4.0,10,0.5,0.24,0.6845418167446783,0.08479199999999999
4.0,10,0.5,0.26,0.6896424130880126,0.09185800000000001
4.0,10,0.5,0.28,0.6947430094313468,0.09892400000000001
4.0,10,0.5,0.3,0.7008137587833193,0.10599
4.0,10,0.5,0.32,0.7070587793602159,0.113056
4.0,10,0.5,0.34,0.7133081488550652,0.120122
4.0,10,0.5,0.36,0.7198050502045332,0.127188
4.0,10,0.5,0.38,0.7263019515540015,0.134254
4.0,10,0.5,0.4,0.7325458656887838,0.14132
4.0,10,0.5,0.42,0.7376885188117598,0.148386
4.0,10,0.5,0.44,0.7428311719347357,0.155452
4.0,10,0.5,0.46,0.7480651125283196,0.162518
4.0,10,0.5,0.48,0.7534639361307696,0.16958399999999998
4.0,10,0.5,0.5,0.7588627597332195,0.17665
4.0,10,0.5,0.52,0.7638229725008457,0.18371600000000002
4.0,10,0.5,0.54,0.7683877745320188,0.190782
4.0,10,0.5,0.56,0.7729525765631919,0.19784800000000002
4.0,10,0.5,0.58,0.7776293502393601,0.20491399999999999
4.0,10,0.5,0.6,0.7823551599310004,0.21198
4.0,10,1.0,0.0,1.4133140570650555,0.0
4.0,10,1.0,0.02,1.201283167025992,0.007066
4.0,10,1.0,0.04,0.9892522769869285,0.014132
4.0,10,1.0,0.06,0.8057663134334955,0.021197999999999998
4.0,10,1.0,0.08,0.7620980699282093,0.028264
4.0,10,1.0,0.1,0.7184298264229231,0.03533
4.0,10,1.0,0.12,0.6879404535881379,0.042395999999999996
4.0,10,1.0,0.14,0.6831377777613827,0.049462000000000006
4.0,10,1.0,0.16,0.6783351019346276,0.056528
4.0,10,1.0,0.18,0.6779862701401085,0.063594
4.0,10,1.0,0.2,0.681940094572613,0.07066
4.0,10,1.0,0.22,0.6858939190051175,0.077726
4.0,10,1.0,0.24,0.6923104163694175,0.08479199999999999
4.0,10,1.0,0.26,0.6998955527668775,0.09185800000000001
4.0,10,1.0,0.28,0.7074806891643376,0.09892400000000001
4.0,10,1.0,0.3,0.7139030689589765,0.10599
4.0,10,1.0,0.32,0.7201165796209551,0.113056
4.0,10,1.0,0.34,0.7263243578845247,0.120122
4.0,10,1.0,0.36,0.7322058593075003,0.127188
4.0,10,1.0,0.38,0.738087360730476,0.134254
4.0,10,1.0,0.4,0.7438842881383824,0.14132
4.0,10,1.0,0.42,0.7493130622958428,0.148386
4.0,10,1.0,0.44,0.7547418364533033,0.155452
4.0,10,1.0,0.46,0.7600098597991546,0.162518
4.0,10,1.0,0.48,0.7649875357696291,0.16958399999999998
4.0,10,1.0,0.5,0.7699652117401036,0.17665
4.0,10,1.0,0.52,0.7749321811036046,0.18371600000000002
4.0,10,1.0,0.54,0.7798894983860073,0.190782
4.0,10,1.0,0.56,0.7848468156684101,0.19784800000000002
4.0,10,1.0,0.58,0.7892483490322653,0.20491399999999999
4.0,10,1.0,0.6,0.7934064865897074,0.21198
4.0,20,0.1,0.0,0.4509265371350446,0.0
4.0,20,0.1,0.02,0.45697784044451417,0.00779
4.0,20,0.1,0.04,0.46302914375398374,0.01558
4.0,20,0.1,0.06,0.4695334621208471,0.02337
4.0,20,0.1,0.08,0.47663194266981146,0.03116
4.0,20,0.1,0.1,0.48373042321877585,0.038950000000000005
4.0,20,0.1,0.12,0.4919718945307269,0.04674
4.0,20,0.1,0.14,0.500391428201897,0.05453000000000001
4.0,20,0.1,0.16,0.5087411533814828,0.06232
4.0,20,0.1,0.18,0.5169262869882391,0.07011
4.0,20,0.1,0.2,0.5251114205949952,0.07790000000000001
4.0,20,0.1,0.22,0.5330415667018418,0.08569
4.0,20,0.1,0.24,0.5408776049440471,0.09348
4.0,20,0.1,0.26,0.5486318161388971,0.10127000000000001
4.0,20,0.1,0.28,0.5559659388701597,0.10906000000000002
4.0,20,0.1,0.3,0.5633000616014223,0.11685
4.0,20,0.1,0.32,0.5703525848897526,0.12464
4.0,20,0.1,0.34,0.5772139361424715,0.13243000000000002
4.0,20,0.1,0.36,0.5840611118366852,0.14022
4.0,20,0.1,0.38,0.5904205194496055,0.14801
4.0,20,0.1,0.4,0.5967799270625259,0.15580000000000002
4.0,20,0.1,0.42,0.6029185041123675,0.16359
4.0,20,0.1,0.44,0.6087987278572145,0.17138
4.0,20,0.1,0.46,0.6146789516020615,0.17917000000000002
4.0,20,0.1,0.48,0.6201757546198684,0.18696
4.0,20,0.1,0.5,0.6256268336141921,0.19475
4.0,20,0.1,0.52,0.6309494693910885,0.20254000000000003
4.0,20,0.1,0.54,0.6360066221398377,0.21033000000000002
4.0,20,0.1,0.56,0.6410637748885869,0.21812000000000004
4.0,20,0.1,0.58,0.6458567850879658,0.22591
4.0,20,0.1,0.6,0.6505657702462591,0.2337
4.0,20,0.5,0.0,0.7804391194100906,0.0
4.0,20,0.5,0.02,0.7175316973315882,0.00779
4.0,20,0.5,0.04,0.6546242752530858,0.01558
4.0,20,0.5,0.06,0.6077718710577765,0.02337
4.0,20,0.5,0.08,0.5819767900208395,0.03116
4.0,20,0.5,0.1,0.5561817089839024,0.038950000000000005
4.0,20,0.5,0.12,0.5467593717617818,0.04674
4.0,20,0.5,0.14,0.5398876845404856,0.05453000000000001
4.0,20,0.5,0.16,0.535521349982701,0.06232
4.0,20,0.5,0.18,0.5370620322651785,0.07011
4.0,20,0.5,0.2,0.538602714547656,0.07790000000000001
4.0,20,0.5,0.22,0.5426857429396683,0.08569
4.0,20,0.5,0.24,0.5477070713018078,0.09348
4.0,20,0.5,0.26,0.5529172820944724,0.10127000000000001
4.0,20,0.5,0.28,0.559097188514715,0.10906000000000002
4.0,20,0.5,0.3,0.5652770949349576,0.11685
4.0,20,0.5,0.32,0.5715498069190407,0.12464
4.0,20,0.5,0.34,0.5778855226803,0.13243000000000002
4.0,20,0.5,0.36,0.5842150723876156,0.14022
4.0,20,0.5,0.38,0.5903324537842335,0.14801
4.0,20,0.5,0.4,0.5964498351808515,0.15580000000000002
4.0,20,0.5,0.42,0.6024086505174604,0.16359
4.0,20,0.5,0.44,0.6081819568145045,0.17138
4.0,20,0.5,0.46,0.6139552631115487,0.17917000000000002
4.0,20,0.5,0.48,0.6193994820916625,0.18696
4.0,20,0.5,0.5,0.6248044564635793,0.19475
4.0,20,0.5,0.52,0.6300963942737523,0.20254000000000003
4.0,20,0.5,0.54,0.6351546935212662,0.21033000000000002
4.0,20,0.5,0.56,0.64021299276878,0.21812000000000004
4.0,20,0.5,0.58,0.6450541771163121,0.22591
4.0,20,0.5,0.6,0.649826296148791,0.2337
4.0,20,1.0,0.0,1.1934404179772007,0.0
4.0,20,1.0,0.02,0.9959740523712796,0.00779
4.0,20,1.0,0.04,0.7985076867653584,0.01558
4.0,20,1.0,0.06,0.6669732357359209,0.02337
4.0,20,1.0,0.08,0.621913283943296,0.03116
4.0,20,1.0,0.1,0.5768533321506711,0.038950000000000005
4.0,20,1.0,0.12,0.5648209924969297,0.04674
4.0,20,1.0,0.14,0.5579339039924209,0.05453000000000001
4.0,20,1.0,0.16,0.5539450664131805,0.06232
4.0,20,1.0,0.18,0.5567896049379135,0.07011
4.0,20,1.0,0.2,0.5596341434626464,0.07790000000000001
4.0,20,1.0,0.22,0.5644722280100423,0.08569
4.0,20,1.0,0.24,0.5700460676800378,0.09348
4.0,20,1.0,0.26,0.5757230225413034,0.10127000000000001
4.0,20,1.0,0.28,0.5819293561797967,0.10906000000000002
4.0,20,1.0,0.3,0.5881356898182901,0.11685
4.0,20,1.0,0.32,0.594297913489147,0.12464
4.0,20,1.0,0.34,0.6004301918155954,0.13243000000000002
4.0,20,1.0,0.36,0.6065536064380065,0.14022
4.0,20,1.0,0.38,0.6123720290624082,0.14801
4.0,20,1.0,0.4,0.6181904516868099,0.15580000000000002
4.0,20,1.0,0.42,0.6238334418031006,0.16359
4.0,20,1.0,0.44,0.6292711905449997,0.17138
4.0,20,1.0,0.46,0.6347089392868989,0.17917000000000002
4.0,20,1.0,0.48,0.6398070689756755,0.18696
4.0,20,1.0,0.5,0.6448646981164505,0.19475
4.0,20,1.0,0.52,0.6498073008412684,0.20254000000000003
4.0,20,1.0,0.54,0.6545121521157808,0.21033000000000002
4.0,20,1.0,0.56,0.6592170033902932,0.21812000000000004
4.0,20,1.0,0.58,0.6636849831299622,0.22591
4.0,20,1.0,0.6,0.6680776128720837,0.2337
