beta,n,gamma_eta,delta,mean_loss,RMSE_x95,n_valid
4.0,10,0.5,0.28,0.019509457320340772,0.13967625897174069,500
4.0,10,0.5,0.3,0.019630538445817223,0.14010902342753384,500
4.0,10,0.5,0.32,0.020010414212864015,0.14145817124812554,500
4.0,10,0.5,0.34,0.020264904441037877,0.14235485394266637,500
4.0,10,0.5,0.36,0.020327561014056496,0.14257475587935087,500
4.0,10,0.5,0.38,0.020708437790353865,0.14390426606030088,500
4.0,10,0.5,0.4,0.020855257933450642,0.14441349636876272,500
4.0,10,0.5,0.42,0.02120715384674746,0.145626762124094,500
4.0,10,0.5,0.44,0.021520644005206976,0.14669916156954332,500
4.0,10,0.5,0.46,0.02157718834448408,0.14689175723805636,500
4.0,10,0.5,0.48,0.021735744892788785,0.14743047477637988,500
4.0,10,0.5,0.5,0.021879441368002926,0.1479170083797091,500
4.0,10,1.0,0.0,0.020645447795844027,0.143685238614981,500
4.0,10,1.0,0.02,0.02016536449982828,0.14200480449558134,500
4.0,10,1.0,0.04,0.019748183053083297,0.14052822866984163,500
4.0,10,1.0,0.06,0.01955144368540892,0.13982647705427223,500
4.0,10,1.0,0.08,0.019453983409231365,0.13947753729268153,500
4.0,10,1.0,0.1,0.019539198426826047,0.13978268285744858,500
4.0,10,1.0,0.12,0.01952531843154825,0.139733025557841,500
4.0,10,1.0,0.14,0.019533316056675024,0.13976164014734166,500
4.0,10,1.0,0.16,0.019558317861931507,0.13985105599147798,500
4.0,10,1.0,0.18,0.01959863098026099,0.13999511055840838,500
4.0,10,1.0,0.2,0.019793918659354946,0.14069086203216946,500
4.0,10,1.0,0.22,0.019857641206003022,0.1409171430522313,500
4.0,10,1.0,0.24,0.01999178889586191,0.14139232261994253,500
4.0,10,1.0,0.26,0.02021567030217881,0.14218182127887802,500
4.0,10,1.0,0.28,0.020394376948537244,0.14280888259676722,500
4.0,10,1.0,0.3,0.02065805190559332,0.14372909206417928,500
4.0,10,1.0,0.32,0.021028072940740005,0.1450105959602263,500
4.0,10,1.0,0.34,0.02113643514249909,0.14538375130150924,500
4.0,10,1.0,0.36,0.021389095809548377,0.14625011387875353,500
4.0,10,1.0,0.38,0.02175174580456193,0.147484730750549,500
4.0,10,1.0,0.4,0.022035371964391516,0.14844316071948724,500
4.0,10,1.0,0.42,0.022270411225262788,0.1492327418003931,500
4.0,10,1.0,0.44,0.02257684607771034,0.15025593524952796,500
4.0,10,1.0,0.46,0.022779896066738536,0.15093010324894943,500
4.0,10,1.0,0.48,0.023005821896267636,0.15167670189013088,500
4.0,10,1.0,0.5,0.023265176804141398,0.15252926540222175,500
4.0,20,0.1,0.0,0.00799098561781405,0.08939231296825276,500
4.0,20,0.1,0.02,0.008222572321743466,0.0906784005248409,500
4.0,20,0.1,0.04,0.008376815866836678,0.09152494669125286,500
4.0,20,0.1,0.06,0.008494505288095016,0.09216564049630978,500
4.0,20,0.1,0.08,0.008583474769575843,0.09264704404122046,500
4.0,20,0.1,0.1,0.008655128531702022,0.09303294326044953,500
4.0,20,0.1,0.12,0.00871761532391395,0.09336817082878913,500
4.0,20,0.1,0.14,0.008772793387024034,0.09366319120670635,500
4.0,20,0.1,0.16,0.00882280907873436,0.09392980931916321,500
4.0,20,0.1,0.18,0.008876565045434536,0.09421552443963009,500
4.0,20,0.1,0.2,0.00893317330799079,0.0945154659724576,500
4.0,20,0.1,0.22,0.008996536961885088,0.09485007623552597,500
4.0,20,0.1,0.24,0.009068279073047171,0.09522751216453768,500
4.0,20,0.1,0.26,0.00916117198911128,0.09571401145658498,500
4.0,20,0.1,0.28,0.009246734006356491,0.09615993971689298,500
4.0,20,0.1,0.3,0.009345893338745147,0.09667416065705017,500
4.0,20,0.1,0.32,0.009447845242158746,0.09720002696583344,500
4.0,20,0.1,0.34,0.009567253590411662,0.09781233864094888,500
4.0,20,0.1,0.36,0.009724052211886854,0.09861060902299941,500
4.0,20,0.1,0.38,0.00986488934683495,0.09932214932649691,500
4.0,20,0.1,0.4,0.010001103537044278,0.10000551753300553,500
4.0,20,0.1,0.42,0.010115874115087242,0.1005777018781362,500
4.0,20,0.1,0.44,0.010208402897721904,0.10103664136204203,500
4.0,20,0.1,0.46,0.010340826510437738,0.1016898545108495,500
4.0,20,0.1,0.48,0.010435009698975635,0.10215189522948477,500
4.0,20,0.1,0.5,0.01052253967658818,0.10257943105997508,500
4.0,20,0.5,0.0,0.009567179110016363,0.0978119579091246,500
4.0,20,0.5,0.02,0.009626876376125179,0.09811664678394375,500
4.0,20,0.5,0.04,0.00958713666718263,0.09791392478694044,500
4.0,20,0.5,0.06,0.009546250350475328,0.09770491466899364,500
4.0,20,0.5,0.08,0.009515159348342385,0.09754567826583803,500
4.0,20,0.5,0.1,0.009497540508717959,0.09745532570731041,500
4.0,20,0.5,0.12,0.009493355368085304,0.09743385124321682,500
4.0,20,0.5,0.14,0.009500254853771482,0.09746925081158407,500
4.0,20,0.5,0.16,0.00951707657420678,0.09755550509431428,500
4.0,20,0.5,0.18,0.009544003535327247,0.09769341602854947,500
4.0,20,0.5,0.2,0.009582671615048674,0.09789112122684403,500
4.0,20,0.5,0.22,0.009637512822309294,0.09817083488648395,500
4.0,20,0.5,0.24,0.009723694095586497,0.09860879319607606,500
4.0,20,0.5,0.26,0.009851050766315017,0.09925245974944408,500
4.0,20,0.5,0.28,0.009971357209109478,0.09985668334723259,500
4.0,20,0.5,0.3,0.010060154856955026,0.10030032331430955,500
4.0,20,0.5,0.32,0.010128490755302026,0.10064040319524771,500
4.0,20,0.5,0.34,0.010217254285898736,0.10108043473342769,500
4.0,20,0.5,0.36,0.010398590214905232,0.1019734779974932,500
4.0,20,0.5,0.38,0.010572174823183773,0.10282108160870403,500
4.0,20,0.5,0.4,0.010673038028209554,0.10331039651559544,500
4.0,20,0.5,0.42,0.010771321936161999,0.1037849793378695,500
4.0,20,0.5,0.44,0.010921018908707399,0.10450367892427231,500
4.0,20,0.5,0.46,0.010980390047429069,0.10478735633381095,500
4.0,20,0.5,0.48,0.011097618393435654,0.1053452343176266,500
4.0,20,0.5,0.5,0.011195716082923681,0.10580981090108649,500
4.0,20,1.0,0.0,0.009938986838347244,0.09969446744101322,500
4.0,20,1.0,0.02,0.00971748059611603,0.09857728235306566,500
4.0,20,1.0,0.04,0.00956391793947957,0.097795285875545,500
4.0,20,1.0,0.06,0.009496785239730294,0.09745145068048137,500
4.0,20,1.0,0.08,0.00946522597482601,0.09728939292043101,500
4.0,20,1.0,0.1,0.009452569224173365,0.09722432424127907,500
4.0,20,1.0,0.12,0.009451983337427089,0.09722131112789566,500
4.0,20,1.0,0.14,0.009460277124959393,0.09726395593928613,500
4.0,20,1.0,0.16,0.009475973780945989,0.09734461351788289,500
4.0,20,1.0,0.18,0.009498591398991655,0.09746071720950783,500
4.0,20,1.0,0.2,0.009528457071851787,0.09761381598857709,500
4.0,20,1.0,0.22,0.009566929427810627,0.0978106815629593,500
4.0,20,1.0,0.24,0.009617994213391474,0.09807137305754149,500
4.0,20,1.0,0.26,0.009679907183856869,0.09838651931975675,500
4.0,20,1.0,0.28,0.009769205089109105,0.09883928919771279,500
4.0,20,1.0,0.3,0.009848450044910827,0.09923935733825984,500
4.0,20,1.0,0.32,0.009935624593590806,0.09967760326969548,500
4.0,20,1.0,0.34,0.010055765134081929,0.1002784380317221,500
4.0,20,1.0,0.36,0.010169807116739942,0.10084546155747388,500
4.0,20,1.0,0.38,0.010249846157286137,0.10124152387872348,500
4.0,20,1.0,0.4,0.010336982925960426,0.1016709541902722,500
4.0,20,1.0,0.42,0.010422128903605258,0.10208882849560601,500
4.0,20,1.0,0.44,0.010508680390134414,0.10251185487607964,500
4.0,20,1.0,0.46,0.0106117570971986,0.10301338309753058,500
4.0,20,1.0,0.48,0.010709545329957779,0.10348693313630364,500
4.0,20,1.0,0.5,0.010788072558894506,0.10386564667345265,500
5.0,7,0.1,0.0,0.020760785163678366,0.14408603389530286,500
5.0,7,0.1,0.02,0.021677345358241503,0.14723228368208346,500
5.0,7,0.1,0.04,0.022020831629502077,0.1483941765350045,500
5.0,7,0.1,0.06,0.02226848400975281,0.14922628458067572,500
5.0,7,0.1,0.08,0.022639048930969338,0.1504627825442868,500
5.0,7,0.1,0.1,0.023024315418944796,0.15173765326689614,500
5.0,7,0.1,0.12,0.023325275747635113,0.1527261462475732,500
5.0,7,0.1,0.14,0.023434466266532557,0.153083200471288,500
5.0,7,0.1,0.16,0.023704673832158792,0.15396322233624105,500
5.0,7,0.1,0.18,0.02398867545632698,0.15488277972817696,500
5.0,7,0.1,0.2,0.02425312740058542,0.1557341561783587,500
5.0,7,0.1,0.22,0.024385204967306347,0.15615762859145355,500
5.0,7,0.1,0.24,0.024755115057299125,0.15733758310492482,500
5.0,7,0.1,0.26,0.02523763275501098,0.15886356648083594,500
5.0,7,0.1,0.28,0.025433673706447536,0.1594793833272738,500
5.0,7,0.1,0.3,0.025892112708902633,0.16091026290731936,500
5.0,7,0.1,0.32,0.0264476033568715,0.16262719132073672,500
5.0,7,0.1,0.34,0.026788684468434378,0.16367249148355498,500
5.0,7,0.1,0.36,0.02702584947230923,0.16439540587348914,500
5.0,7,0.1,0.38,0.02728341618343369,0.1651769238829495,500
5.0,7,0.1,0.4,0.02746417313210316,0.16572318224105873,500
5.0,7,0.1,0.42,0.027639741627769204,0.16625204247698494,500
5.0,7,0.1,0.44,0.027726129512293893,0.1665116497795091,500
5.0,7,0.1,0.46,0.027975096408311115,0.16725757504014913,500
5.0,7,0.1,0.48,0.02821509788123262,0.16797350350943038,500
5.0,7,0.1,0.5,0.02831569534688782,0.16827268152284203,500
5.0,7,0.5,0.0,0.022667269804329263,0.15055653358233664,500
5.0,7,0.5,0.02,0.022799270097120548,0.15099427173611768,500
5.0,7,0.5,0.04,0.022584039146408785,0.1502798693984287,500
5.0,7,0.5,0.06,0.022454711469311224,0.1498489621896369,500
5.0,7,0.5,0.08,0.022606374035505812,0.15035416201590768,500
5.0,7,0.5,0.1,0.02257913378426369,0.1502635477561464,500
5.0,7,0.5,0.12,0.02257587940532774,0.15025271846235508,500
5.0,7,0.5,0.14,0.022779790173576026,0.15092975244654722,500
5.0,7,0.5,0.16,0.02290646329566377,0.15134881332757047,500
5.0,7,0.5,0.18,0.023096241974074908,0.15197447803521125,500
5.0,7,0.5,0.2,0.023441466029442866,0.15310606137394714,500
5.0,7,0.5,0.22,0.023715690222148127,0.1539989942244693,500
5.0,7,0.5,0.24,0.023802169604839513,0.15427951777484758,500
5.0,7,0.5,0.26,0.0240210212548557,0.1549871648068178,500
5.0,7,0.5,0.28,0.024538175500865476,0.15664665812223852,500
5.0,7,0.5,0.3,0.024807024759335883,0.1575024595342431,500
5.0,7,0.5,0.32,0.02519060964999475,0.15871549908561153,500
5.0,7,0.5,0.34,0.025478642677063814,0.1596203078466641,500
5.0,7,0.5,0.36,0.025717742985315612,0.16036752472154583,500
5.0,7,0.5,0.38,0.026124228240269866,0.16162991134152696,500
5.0,7,0.5,0.4,0.026510499337914068,0.1628204512274612,500
5.0,7,0.5,0.42,0.026804224705029606,0.16371995817562868,500
5.0,7,0.5,0.44,0.02705279064967221,0.16447732563995623,500
5.0,7,0.5,0.46,0.027371088303367215,0.1654420995495621,500
5.0,7,0.5,0.48,0.027600487053937205,0.16613394311198781,500
5.0,7,0.5,0.5,0.027857966246231214,0.16690705870702777,500
5.0,7,1.0,0.0,0.02395930560317093,0.15478793752476622,500
5.0,7,1.0,0.02,0.02299824720710758,0.15165172998389295,500
5.0,7,1.0,0.04,0.022516166026311634,0.15005387707857346,500
5.0,7,1.0,0.06,0.022554726209217613,0.1501823099077172,500
5.0,7,1.0,0.08,0.022466477954961695,0.14988821819930243,500
5.0,7,1.0,0.1,0.022533399857434477,0.1501112915720682,500
5.0,7,1.0,0.12,0.02280796621173334,0.1510230651646739,500
5.0,7,1.0,0.14,0.02282550171061462,0.15108110970804597,500
5.0,7,1.0,0.16,0.022860310229408397,0.15119626393998098,500
5.0,7,1.0,0.18,0.023434227011229863,0.15308241901416983,500
5.0,7,1.0,0.2,0.0236789402270962,0.15387962901923113,500
5.0,7,1.0,0.22,0.02405918641864495,0.15511023956736367,500
5.0,7,1.0,0.24,0.024250982446091945,0.15572726943631918,500
5.0,7,1.0,0.26,0.024433462280953024,0.15631206697166097,500
5.0,7,1.0,0.28,0.024726065110916726,0.15724523875436333,500
5.0,7,1.0,0.3,0.024896223882510005,0.15778537284079916,500
5.0,7,1.0,0.32,0.02542224360534841,0.1594435436301778,500
5.0,7,1.0,0.34,0.0256350984948046,0.1601096452272773,500
5.0,7,1.0,0.36,0.025945223936072893,0.16107521204726968,500
5.0,7,1.0,0.38,0.0261433016961859,0.1616889040601918,500
5.0,7,1.0,0.4,0.026246963422041785,0.16200914610614361,500
5.0,7,1.0,0.42,0.02638165674734241,0.1624243108261273,500
5.0,7,1.0,0.44,0.026455431634400946,0.16265125770925026,500
5.0,7,1.0,0.46,0.026861792036255848,0.16389567424509974,500
5.0,7,1.0,0.48,0.02719015675099928,0.1648943805925456,500
5.0,7,1.0,0.5,0.02738260466397779,0.16547690069607235,500
5.0,10,0.1,0.0,0.015365074812503975,0.12395593899649979,500
5.0,10,0.1,0.02,0.015814539075601534,0.12575587093890103,500
5.0,10,0.1,0.04,0.01599439817207248,0.12646896129909696,500
5.0,10,0.1,0.06,0.01611462231937898,0.1269433823378713,500
5.0,10,0.1,0.08,0.016185781660814733,0.12722335344116162,500
5.0,10,0.1,0.1,0.016231217295817307,0.12740179471191648,500
5.0,10,0.1,0.12,0.016279939941461142,0.1275928679098528,500
5.0,10,0.1,0.14,0.016446957292892993,0.128245691127979,500
5.0,10,0.1,0.16,0.016582574011212103,0.12877334355840925,500
5.0,10,0.1,0.18,0.016686769018520762,0.12917727748532543,500
5.0,10,0.1,0.2,0.017010658051386875,0.13042491346129725,500
5.0,10,0.1,0.22,0.017216008182934,0.13120978691749333,500
5.0,10,0.1,0.24,0.017364679624598787,0.131775110034478,500
5.0,10,0.1,0.26,0.017483290088719444,0.13222439294139127,500
5.0,10,0.1,0.28,0.017670647940724586,0.132930989391957,500
5.0,10,0.1,0.3,0.017763404442566758,0.1332794224273453,500
5.0,10,0.1,0.32,0.017986507704411143,0.13411378640695795,500
5.0,10,0.1,0.34,0.018082446862374063,0.13447098892465267,500
5.0,10,0.1,0.36,0.018260725260908547,0.13513225100215176,500
5.0,10,0.1,0.38,0.018622440352501143,0.13646406249449392,500
5.0,10,0.1,0.4,0.018861814439351452,0.1373383210882944,500
5.0,10,0.1,0.42,0.019048641020205516,0.1380168142662535,500
5.0,10,0.1,0.44,0.01919859248018426,0.13855898556277127,500
5.0,10,0.1,0.46,0.01944417433305738,0.13944236921774306,500
5.0,10,0.1,0.48,0.01982653544166386,0.14080673081093767,500
5.0,10,0.1,0.5,0.02008044854423423,0.14170549934365367,500
5.0,10,0.5,0.0,0.016242508037450337,0.1274460985571953,500
5.0,10,0.5,0.02,0.016534593806199552,0.1285869114886875,500
5.0,10,0.5,0.04,0.01642458301019241,0.12815842933725588,500
5.0,10,0.5,0.06,0.016326654078071625,0.12777579613554213,500
5.0,10,0.5,0.08,0.016279225600931643,0.12759006858267474,500
5.0,10,0.5,0.1,0.01643532327793263,0.1282003247965177,500
5.0,10,0.5,0.12,0.016450661233189487,0.1282601311132555,500
5.0,10,0.5,0.14,0.016555169616296227,0.12866689401822143,500
5.0,10,0.5,0.16,0.016830703648695048,0.1297332017977474,500
5.0,10,0.5,0.18,0.017143466374970044,0.1309330606644863,500
5.0,10,0.5,0.2,0.01734131584779949,0.1316864300062823,500
5.0,10,0.5,0.22,0.01750566748204008,0.13230898488779996,500
5.0,10,0.5,0.24,0.01771379882314125,0.13309319600618677,500
5.0,10,0.5,0.26,0.018036425214904735,0.1342997588043431,500
5.0,10,0.5,0.28,0.018124470454960413,0.1346271534830935,500
5.0,10,0.5,0.3,0.0185652352484934,0.1362543035962292,500
5.0,10,0.5,0.32,0.018742344556220456,0.13690268279409448,500
5.0,10,0.5,0.34,0.019149160730526395,0.1383804925938855,500
5.0,10,0.5,0.36,0.019410217225675437,0.13932055564659307,500
5.0,10,0.5,0.38,0.019607643729712212,0.14002729637364356,500
5.0,10,0.5,0.4,0.01972553807351971,0.14044763463127355,500
5.0,10,0.5,0.42,0.020020552105174446,0.14149400024444303,500
5.0,10,0.5,0.44,0.020260687147575732,0.14234004056334862,500
5.0,10,0.5,0.46,0.020452172331932476,0.14301109163953848,500
5.0,10,0.5,0.48,0.02064200233016512,0.14367324848476531,500
5.0,10,0.5,0.5,0.020798725489394373,0.14421763238035207,500
5.0,10,1.0,0.0,0.015911091848822445,0.12613917650287101,500
5.0,10,1.0,0.02,0.015494078378720985,0.12447521190470408,500
5.0,10,1.0,0.04,0.015154292783598356,0.1231027732571381,500
5.0,10,1.0,0.06,0.014973218871395199,0.12236510479460719,500
5.0,10,1.0,0.08,0.014871754373936204,0.12194980268100561,500
5.0,10,1.0,0.1,0.014815963719749687,0.1217208434071572,500
5.0,10,1.0,0.12,0.01490334420258063,0.12207925377630971,500
5.0,10,1.0,0.14,0.014952509497819684,0.1222804542754879,500
5.0,10,1.0,0.16,0.014954315945305854,0.12228784054559903,500
5.0,10,1.0,0.18,0.014973268937163907,0.12236530936978791,500
5.0,10,1.0,0.2,0.015098004845784123,0.12287393883889343,500
5.0,10,1.0,0.22,0.015329114893287558,0.12381080281335534,500
5.0,10,1.0,0.24,0.015338660935281733,0.12384934773862045,500
5.0,10,1.0,0.26,0.015614500432292736,0.12495799467138041,500
5.0,10,1.0,0.28,0.015758945561102064,0.12553463888943986,500
5.0,10,1.0,0.3,0.016216926326641054,0.12734569614494654,500
5.0,10,1.0,0.32,0.016400694200968128,0.1280651951193927,500
5.0,10,1.0,0.34,0.016688275561080487,0.12918310865233304,500
5.0,10,1.0,0.36,0.016876943264653364,0.12991128998148455,500
5.0,10,1.0,0.38,0.017079806056969307,0.13068973202577663,500
5.0,10,1.0,0.4,0.017291966357970763,0.1314989215087742,500
5.0,10,1.0,0.42,0.01768000633802846,0.13296618494199366,500
5.0,10,1.0,0.44,0.01789234118063881,0.13376225618850338,500
5.0,10,1.0,0.46,0.01817354752734685,0.13480930059660887,500
5.0,10,1.0,0.48,0.018437618199118412,0.1357851913837382,500
5.0,10,1.0,0.5,0.018561713799803526,0.13624138064407423,500
5.0,20,0.1,0.0,0.007677564046799336,0.08762170990570393,500
5.0,20,0.1,0.02,0.007847825168902594,0.08858795160123409,500
5.0,20,0.1,0.04,0.007946179036881735,0.08914134302825898,500
5.0,20,0.1,0.06,0.008022495571257336,0.08956838488695291,500
5.0,20,0.1,0.08,0.008079082657854843,0.08988371742342906,500
5.0,20,0.1,0.1,0.008124925567789536,0.09013836901003665,500
5.0,20,0.1,0.12,0.008164379820072907,0.09035695778451655,500
5.0,20,0.1,0.14,0.008202310813634988,0.0905666098163942,500
5.0,20,0.1,0.16,0.00824878140520148,0.09082280223160635,500
5.0,20,0.1,0.18,0.008317400413566194,0.09119978296885467,500
5.0,20,0.1,0.2,0.00844015965704483,0.09187034155289088,500
5.0,20,0.1,0.22,0.008530538978086064,0.09236091694047902,500
5.0,20,0.1,0.24,0.008608139980505223,0.09278006240839258,500
5.0,20,0.1,0.26,0.008691848537599833,0.09323008386566985,500
5.0,20,0.1,0.28,0.00877159084692144,0.09365677149529253,500
5.0,20,0.1,0.3,0.00889370430105848,0.09430643827999487,500
5.0,20,0.1,0.32,0.00901689854493744,0.09495735118956004,500
5.0,20,0.1,0.34,0.009126419774187369,0.09553229702141244,500
5.0,20,0.1,0.36,0.00924740328734639,0.09616341969453036,500
5.0,20,0.1,0.38,0.009414964019182072,0.09703073749684722,500
5.0,20,0.1,0.4,0.009509062225465477,0.09751442060262408,500
5.0,20,0.1,0.42,0.009608592697328737,0.09802342932854745,500
5.0,20,0.1,0.44,0.009680635701063813,0.09839022157238905,500
5.0,20,0.1,0.46,0.009736859597233376,0.09867552684041457,500
5.0,20,0.1,0.48,0.009817021929783848,0.09908088579430367,500
5.0,20,0.1,0.5,0.009856937924878705,0.09928211281433683,500
5.0,20,0.5,0.0,0.008469240771613417,0.09202847804681666,500
5.0,20,0.5,0.02,0.008551003576568041,0.09247163660586981,500
5.0,20,0.5,0.04,0.008492335750981288,0.09215386997289526,500
5.0,20,0.5,0.06,0.008439680188287644,0.09186773202973743,500
5.0,20,0.5,0.08,0.008405078658484959,0.09167921606604716,500
5.0,20,0.5,0.1,0.008387994482082052,0.0915859950106022,500
5.0,20,0.5,0.12,0.008383661212255238,0.09156233511796888,500
5.0,20,0.5,0.14,0.008391051192527765,0.09160268114268143,500
5.0,20,0.5,0.16,0.008413919079909871,0.09172741727482504,500
5.0,20,0.5,0.18,0.00845087291816027,0.09192862948048486,500
5.0,20,0.5,0.2,0.008491681001534038,0.09215031742503135,500
5.0,20,0.5,0.22,0.008601058806561318,0.09274189348164785,500
5.0,20,0.5,0.24,0.008665626022189999,0.0930893442999251,500
5.0,20,0.5,0.26,0.00875293954314123,0.09355714586893525,500
5.0,20,0.5,0.28,0.008879202485598429,0.09422952024497647,500
5.0,20,0.5,0.3,0.008993765519845058,0.09483546551709998,500
5.0,20,0.5,0.32,0.00906169449187278,0.09519293299333087,500
5.0,20,0.5,0.34,0.009112602504774596,0.09545995236105347,500
5.0,20,0.5,0.36,0.009219936409975888,0.09602049994650043,500
5.0,20,0.5,0.38,0.009262721508610688,0.09624303355885395,500
5.0,20,0.5,0.4,0.009341266124410753,0.09665022568215118,500
5.0,20,0.5,0.42,0.00940601448932137,0.09698460954873908,500
5.0,20,0.5,0.44,0.009487226160005026,0.09740239298911,500
5.0,20,0.5,0.46,0.009587399003994768,0.0979152644075211,500
5.0,20,0.5,0.48,0.00963407337494109,0.09815331565943705,500
5.0,20,0.5,0.5,0.009727611767476671,0.0986286559143775,500
5.0,20,1.0,0.0,0.007229415213308283,0.0850259678763393,500
5.0,20,1.0,0.02,0.007073883222075925,0.08410638038862406,500
5.0,20,1.0,0.04,0.006969214482694464,0.08348182127082796,500
5.0,20,1.0,0.06,0.006929345111294943,0.08324268803501568,500
5.0,20,1.0,0.08,0.006915240445016818,0.08315792472769398,500
5.0,20,1.0,0.1,0.006915358581138012,0.08315863503652529,500
5.0,20,1.0,0.12,0.006925395136078568,0.08321895899420136,500
5.0,20,1.0,0.14,0.0069438611160907915,0.08332983328970958,500
5.0,20,1.0,0.16,0.006970942431077327,0.08349216987884149,500
5.0,20,1.0,0.18,0.007008811595607082,0.08371864544775603,500
5.0,20,1.0,0.2,0.007066389106657305,0.08406181717437058,500
5.0,20,1.0,0.22,0.007163494728974064,0.08463743101591674,500
5.0,20,1.0,0.24,0.007227071346020011,0.08501218351518805,500
5.0,20,1.0,0.26,0.007340707754685348,0.08567793038283165,500
5.0,20,1.0,0.28,0.007424461132746824,0.0861653128163928,500
5.0,20,1.0,0.3,0.0075592770285150095,0.08694410289671756,500
5.0,20,1.0,0.32,0.007648267081636996,0.0874543714266874,500
5.0,20,1.0,0.34,0.007777762490139289,0.08819162369601372,500
5.0,20,1.0,0.36,0.007890889431335396,0.08883067843563616,500
5.0,20,1.0,0.38,0.007978859741265987,0.0893244632856307,500
5.0,20,1.0,0.4,0.008071941379990828,0.08984398354921061,500
5.0,20,1.0,0.42,0.008181054530428234,0.09044918203294176,500
5.0,20,1.0,0.44,0.008282326838095098,0.09100729002720111,500
5.0,20,1.0,0.46,0.008378002861592907,0.09153143100374268,500
5.0,20,1.0,0.48,0.008463981935554522,0.09199990182361349,500
5.0,20,1.0,0.5,0.008551436671196861,0.0924739783463265,500
