target,aggregation,n_rows,J1,default_J1,oracle_J1,relative_improvement_vs_default,improved_rate,harmed_rate,exact_oracle_rate,within_0.02_oracle_rate,spearman_predicted_vs_actual_gain
absolute,model_first_rows,144000,0.5849958252035408,0.6304091999323667,0.4922971152637207,0.07203793144785653,0.6209444444444444,0.31283333333333335,0.22730555555555557,0.46802777777777776,0.3686301235623683
absolute,three_seed_curve_ensemble,48000,0.5811763783702207,0.6304091999323665,0.4922971152637207,0.07809661021353709,0.6365,0.3016041666666667,0.22958333333333333,0.4825833333333333,0.4024061629340898
default_residual,model_first_rows,144000,0.5879812468720631,0.6304091999323667,0.4922971152637207,0.06730224283664554,0.5877361111111111,0.2333611111111111,0.2144375,0.47829166666666667,0.36818573756344014
default_residual,three_seed_curve_ensemble,48000,0.5838041991223596,0.6304091999323665,0.4922971152637207,0.07392817366086502,0.6034583333333333,0.2355625,0.21947916666666667,0.48722916666666666,0.40228371940393814
oracle_regret,model_first_rows,144000,0.5851138282189586,0.6304091999323667,0.4922971152637207,0.07185074665513691,0.6443194444444444,0.2875902777777778,0.2501527777777778,0.49990972222222224,0.38278247539025495
oracle_regret,three_seed_curve_ensemble,48000,0.5806200530795598,0.6304091999323665,0.4922971152637207,0.07897909303694872,0.6592916666666667,0.2753541666666667,0.2531875,0.5133125,0.41434989162712726
