n,fold,seed,p_rms_actual,q_rms_actual,delta_rms_actual,p_rms_proj,q_rms_proj,delta_rms_proj,p_rms_rem,q_rms_rem,delta_rms_rem,p_mean_align,q_mean_align,delta_mean_align,p_mean_cancel,q_mean_cancel,delta_mean_cancel,p_mean_cancel_exact,q_mean_cancel_exact,delta_mean_cancel_exact,p_mean_s_norm,q_mean_s_norm,delta_mean_s_norm,p_rms_u_par,q_rms_u_par,delta_rms_u_par,p_rms_u_perp,q_rms_u_perp,delta_rms_u_perp,p_rms_u_beta,q_rms_u_beta,delta_rms_u_beta,p_rms_u_eta,q_rms_u_eta,delta_rms_u_eta,p_rms_u_gamma,q_rms_u_gamma,delta_rms_u_gamma,p_n_boundary,q_n_boundary,delta_n_boundary,p_corr_proj_actual,q_corr_proj_actual,delta_corr_proj_actual,p_identity_max_abs_err,q_identity_max_abs_err,delta_identity_max_abs_err
10,3,42,0.17321917515421803,0.17183328642835188,-0.0013858887258661468,0.17396247814540605,5.703292465818857,5.52932998767345,0.018319963621555118,5.68481430858498,5.666494344963425,0.3984370093319283,0.27562026230319797,-0.12281674702873036,0.38537778086457775,0.34037278223142103,-0.04500499863315671,0.3791991204453598,0.9149982145893925,0.5357990941440327,1.5257889981791588,1.5257889981791588,0.0,0.09468977990281835,2.1313533916169725,2.036663611714154,0.23143091226897652,7.143204117504193,6.9117732052352165,0.23122790916303057,7.386020545767,7.154792636603969,0.026563434682703137,0.948751505318171,0.9221880706354678,0.0914027326377387,0.33853127322344795,0.24712854058570927,0,0,0,0.9960763597968184,0.2702305405076538,-0.7258458192891646,8.97620001660826e-08,7.621702158289168e-08,-1.3544978583190925e-08
10,3,2026,0.1719286812928437,0.17224543643749968,0.00031675514465598353,0.17213157586024222,5.6387098290691515,5.466578253208909,0.018831567658501722,5.614112947202514,5.595281379544012,0.40296905534295807,0.2736893377638511,-0.12927971757910695,0.3702643287397333,0.3472522293276838,-0.023012099412049514,0.36356157195025224,0.9136521844331581,0.5500906124829059,1.5257889981791588,1.5257889981791588,0.0,0.09418585154336828,2.071561154748502,1.9773753032051338,0.23092463686135284,6.962812635272511,6.731887998411158,0.23115576480570876,7.194888841273689,6.96373307646798,0.02070987471241393,0.9457289098377911,0.9250190351253772,0.09129773286879067,0.3336117542681169,0.24231402139932623,0,0,0,0.9957623788342659,0.31367295537217527,-0.6820894234620907,1.24515173172135e-07,8.196804168747462e-08,-4.254713148466038e-08
10,3,3407,0.1738715623429792,0.172269538256632,-0.0016020240863472146,0.17591756519915172,5.856924663912039,5.681007098712888,0.01856762296881001,5.836648411741006,5.818080788772196,0.4016511216655136,0.27316448786000863,-0.12848663380550496,0.3846585835487074,0.344063396893773,-0.04059518665493439,0.37913601989013157,0.9114929895270094,0.5323569696368778,1.5257889981791588,1.5257889981791588,0.0,0.09507046160645925,2.1582492184747757,2.0631787568683166,0.23301907644893036,7.266854726046963,7.033835649598033,0.23262258006367306,7.514323329543655,7.281700749479982,0.02693572825588499,0.9436417231048232,0.9167059948489382,0.09218180106193861,0.3312136712301965,0.2390318701682579,0,0,0,0.9959964297607088,0.29704290552674145,-0.6989535242339673,9.929816524589796e-08,8.10932737072001e-08,-1.8204891538697865e-08
10,4,42,0.17240242473196463,0.16724545052242212,-0.005156974209542503,0.1688581557877562,4.966597000389467,4.797738844601711,0.01883311196351298,4.95706023033755,4.938227118374037,0.41153233171928527,0.27240967379576325,-0.13912265792352202,0.3610455848715235,0.3617725958320117,0.0007270109604882169,0.3533163230386202,0.9153874323847551,0.5620711093461348,1.5257889981791588,1.5257889981791588,0.0,0.09498138119309162,1.8829173577001304,1.7879359765070388,0.2216368704610995,6.388182666013682,6.166545795552582,0.22196537298423072,6.58335419590592,6.361388822921689,0.019615824323181538,0.946857012275885,0.9272411879527035,0.09214639305600085,0.34229355798496064,0.2501471649289598,0,0,0,0.9957996139362664,0.2232398125114891,-0.7725598014247772,1.6715796924415827e-07,9.807633061242882e-08,-6.908163863172945e-08
10,4,2026,0.17204879373225834,0.16784296981348595,-0.004205823918772389,0.16913514434877175,4.690148294623567,4.521013150274795,0.018300135214956735,4.686720946872335,4.668420811657379,0.412205807497913,0.26948251293160924,-0.14272329456630378,0.3581453338358266,0.3652419990202954,0.007096665184468831,0.35123643249244274,0.9116083582903358,0.5603719257978931,1.5257889981791588,1.5257889981791588,0.0,0.09467522282289259,1.8120703695007323,1.7173951466778397,0.2198846748905759,6.160471429706562,5.940586754815986,0.2201744810401685,6.342333987215114,6.122159506174945,0.01809453573485483,0.9496392753734221,0.9315447396385672,0.09224128004061499,0.3286215171555382,0.23638023711492323,0,0,0,0.9959641251848376,0.2498434301418871,-0.7461206950429504,1.6642011324563555e-07,1.0076972389860828e-07,-6.565038934702727e-08
10,4,3407,0.17364244619595504,0.16757803180981498,-0.006064414386140055,0.17014676064400153,5.375254729272433,5.205107968628431,0.01874388751588013,5.367556916293345,5.348813028777465,0.40929104651282316,0.2718314050076411,-0.13745964150518208,0.3626013525289721,0.3537729141321974,-0.008828438396774663,0.3553804590575999,0.913172853902568,0.5577923948449681,1.5257889981791588,1.5257889981791588,0.0,0.09426157800065461,2.0220922490617412,1.9278306710610866,0.22124374389736154,6.8760005089188985,6.654756765021537,0.22121807142673083,7.096948117838441,6.87573004641171,0.01833684991215188,0.9439617234945054,0.9256248735823535,0.09252223576217683,0.33242102769713555,0.23989879193495872,0,0,0,0.9959018655931151,0.24328736650300542,-0.7526144990901097,9.060422556661507e-08,1.2222823286833773e-07,3.1624007301722656e-08
10,5,42,0.18100042981090447,0.1698927935807677,-0.011107636230136775,0.18306796686866206,5.131332808222235,4.9482648413535735,0.01981511983567905,5.11645821225061,5.096643092414931,0.40695895063970167,0.2685138698689799,-0.13844508077072176,0.362821653481168,0.3780194037770501,0.015197750295882106,0.356631060710726,0.9156220717711668,0.5589910110604408,1.5257889981791588,1.5257889981791588,0.0,0.09424644399644344,1.8844204169496477,1.7901739729532042,0.23572176248188428,6.385105084250019,6.149383321768134,0.2357607968832356,6.580536537029386,6.34477574014615,0.01697636003238844,0.9487660351981452,0.9317896751657567,0.092605568766533,0.3420367524226287,0.2494311836560957,0,0,0,0.9956582068256724,0.22718682518746613,-0.7684713816382063,1.18339770649456e-07,1.16530035176865e-07,-1.8097354725910009e-09
10,5,2026,0.1856009384944675,0.16891558588227246,-0.01668535261219503,0.1894775366378683,5.642049697287973,5.452572160650105,0.01975327167896185,5.624895747541677,5.605142475862715,0.3987976892777169,0.2708302321145255,-0.1279674571631914,0.386911777005434,0.35492323108590135,-0.03198854591953265,0.38314761486190335,0.9136286112595917,0.5304809963976884,1.5257889981791588,1.5257889981791588,0.0,0.09615636064774767,2.0782555272750765,1.9820991666273289,0.23966677089848779,7.025341273944866,6.785674503046378,0.2377398086174185,7.257562461706533,7.019822653089114,0.034981544429719694,0.9456081082122755,0.9106265637825558,0.09456363843355813,0.32890495915094675,0.2343413207173886,0,0,0,0.9958691324798153,0.2760759311514239,-0.7197932013283914,1.147127415834781e-07,8.592143196928248e-08,-2.8791309614195626e-08
10,5,3407,0.17904803803257047,0.1692554507226368,-0.009792587309933654,0.17943137681997215,5.779326817532425,5.599895440712453,0.01958792545858612,5.765970153232351,5.746382227773765,0.4239690889654811,0.27307465070242154,-0.15089443826305954,0.3341705049700372,0.3455607321014398,0.011390227131402586,0.328390968599782,0.9154139352792438,0.5870229666794617,1.5257889981791588,1.5257889981791588,0.0,0.09722925078892905,2.1587011747008966,2.0614719239119674,0.2345053657101322,7.29691750058567,7.062412134875538,0.23513461435402125,7.543750087591129,7.308615473237108,0.019332987214106236,0.9416887231707304,0.9223557359566241,0.09372428977476539,0.331741972970496,0.23801768319573063,0,0,0,0.9956241044540688,0.2321089593780325,-0.7635151450760362,1.4468569942138743e-07,1.0977217690388841e-07,-3.491352251749902e-08
15,1,42,0.15174484682264391,0.14214636079026835,-0.009598486032375564,0.15176628529462427,7.7827268195806685,7.630960534286044,0.013649897586042802,7.771617255730503,7.757967358144461,0.39912704140173816,0.2905974974084572,-0.10852954399328096,0.37971369510081143,0.21198877507967614,-0.1677249200211353,0.37485653017263054,0.9314773803546925,0.556620850182062,1.5257889981791588,1.5257889981791588,0.0,0.07926113324044123,3.293088291115962,3.213827157875521,0.19444325557172962,10.847298015488477,10.652854759916748,0.19429318408547158,11.295291605330716,11.100998421245244,0.017642651304335094,0.9110883085188287,0.8934456572144936,0.0776492263501359,0.3075879947771724,0.22993876842703653,0,0,0,0.997115262975439,0.2537297750925063,-0.7433854878829327,1.6231672361755045e-07,1.5020838439738782e-07,-1.2108339220162634e-08
15,1,2026,0.15166401540237387,0.14263280905166856,-0.009031206350705312,0.15186925782990837,7.509724179803268,7.3578549219733596,0.013452557468729155,7.4945859797559375,7.481133422287209,0.40371782979333243,0.29032824430630155,-0.11338958548703088,0.3676574253045817,0.2151080381566578,-0.15254938714792388,0.36314239500829304,0.9321483809947445,0.5690059859864515,1.5257889981791588,1.5257889981791588,0.0,0.07990600696031716,3.2044539723923653,3.1245479654320483,0.19436966926078109,10.573922965836747,10.379553296575965,0.1942806377128344,11.007052243896952,10.812771606184118,0.025249661619610436,0.9097110627993933,0.8844614011797829,0.07603963883973433,0.30593926026981194,0.2298996214300776,0,0,0,0.9971242937894367,0.27851544040564535,-0.7186088533837913,1.0385224702424978e-07,1.1622552809065212e-07,1.2373281066402342e-08
15,1,3407,0.1509983727539833,0.14302627572047338,-0.007972097033509928,0.15224156491192026,8.156170285472928,8.003928720561008,0.013684621540806092,8.140395084903293,8.126710463362487,0.39640757057267884,0.29085128640878166,-0.10555628416389717,0.3943999071749592,0.2126426668356506,-0.1817572403393086,0.39153677495365113,0.9324710536879922,0.5409342787343411,1.5257889981791588,1.5257889981791588,0.0,0.08147107461334395,3.3852742258965924,3.3038031512832484,0.1971103981588867,11.157853703412615,10.960743305253727,0.19491152572795664,11.62020438042356,11.425292854695604,0.03954889713590053,0.9121700658227179,0.8726211686868174,0.07704172203904806,0.3107680477148196,0.2337263256757715,0,0,0,0.9969705467177548,0.26443399570923626,-0.7325365510085184,1.6617091525006344e-07,1.195340919579735e-07,-4.663682329208996e-08
